,USA300HOU_RS14115
USA300_LAC_U01-Set001_CAMHB_PreCulture_1,4.504824038
USA300_LAC_U01-Set001_CAMHB_Control_1,3.8860432606
USA300_LAC_U01-Set001_CAMHB_0.15ug/mLNafcillin_1,3.9550191889
USA300_LAC_U01-Set001_CAMHB_0.5ug/mLNafcillin_1,3.4593477882
USA300_LAC_U01-Set001_CAMHB_1ug/mLNafcillin_1,4.5403159976000005
USA300_LAC_U01-Set001_CAMHB_PreCulture_2,4.4987220655
USA300_LAC_U01-Set001_CAMHB_Control_2,3.7953033991
USA300_LAC_U01-Set001_CAMHB_0.15ug/mLNafcillin_2,3.8378857582
USA300_LAC_U01-Set001_CAMHB_0.5ug/mLNafcillin_2,3.2215067595
USA300_LAC_U01-Set001_CAMHB_1ug/mLNafcillin_2,4.4204435344
USA300_TCH1516_U01-Set000_CAMHB_Control_1,2.7706420982
USA300_TCH1516_U01-Set000_CAMHB_0.0625ug/mLNafcillin_1,2.9171827229
USA300_TCH1516_U01-Set000_CAMHB_0.5ug/mLNafcillin_1,2.4498110037
USA300_LAC_U01-Set001_R10LB_PreCulture_1,4.1105409683
USA300_LAC_U01-Set001_R10LB_PreCulture_2,3.752344948
USA300_LAC_U01-Set001_R10LB_Control_1,5.3963430741
USA300_LAC_U01-Set001_R10LB_0.1ug/mLNafcillin_1,5.2712919088
USA300_LAC_U01-Set001_R10LB_0.15ug/mLNafcillin_1,5.1007426092
USA300_LAC_U01-Set001_R10LB_Control_2,5.4311278164
USA300_LAC_U01-Set001_R10LB_0.1ug/mLNafcillin_2,5.8259611018
USA300_LAC_U01-Set001_R10LB_0.15ug/mLNafcillin_2,5.0417490489
USA300_TCH1516_U01-Set000_R10LB_Control_1,5.267693983
USA300_TCH1516_U01-Set000_R10LB_0.031ug/mLNafcillin_1,4.9391096104
USA300_TCH1516_U01-Set000_R10LB_0.0625ug/mLNafcillin_1,4.2049443779
USA300_TCH1516_U01-Set000_R10LB_Control_2,4.9530413372
USA300_TCH1516_U01-Set000_R10LB_0.031ug/mLNafcillin_2,5.2980864567
USA300_TCH1516_U01-Set000_R10LB_0.0625ug/mLNafcillin_2,4.9010761408
USA300_TCH1516_U01-Set000_CAMHB_PreCulture_1,2.198455281
USA300_TCH1516_U01-Set000_CAMHB_PreCulture_2,2.0329950694
USA300_TCH1516_U01-Set000_CAMHB_Control_2,2.7525216387
USA300_TCH1516_U01-Set000_CAMHB_0.0625ug/mLNafcillin_2,2.5402025926
USA300_TCH1516_U01-Set000_CAMHB_0.5ug/mLNafcillin_2,3.2242951195
USA300_TCH1516_U01-Set000_CAMHB_1ug/mLNafcillin_1,3.0619768885
USA300_TCH1516_U01-Set000_CAMHB_1ug/mLNafcillin_2,3.0394744233
USA300_LAC_U01-Set004_CAMHB_Control_1,2.0812645545
USA300_LAC_U01-Set004_CAMHB_0.65ug/mLVancomycin_1,3.0438522526
USA300_LAC_U01-Set004_CAMHB_0.7ug/mLVancomycin_1,2.8185313703
USA300_LAC_U01-Set004_CAMHB_0.8ug/mLVancomycin_1,3.8926021018
USA300_LAC_U01-Set004_CAMHB_Control_2,2.8633256177
USA300_LAC_U01-Set004_CAMHB_0.65ug/mLVancomycin_2,2.7599075835
