,-0.044486646587515714,-0.03460072512362333,-0.02471480365973095,-0.01482888219583857,-0.004942960731946187,0.004942960731946194,0.014828882195838576,0.02471480365973095,0.03460072512362334,0.04448664658751573,0.0543725680514081,0.06425848951530047,0.07414441097919286,0.08403033244308525,0.09391625390697761,0.10380217537087,0.11368809683476239,0.12357401829865478,0.13345993976254716,0.14334586122643952
thresh,-0.0494296073194619,0.0494296073194619,1,,,,,,,,,,,,,,,,,
unreg,1,4,63,695,2622,1553,354,111,52,29,21,16,15,13,5,5,4,1,0,0
unreg_genes,[],[],[],[],[],[],[],[],[],[],"['PP_5690' 'PP_5550' 'PP_1940' 'PP_5674' 'PP_5576' 'PP_5641' 'PP_1786'
 'PP_5487' 'PP_3705' 'PP_2947' 'PP_2292' 'PP_5501' 'PP_3989' 'PP_3707'
 'PP_5666' 'PP_2343' 'PP_5589' 'PP_5449' 'PP_5667' 'bfr-II' 'PP_5624']","['PP_5488' 'PP_5536' 'PP_4415' 'PP_1960' 'PP_4022' 'PP_5516' 'PP_5582'
 'PP_4410' 'PP_5483' 'PP_5644' 'PP_0329' 'PP_2474' 'PP_0641' 'PP_1922'
 'PP_4350' 'PP_0536']","['PP_1790' 'PP_5482' 'PP_5493' 'PP_3024' 'PP_2277' 'PP_3988' 'PP_5492'
 'PP_1787' 'PP_5462' 'PP_5711' 'PP_1964' 'PP_5673' 'PP_3471' 'PP_5423'
 'PP_5613']","['PP_1942' 'PP_0639' 'PP_1789' 'PP_1941' 'PP_1920' 'PP_4409' 'PP_5710'
 'PP_4349' 'PP_1962' 'PP_4743' 'PP_1936' 'PP_4094' 'PP_5495']",['PP_1788' 'PP_5651' 'PP_5652' 'PP_1963' 'PP_1961'],['PP_3677' 'PP_3678' 'PP_4448' 'PP_3676' 'PP_5643'],['PP_5491' 'PP_1959' 'PP_0640' 'PP_4447'],['PP_5610'],[],[]
