,A,AraC,FucR,ExuR,AllR
sdsR_ryeA__wt_8h__2,-7.0035159245,-0.9391750332000001,-1.4219024452,-0.7707951871000001,2.3295365428
starve_series__t00_growth1__1,0.09955666960000001,0.0843223047,0.060002490400000004,-0.0196142352,-0.0828233962
starve_series__t00_growth1__2,0.8927838445,0.1024165924,0.0244246298,-0.1265453077,-0.0921796457
starve_series__t00_growth1__3,0.10801246070000001,0.2725954586,0.1689235356,0.1294577828,0.0373552109
starve_series__t00_growth1__4,-1.1003529749,-0.45933435570000003,-0.2533506558,0.0167017601,0.137647831
starve_series__t01_starve__1,9.1056543198,4.1578561689,2.0983452453,0.42762789970000004,-0.7587579213000001
starve_series__t01_starve__2,10.3427996384,4.3044294236,2.508355132,0.16423859170000002,-0.9850806686
starve_series__t02_starve__1,11.8326841429,4.7043652993,1.9621945041000002,-0.2662527528,0.2346453672
starve_series__t02_starve__2,12.0381631201,4.762110206,1.8549438302999999,-0.3500655045,0.29719208140000003
starve_series__t03_starve__1,10.8649855512,4.2824313549,0.7676893583000001,0.1477840178,1.5640087154
starve_series__t03_starve__2,11.2593041078,4.4088355343,1.0573329503,0.2440398449,1.1351804607
starve_series__t04_starve__1,10.2941698143,4.1245817531,0.9739316639000001,-0.0205518167,1.3992851593
starve_series__t04_starve__2,11.0935338935,4.290333879,1.1841552013,-0.0886792902,1.5144872687
starve_series__t05_starve__1,10.2049866249,4.1045477068,-0.0803595307,-0.5466551934,1.9173800255
starve_series__t05_starve__2,10.5187825062,4.1855649199,0.14397308990000002,-0.2695749568,1.0952783813
starve_series__t06_starve__1,10.6215995199,3.9392084551,-0.46433133800000004,-0.3888475095,2.159118625
starve_series__t06_starve__2,9.4492651536,3.9817327368,-0.45190223220000003,-0.2309259659,2.3785890437
starve_series__t07_starve__1,9.2403213322,3.5463509964,-0.7093294298,-0.2526232403,2.5421646353
starve_series__t07_starve__2,10.4393550018,3.7333364748,-0.9439393097000001,-0.1188018908,2.2092823451
starve_series__t08_starve__1,10.0779330817,3.6123649293,-0.6454219734000001,-0.0231609048,2.6949148269
starve_series__t08_starve__2,9.8728749648,3.6301377367,-0.8497626417,-0.026934081000000002,1.9596933342
starve_series__t09_starve__1,9.5912721041,3.5801432316,-1.2420491761,-0.08332886810000001,3.0105913011
starve_series__t09_starve__2,9.6336727517,3.4806312234,-1.2128061758,0.13258840900000002,2.7349119078
starve_series__t10_starve__1,9.6275023745,3.2690008883,-1.4538377975,0.2641858762,2.561644059
starve_series__t10_starve__2,9.2181556398,3.3688278638,-1.3162804443,0.2468977682,1.8710492759
starve_series__t11_starve__1,9.430153646800001,3.3842377692,-1.2392885029,0.7422085236,1.7968607625000002
starve_series__t11_starve__2,9.8037494395,3.3824930281,-1.0845891729,0.6522476982000001,1.9400245933
starve_series__t12_starve__1,9.0817543342,3.1212861391,-1.1323535108,0.8134953436,2.839359303
starve_series__t12_starve__2,9.3076676391,3.2730029115,-0.7284603668,0.6422416199000001,2.7270997962
starve_series__t14_starve__1,10.1026755144,3.1977471211,-0.7792469085,1.0275340481,2.7213270303
starve_series__t14_starve__2,9.6618785275,3.260535994,-0.5316710986000001,1.0382657071,1.7770399022999999
starve_series__t16_starve__1,10.0397207849,2.9653403832,-0.5125528034,1.4074438312,2.2879993837
starve_series__t16_starve__2,9.9618204056,2.8694893038,-1.0680687606000001,1.3776949298,2.7606580735
starve_series__t17_starve__1,9.9374685474,2.3613589881,-0.0188719062,1.3931039137,2.580504137
starve_series__t17_starve__2,9.9054108319,2.559767575,-0.2961521911,1.4835472109,2.346715465
starve_series__t18_starve__1,9.6989543952,2.3353779903,-0.6425852749000001,1.7031090879000002,2.40377179
starve_series__t18_starve__2,9.385467688,2.36945387,-0.6398394232,1.5882433146000001,2.4605174325
starve_series__t20_starve__1,-0.2495702078,-1.5795711948,-0.4850343676,0.7717505143000001,0.22595509300000002
starve_series__t20_starve__2,-0.3528921788,-1.0923200595,-0.2789216033,0.7481576665,0.2993810282
starve_series__t21_growth2__1,-0.1186102185,-1.8016625069,-0.7963652677,0.4467625552,-0.186327496
starve_series__t21_growth2__2,0.7338126810000001,-1.3778617018000001,-0.7401426832,0.3731319215,-0.0504710455
starve_series__t22_growth2__1,0.7016489406,-0.9163206610000001,0.1896342472,1.0067726661,0.23844778800000002
starve_series__t22_growth2__2,1.3282612452,-1.2173223068,0.2103411056,0.9311623622,0.0530487294
starve_series__t23_growth2__1,-0.6616666858,-1.0547911921,-0.2836454431,0.489401937,0.39208427570000004
starve_series__t23_growth2__2,-0.2880038703,-1.3349353639000001,-0.1843326224,0.3738579514,0.2113845554
starve_series__t25_growth2__1,0.8837154375,-0.1022041043,0.1155564124,0.46493081810000003,0.064693714
starve_series__t25_growth2__2,0.8882065976,0.0807835752,0.3804848069,0.3868517441,0.1695690931
starve_series__t26_growth2__1,0.6659104983,0.6541211743,0.46042796490000004,0.6742551739,-0.2046756355
starve_series__t26_growth2__2,0.9647079907,0.4767562802,0.4918313252,0.4760738431,-0.5320219546
starve_series__t27_growth2__1,0.7606597187,0.8892255452000001,0.4862994074,0.6202881999000001,-0.4552396777
starve_series__t27_growth2__2,1.4510922081,0.6623106571,0.5081633368,0.6705449048000001,-0.3138556669
starve_series__t28_growth2__1,1.0631705947,0.45624533800000006,0.010187371300000001,0.5356546387000001,-0.12584134730000002
starve_series__t28_growth2__2,0.9481784103,0.375545332,0.5054761637,0.5250927053000001,-0.3663421978
time_course__lb_4hr__1,-0.06957059900000001,-0.0012594624,0.0070866791,0.028930441100000003,-0.0620649478
time_course__lb_4hr__2,-0.0472739531,-0.0574284737,-0.0036334789,-0.0457817903,0.1318463878
time_course__lb_4hr__3,0.1168445521,0.058687936100000004,-0.0034532001,0.016851349300000002,-0.06978144010000001
time_course__lb_8hr__1,-5.1441225931,0.24548635640000002,-0.4319237171,-1.485732863,1.1420081626
time_course__lb_8hr__2,-5.1465435639,0.2379579085,-0.5154350838,-1.5468841285,1.240253765
time_course__lb_8hr__3,-4.7155482011,0.2718222832,-0.6644498216,-1.5906949282,1.1485800103
time_course__lb_24hr__1,-4.3052808768,1.9032823711,-0.6480867735,0.4713504208,3.9473658311
time_course__lb_24hr__2,-4.9692220314,1.7329966788000002,-0.6189530050000001,0.47922684130000004,3.8015592932
time_course__lb_24hr__3,-4.460237986,1.8291831661,-0.7246456388,0.5403305674000001,4.0733974874
time_course__lb_72hr__1,-6.8277574673,1.3326951143,0.936573057,0.6629902113,2.9394136154
time_course__lb_72hr__2,-5.8099955541,1.4408503612999999,0.988604162,0.5933435340000001,2.7158093673
time_course__lb_72hr__3,-6.0831790535,1.4517891106,1.0675821479,0.6719094793,2.0241148867
time_course__lb_144hr__1,-6.1760195387,0.4836529329,1.1577565133,-0.1444636078,0.8003032625000001
time_course__lb_144hr__2,-5.8306436612,0.5939957308,0.9967977445,0.0662702693,1.0875118897
time_course__lb_144hr__3,-5.8108558325,0.6096012722,0.6731259096000001,0.13935030340000001,1.4627336842
time_course__lb_192hr__1,-4.7108263577,1.0966729158,1.0475090274,0.2286867277,1.9618575322
time_course__lb_192hr__2,-4.0322191265,0.9823590017,1.395877985,0.09670033800000001,0.8150795693
time_course__lb_192hr__3,-5.7985167411,0.6417887393,0.5243619571,0.1177441516,2.1377177932
triclosan__wt__1,-0.4415990005,-0.16198662460000002,-0.0149853656,0.08944509910000001,0.0126330613
triclosan__wt__2,-0.3318444273,-0.1118159059,0.153526194,0.17431904880000001,-0.20910388940000002
triclosan__wt__3,0.7734434278000001,0.27380253050000003,-0.1385408284,-0.2637641479,0.1964708281
triclosan__evo_amx_tcs__1,0.9510614389000001,-0.2499640564,-0.6176964073,0.1947678283,0.5069738189
triclosan__evo_amx_tcs__2,2.8721004413,0.48588228320000004,-0.1559626848,-0.7885578830000001,-0.3909462334
triclosan__evo_amx_tcs__3,1.6602789137,-0.28404365330000003,-0.2357980802,-0.0970299283,-0.25797525930000004
triclosan__evo_chl_tcs__1,-0.2042839668,-0.1519159847,0.1291557498,0.27089686300000004,0.0077626157
triclosan__evo_chl_tcs__2,-0.5011894429,-0.24281304650000002,-0.1811136422,-0.1497346105,-0.3252137006
triclosan__evo_chl_tcs__3,-0.24233796340000002,-0.3606123272,-0.0989031383,-0.1098819746,-0.2429102249
triclosan__evo_tet_tcs__1,2.3121665081,0.6791851170000001,0.9928262445,-0.16124262690000002,-0.5830717788
triclosan__evo_tet_tcs__2,-0.34539332300000003,0.2271648508,-0.4833529741,-0.465710697,-0.29535311340000003
truHMM__48C_15m__1,-2.0348562302,0.9848809916000001,-0.2924095684,0.9508607720000001,1.0276184382
truHMM__48C_15m__2,-1.9942447548,0.8798404646,-0.1425642863,0.9357866855,1.0120485847
truHMM__48C_15m__3,-2.207388395,0.9894711089,-0.5815119057,0.305952251,1.5758940226
truHMM__48C_30m__1,0.25710826870000003,2.7242455565,-0.0240560637,0.3832368524,0.0380672959
truHMM__48C_30m__2,0.5125279616,2.8275480664,0.1038870221,0.3693464383,0.0693750093
truHMM__48C_60m__1,0.6444676285000001,2.6752440794,-1.0324297537,0.1564616378,0.0186080451
truHMM__48C_60m__2,0.7030586858,2.6259640227,-1.0357384419,0.1604780415,-0.04828645
truHMM__phos_0h__1,0.056075279400000004,-0.040798787,0.038844629400000004,0.0263132591,-0.040519234
truHMM__phos_0h__2,-0.056075279400000004,0.040798787,-0.038844629400000004,-0.0263132591,0.040519234
truHMM__phos_2h__1,2.8825144993,2.072950244,0.7696301899,0.2766625166,-0.18860672350000002
truHMM__phos_2h__2,2.9968287696,2.1715274419,0.7480328581,0.30553143920000003,-0.2384461568
truHMM__phos_4h__1,2.389788979,2.4754730143,-0.1717572109,0.07452685020000001,-0.3332430638
truHMM__phos_4h__2,2.7218955764,2.4745712845,-0.24772848930000002,0.15092520010000002,-0.2692221657
truHMM__phos_4h__3,2.6039055951,1.1410043346,-1.5594482224,-1.3392537734,0.6917401915
control__wt_glc__1,0.07113109670000001,-0.0809860865,0.135851033,0.07036958900000001,-0.099049832
control__wt_glc__2,-0.07113109670000001,0.0809860865,-0.135851033,-0.07036958900000001,0.099049832
fur__wt_dpd__1,1.9438761473000001,0.3471359755,-0.35338198800000004,0.27630412400000004,0.05115874
fur__wt_dpd__2,2.0633907306,0.2563596995,-0.35270599,0.47376728100000004,0.035525751
fur__wt_fe__1,-0.2642007961,-0.2939784485,-0.377280027,-0.37796754800000004,-0.29387824500000004
fur__wt_fe__2,0.3574749497,-0.24993956550000002,-0.13763255900000002,-0.430697243,-0.33163664200000004
fur__delfur_dpd__1,1.0625813521,0.4790131825,-0.37012220500000004,0.061481536,0.032878878
fur__delfur_dpd__2,1.2385771759,0.27684502850000003,-0.572514798,0.091716848,-0.014576396
fur__delfur_fe2__1,0.1662587039,0.2549674695,0.219657184,-0.490955921,-0.17660915100000002
fur__delfur_fe2__2,0.20961483600000003,0.3837654735,0.11272718200000001,-0.604288567,-0.10088203700000001
acid__wt_ph5__1,-0.08121105420000001,0.20026382350000002,-0.09779157200000001,0.012454104,-0.17153404800000002
acid__wt_ph5__2,0.43201754680000004,-0.0318502835,-0.019828711000000002,0.00920579,-0.17085223300000002
acid__delgadx_ph5__1,-0.1105665348,0.12058112750000001,-0.078526068,0.156568186,-0.303571207
acid__delgadw_ph5__1,0.49824690520000003,0.23029688850000002,-0.127233806,-0.054778125000000004,-0.23716151200000002
acid__delgadw_ph5__2,0.1826564372,0.2844644665,-0.003185574,-0.005454734,-0.336710226
acid__delgade_ph5__1,0.45113357870000004,0.4493160305,-0.02109144,0.042528118000000004,-0.108043333
acid__delgade_ph5__2,0.3987104959,0.3284192125,-0.020719634,0.07534884500000001,-0.146851755
oxidative__wt_pq__1,2.9765970595,0.0938609905,-0.108049328,1.932045271,-0.36559617600000005
oxidative__wt_pq__2,2.2752274098,0.19969533650000001,-0.14521351300000002,1.9554017140000002,-0.46573355200000005
oxidative__deloxyr_pq__1,2.1207278495,0.2052859665,0.48626910500000003,1.737433711,0.153715083
oxidative__deloxyr_pq__2,1.9740221384,0.21155714450000002,0.42520843900000005,1.774830648,0.007440333
oxidative__delsoxr_pq__1,2.2244827123,-0.3108886205,0.109170971,2.278279104,-0.472658165
oxidative__delsoxr_pq__2,2.1454986242,-0.1997278865,0.12447121800000001,2.142817064,-0.29902849600000003
oxidative__delsoxs_pq__1,1.8897508147000002,0.1313793795,-0.046083949000000006,2.213791474,-0.17651612300000002
oxidative__delsoxs_pq__2,2.1411501135,-0.0350424565,0.0010803540000000002,2.222568586,-0.321234497
nac_ntrc__wt_csn__1,0.4363637084,0.6142849175,0.16201336300000002,0.7000416220000001,-0.406371476
nac_ntrc__wt_csn__2,0.7894975597,0.5558765685,-0.026121804000000002,0.6596161190000001,-0.43402075100000004
nac_ntrc__wt_cytd__1,0.46954535880000003,0.1498966915,-0.116825997,0.196156237,-0.9896189780000001
nac_ntrc__wt_cytd__2,0.2575583264,0.0083999845,-0.060783773000000006,0.31985014,-0.944096664
nac_ntrc__wt_gln__1,0.5104167014000001,0.2495477335,0.21447591200000002,0.08531010700000001,-1.094660425
nac_ntrc__wt_gln__2,0.4576131698,0.1958351295,0.14100775200000001,0.093274964,-1.00848273
nac_ntrc__bw_delnac_csn__1,2.3171475888,1.7593075135,0.16561183000000002,0.888542032,0.14805864700000002
nac_ntrc__bw_delnac_csn__2,1.2598208953,1.3742093155,0.122774825,1.065243456,0.407488342
nac_ntrc__bw_delnac_cytd__1,0.1974706806,0.9510196185,0.307791364,0.575482915,0.058657469000000004
nac_ntrc__bw_delnac_cytd__2,0.3016775211,1.0763617575,0.26299706,0.516280087,-0.0072093570000000004
nac_ntrc__bw_delnac_gln__1,0.720048353,1.1241494185,0.418270695,0.294312935,0.12600450200000002
nac_ntrc__bw_delnac_gln__2,0.6237669793,1.1283147505,0.286200392,0.38263235700000003,0.075065721
nac_ntrc__bw_delnac_nh4__1,-0.11385484700000001,0.9067494815,0.28734276000000003,0.13886389999999998,-0.276011375
nac_ntrc__bw_delnac_nh4__2,-0.28142987340000003,0.6297194025,0.387071765,0.078579957,-0.18819574600000002
misc__wt_no_te__1,1.4029355034,0.4619735525,0.066390902,0.977764952,-0.05311606
misc__wt_no_te__2,0.3049365464,0.38235533850000003,0.209444179,0.48394129300000005,-0.200672546
misc__bw_delcbl__1,1.0823970453,0.16969538350000002,0.040350217,0.158620176,-0.21025721600000002
misc__bw_delcbl__2,0.5859019684,0.2678753515,-0.036398389,0.285634949,-0.344590722
misc__bw_delfabr__1,0.7825844047,0.0036585055,0.10317060900000001,-0.0068566750000000004,-0.45486826700000005
misc__bw_delfabr__2,0.8972830788,0.1117086845,-0.060689677000000004,0.048482137,-0.487376668
misc__bw_delfadr__1,0.279384821,0.0191807505,0.00063018,0.261977391,-0.263532674
misc__bw_delfadr__2,0.0590974473,0.2669858375,0.162038061,0.150204219,-0.11631999200000001
misc__nitr_031__1,0.4441077163,0.2818161705,-0.14324713,0.113603433,-0.9732733830000001
omics__wt_glu__1,-0.0295838273,0.10244400050000001,0.377238748,0.343946605,-0.27007710900000004
omics__wt_glu__2,-0.12443671560000001,0.12107409250000001,0.350270693,0.297058904,-0.48450819700000003
omics__wt_gly__1,-0.14061000980000002,-0.1523841725,0.28573102100000003,-0.39770826800000003,-0.36892805500000003
omics__wt_gly__2,0.0792886128,0.1047796845,0.29813094,-0.416909621,-0.41434703
omics__wt_thr__1,4.0596138991,1.4229996585,1.467174526,1.239746095,-0.9481183160000001
omics__wt_thr__2,3.6016240578,1.3478453175,1.792553366,1.072411819,-0.969254103
omics__bw_ac__1,5.0092260463,2.0737474815,2.133923243,0.124882851,0.15080785
omics__bw_ac__2,5.083851562,2.0431639295,2.223517891,0.18189955600000002,0.083708926
omics__bw_fum__1,2.5339575809,1.5177218785000002,1.8317390420000002,0.300733236,-0.562491394
omics__bw_fum__2,2.4810548609,1.4706894165,1.94256487,0.33099737700000004,-0.5452326390000001
omics__bw_glc__1,0.3868255331,0.5595096665,0.5522416480000001,0.455765811,-0.040358465
omics__bw_glc__2,0.0400637089,0.4926820765,0.37700977700000005,0.400685734,0.030577709
omics__bw_pyr__1,1.8759859343,1.7457754565,1.852541048,-0.043616629000000004,0.123059286
omics__bw_pyr__2,2.6771373036,1.6523889125,2.024864544,-0.12560748,0.17445421500000002
ompr__wt_nacl__1,1.1308446011,0.11351675550000001,-1.669947679,0.13101448000000002,-0.389454801
ompr__wt_nacl__2,1.3383536280000001,0.3948971035,-1.522227133,0.25234264900000003,-0.47818547600000005
ompr__bw_delompr_nacl__1,0.3504675484,0.2754990915,-2.077753343,-0.968322694,-0.669025941
ompr__bw_delompr_nacl__2,0.4316037793,0.2824264755,-2.004657832,-0.83652996,-0.645977207
minspan__wt_ade__1,-0.6068690709,-0.6273949765,0.31547361300000004,0.15299378500000002,0.26376929200000004
minspan__wt_glc__1,0.2046954258,0.0738240265,0.209200402,-0.619594634,0.042451487
minspan__wt_glc__2,-0.1453177985,0.1458497785,0.15643020200000002,-0.531580687,0.060463903000000006
minspan__wt_glc__3,-0.2276424453,-0.053597238500000005,0.16104981000000002,-0.640006987,-0.000101212
minspan__wt_glc_anaero__1,0.3223154331,-0.6465337815000001,0.23088191800000002,-0.39910083700000004,-0.11454557100000001
minspan__wt_glc_anaero__2,-1.2876118185,-1.1887097315,0.392094092,-0.42542222100000004,0.14154270400000002
minspan__wt_trp__1,3.6938733391,1.3877594905000001,1.5002252980000002,0.089987837,-0.19452438500000002
minspan__bw_delcra_glc__1,2.4224492917,1.0459774715,0.9471924340000001,-0.033138276,0.126880445
minspan__bw_delcra_trp__1,3.1210676085,0.5739937335,1.002617307,-0.07624489999999999,0.15797503200000002
minspan__bw_delmntr__1,2.1912712748,1.0439273625,1.197372284,0.079428565,-0.11024737600000001
minspan__bw_delnac_ade__1,-1.3383530875,-0.42520489450000004,0.18655953,0.05423487900000001,0.540775514
minspan__bw_delnac_glc__1,-0.6876416911000001,-0.0108859855,0.135409305,-0.5407658280000001,0.01811412
cra_crp__wt_ac__1,5.3256388967,1.4565350945,1.8938748950000002,0.284271229,-0.40872647500000003
cra_crp__wt_ac__2,5.7323395224,1.2866972335,1.887043602,0.219972826,-0.45393609100000004
cra_crp__wt_fru__1,2.8021755688,0.8222999625,1.385024424,0.276373864,-0.346019569
cra_crp__wt_fru__2,2.7895932046,0.9336121415,1.4768416370000002,0.33745813900000005,-0.578276702
cra_crp__delcra_ac__1,5.1439910824,2.0685641335,1.7271234180000001,0.618977018,-0.28471820600000003
cra_crp__delcra_ac__2,5.098331185,2.1096635325,1.8051656440000001,0.553978645,-0.302560941
cra_crp__delcra_fru__1,0.6195570140000001,0.13078886750000002,-0.005805501,-0.013632069,0.002146982
cra_crp__delcra_fru__2,0.4730355345,0.1832665205,-0.000684073,0.155959217,-0.020487148
cra_crp__delcra_glc__1,0.40761451470000004,0.14631847850000002,-0.143053791,0.000173969,-0.24197277700000003
cra_crp__delcra_glc__2,0.2844102724,0.1609384395,-0.001564124,-0.060449451,-0.264225413
rpoB__wt_031__1,4.1978198906,1.3391208445,1.631142641,0.093445649,-0.5353936960000001
rpoB__wt_044__1,1.1598673578,-0.0361330835,0.11683331100000001,-0.204303536,-0.30754721500000004
rpoB__wt_lb__1,7.1413910031,2.5890383535,2.2064169,-0.418105748,-0.5379059700000001
rpoB__wt_lb__2,7.0762849789,2.4797693055,2.300229883,-0.41778582400000003,-0.67502372
rpoB__rpoBE546V_031__1,2.81131908,1.2956795625,1.017917653,0.122612998,-0.42697527900000004
rpoB__rpoBE546V_044__1,2.5097691308,0.9592141295000001,0.42522311700000004,-0.079567626,-0.6921630520000001
rpoB__rpoBE546V_lb__1,7.1999065867,1.8746783425,1.548186215,-0.37805287,-0.331622751
rpoB__rpoBE546V_lb__2,6.5012135459,1.9411271665,1.5765559599999999,-0.22626796600000001,-0.41118632200000005
rpoB__rpoBE546V_glc__1,-0.6478426826,-0.0509986185,-0.40676732800000004,-0.31265717800000004,0.075325529
rpoB__rpoBE672K_glc__1,-0.6087530089000001,-1.1439934265,-0.6286323020000001,-0.573622698,-1.190189947
rpoB__rpoBE672K_glc__2,-0.5062771593000001,-1.4756974615,-0.7764553940000001,-0.42460479700000003,-1.106949639
rpoB__rpoBE672K_lb__1,3.9105792124,0.6827520975,0.212367837,-0.544907844,-1.378566412
rpoB__rpoBE672K_lb__2,4.3583856167,0.6782141015,0.01059118,-0.49631488300000004,-1.334563873
crp__wt_fru__1,2.4375397826,0.47250379750000004,0.975182972,-0.283887013,-0.060345854000000004
crp__wt_glyc__1,2.9375273161,1.1184693505,1.2557653530000001,-0.346917856,-0.355093578
crp__wt_glyc__2,2.9710948719,0.9337643875,1.305678394,-0.32687417100000005,-0.256078165
crp__delar1_glyc__1,3.2292519565,1.3447052755,0.779683216,1.024525985,-0.7706148610000001
crp__delar1_glyc__2,3.3839709612,1.5290403695,1.047775934,1.016313001,-0.620558794
crp__delar1ar2_glyc__1,0.7691713036000001,0.6044972535,0.12270821400000001,0.098521283,-0.344736074
crp__delar1ar2_glyc__2,0.5648089204,0.5963940165,0.163928239,0.204727698,-0.308559674
crp__delar1ar2_glyc__3,0.16421177280000002,0.7870533065,0.25767605600000004,0.15701978700000002,-0.46312095400000003
crp__delar2_glyc__1,3.8696752427,3.1511208795,1.8155253720000002,0.254904185,-0.777654284
crp__delar2_glyc__2,3.7838208536,3.0237270155,1.914991214,0.24180024500000002,-0.7241155760000001
crp__delar2_glyc__3,3.788787455,2.9708111895,1.858553574,0.38002887700000004,-0.656002017
