,0
name,FucR/ExuR/AraC/AllR
TF,FucR/ExuR/AraC/AllR
Regulator,"<a href=""http://regulondb.ccg.unam.mx/regulon?term=ECK120013118&organism=ECK12&format=jsp&type=regulon"" target=""_blank"">FucR</a> or <a href=""http://regulondb.ccg.unam.mx/regulon?term=ECK120012141&organism=ECK12&format=jsp&type=regulon"" target=""_blank"">ExuR</a> or <a href=""http://regulondb.ccg.unam.mx/regulon?term=ECK120012316&organism=ECK12&format=jsp&type=regulon"" target=""_blank"">AraC</a> or <a href=""http://regulondb.ccg.unam.mx/regulon?term=ECK120015630&organism=ECK12&format=jsp&type=regulon"" target=""_blank"">AllR</a>"
Function,
Category,Carbon Metabolism
has_venn,True
scatter,4
exp_var,0.0019177532180000001
precision,0.45833333330000003
recall,0.5238095238
