,new_2221639_2221791
LBexp_1,8.586
LBexp_2,9.888300000000001
LBexp_3,8.562
LBtran_1,10.2086
LBtran_2,10.0206
LBtran_3,8.5235
LBstat_1,9.586
LBstat_2,9.0286
LBstat_3,8.6883
LBGexp_1,7.5932
LBGexp_2,10.0523
LBGexp_3,9.711
LBGtran_2,9.8529
LBGtran_3,10.2899
LBGstat_1,10.8603
LBGstat_2,9.4045
LBGstat_3,11.0601
S0_1,8.889
S0_2,10.1581
S0_3,10.1093
S1_1,10.5383
S1_2,10.4342
S1_3,10.3734
S2_1,9.017
S2_2,9.0801
S2_3,8.8375
S3_1,9.846
S3_2,9.6461
S4_1,9.942
S4_2,9.3285
S4_3,8.8364
S5_1,8.3266
S5_2,8.3704
S5_3,9.0104
S6_1,8.4378
S6_2,7.7971
S6_3,7.9536999999999995
S6/t_1,9.7936
S6/t_2,7.8445
S6_4,8.4436
S6_5,8.9763
S6_6,9.0363
S7_4,10.7805
S7_5,10.7161
S7_6,11.1057
S8_4,10.3813
S8_5,11.2594
G135_1,8.6715
G135_3,7.7085
G150_1,7.7828
G150_2,7.626
G150_3,8.2914
G180_1,8.2087
G180_2,8.1744
G180_3,7.658
C30_1,11.3871
C30_2,11.4106
C90_1,10.9262
C90_2,9.4236
BI_1,9.2162
BI_2,9.5578
BC_2,9.0843
BC/t_1,9.9237
BC/t_2,11.0103
BC_1,7.8783
Sw_1,7.089
Sw_2,7.8604
BT_1,8.6446
BT_2,7.3273
B36_1,7.6164000000000005
B36_2,7.7843
B60_1,9.3721
B60_2,10.0004
M9exp_1,10.7061
M9exp_2,9.2823
M9exp_3,10.3127
M9tran_1,8.9889
M9tran_2,9.2279
M9tran_3,10.4914
M9stat_1,8.8004
M9stat_2,10.5078
M9stat_3,10.6163
M+G_1,11.3827
M+G_2,10.7686
M+G_3,10.4774
Glu_1,11.2043
Glu_2,10.858
Glu_3,11.1201
Fru_1,11.0828
Fru_2,11.2377
Fru_3,10.655100000000001
Mal_1,7.8742
Mal_2,9.8867
Mal_3,9.1945
G+S_2,9.123
G+S_3,9.6079
Pyr_1,10.4982
Pyr_2,10.5453
Pyr_3,10.3859
Gly_1,9.763300000000001
Gly_2,10.6362
Gly_3,8.5543
Glucon_1,10.0516
Glucon_2,10.3615
Glucon_3,8.3178
aero_1,9.4082
aero_2,8.5877
aero_3,10.1313
nit_1,10.6858
nit_2,10.8064
nit_3,9.8932
ferm_1,10.5581
ferm_2,10.2697
ferm_3,10.8031
T-5.40H_1,11.291
T-4.40H_1,10.8187
T-3.40H_1,11.0153
T-2.40H_1,9.8662
T-1.40H_1,10.5445
T-1.10H_1,10.5355
T-0.40H_1,11.1984
T0.0H_1,10.5354
T0.30H_1,10.4896
T1.0H_1,10.3915
T1.30H_1,10.4707
