,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A,rep5_idx,rep5_A,rep6_idx,rep6_A,rep7_idx,rep7_A,rep8_idx,rep8_A,rep9_idx,rep9_A,rep10_idx,rep10_A,rep11_idx,rep11_A,rep12_idx,rep12_A,rep13_idx,rep13_A,rep14_idx,rep14_A
0,algU_regulon__empty_vector,-7.401486830834377e-17,2.500142332815868,3.0,0.0,-2.2046202538,2.0,2.7164504047999998,4.0,-0.5118301510000001,,,,,,,,,,,,,,,,,,,,,,
1,algU_regulon__algU_overexpression,2.5467225414666665,0.8747843293760339,3.0,1.0,1.678318971,3.0,3.4277509732,5.0,2.5340976802,,,,,,,,,,,,,,,,,,,,,,
2,co_culture__c_viol_40,-6.354265118350001,3.9709143298583363,4.0,6.0,-6.2980739363,20.0,-11.5279721563,40.0,-5.7241849258,63.0,-1.866829455,,,,,,,,,,,,,,,,,,,,
3,co_culture__c_viol_12.5,-3.762047877425,0.5107156364371278,4.0,7.0,-4.4142424592000005,33.0,-3.9032711004,81.0,-3.259429329,82.0,-3.4712486211,,,,,,,,,,,,,,,,,,,,
4,co_culture__b_thai_30,-16.71506740325,2.231151862098504,4.0,8.0,-18.7524176701,51.0,-18.3899692667,65.0,-15.5963745872,76.0,-14.121508089,,,,,,,,,,,,,,,,,,,,
5,co_culture__b_thai_25,-22.162622382899997,3.44734519604268,3.0,9.0,-19.5625882907,22.0,-20.8522647547,49.0,-26.0730141033,,,,,,,,,,,,,,,,,,,,,,
6,co_culture__mono_30,-2.28798158445,4.2278974089788806,2.0,10.0,0.7015933436,26.0,-5.2775565125,,,,,,,,,,,,,,,,,,,,,,,,
7,co_culture__b_thai_12.5,-22.53071864036667,1.3028745327397966,3.0,11.0,-23.5702642227,54.0,-21.0691439673,83.0,-22.9527477311,,,,,,,,,,,,,,,,,,,,,,
8,co_culture__b_thai_35,-14.273753185074998,3.7734276420539534,4.0,12.0,-17.3457596105,48.0,-14.9333520033,64.0,-8.810622695,78.0,-16.0052784315,,,,,,,,,,,,,,,,,,,,
9,co_culture__mono_25,-3.8873739111,2.4096465111859224,4.0,13.0,-1.0478870919,38.0,-6.8824036283000005,67.0,-3.3770497331,72.0,-4.2421551911,,,,,,,,,,,,,,,,,,,,
10,co_culture__c_viol_30,-0.16043285483333328,5.91271101276837,3.0,14.0,3.8746838413,41.0,-6.9475327382,85.0,2.5915503323999998,,,,,,,,,,,,,,,,,,,,,,
11,co_culture__c_viol_35,-4.467717752725,4.048982193104929,4.0,15.0,-8.7054085765,52.0,-6.489141202,71.0,0.6048188458,80.0,-3.2811400782,,,,,,,,,,,,,,,,,,,,
12,co_culture__b_thai_40,-14.395831943333334,2.65575168222516,3.0,16.0,-15.1541375559,53.0,-11.4434037056,77.0,-16.5899545685,,,,,,,,,,,,,,,,,,,,,,
13,co_culture__b_thai_45,-11.204351712866666,5.1080654386550295,3.0,17.0,-13.7075465335,50.0,-14.5779942199,66.0,-5.3275143852,,,,,,,,,,,,,,,,,,,,,,
14,co_culture__b_thai_c_viol_40,-15.135195514400001,7.807754180320142,3.0,18.0,-21.2491827621,25.0,-6.3401364246,62.0,-17.8162673565,,,,,,,,,,,,,,,,,,,,,,
15,co_culture__mono_35,-1.8060624438499993,4.902142114204137,4.0,19.0,0.7540166483,28.0,-8.2779499179,56.0,-2.6788096170999998,73.0,2.9784931113,,,,,,,,,,,,,,,,,,,,
16,co_culture__b_thai_c_viol_45,-13.021981095075002,4.6480955961782,4.0,21.0,-18.0264155975,34.0,-7.9599790012,45.0,-10.3913955001,58.0,-15.7101342815,,,,,,,,,,,,,,,,,,,,
17,co_culture__c_viol_25,-1.93066980365,5.98829883361529,4.0,23.0,-9.0150670456,42.0,-3.5025656306,70.0,5.3516198504,79.0,-0.5566663888,,,,,,,,,,,,,,,,,,,,
18,co_culture__mono_45,-3.113222764525,2.1177561319450366,4.0,24.0,-5.1465621971,29.0,-0.3426112223,68.0,-4.3101493648,74.0,-2.6535682739,,,,,,,,,,,,,,,,,,,,
19,co_culture__mono_40,-4.489726166725,3.1073190189380235,4.0,27.0,-7.5970832107,31.0,-3.4763483767,69.0,-0.6062494911,75.0,-6.2792235884,,,,,,,,,,,,,,,,,,,,
20,co_culture__b_thai_c_viol_35,-14.254321012624999,6.085485232078283,4.0,30.0,-20.0340803255,32.0,-7.8289414342,59.0,-18.8315322974,86.0,-10.3227299934,,,,,,,,,,,,,,,,,,,,
21,co_culture__b_thai_c_viol_25,-12.7889363544,,1.0,35.0,-12.7889363544,,,,,,,,,,,,,,,,,,,,,,,,,,
22,co_culture__b_thai_c_viol_30,-14.538208023975002,5.453070277221275,4.0,36.0,-10.3867874476,44.0,-10.1237008613,60.0,-21.631705743,61.0,-16.010638044,,,,,,,,,,,,,,,,,,,,
23,co_culture__mono_12.5,0.0,1.1875645316086108,4.0,37.0,-1.3659678128000001,46.0,1.4416693278000001,57.0,-0.4145367502,84.0,0.33883523520000003,,,,,,,,,,,,,,,,,,,,
24,co_culture__c_viol_45,-7.921102284450001,2.7564490166242535,2.0,39.0,-5.9719984928,43.0,-9.8702060761,,,,,,,,,,,,,,,,,,,,,,,,
25,co_culture__b_thai_c_viol_12.5,-14.657451979800001,2.903086652846618,2.0,47.0,-12.6046597212,55.0,-16.7102442384,,,,,,,,,,,,,,,,,,,,,,,,
26,immunity_2__WT_sid2,3.33333360913457e-11,3.4380664330595367,3.0,87.0,-2.5289982459,90.0,-1.3856757207000001,93.0,3.9146739667,,,,,,,,,,,,,,,,,,,,,,
