,-0.0744725922888889,-0.06383365053333334,-0.05319470877777778,-0.04255576702222222,-0.03191682526666666,-0.021277883511111095,-0.010638941755555534,2.7755575615628914e-17,0.01063894175555559,0.02127788351111115,0.03191682526666671,0.042555767022222274,0.053194708777777835,0.06383365053333341,0.07447259228888896,0.0851115340444445,0.09575047580000008,0.10638941755555566,0.1170283593111112,0.12766730106666674
thresh,-0.047875237900000006,0.047875237900000006,1,,,,,,,,,,,,,,,,,
unreg,1,0,1,4,28,311,1669,2334,1071,286,121,39,21,9,6,3,0,1,1,0
unreg_genes,['PSPTO_4016'],[],['PSPTO_RS04130'],[],[],[],[],[],[],[],[],[],"['tpiA' 'rmf' 'rplS' 'PSPTO_2683' 'PSPTO_4499' 'PSPTO_1274' 'PSPTO_4546'
 'PSPTO_RS20455' 'PSPTO_3985' 'PSPTO_RS27440' 'PSPTO_1201' 'rpmE'
 'PSPTO_4159' 'PSPTO_2531' 'ispE' 'PSPTO_2692' 'PSPTO_3645'
 'PSPTO_RS21175' 'bfr' 'PSPTO_5642' 'PSPTO_0931']","['PSPTO_2375' 'PSPTO_3175' 'PSPTO_RS25895' 'PSPTO_0220' 'PSPTO_3174'
 'PSPTOB0045' 'fur' 'PSPTO_RS22755' 'PSPTO_2054']",['copZ' 'PSPTO_RS20840' 'PSPTO_RS08610' 'PSPTO_0154' 'secG' 'PSPTO_2315'],['rpsT' 'PSPTO_1596' 'oprI'],[],['PSPTO_RS29880'],['PSPTO_2376'],[]
