,-0.18757695653443232,-0.16078024845808483,-0.13398354038173735,-0.10718683230538986,-0.08039012422904238,-0.05359341615269489,-0.026796708076347403,8.326672684688674e-17,0.02679670807634757,0.053593416152695056,0.08039012422904254,0.10718683230539003,0.13398354038173751,0.160780248458085,0.1875769565344325,0.21437366461077997,0.24117037268712746,0.267967080763475,0.29476378883982246,0.32156049691616995
thresh,-0.06699177019086869,0.06699177019086869,2,,,,,,,,,,,,,,,,,
unreg,0,0,0,0,2,13,291,3609,245,11,1,1,2,0,1,0,0,0,0,0
FlhDC,1,0,2,1,1,0,3,43,5,5,8,2,3,4,1,2,0,0,0,0
unreg_genes,[],[],[],[],['tar' 'fliC'],[],[],[],[],[],['ynjH'],['rcsA'],['ymdA' 'csgC'],[],['yedN'],[],[],[],[],[]
FlhDC_genes,['flgB'],[],['fliA' 'flgC'],['flgD'],['flgE'],[],['ycgR' 'flgF' 'pdeH'],"['nrfA' 'napF' 'ccmD' 'ccmF' 'ygdB' 'ccmC' 'ccmA' 'glpC' 'napA' 'gltL'
 'gltI' 'mglC' 'gltJ' 'ygbK' 'ccmE' 'glpB' 'ccmH' 'ppdC' 'nrfG' 'gltK'
 'fliL' 'napC' 'nrfF' 'nrfC' 'ccmG' 'hydN' 'mglB' 'fliJ' 'napH' 'nrfE'
 'nrfD' 'flgG' 'napB' 'fliI' 'mglA' 'ccmB' 'ppdA' 'recC' 'nrfB' 'mdh'
 'napG' 'napD' 'hypF']",['glpA' 'ppdB' 'fliF' 'tcyJ' 'fliK'],['fliM' 'flgK' 'flgN' 'flgH' 'fliZ'],['flgI' 'flgM' 'flgA' 'fliG' 'fliH' 'fliD' 'flgL' 'fliN'],['flgJ' 'flhB'],['fliO' 'fliS' 'fliT'],['flhA' 'fliE' 'yecR' 'fliP'],['flhE'],['fliR' 'fliQ'],[],[],[],[]
