,A,lrp
R2,,0.13220580093628131
xmin,,7.92281643566787
xmid,,
xmax,,10.845686750680402
ystart,,13.840184187875579
yend,,-0.37932240356220603
control__wt_glc__1,-0.333027403919,9.849326334982
control__wt_glc__2,0.333027403919,9.82187309955269
fur__wt_dpd__1,9.12749622692,9.58567107767197
fur__wt_dpd__2,9.39343533624,9.414905816274151
fur__wt_fe__1,-1.12671484385,9.884933401013551
fur__wt_fe__2,-1.1095644052299998,9.92770399749767
fur__delfur_dpd__1,14.1081175016,9.86658488620326
fur__delfur_dpd__2,13.3153887211,10.158166452665599
fur__delfur_fe2__1,-1.0481934766299998,9.87973595496396
fur__delfur_fe2__2,-0.8763488900390001,9.855634614295939
acid__wt_ph5__1,1.1563661172,10.121554890229199
acid__wt_ph5__2,1.1838849908700002,10.1746587796409
acid__delgadx_ph5__1,1.0781470817399998,10.2688122558495
acid__delgadx_ph5__2,1.44946372595,10.2567436083888
acid__delgadw_ph5__1,0.999576588005,10.1354801778578
acid__delgadw_ph5__2,1.3074208667899998,10.1014605851737
acid__delgade_ph5__1,0.886254048432,10.2066430905791
acid__delgade_ph5__2,0.8448410762270001,10.153811482922599
oxidative__wt_pq__1,-0.4880002625,9.893301985942392
oxidative__wt_pq__2,0.201660089518,9.937778066996641
oxidative__deloxyr_pq__1,-1.46127525113,10.1787886999242
oxidative__deloxyr_pq__2,-1.25818481963,10.226257038298499
oxidative__delsoxr_pq__1,0.972655096603,9.80195379476926
oxidative__delsoxr_pq__2,1.0719968167799998,9.92700628507826
oxidative__delsoxs_pq__1,1.9946343758,10.0342981622706
oxidative__delsoxs_pq__2,2.2142653532599996,10.038366059778
nac_ntrc__wt_csn__1,4.47626829496,10.015537602572401
nac_ntrc__wt_csn__2,4.79105815495,10.0630638734713
nac_ntrc__wt_cytd__1,1.2830946291399998,9.894508555442151
nac_ntrc__wt_cytd__2,1.29652077891,9.9172622531282
nac_ntrc__wt_gln__1,2.6413825922400003,9.88338648022297
nac_ntrc__wt_gln__2,2.00899185014,9.77145220405932
nac_ntrc__bw_delnac_csn__1,3.56889348124,9.768109626762909
nac_ntrc__bw_delnac_csn__2,2.91994150102,9.32250157238069
nac_ntrc__bw_delnac_cytd__1,0.23718599473700003,10.2409774949359
nac_ntrc__bw_delnac_cytd__2,0.233982197398,10.2546437315664
nac_ntrc__bw_delnac_gln__1,0.32376228471,10.0877836942159
nac_ntrc__bw_delnac_gln__2,0.26523208805,9.97478265689822
nac_ntrc__bw_delnac_nh4__1,2.54697105462,10.185997853736101
nac_ntrc__bw_delnac_nh4__2,2.25282305287,10.0008694877523
misc__wt_no_te__1,-0.533552159781,9.950282188564891
misc__wt_no_te__2,-0.9436369135789999,10.0015526262682
misc__bw_delcbl__1,0.879258218436,10.1627174696656
misc__bw_delcbl__2,0.874876798838,10.236234510017
misc__bw_delfabr__1,0.87687656276,10.1476469543945
misc__bw_delfabr__2,0.767609869693,10.0977186449721
misc__bw_delfadr__1,0.586612688674,10.0595571649845
misc__bw_delfadr__2,0.11955131864,10.082181055666801
misc__nitr_031__1,2.9477924021599997,10.1147581690749
omics__wt_glu__1,0.926841568943,9.92218349321502
omics__wt_glu__2,0.190762353193,10.2785469995215
omics__wt_gly__1,0.640133427613,10.120502452318599
omics__wt_gly__2,0.272863000624,10.0577051091216
omics__wt_thr__1,5.6250767703,9.89794235385616
omics__wt_thr__2,5.50949869363,10.049324609365598
omics__bw_ac__1,2.42437700492,9.89401647672097
omics__bw_ac__2,2.27624041563,9.941624416684698
omics__bw_fum__1,3.1573575042,9.80533638564858
omics__bw_fum__2,2.5062139926800002,9.88365871946938
omics__bw_glc__1,0.35165479890600004,10.321302133434699
omics__bw_glc__2,0.426650468741,10.292504464679
omics__bw_pyr__1,3.82229524797,10.0427239691785
omics__bw_pyr__2,3.6416041132099997,9.960049263878679
ompr__wt_nacl__1,7.284179247030001,8.51564887312265
ompr__wt_nacl__2,7.2048546384600005,8.64395233760747
ompr__bw_delompr_nacl__1,11.628658055799999,8.21919581309446
ompr__bw_delompr_nacl__2,12.0202007027,8.29028326064955
minspan__wt_ade__1,9.67092887697,10.356557312898001
minspan__wt_glc__1,1.4846668371899998,9.86905340110759
minspan__wt_glc__2,0.838704676787,10.1125256628599
minspan__wt_glc__3,1.6947069290999999,10.061770008837401
minspan__wt_glc__4,1.12976241732,10.0861350215229
minspan__wt_glc_anaero__1,11.9088242411,9.99830140758655
minspan__wt_glc_anaero__2,11.2615797502,10.045345444995199
minspan__wt_trp__1,8.96549955762,10.5226675634469
minspan__bw_delcra_glc__1,6.33103524549,10.3370594005883
minspan__bw_delcra_glc__2,6.38619353429,10.4210120822212
minspan__bw_delcra_trp__1,11.5722907876,10.845686750680402
minspan__bw_delmntr__1,5.43581695436,9.84038285881834
minspan__bw_delnac_ade__1,16.4542326669,10.1650363383137
minspan__bw_delnac_glc__1,2.8015889702099996,10.086196598630698
cra_crp__wt_ac__1,4.17654662144,9.82662348247915
cra_crp__wt_ac__2,4.07301059805,9.63356452656918
cra_crp__wt_fru__1,1.3492764126499999,9.808142379223538
cra_crp__wt_fru__2,1.5165047174000001,10.0619616801011
cra_crp__delcra_ac__1,2.6670720170099997,9.25685921254597
cra_crp__delcra_ac__2,2.49424654681,9.24307381635026
cra_crp__delcra_fru__1,-0.0741036885126,9.99255922675448
cra_crp__delcra_fru__2,0.22266223305100002,10.1078996187502
cra_crp__delcra_glc__1,0.09070261787039999,10.0623237859681
cra_crp__delcra_glc__2,-0.187380668611,10.1061778900473
rpoB__wt_031__1,4.42922785044,9.97340874634567
rpoB__wt_044__1,2.44049991588,10.114621369530001
rpoB__wt_lb__1,28.7331820322,8.594496532050309
rpoB__wt_lb__2,28.6381811598,8.75574239261297
rpoB__rpoBE546V_031__1,2.8841695783700003,10.453501835775501
rpoB__rpoBE546V_044__1,2.91811062058,10.411426454690801
rpoB__rpoBE546V_lb__1,28.7683577542,8.36778588529392
rpoB__rpoBE546V_lb__2,29.2914045776,8.52076106534516
rpoB__rpoBE546V_glc__1,-0.872785004605,10.0234984856355
rpoB__rpoBE672K_glc__1,0.463497100935,10.0630352898573
rpoB__rpoBE672K_glc__2,0.077311015561,10.0977229815175
rpoB__rpoBE672K_lb__1,26.200720773,8.0776078559502
rpoB__rpoBE672K_lb__2,25.928810190500002,7.92281643566787
crp__wt_fru__1,-0.285095978422,9.826941008324779
crp__wt_glyc__1,1.00952893954,9.79438343635934
crp__wt_glyc__2,0.659340217677,9.915467007123189
crp__delar1_glyc__1,-0.7272428412299999,10.439421916577901
crp__delar1_glyc__2,-0.22719138362799998,10.2825418981454
crp__delar1ar2_glyc__1,-1.7246805075799998,10.217894183580698
crp__delar1ar2_glyc__2,-1.9202630916799999,10.1492237643668
crp__delar1ar2_glyc__3,-2.2373574019099998,10.1319370419889
crp__delar2_glyc__1,4.00372433105,10.1814328489433
crp__delar2_glyc__2,2.54986918692,10.2167566555808
crp__delar2_glyc__3,3.81572454917,10.2177014311725
crp__delcrp_fru__1,1.8296209542900002,9.57784876155998
crp__delcrp_fru__2,2.12750439249,9.613197115955609
crp__delcrp_fru__3,2.38315801687,9.59825499182049
