,-0.07031455094444446,-0.06204225083333335,-0.05376995072222224,-0.04549765061111113,-0.03722535050000002,-0.028953050388888908,-0.0206807502777778,-0.012408450166666689,-0.004136150055555579,0.004136150055555524,0.01240845016666664,0.020680750277777757,0.02895305038888886,0.03722535049999996,0.04549765061111108,0.053769950722222196,0.0620422508333333,0.0703145509444444,0.0785868510555555,0.08685915116666663
thresh,-0.07445070100000001,0.07445070100000001,1,,,,,,,,,,,,,,,,,
unreg,1,2,1,1,6,41,183,782,1543,1141,392,125,51,14,4,3,1,1,1,0
unreg_genes,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['trnQ-Arg'],[]
