,condition,X_avg,X_std,n,rep1_idx,rep1_X
0,Cr__1,0.00378199866330201,,1.0,0.0,0.00378199866330201
1,Cr__2,0.006898251966662021,,1.0,1.0,0.006898251966662021
2,Cr__3,0.007909066271859218,,1.0,2.0,0.007909066271859218
3,Cr__4,0.01001661289491714,,1.0,3.0,0.01001661289491714
4,Cr__5,0.012341819637162592,,1.0,4.0,0.012341819637162592
5,Cr__6,0.014979987678868031,,1.0,5.0,0.014979987678868031
6,Fe__1,-0.006889544593465813,,1.0,6.0,-0.006889544593465813
7,Fe__2,-0.014541643921603469,,1.0,7.0,-0.014541643921603469
8,Fe__3,-0.017017816925050458,,1.0,8.0,-0.017017816925050458
9,Fe__4,-0.02556376815417349,,1.0,9.0,-0.02556376815417349
10,Fe__5,-0.029143186885104345,,1.0,10.0,-0.029143186885104345
11,Fe__6,-0.04250894280380051,,1.0,11.0,-0.04250894280380051
12,Cd__1,0.005366072397049404,,1.0,12.0,0.005366072397049404
13,Cd__2,0.00829219315452003,,1.0,13.0,0.00829219315452003
14,Cd__3,0.015493038213356304,,1.0,14.0,0.015493038213356304
15,Cd__4,0.020909107328594332,,1.0,15.0,0.020909107328594332
16,Cd__5,0.017746581665042376,,1.0,16.0,0.017746581665042376
17,Cd__6,0.020315706844603862,,1.0,17.0,0.020315706844603862
18,Zn__1,0.0035750420178671484,,1.0,18.0,0.0035750420178671484
19,Zn__2,0.0026709913633085267,,1.0,19.0,0.0026709913633085267
20,Zn__3,0.005290799098077089,,1.0,20.0,0.005290799098077089
21,Zn__4,0.012232582941294538,,1.0,21.0,0.012232582941294538
22,Zn__5,0.01603158475561819,,1.0,22.0,0.01603158475561819
23,Zn__6,0.013353291743987248,,1.0,23.0,0.013353291743987248
24,Cu__1,0.007163196486797169,,1.0,24.0,0.007163196486797169
25,Cu__2,0.017902092966465773,,1.0,25.0,0.017902092966465773
26,Cu__3,0.0259100707155758,,1.0,26.0,0.0259100707155758
27,Cu__4,0.0328453113871918,,1.0,27.0,0.0328453113871918
28,Cu__5,0.03726968741004112,,1.0,28.0,0.03726968741004112
29,Cu__6,0.04055196319546425,,1.0,29.0,0.04055196319546425
30,Pb__1,0.0002018689575087259,,1.0,30.0,0.0002018689575087259
31,Pb__2,0.0062559084456473,,1.0,31.0,0.0062559084456473
32,Pb__3,0.009341454728422459,,1.0,32.0,0.009341454728422459
33,Pb__4,0.011953750505785449,,1.0,33.0,0.011953750505785449
34,Pb__5,0.018392521422127363,,1.0,34.0,0.018392521422127363
35,Pb__6,0.02537056507480375,,1.0,35.0,0.02537056507480375
