,PN96_RS16875
SBRG_BHIN_Growth_Late_1,-2.0249024659999995
SBRG_BHIN_Growth_Late_2,-3.260740701
SBRG_BHIN_Growth_Mid_1,-3.992091446
SBRG_BHIN_Growth_Mid_2,-4.755272825
SBRG_BHIN_Growth_Stat_1,-4.214324766
SBRG_BHIN_Growth_Stat_2,-4.734548305
SBRG_LBv2_Growth_Late_1,0.3822339600000006
SBRG_LBv2_Growth_Late_2,0.2239359700000003
SBRG_LBv2_Growth_Mid_1,0.1053600260000005
SBRG_LBv2_Growth_Mid_2,-0.1053600259999996
SBRG_LBv2_Growth_Stat_1,-6.314474958
SBRG_LBv2_Growth_Stat_2,-6.318514419
SBRG_MHB_Rich_Mid_1,0.286261058
SBRG_MHB_Rich_Mid_2,1.8502994900000007
SBRG_NBO_Rich_Mid_1,0.5126940740000006
SBRG_NBO_Rich_Mid_2,0.0435932590000005
SBRG_M9Na_Arabinose_Mid_1,0.0548469349999996
SBRG_M9Na_Arabinose_Mid_2,-0.8402987370000004
SBRG_M9Na_Galactose_Mid_1,-1.3047558150000005
SBRG_M9Na_Galactose_Mid_2,-1.557655082
SBRG_M9Na_GlcNAcGrowth_Late_1,0.1602053769999996
SBRG_M9Na_GlcNAcGrowth_Late_2,-0.546998265
SBRG_M9Na_GlcNAcGrowth_Mid_1,-0.108747901
SBRG_M9Na_GlcNAcGrowth_Mid_2,-0.187002563
SBRG_M9Na_GlcNAcGrowth_Stat_1,-1.1061993640000003
SBRG_M9Na_GlcNAcGrowth_Stat_2,-0.9913477630000004
SBRG_M9Na_GlcNAc_Mid_1,-0.5522535190000002
SBRG_M9Na_GlcNAc_Mid_2,0.1189501849999996
SBRG_M9Na_Gluconate_Mid_1,2.303772428
SBRG_M9Na_Gluconate_Mid_2,2.078588212
SBRG_M9Na_Glucosamine_Mid_1,1.5017420819999998
SBRG_M9Na_Glucosamine_Mid_2,0.9666520309999996
SBRG_M9Na_Glycerol_Mid_1,-0.107627909
SBRG_M9Na_Glycerol_Mid_2,-0.4942290440000003
SBRG_M9Na_Maltose_Mid_1,-1.2397930580000005
SBRG_M9Na_Maltose_Mid_2,-0.797401953
SBRG_M9Na_Mannitol_Mid_1,-0.244849469
SBRG_M9Na_Mannitol_Mid_2,-0.5764871850000004
SBRG_M9Na_Trehalose_Mid_1,-0.3707378590000001
SBRG_M9Na_Trehalose_Mid_2,0.0071098179999999
