,-0.047083920818181815,-0.03923660068181818,-0.03138928054545455,-0.023541960409090915,-0.01569464027272728,-0.007847320136363647,-1.3877787807814457e-17,0.00784732013636362,0.015694640272727253,0.023541960409090887,0.03138928054545452,0.039236600681818154,0.04708392081818179,0.05493124095454542,0.06277856109090905,0.07062588122727269,0.07847320136363632,0.08632052149999996,0.09416784163636359,0.10201516177272722
thresh,-0.04316026075,0.04316026075,1,,,,,,,,,,,,,,,,,
unreg,1,7,23,117,552,1581,1932,1006,344,160,73,45,27,16,9,7,3,2,1,0
unreg_genes,['PSPTO_RS11325'],[],[],[],[],[],[],[],[],[],[],[],"['PSPTO_0051' 'PSPTOB0043' 'PSPTO_RS21700' 'PSPTO_4835' 'PSPTO_1613'
 'hopU1' 'PSPTO_RS04760' 'PSPTO_0049' 'PSPTO_RS01295' 'PSPTO_4767'
 'PSPTO_0836' 'PSPTO_RS14670' 'PSPTO_4635' 'PSPTO_3930' 'PSPTO_0201'
 'PSPTO_1023' 'cro' 'PSPTO_5461' 'PSPTO_5207' 'PSPTO_RS05815'
 'PSPTO_RS26910' 'PSPTO_RS27750' 'PSPTO_RS27995' 'PSPTO_5645' 'PSPTO_5565'
 'PSPTO_1222' 'PSPTO_RS06170']","['tcmP' 'PSPTO_4733' 'PSPTO_RS17680' 'PSPTO_5209' 'PSPTO_5646' 'tnpB'
 'PSPTO_RS01055' 'PSPTO_RS16640' 'PSPTO_5206' 'PSPTO_2431' 'PSPTO_4746'
 'PSPTO_2430' 'PSPTO_RS25690' 'PSPTO_4741' 'PSPTO_0202' 'hopH1']","['PSPTO_4967' 'PSPTO_4387' 'PSPTO_RS18680' 'PSPTO_RS28000' 'PSPTO_3616'
 'PSPTO_4744' 'PSPTO_4345' 'PSPTO_RS06450' 'PSPTO_3995']","['PSPTO_RS01075' 'PSPTO_5373' 'PSPTO_2429' 'PSPTO_RS23990' 'PSPTO_RS26885'
 'PSPTO_4634' 'PSPTO_3929']",['PSPTO_RS22740' 'PSPTO_RS16620' 'PSPTO_0203'],['PSPTO_0200' 'PSPTO_4742'],['PSPTO_4743'],[]
