,new_1011751_1013617
M9exp_1,7.6557
M9exp_2,7.4576
M9exp_3,7.3726
M9tran_1,7.8489
M9tran_2,7.6878
M9tran_3,7.5987
M9stat_1,8.4765
M9stat_2,8.2011
M9stat_3,7.9744
MG-0.1_1,7.0752
MG-0.1_2,6.8352
MG-0.1_3,7.6838
MG-0.2_2,7.7583
MG-0.2_3,7.7337
MG+5_1,8.1547
MG+5_2,7.1839
MG+5_3,7.8702
MG+10_1,7.2946
MG+10_2,7.4841
MG+10_3,7.4584
MG+15_1,7.3533
MG+15_2,7.7687
MG+15_3,8.0188
MG+25_1,7.3689
MG+25_2,7.3872
MG+25_3,7.8793
MG+45_1,8.1713
MG+45_2,7.3664
MG+45_3,8.0912
MG+60_2,7.6136
MG+60_3,7.6205
MG+90_2,7.287000000000001
MG+90_3,7.5202
MG+120_1,8.0217
MG+120_2,7.4031
MG+120_3,7.3672
MG+150_1,7.3351
MG+150_3,7.8496
GM-0.1_1,7.3927
GM-0.1_2,7.154
GM-0.1_3,7.4805
GM-0.2_1,7.7093
GM-0.2_2,7.5202
GM-0.2_3,6.795
GM+5_1,7.1269
GM+5_2,7.1137
GM+5_3,7.3986
GM+10_2,6.9866
GM+10_3,7.2414
GM+15_1,7.0763
GM+15_2,7.8522
GM+15_3,7.5009
GM+25_1,7.1560000000000015
GM+25_2,7.1536
GM+25_3,7.417000000000002
GM+45_1,7.2009
GM+45_2,6.9013
GM+45_3,7.7513
GM+60_1,7.0553
GM+60_2,6.9683
GM+60_3,7.4111
GM+90_1,7.2391
GM+90_2,7.8306
GM+90_3,7.5334
GM+120_1,7.7042
GM+120_3,8.1782
GM+150_1,7.8028
GM+150_2,7.1036
GM+150_3,7.1359
BT_1,9.8831
BT_2,9.304
B36_1,9.6019
B36_2,9.6669
B60_1,9.521
B60_2,9.5639
S0_1,7.8149
S0_2,7.8631
S0_3,7.9893
S1_1,8.2387
S1_2,8.432
S1_3,7.4187
S2_1,8.2507
S2_2,8.0233
S2_3,7.8064
S3_1,9.7516
S3_2,9.6479
S4_1,12.4787
S4_2,12.3817
S4_3,11.5578
S5_1,13.2005
S5_2,12.9041
S5_3,13.3035
S6_1,12.7176
S6_2,9.9502
S6_3,12.305
S6/t_1,12.4761
S6/t_2,9.4027
S6_4,11.5478
S6_5,12.4344
S6_6,12.6003
S7_4,12.2479
S7_5,12.2192
S7_6,12.2744
S8_4,11.6256
S8_5,11.8793
G135_1,8.3447
G135_3,7.7386
G150_1,7.9809
G150_2,8.1501
G150_3,8.2968
G180_1,7.9724
G180_2,7.9326
G180_3,7.515
T-5.40H_1,7.6844
T-4.40H_1,8.0427
T-3.40H_1,7.9398
T-2.40H_1,7.6278
T-1.40H_1,7.8366
T-1.10H_1,7.877999999999999
T-0.40H_1,7.5934
T0.0H_1,7.545
T0.30H_1,8.2512
T1.0H_1,8.0704
T1.30H_1,8.1538
T2.0H_1,8.2766
T2.30H_1,8.2961
T3.0H_1,7.8868
T3.30H_1,8.5027
T4.0H_1,8.8812
T5.0H_1,9.2616
LBexp_1,7.8370000000000015
LBexp_2,7.7398
LBexp_3,7.8077
LBtran_1,7.8022
LBtran_2,7.6126
LBtran_3,7.6913
LBstat_1,8.2587
LBstat_2,8.2913
LBstat_3,8.216000000000001
LBGexp_1,7.8428
LBGexp_2,7.7227
LBGexp_3,7.8271
LBGtran_2,7.7261
LBGtran_3,7.7643
LBGstat_1,7.5543
LBGstat_2,7.4611
LBGstat_3,7.8316
Mt0_1,7.7476
Mt0_3,7.7096
M0t45_1,7.4942
M0t45_2,8.2279
M0t45_3,7.6744
M0t90_1,7.6724
M0t90_2,8.1342
M0t90_3,7.6348
M40t45_1,7.5508
M40t45_2,8.0513
M40t45_3,7.7162
M40t90_1,7.6064
M40t90_2,7.6954
M40t90_3,8.0583
dia0_1,7.5021
dia0_2,7.6274
dia0_3,7.2748
dia5_1,7.561
dia5_2,7.61
dia5_3,7.5166
dia15_1,7.5031
dia15_2,7.9779
dia15_3,7.8515
C30_1,9.5584
C30_2,10.8819
C90_1,10.29
C90_2,8.3663
SMM_1,7.9620000000000015
SMM_2,8.017999999999999
SMM_3,7.5865
Salt_1,7.8926
Salt_2,7.8179
Salt_3,7.5654
M+G_1,9.0535
M+G_2,8.292
M+G_3,8.2572
Glu_1,7.7369
Glu_2,7.8588
Glu_3,8.3287
Fru_1,9.8559
Fru_2,9.8
Fru_3,7.6911
Mal_1,7.917999999999998
Mal_2,9.5601
Mal_3,8.0104
G+S_2,10.1211
G+S_3,9.9848
Pyr_1,9.3902
Pyr_2,10.2525
Pyr_3,9.439
Gly_1,8.1328
Gly_2,9.4718
Gly_3,9.3912
Glucon_1,8.7978
Glucon_2,8.2279
Glucon_3,8.2468
BI_1,8.8963
BI_2,8.9795
BC_2,9.5389
BC/t_1,9.5782
BC/t_2,10.2146
BC_1,9.0049
Sw_1,9.6999
Sw_2,9.5153
BMM_1,7.1271
BMM_2,7.3384
BMM_3,7.7809
Heat_1,8.094
Heat_2,7.6379
Heat_3,8.1076
Cold_1,7.7928
Cold_2,7.9846
Cold_3,8.1387
Etha_1,8.118
Etha_2,8.549
Etha_3,8.1814
SMMPr_1,7.9726
SMMPr_2,7.9217
SMMPr_3,7.9958
HiTm_1,8.3099
HiTm_2,8.1958
HiTm_3,8.1415
LoTm_1,9.8443
LoTm_2,9.5594
LoTm_3,10.0232
HiOs_1,8.5869
HiOs_2,8.9944
HiOs_3,8.7128
Oxctl_1,8.0471
Oxctl_2,8.1018
Oxctl_3,8.1017
Diami_1,7.707000000000002
Diami_2,7.3594
Diami_3,7.8219
Paraq_1,8.3814
Paraq_2,8.1382
Paraq_3,7.4782
H2O2_1,7.8734
H2O2_2,8.1941
H2O2_3,8.0499
HPh_1,8.3584
HPh_2,7.8787
HPh_3,8.4256
LPh_1,8.122
LPh_2,8.2804
LPh_3,8.3907
LPhT_1,8.0434
LPhT_2,7.9155
LPhT_3,8.1352
aero_1,8.2019
aero_2,8.0192
aero_3,7.8665
nit_1,10.788
nit_2,9.0849
nit_3,10.0648
ferm_1,10.1678
ferm_2,9.0822
ferm_3,11.1325
