,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A,rep5_idx,rep5_A,rep6_idx,rep6_A
0,control__wt_glc,0.0,0.05938875204892311,2.0,0.0,-0.0419941893,1.0,0.0419941893,,,,,,,,
1,fur__wt_dpd,3.53222637815,0.15574183274724784,2.0,2.0,3.6423524842,3.0,3.4221002721,,,,,,,,
2,fur__wt_fe,-0.2864304323,0.8893113667285015,2.0,4.0,-0.9152685303,5.0,0.34240766570000003,,,,,,,,
3,fur__delfur_dpd,3.2619116637500003,0.1243344498867219,2.0,6.0,3.1739939311,7.0,3.3498293964,,,,,,,,
4,fur__delfur_fe2,-0.056313392000000004,0.057143165749587235,2.0,8.0,-0.015907072,9.0,-0.096719712,,,,,,,,
5,acid__wt_ph5,1.10584610725,0.1860170684960507,2.0,10.0,1.2373800378,11.0,0.9743121767,,,,,,,,
6,acid__delgadx_ph5,1.1349016568999999,,1.0,12.0,1.1349016568999999,,,,,,,,,,
7,acid__delgadw_ph5,0.7264682703,0.23193106693843715,2.0,13.0,0.8904683005,14.0,0.5624682401000001,,,,,,,,
8,acid__delgade_ph5,0.70660004215,0.18100162147396318,2.0,15.0,0.8345875161,16.0,0.5786125682000001,,,,,,,,
9,oxidative__wt_pq,3.35685799035,0.7412988052107402,2.0,17.0,3.8810354024000002,18.0,2.8326805783,,,,,,,,
10,oxidative__deloxyr_pq,2.7837639960500002,0.23519337810752117,2.0,19.0,2.9500708286,20.0,2.6174571635,,,,,,,,
11,oxidative__delsoxr_pq,2.0212825581000002,0.25229920578704546,2.0,21.0,1.8428800788,22.0,2.1996850374,,,,,,,,
12,oxidative__delsoxs_pq,3.72747040035,0.14305231450370418,2.0,23.0,3.6263171387,24.0,3.828623662,,,,,,,,
13,nac_ntrc__wt_csn,0.30624654230000004,0.7866488026979516,2.0,25.0,0.8624912451000001,26.0,-0.2499981605,,,,,,,,
14,nac_ntrc__wt_cytd,-0.46253406915,0.6091295323561158,2.0,27.0,-0.0318144462,28.0,-0.8932536921,,,,,,,,
15,nac_ntrc__wt_gln,0.16307440625,0.16718720933721556,2.0,29.0,0.2812936157,30.0,0.044855196800000004,,,,,,,,
