,-0.11449804856520425,-0.057249024282602125,0.0,0.05724902428260213,0.11449804856520425,0.17174707284780638,0.22899609713040853,0.2862451214130106,0.34349414569561276,0.40074316997821485,0.457992194260817,0.5152412185434191,0.5724902428260212,0.6297392671086234,0.6869882913912254,0.7442373156738276,0.8014863399564297,0.8587353642390319,0.9159843885216339,0.9732334128042361
thresh,-0.08587353642390319,0.08587353642390319,1,,,,,,,,,,,,,,,,,
unreg,1,54,4133,66,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
unreg_genes,['paaB'],[],[],[],['kilR' 'ydaF'],[],[],[],[],[],[],[],[],['ydaG'],[],[],[],[],[],[]
