,A,NrdR
hot_tale__hot_ale16_44c__1,0.1712354545,0.40786875300000003
hot_tale__hot_ale16_44c__2,0.3896772596,0.254410336
pdhr_ale__pdhR-13_51__1,-0.2940031462,-0.236113611
pdhr_ale__pdhR-13_51__2,-0.8272113713,-0.14738004400000002
pdhr_ale__pdhR-14_46__1,-1.6759707726,-0.044907181000000004
pdhr_ale__pdhR-14_46__2,-2.4766984437,0.12347801500000001
pdhr_ale__pdhR-15_51__1,-3.5860385007,-0.24821806300000002
pdhr_ale__pdhR-15_51__2,-3.5968164169,-0.23033140500000002
pdhr_ale__pdhR-16_49__1,-3.4936339868,-0.110271244
pdhr_ale__pdhR-16_49__2,-2.5220113033000002,-0.138610029
tcs__del_atoC_LiAcet__1,-0.25718434500000004,-0.086521072
tcs__del_atoC_LiAcet__2,-0.16975074040000002,-0.005032241000000001
tcs__del_atoC_LiCl__1,-0.8281093685,0.199406875
tcs__del_atoC_LiCl__2,-0.7137136196,0.110350425
tcs__del_atoC_m9__1,-1.9989910099000001,0.22857270300000002
tcs__del_atoC_m9__2,-2.1729001235,0.11389987600000001
tcs__del_baeR_etoh__1,-4.9868033892,1.30532854
tcs__del_baeR_etoh__2,-4.7429888626,1.553804122
tcs__del_baeR_lb__1,-8.2379790284,-0.26910791100000003
tcs__del_baeR_lb__2,-8.4443498435,-0.291572981
tcs__del_btsR_01xlb__1,3.1127211405,-0.733438873
tcs__del_btsR_01xlb__2,3.2509648471,-0.75348657
tcs__del_btsR_lb__1,-7.6254897369,0.31183615400000003
tcs__del_btsR_lb__2,-7.0504375411,0.15571116100000001
tcs__del_btsR_pyruvate__1,3.6524987939,-0.81468716
tcs__del_btsR_pyruvate__2,3.6172601048,-0.669081598
tcs__del_cpxR_etoh__1,-1.4305913755000002,1.393670594
tcs__del_cpxR_etoh__2,-1.4514235003,1.36954064
tcs__del_cpxR_lb__1,-8.0129093666,-0.198153501
tcs__del_cpxR_lb__2,-7.8491584391,-0.033879854
tcs__del_cusR_CuSO4__1,-0.36044171680000003,0.46573655700000005
tcs__del_cusR_CuSO4__2,-0.1688810161,0.41545148600000004
tcs__del_cusR_lb__1,1.3112365672,0.089647681
tcs__del_cusR_lb__2,1.5755694532,0.17965277400000002
tcs__del_kdpE_01-kcl__1,4.4436276821,-0.26387747
tcs__del_kdpE_01-kcl__2,4.2321195554,-0.261264414
tcs__del_kdpE_115-kcl__1,7.1856998428,0.012217988
tcs__del_kdpE_115-kcl__2,7.1591323826,-0.104070987
tcs__del_phoB_m9__1,-1.0513231169,0.08539236600000001
tcs__del_phoB_m9__2,-1.2382728793,0.124164457
tcs__del_phoB_m9p__1,-4.2938982927,1.9052705790000002
tcs__del_phoB_m9p__2,-4.0484213017,1.983518504
tcs__del_rcsB_etoh__1,2.23755479,1.6530322270000002
tcs__del_rcsB_etoh__2,2.1887661048,1.757760512
tcs__del_rcsB_lb__1,-8.2432635888,0.006562633
tcs__del_rcsB_lb__2,-7.9108379013,0.083295109
tcs__del_zraR_lb__1,-4.5312524716,-0.184174411
tcs__del_zraR_lb__2,-4.3434481679,-0.36288330100000005
tcs__del_zraR_zncl2__1,1.4084493005,0.19158423200000002
tcs__del_zraR_zncl2__2,1.5805981287000002,0.289211009
tcs__wt_01-kcl__1,4.8974891964000005,-0.07871499600000001
tcs__wt_01-kcl__2,4.6697787641,-0.130145442
tcs__wt_01xlb__1,2.3287781175,-0.7741218240000001
tcs__wt_01xlb__2,2.295432987,-0.856753454
tcs__wt_115-kcl__1,7.8756761357,-0.23289736300000002
tcs__wt_115-kcl__2,8.016838756,-0.18202815700000002
tcs__wt_CuSO4__1,2.0678971532,0.086682484
tcs__wt_CuSO4__2,2.3847038237,0.06018087800000001
tcs__wt_etoh__1,2.7257941995,1.442448143
tcs__wt_etoh__2,2.6623978229,1.514577182
tcs__wt_lb__1,-8.118605276,-0.048293799000000005
tcs__wt_lb__2,-8.0870777541,-0.07239405800000001
tcs__wt_LiAcet__1,0.2376275666,0.014734418
tcs__wt_LiAcet__2,-0.07153021700000001,0.015456168000000001
tcs__wt_LiCl__1,-0.20290458720000001,-0.021763142000000003
tcs__wt_LiCl__2,-0.24310762700000002,0.10131243200000001
tcs__wt_m9p__1,-4.1849886567,1.958915321
tcs__wt_m9p__2,-4.2270353859,1.9566201680000002
tcs__wt_pyr__1,2.7475559456000003,-0.7927232080000001
tcs__wt_pyr__2,3.0175722687,-0.89250308
tcs__wt_zncl2__1,1.7119075951,0.193235089
tcs__wt_zncl2__2,1.6899123795,0.199362845
ros_tale__1_112_0pq__1,3.4591355192,-0.54224752
ros_tale__1_112_0pq__2,1.6191869793,-0.421659231
ros_tale__1_112_250pq__1,1.0147334251,-0.17807560700000002
ros_tale__1_112_250pq__2,2.118232259,-0.25693061300000003
ros_tale__1_112_750pq__1,3.1326902876,-0.106674368
ros_tale__1_112_750pq__2,3.2920402339,-0.118456793
ros_tale__1_112_750pq__3,2.3751875646,-0.383948915
ros_tale__3_76_0pq__1,-5.5727917785,-0.038476216
ros_tale__3_76_0pq__2,-6.1477994146,-0.05398393
ros_tale__3_76_0pq__3,-5.0718132477,0.033980574
ros_tale__3_76_0pq__4,-5.7980426213000005,0.26961632
ros_tale__3_76_250pq__1,-0.2420046918,0.23801405900000003
ros_tale__3_76_250pq__2,-2.9198333928,-0.18511685700000002
ros_tale__3_76_750pq__1,-3.8280107207,-0.409597853
ros_tale__3_76_750pq__2,-3.7099158758,-0.470543507
ros_tale__7_103_0pq__1,0.5785817968,0.04258179
ros_tale__7_103_0pq__2,-0.0338107547,-0.06403631600000001
ros_tale__7_103_0pq__3,0.5179219230000001,0.016035513
ros_tale__7_103_0pq__4,-0.4045650281,0.211525185
ros_tale__7_103_250pq__1,1.15758557,-0.28214075
ros_tale__7_103_250pq__2,1.7441949714,-0.172478021
ros_tale__7_103_750pq__1,1.1406583278,-0.576550254
ros_tale__7_103_750pq__2,1.3913313833,-0.48386589100000005
ros_tale__9_77_0pq__1,-1.3384453603,0.16501053300000001
ros_tale__9_77_0pq__2,-0.9157396593,0.062044498000000003
ros_tale__9_77_250pq__1,-0.9104162859,0.239463806
ros_tale__9_77_250pq__2,-1.0098728408,0.30390928500000003
ros_tale__9_77_750pq__1,-0.5578769168000001,0.13511947100000002
ros_tale__9_77_750pq__2,-0.41653809340000003,0.27902561400000003
ros_tale__11_83_0pq__1,-6.7979200358,-0.071962154
ros_tale__11_83_0pq__2,-7.0975089761,-0.228876925
ros_tale__11_83_250pq__1,-6.7570908965,-0.28734115200000004
ros_tale__11_83_250pq__2,-6.9904317925,-0.23329893300000001
ros_tale__11_83_750pq__1,-5.4335329527,-0.21816985800000002
ros_tale__11_83_750pq__2,-5.9358595905,-0.159459229
ros_tale__13_87_0pq__1,-3.0494463265,-0.326694935
ros_tale__13_87_0pq__2,-1.8517178531,-0.34757122100000004
ros_tale__13_87_250pq__1,-4.4068273734,-0.198905874
ros_tale__13_87_250pq__2,-4.3795861316,-0.314047338
ros_tale__13_87_750pq__1,-2.9034769886,-0.126577999
ros_tale__13_87_750pq__2,-2.489307851,-0.185547176
ros_tale__14_27_0pq__1,-6.6760848124,-0.148675825
ros_tale__14_27_0pq__2,-6.3623733651,-0.133111279
ros_tale__14_27_250pq__1,-5.4985317976,0.07068016
ros_tale__14_27_250pq__2,-5.7542804649,-0.048853577
ros_tale__14_27_750pq__1,1.8361085741,0.079193319
ros_tale__14_27_750pq__2,3.2915860243,0.186429342
ros_tale__16_28_250pq__1,-5.4743544338,0.057176689
ros_tale__16_28_250pq__2,-5.5132248109,0.135272829
ros_tale__16_32_0pq__1,-3.9890147334,0.20061641100000002
ros_tale__16_32_0pq__2,-4.4407210387,0.32548186700000004
ros_tale__16_32_0pq__3,-3.1764838884,0.23288457
ros_tale__16_32_0pq__4,-3.189229901,0.183402522
ros_tale__16_32_250pq__1,0.31789671140000003,0.26628802900000004
ros_tale__16_32_250pq__2,0.0104097941,0.18858807500000002
ros_tale__16_32_750pq__1,-1.6271854745,-0.31188825200000003
ros_tale__16_32_750pq__2,-2.4835963296,-0.06769064300000001
ros_tale__17_104_0pq__1,-6.2746509683,-0.574538785
ros_tale__17_104_0pq__2,-7.2914565759,-0.32887709800000003
ros_tale__17_104_250pq__1,-6.8191822306,-0.450004391
ros_tale__17_104_250pq__2,-6.0030846586,-0.04372449
ros_tale__17_104_250pq__3,-5.8609622085,0.195467931
ros_tale__17_104_250pq__4,-6.1818658469,0.036744641
ros_tale__17_104_750pq__1,-6.9301346633000005,-0.05615433500000001
ros_tale__17_104_750pq__2,-6.8210045783,-0.33900138300000004
ros_tale__18_24_250pq__1,-3.5878269051,0.245875894
ros_tale__18_24_250pq__2,-4.9763753966,-0.084798254
ros_tale__18_36_0pq__1,4.486557565,0.367712713
ros_tale__18_36_0pq__2,3.5582768883,0.33284701
ros_tale__18_36_0pq__3,2.9445070322999998,0.083997497
ros_tale__18_36_0pq__4,2.9870291226,-0.056873154
ros_tale__18_36_250pq__1,5.2328502634,-0.062183418000000004
ros_tale__18_36_250pq__2,5.4242409592,-0.23384367700000003
ros_tale__18_36_750pq__1,6.3982972002,-0.083522621
ros_tale__18_36_750pq__2,6.3205431989,-0.077259309
ros_tale__19_91_0pq__1,-6.8539537399,-0.061581525000000005
ros_tale__19_91_0pq__2,-6.7134897604,-0.024001386000000003
ros_tale__19_91_250pq__1,-4.9877203966,0.035260059
ros_tale__19_91_250pq__2,-5.1694463889,0.149732225
ros_tale__19_91_750pq__1,-4.8118817241,-0.031133921000000002
ros_tale__19_91_750pq__2,-3.8709897177,-0.08035256
ros_tale__19_91_750pq__3,-5.4556843991,0.8406014470000001
ros_tale__19_91_750pq__4,-4.8719346551000005,0.860019851
ros_tale__21_97_0pq__1,-5.0484183272,-0.148598374
ros_tale__21_97_0pq__2,-6.1878978928,-0.472304989
ros_tale__21_97_250pq__1,-1.8362698703,-0.46778722
ros_tale__21_97_250pq__2,-2.4177816256,-0.25856005600000004
ros_tale__21_97_750pq__1,1.3106805731,-0.208368819
ros_tale__21_97_750pq__2,-1.3920368456,-0.27663459500000004
ros_tale__25_111_0pq__1,-1.9523357775,-0.10721841
ros_tale__25_111_0pq__2,-1.3558139109,0.264050753
ros_tale__25_111_250pq__1,-1.1245509298,-0.171192366
ros_tale__25_111_250pq__2,-2.4433221735,0.044880737000000004
ros_tale__25_111_750pq__1,-1.7174078468,0.156122397
ros_tale__25_111_750pq__2,-2.8584678356,0.29798109500000003
ros_tale__29_119_0pq__1,0.30699630180000004,0.307333476
ros_tale__29_119_0pq__2,1.9737616352,0.316845039
ros_tale__29_119_250pq__1,1.5444248261,0.148552249
ros_tale__29_119_250pq__2,1.9458770857,-0.738887056
ros_tale__29_119_750pq__1,2.5159188622,0.27433555600000004
ros_tale__29_119_750pq__2,2.9381092115,0.047712879
ros_tale__ALE4_0pq__1,-2.0007249418,-0.09552545800000001
ros_tale__ALE4_0pq__2,-1.9743258105,0.02377338
ros_tale__ALE4_250pq__1,-0.9412314956000001,0.521585422
ros_tale__ALE4_250pq__2,-1.5803538482000001,0.641959959
pcoli__atASMT_325G__1,-2.4030690577,0.43664643900000005
pcoli__atASMT_325G__2,-2.4893243983,0.49053816600000005
pcoli__bpTDC__1,-1.8935626873,0.421703841
pcoli__bpTDC__2,-1.8138870453,0.18779788600000002
pcoli__BRCA__1,-1.8661347575,0.19482086
pcoli__BRCA__2,-2.2647437377,0.33539385200000005
pcoli__BRCActrl__1,-0.9964678698,0.381366443
pcoli__BRCActrl__2,-0.8080006740000001,0.580519332
pcoli__BRCAswap__1,4.8928497845,0.35299928
pcoli__BRCAswap__2,5.6107895935,0.39777204600000005
pcoli__btAANAT__1,4.2112026247,0.421167681
pcoli__btAANAT__2,4.9694867516,0.42936200700000005
pcoli__btASMT__1,4.2818665455,0.05715093
pcoli__btASMT__2,4.4514928712,0.267523493
pcoli__CC1__1,5.3123713665,0.28973735500000003
pcoli__CC1__2,5.4304993973,0.339126345
pcoli__ccCOMT__1,-3.0268623248,0.38523143200000004
pcoli__ccCOMT__2,-2.8180448741,0.352434267
pcoli__ckDDC__1,0.8938042410000001,0.366774596
pcoli__ckDDC__2,0.3182126269,0.273767344
pcoli__CNTF_belt__1,4.3915400702,0.34654455100000003
pcoli__CNTF_belt__2,5.2475254617000004,0.057456128
pcoli__cobPNMT__1,0.20366315340000002,0.421797709
pcoli__cobPNMT__2,-0.33144304350000003,0.448880162
pcoli__cvPhhB__1,-0.4387204014,0.461930308
pcoli__cvPhhB__2,-0.47027093480000004,0.5482176080000001
pcoli__ggAANAT__1,-1.5868506868,0.340433429
pcoli__ggAANAT__2,-1.7333167307,0.36738265400000003
pcoli__ggTPH__1,3.5066990000000002,0.45881003400000003
pcoli__ggTPH__2,0.5444436927,0.40766969900000005
pcoli__hsAANAT__1,9.4104013346,0.665700237
pcoli__hsAANAT__2,9.9464579474,0.488105275
pcoli__hsASMT__1,-1.7806630893,0.390246982
pcoli__hsASMT__2,-1.7487433016,0.46289950100000005
pcoli__hsPNMT_mb__1,-2.5627264305,0.481285035
pcoli__hsPNMT_mb__2,-2.3231977448,0.39039441900000005
pcoli__hsTPH__1,-1.7726592433000001,0.180274076
pcoli__hsTPH__2,-1.6030122929,0.380216641
pcoli__hsTPH_E2K__1,5.2166245199,0.46889190500000005
pcoli__hsTPH_E2K__2,5.4163631219,0.44765638100000005
pcoli__hsTPH_E2K_N91I_P99C__1,-2.0476909053,0.230640332
pcoli__hsTPH_E2K_N91I_P99C__2,-2.1506787832,0.38575320900000004
pcoli__hsTPH_N158trunc__1,3.9881643727,0.47744807800000005
pcoli__hsTPH_N158trunc__2,3.520203982,0.37629955400000004
pcoli__hsTPH_N174trunc__1,4.8162465499,0.314445107
pcoli__hsTPH_N174trunc__2,4.8162476872,0.678681183
pcoli__hsTPH_Ntermtrunc__1,7.4790962017,0.48600895
pcoli__hsTPH_Ntermtrunc__2,7.3133626782,0.502228507
pcoli__hsTPH1__1,5.0383423972,0.44604639700000004
pcoli__hsTPH1__2,5.2634638607,0.346110654
pcoli__MBP__1,2.3324034678,0.147927839
pcoli__MBP__2,4.7530064243,-0.387609232
pcoli__msCOMT__1,-2.2240520409,0.370941805
pcoli__msCOMT__2,-2.1452679108,0.29190766100000004
pcoli__ocAANAT__1,-1.647368191,0.365337177
pcoli__ocAANAT__2,-1.6855501439,0.42003332400000004
pcoli__osTDC_K374H__1,6.8854965294,0.45937826400000004
pcoli__osTDC_K374H__2,7.0131159023,0.46279083400000004
pcoli__osTDC_K374L__1,-2.2640528859,0.42139983200000003
pcoli__osTDC_K374L__2,-1.1352559734,0.519066616
pcoli__osTDC_K374Q__1,4.7968237263999995,0.371970842
pcoli__osTDC_K374Q__2,5.407269963,0.258093789
pcoli__osTDC_L360V__1,-2.2480515819,0.33541298
pcoli__osTDC_L360V__2,-2.2547908532,0.490686542
pcoli__pmTPH__1,-2.6665612834,0.32343069999999996
pcoli__pmTPH__2,-2.0375956295,0.337392542
pcoli__RFC__1,-2.5464133917,0.5598449160000001
pcoli__RFC__2,-2.4583072788,0.5074679080000001
pcoli__RFCctrl__1,9.6438536103,0.5197944010000001
pcoli__RFCctrl__2,9.771038648,0.502586492
pcoli__RFCnopause__1,9.2834957558,0.693467316
pcoli__RFCnopause__2,9.0190506897,0.7978101540000001
pcoli__RFCpluspause__1,8.6772251968,0.536168599
pcoli__RFCpluspause__2,8.4063204274,0.501393208
pcoli__rnCOMT_sol__1,9.1772155389,0.694795936
pcoli__rnCOMT_sol__2,9.3389162106,0.348926797
pcoli__rnPNMT__1,-0.5857045115,0.17846077
pcoli__rnPNMT__2,-2.3637189432,0.186874531
pcoli__rnTDC__1,-1.6224585852,0.42459483400000003
pcoli__rnTDC__2,-1.2412968668,0.296703912
pcoli__rnTDC_trunc__1,0.3040434647,0.6500975130000001
pcoli__rnTDC_trunc__2,-0.0752079076,0.7840606330000001
pcoli__saCOMT_T2A__1,-2.1081826351,0.48161330100000005
pcoli__saCOMT_T2A__2,-1.9571590923,0.5096917510000001
pcoli__sfCOMT__1,-1.0272588996,0.207054442
pcoli__sfCOMT__2,-2.9333436613,0.335464507
pcoli__sgAANAT_D63G__1,-2.0249152919,0.553413665
pcoli__sgAANAT_D63G__2,-1.3015746784,0.159819429
pcoli__ssDDC__1,-0.5892195764,0.44483157100000004
pcoli__ssDDC__2,-0.7807370433,0.491170879
pcoli__TP53B__1,-1.7517652934,0.5136648690000001
pcoli__TP53B__2,-1.3639838370000001,0.63168221
pcoli__WT__1,6.3217379519,0.5821060760000001
pcoli__WT__2,6.2204212526,0.46935141900000005
cck__glu_ale4__1,-2.8383862676,0.612235806
cck__glu_ale4__2,-3.981716868,-0.146747297
cck__cck_ale1__1,-4.9808808819,-0.29346426800000003
cck__cck_ale1__2,-3.9805306252,-0.372271809
cck__cck_ale2__1,-4.4217936773,-0.276695729
cck__cck_ale2__2,-4.4932761234,-0.456037862
cck_pgi__gmos_delpgi__1,4.3605832309,0.38813634
cck_pgi__gmos_delpgi__2,4.5895226558,0.608565961
cck_pgi__pgi_ale1__1,1.1335431197,0.669460269
cck_pgi__pgi_ale1__2,3.4304331834,0.217118377
cck_pgi__pgi_ale2__1,4.99763917,0.243682067
cck_pgi__pgi_ale3__1,1.2724690438000001,0.5984334840000001
cck_pgi__pgi_ale3__2,0.4900120287,0.025123195
cck_pgi__pgi_ale4__1,2.7508122783,0.433862901
cck_pgi__pgi_ale4__2,-0.16283154730000002,-0.10362315100000001
cck_pgi__pgi_ale4__3,-0.22505012270000002,-0.057221903000000005
cck_pgi__pgi_ale5__1,-3.9079436767,0.766019907
cck_pgi__pgi_ale5__2,-4.676256935,0.21944501500000002
cck_pgi__pgi_ale6__1,-2.8388552407,0.564440456
cck_pgi__pgi_ale6__2,-3.2698862652000003,0.123962946
cck_pgi__pgi_ale7__1,-3.390081288,0.5768555240000001
cck_pgi__pgi_ale7__2,-4.5608186114,-0.06694622900000001
cck_pgi__pgi_ale8__1,-2.2145574767,0.7184773950000001
cck_pgi__pgi_ale8__2,-3.0867575391,0.14771453
cck_sdh__gmos_delsdhCB__1,-3.2065111186,0.174084188
cck_sdh__gmos_delsdhCB__2,-2.8989002142,0.21205916
cck_sdh__sdh_ale1__1,-4.1690524097,0.022151426000000002
cck_sdh__sdh_ale1__2,-3.8526103265,-0.080193343
cck_sdh__sdh_ale2__1,-3.3208256004,-0.220208646
cck_sdh__sdh_ale3__1,-3.7451868533,-0.04840951
cck_sdh__sdh_ale3__2,-3.7460419844,-0.24657735500000003
cck_sdh__sdh_ale3__3,-3.6617567591,-0.21803573
cck_pts__gmos_delptsHIcrr__1,-1.2152437047,0.326045633
cck_pts__gmos_delptsHIcrr__2,0.40257081240000003,-0.359657539
cck_pts__pts_ale1__1,-2.6402717333,-0.440923769
cck_pts__pts_ale1__2,-2.9038485658,-0.41224671
cck_pts__pts_ale2__1,-2.5258958629,-0.7596131970000001
cck_pts__pts_ale2__2,-3.1457679918,-0.9118493160000001
cck_pts__pts_ale3__1,-4.2688010868,-0.595439607
cck_pts__pts_ale3__2,-4.6493766568,-0.39965899800000004
cck_pts__pts_ale4__1,-2.750569518,-0.801990015
cck_pts__pts_ale4__2,-2.7456231896,-0.777785001
cck_gnd__gmos_delgnd__1,2.7461439507,-0.031456562
cck_gnd__gmos_delgnd__2,2.516956097,-0.07732409300000001
cck_gnd__gnd_ale1__1,-4.5443314084,-0.33547779
cck_gnd__gnd_ale1__2,-3.449611064,-0.5272509590000001
cck_gnd__gnd_ale2__1,-3.2648530223,-0.399670978
cck_gnd__gnd_ale2__2,-3.0631239361,-0.42155796700000003
cck_gnd__gnd_ale3__1,-2.8972423368999998,-0.406774491
cck_gnd__gnd_ale3__2,-3.7781351982,-0.46041498300000006
cck_tpiA__gmos_deltpiA__1,1.8142560146000002,-0.12905708300000002
cck_tpiA__gmos_deltpiA__2,0.8797904056,-0.3931387
cck_tpiA__tpiA_ale1__1,-0.9849654069,-0.19973669700000002
cck_tpiA__tpiA_ale1__2,-0.7229466301,-0.121737037
cck_tpiA__tpiA_ale2__1,0.2898914924,-0.11227117900000001
cck_tpiA__tpiA_ale2__2,-0.5299779577,0.032215557
cck_tpiA__tpiA_ale3__1,-2.1976740861,0.090831171
cck_tpiA__tpiA_ale3__2,-2.0364463316,-0.263724183
cck_tpiA__tpiA_ale4__1,-1.8159621015,0.140005381
cck_tpiA__tpiA_ale4__2,-1.5792030866,0.08989612400000001
acid_tale__acid_ale1_pH7__1,-3.7185769117,-0.47734320300000005
acid_tale__acid_ale1_pH7__2,-3.4742696223,-0.57468856
acid_tale__acid_ale1_pH5__1,-1.0881952282,-0.288122294
acid_tale__acid_ale1_pH5__2,-1.7363763953,-0.36361134700000003
acid_tale__acid_ale2_pH7__1,0.0616959383,-0.454360046
acid_tale__acid_ale2_pH7__2,-0.2859831196,-0.321730462
acid_tale__acid_ale2_pH5__1,0.023201661800000002,-0.21944554100000002
acid_tale__acid_ale2_pH5__2,-0.5011432934,0.021198311
acid_tale__low_Mg_ale_pH7__1,-2.8114426599,-0.45491165200000006
acid_tale__low_Mg_ale_pH7__2,-2.3179403859,-0.330725052
acid_tale__low_Mg_ale_pH5__1,-0.8185418447,-0.24933625
acid_tale__low_Mg_ale_pH5__2,-1.5799482265,-0.15487356800000002
acid_tale__MES_ale_pH7__1,-2.6405675545,-0.38634160100000003
acid_tale__MES_ale_pH7__2,-3.00061868,-0.314227702
acid_tale__MES_ale_pH5__1,-2.4217344655,-0.265102023
acid_tale__MES_ale_pH5__2,-1.4199961517,-0.048878753000000004
acid_tale__gmos_pH7__1,-3.0942967254,-0.394220989
acid_tale__gmos_pH7__2,-3.2564083389,-0.24742149300000002
acid_tale__gmos_pH5__1,-2.3124937174,-0.09963044600000001
acid_tale__gmos_pH5__2,-2.9509482975,-0.235580796
adnB__wt_adn__1,0.2365214716,-0.56076887
adnB__wt_adn__2,-0.9181847722,-1.014554301
adnB__delydhB_adn__1,-1.1106175351,-1.1439939670000001
adnB__delydhB_adn__2,-0.5805901093,-0.19706678
ytf2__wt_glc__1,6.001284394,0.40879863
ytf2__wt_glc__2,6.1030247719,0.208749187
ytf2__ybcM_glc__1,4.9918881925,0.29710344
ytf2__ybcM_glc__2,5.2950081286,0.448602912
ytf2__ydhB_glc__1,6.6225971055,0.104590707
ytf2__ydhB_glc__2,6.2192853125,0.10117935700000001
ytf2__yfeC_glc__1,5.5112997448000005,0.07597946800000001
ytf2__yfeC_glc__2,5.7441275866,0.23029859900000002
ytf2__yciT_glc__1,5.5607327317,-0.07642892700000001
ytf2__yciT_glc__2,5.5786562726,0.12563375100000002
ytf2__ydiZ_glc__1,4.2049632001,-0.083748001
ytf2__ydiZ_glc__2,4.200704493,0.063293075
ytf2__ynfL_glc__1,6.2601686312,0.142053165
ytf2__ynfL_glc__2,5.920012231,0.20436367700000002
misc2__dellon_glc__1,6.8944674618,1.180958476
misc2__dellon_glc__2,6.048226369,1.647284123
ytf3__wt_glc2__1,-1.7304222147,0.01470275
ytf3__wt_glc2__2,-1.6757980457000001,0.08864712300000001
ytf3__wt_pH7_lactate__1,-2.3029516643,-0.125553563
ytf3__wt_pH7_lactate__2,-2.8303112162,-0.11557987800000001
ytf3__wt_pH55_lactate__1,-2.3748071018,-0.393542702
ytf3__wt_pH55_lactate__2,-1.9027936876,-0.15039169500000002
ytf3__wt_pH55_HCl__1,-1.5216362566,-0.028672720000000002
ytf3__wt_pH55_HCl__2,-1.3869282261,-0.081492381
ytf3__dyieP_pH7__1,-2.5317119406,-0.082169724
ytf3__dyieP_pH7__2,-2.7225269699,-0.017163029
ytf3__dyieP_pH55__1,-2.2365575968,-0.59398443
ytf3__dyieP_pH55__2,-2.3638761617,-0.282951547
