,-0.07686355614019086,-0.057647667105143144,-0.03843177807009543,-0.019215889035047715,0.0,0.019215889035047715,0.03843177807009543,0.05764766710514313,0.07686355614019086,0.09607944517523859,0.11529533421028629,0.134511223245334,0.15372711228038172,0.17294300131542945,0.19215889035047712,0.21137477938552485,0.23059066842057258,0.2498065574556203,0.26902244649066803,0.2882383355257157
thresh,-0.08647150065771472,0.08647150065771472,1,,,,,,,,,,,,,,,,,
unreg,3,10,56,746,2748,672,61,16,6,4,1,0,0,0,1,0,1,0,0,0
unreg_genes,[],[],[],[],[],[],[],[],[],['yfkS' 'bsrE' 'gerBB' 'gerBC'],['yfkR'],[],[],[],['cssR'],[],['cssS'],[],[],[]
