,new_2157111_2157231_c
M9exp_1,9.4914
M9exp_2,9.2925
M9exp_3,8.8321
M9tran_1,8.2208
M9tran_2,8.4113
M9tran_3,9.4215
M9stat_1,8.6483
M9stat_2,8.1595
M9stat_3,8.0653
MG-0.1_1,8.6507
MG-0.1_2,6.8411
MG-0.1_3,9.1186
MG-0.2_2,8.138
MG-0.2_3,8.3228
MG+5_1,9.0506
MG+5_2,8.1689
MG+5_3,8.6583
MG+10_1,9.2626
MG+10_2,8.6952
MG+10_3,7.3392
MG+15_1,8.6968
MG+15_2,9.4346
MG+15_3,9.1129
MG+25_1,9.9562
MG+25_2,8.6241
MG+25_3,9.0174
MG+45_1,10.2593
MG+45_2,7.9799
MG+45_3,9.2781
MG+60_2,8.5095
MG+60_3,7.5828
MG+90_2,8.8417
MG+90_3,9.8336
MG+120_1,8.2175
MG+120_2,10.2603
MG+120_3,10.174
MG+150_1,10.5137
MG+150_3,10.4247
GM-0.1_1,7.5408
GM-0.1_2,8.5315
GM-0.1_3,9.0597
GM-0.2_1,8.6227
GM-0.2_2,9.1949
GM-0.2_3,9.1238
GM+5_1,8.9912
GM+5_2,8.6077
GM+5_3,9.5647
GM+10_2,8.4541
GM+10_3,8.0948
GM+15_1,8.0302
GM+15_2,8.4973
GM+15_3,9.0124
GM+25_1,9.9491
GM+25_2,8.8196
GM+25_3,8.2085
GM+45_1,9.8934
GM+45_2,8.9679
GM+45_3,8.606
GM+60_1,9.9973
GM+60_2,9.2529
GM+60_3,7.8026
GM+90_1,9.4681
GM+90_2,9.6889
GM+90_3,10.4463
GM+120_1,7.5742
GM+120_3,9.5386
GM+150_1,10.1367
GM+150_2,8.6257
GM+150_3,10.5234
BT_1,8.8053
BT_2,7.6998
B36_1,8.0963
B36_2,8.0511
B60_1,9.2913
B60_2,9.7224
S0_1,8.9979
S0_2,10.44
S0_3,10.4116
S1_1,10.9032
S1_2,10.294
S1_3,10.7893
S2_1,8.8551
S2_2,8.7996
S2_3,8.8651
S3_1,9.7676
S3_2,9.121
S4_1,9.2202
S4_2,9.3003
S4_3,9.584
S5_1,9.0236
S5_2,8.8993
S5_3,9.1608
S6_1,8.682
S6_2,7.7362
S6_3,8.6866
S6/t_1,10.0925
S6/t_2,7.8333
S6_4,9.2313
S6_5,9.8642
S6_6,9.8212
S7_4,10.2627
S7_5,10.9457
S7_6,10.8509
S8_4,10.4243
S8_5,11.4795
G135_1,8.8969
G135_3,7.8044
G150_1,8.3671
G150_2,8.3647
G150_3,8.6319
G180_1,8.2069
G180_2,8.3708
G180_3,7.8839
T-5.40H_1,9.2215
T-4.40H_1,8.8185
T-3.40H_1,8.8841
T-2.40H_1,9.1079
T-1.40H_1,9.4006
T-1.10H_1,9.5755
T-0.40H_1,10.5583
T0.0H_1,10.5554
T0.30H_1,12.1758
T1.0H_1,11.3195
T1.30H_1,10.0983
T2.0H_1,8.7058
T2.30H_1,9.0247
T3.0H_1,8.7041
T3.30H_1,8.4697
T4.0H_1,8.5881
T5.0H_1,8.0149
LBexp_1,8.5087
LBexp_2,8.652999999999999
LBexp_3,9.3082
LBtran_1,9.9524
LBtran_2,9.94
LBtran_3,10.2717
LBstat_1,9.8119
LBstat_2,10.0613
LBstat_3,9.5203
LBGexp_1,7.682
LBGexp_2,8.5583
LBGexp_3,8.5222
LBGtran_2,9.7873
LBGtran_3,8.4831
LBGstat_1,9.5185
LBGstat_2,9.2324
LBGstat_3,9.3922
Mt0_1,8.6629
Mt0_3,7.7077
M0t45_1,9.2436
M0t45_2,9.2141
M0t45_3,9.9237
M0t90_1,9.575
M0t90_2,10.0087
M0t90_3,9.5959
M40t45_1,11.579
M40t45_2,11.4623
M40t45_3,10.6801
M40t90_1,14.2593
M40t90_2,12.7392
M40t90_3,14.4133
dia0_1,8.6266
dia0_2,8.701
dia0_3,9.3499
dia5_1,8.5334
dia5_2,8.7295
dia5_3,8.427
dia15_1,8.7688
dia15_2,8.9454
dia15_3,8.4893
C30_1,10.7289
C30_2,10.7031
C90_1,11.1913
C90_2,11.1835
SMM_1,9.0378
SMM_2,9.0501
SMM_3,9.1282
