,0
gene_id,PSPTOA0029
name,PSPTOA0029
operon,<i>Not Available</i>
gene_product,relaxase/mobilization nuclease domain-containing protein
cog,"Intracellular trafficking, secretion, and vesicular transport"
regulator,<i>Not Available</i>
link,<i>Not Available</i>
