,A,flhD
abx_mega__teix_dmso__2,-0.6749432601,-0.3703726289
abx_mega__nal_naoh__3,-0.17571557940000002,-0.0336465175
abx_mega__novo_h2o__2,-0.5551690690000001,-3.6555873421
abx_mega__dmso-10__2,0.9842874463000001,0.41571797380000003
abx_mega__phos_h2o__3,-0.24628398,0.040740959
abx_mega__dmso-6__2,1.0566394036,0.4771166754
abx_mega__rfp_ethanol__1,-6.6727078477,0.2040171285
abx_mega__dmso-5__3,0.7654609217,-0.3127311225
abx_mega__amyc-d_dmso__1,-9.9940878688,-0.6723734014
abx_mega__sxt_dmso__1,0.2847012652,0.45815496310000003
abx_mega__dmso-1__1,1.1340422171,-0.19542334520000001
abx_mega__pen_h2o__1,0.1668943133,0.2662724112
abx_mega__dmso-10__3,0.1705248386,0.5706940822000001
abx_mega__nal_naoh__4,-0.9309447668,0.023803539300000003
abx_mega__cip_naoh__1,-0.4296527603,0.1789866654
abx_mega__pen_h2o__2,0.1828650052,-0.1519309597
abx_mega__ery_dmso__2,-2.8930878329,-0.441945124
abx_mega__dmso-2__2,2.0720336284,-2.609172495
abx_mega__van_dmso__2,-13.5151716484,-1.8530520526
abx_mega__h2o-1b__1,-1.4159905591,-0.1542357583
abx_mega__ery_h2o__1,0.3502160774,0.7147943751
abx_mega__bacit_h2o__1,-2.1190267587,-3.5635347109
abx_mega__chl_h2o__2,-4.1121772329,-0.0843130528
abx_mega__str_h2o__2,0.0328318375,-2.0724436972999998
abx_mega__rfp_ethanol__2,-6.7736556598,0.143207821
abx_mega__polmyx_h2o__2,-0.2118650048,0.024322288900000003
abx_mega__tric_h2o__1,-4.2937612582,0.5472886571
abx_mega__cip_naoh__2,-0.1962046633,-0.1387724002
abx_mega__novo_h2o__3,1.0506145171,-2.5939861389
abx_mega__bacit_dmso__1,-1.5658363907,0.0282411685
abx_mega__gen_h2o__1,-14.1854384849,-2.8463544232
abx_mega__bacit_dmso__2,-2.6626422322,-0.0053740682
abx_mega__chl_dmso__1,-6.5737851981,-2.0607787793
abx_mega__bacit_h2o__2,-4.0545616673,-3.1172038726
abx_mega__lvx_dmso__1,-0.10163105830000001,0.2688373166
abx_mega__bacit_h2o__3,-1.3466415322,-2.9197543414
abx_mega__nor_naoh__2,-0.7388182364,-0.1768880331
abx_mega__amyc-d_dmso__2,-7.0158483962,0.2146100155
abx_mega__polmyx_h2o__3,1.3219809040000001,-2.3126405164
abx_mega__naoh-6__1,0.0111337576,-0.0479811407
abx_mega__cst_h2o__2,-0.8642343991,0.1824769202
abx_mega__h2o-1b__2,0.6101226655,-0.7486896812
abx_mega__rfp_h2o__1,-7.1395859901,-0.1745971313
abx_mega__tet_h2o__1,1.5328472310999999,1.306968395
abx_mega__flavo_dmso__1,-2.2879209944,-1.9880221804
abx_mega__zeocin_h2o__1,0.5711048506,0.4637735116
abx_mega__nor_naoh__3,-0.5143246394000001,-0.3062661521
abx_mega__rach_dmso__2,1.9398218122,-0.15011868420000002
abx_mega__thio_dmso__2,-1.5124297934,0.0831291111
abx_mega__amyc-d_dmso__3,-10.1989775212,0.0607207949
abx_mega__rif_dmso__2,-3.9489237292,-0.1364899058
abx_mega__amyc-d_dmso__4,-4.6295385811,0.20054398140000002
abx_mega__teix_dmso__3,-0.8632305576,-0.5745220569
abx_mega__valin_dmso__1,-1.5709824905,-0.4139537404
abx_mega__teix_dmso__4,0.367554423,-0.15704729750000002
abx_mega__ethanol-10__1,-1.0396214117,0.49249635300000005
abx_mega__inh_h2o__1,-0.3093462755,-0.3104736417
abx_mega__rif_dmso__3,-5.4220731625,-0.43504833860000003
abx_mega__van_dmso__3,-11.3774394143,-1.5174490577
abx_mega__doxo_dmso__1,-3.880948554,-1.5549778523
abx_mega__tmp_dmso__1,-1.8786093583999999,0.24839610210000002
abx_mega__ethanol-10__2,0.7816167982000001,0.4977978239
abx_mega__tmp_dmso__2,-1.1313088761,0.0442897882
abx_mega__amyc-d_dmso__5,-12.7186122464,-0.3345278946
abx_mega__novo_h2o__4,0.2716905248,-1.5525288251
abx_mega__cro_h2o__2,1.4186269973,0.08404858080000001
abx_mega__cro_h2o__3,0.6609569270000001,0.014220288800000001
abx_mega__gen_h2o__2,-14.723402589500001,-5.4271297658
abx_mega__phos_h2o__4,-0.056579354400000004,-2.1347973825
abx_mega__metro_dmso__2,1.8256637342,0.1241881737
abx_mega__ery_h2o__2,-0.9380806882,0.6514211433
abx_mega__sacet_h2o__1,-10.0538741874,-1.2290970377
abx_mega__nal_naoh__5,0.0493104204,-0.3095138114
abx_mega__bacit_h2o__4,-4.164981327,-3.3963695321
abx_mega__cip_naoh__3,-0.8757862872000001,-0.006235324
abx_mega__ethanol-8__1,-2.6182248735,0.12707968420000001
abx_mega__h2o-8a__1,-0.1136089114,0.2065048893
abx_mega__ery_h2o__3,0.36435372990000003,1.0557329767
abx_mega__flavo_dmso__2,0.6499323818,0.2214268097
abx_mega__rif_dmso__4,-5.9021694998,-0.3504350666
abx_mega__novo_h2o__5,1.4653754801,-2.7753189692999998
abx_mega__teix_dmso__5,0.1587856262,0.2172820481
abx_mega__naoh-2__1,-1.3349882818,-0.6120320406
abx_mega__novo_h2o__6,1.4945305656,-2.1435260193
abx_mega__ctx_h2o__3,1.6994425561000002,-0.1295221233
abx_mega__rach_dmso__3,1.8319340035,-0.2194067828
abx_mega__valin_dmso__2,-1.0896577861,-0.4133308842
abx_mega__amyc-d_dmso__6,-10.0159368987,-0.5270457155
abx_mega__dox_dmso__2,-1.7721404532,0.0187277888
abx_mega__teix_dmso__6,0.5155936228,0.0471940184
abx_mega__naoh-6__2,0.5729181352,0.06383159940000001
abx_mega__inh_h2o__2,-10.0438307633,-1.3319311646
abx_mega__chl_h2o__3,-7.6336526288,0.8869315514
abx_mega__nal_naoh__6,-0.4670699884,-0.1895489367
abx_mega__chl_dmso__2,-6.9002103614,-2.5762372585
abx_mega__rach_dmso__4,1.8398927904,-0.4694516748
abx_mega__teix_dmso__7,0.0922151486,0.4069309336
abx_mega__ceru_ethanol__1,-5.3296150847,-0.3228416099
abx_mega__dmso-7__1,1.8610384130000002,0.3160195196
abx_mega__naoh-6__3,0.26075181140000003,0.16985497530000002
abx_mega__phos_ethanol__2,-0.0934613194,0.7145446211
abx_mega__metro_dmso__3,1.8029110946,0.10043686900000001
abx_mega__van_dmso__4,-10.8411678785,-1.0968315312
abx_mega__h2o-10__1,1.6304819002,0.1534776173
abx_mega__h2o-10__2,-0.3194058637,0.4429498888
abx_mega__dmso-6__3,0.5753156312000001,0.0131545627
abx_mega__mem_dmso__1,0.7180067101000001,0.3213024161
abx_mega__ethanol-8__2,-3.2333783544,-0.0302465963
abx_mega__chl_h2o__4,-6.4027291392,1.1739271801
abx_mega__van_h2o__1,-1.2684303620000001,-1.6613654743000001
abx_mega__dcs_h2o__1,0.8795120378,0.4405296272
abx_mega__rif_dmso__5,-2.6989778842,0.2476099294
abx_mega__dox_dmso__3,2.1227967186,1.6616152994000002
abx_mega__mem_dmso__2,-0.3117207369,-0.4419209753
abx_mega__lvx_dmso__2,0.5757631442,0.1712580785
abx_mega__tet_h2o__2,-6.5698892606,1.040503405
abx_mega__phos_h2o__5,0.4864881582,-2.0588765365
abx_mega__monac_dmso__1,-8.0173764285,-1.6912800863
abx_mega__str_h2o__3,-0.2885249143,-0.16340206810000002
abx_mega__zeocin_h2o__2,-3.0919812362,-2.0722140842
abx_mega__amyc-d_dmso__7,-11.4586714056,-0.9161229601
abx_mega__fidax_dmso__1,0.34472617720000004,-0.16102312400000002
abx_mega__h2o-1a__1,-0.44748130410000003,-0.1549375618
abx_mega__dox_dmso__4,-0.5446406422,0.27465352590000003
abx_mega__lzd_dmso__2,1.7166952567,0.8065328923
abx_mega__tet_h2o__3,1.5112945615,1.3989402337999999
abx_mega__dmso-1__2,1.3723877053,0.3106630419
abx_mega__sxt_dmso__2,1.0728200395,0.5956004334
abx_mega__tric_ethanol__2,-5.5061464424,0.0555872779
abx_mega__teix_dmso__8,1.4924750337,-0.7051069360000001
abx_mega__ramo_h2o__2,-1.5369900027,-0.8484077354
abx_mega__inh_h2o__3,0.4532085568,0.290439
abx_mega__cst_h2o__3,1.003921247,-0.3536148811
abx_mega__dmso-9__1,-1.1358045328,0.1851617341
abx_mega__ethanol-8__3,-2.5307559607,-0.0377915444
abx_mega__monac_dmso__2,-10.6243183028,-2.1039566712
abx_mega__dmso-9__2,-0.1689529011,0.2405649728
abx_mega__metro_dmso__4,-0.6713829276000001,0.5008920927
abx_mega__ctx_h2o__4,1.9430750907,0.16519066170000002
abx_mega__zeocin_h2o__3,-3.1449351113,-1.7995012003
abx_mega__bacit_h2o__5,-5.7115410918,-2.6144363982
abx_mega__reta_dmso__1,0.1006864224,1.5987489174
abx_mega__ery_h2o__4,-8.3201059399,1.2417370797
abx_mega__ceru_ethanol__2,-9.1733348616,-0.8975576207
abx_mega__fidax_dmso__2,0.062289986900000004,-0.058265362200000004
abx_mega__novo_dmso__1,2.0637501835,-1.2534043243
abx_mega__naoh-6__4,0.600333336,0.2549673472
abx_mega__amyc-d_dmso__8,-6.2136887359,0.1889560918
abx_mega__chl_dmso__3,-5.5919816046,-1.9734936504
abx_mega__nal_naoh__7,-0.7832189071000001,0.1809473947
abx_mega__teix_dmso__9,0.9150819618,-0.032168898200000004
abx_mega__ery_dmso__3,-1.0801048758,0.6729862624
abx_mega__tmp_dmso__3,-2.4103649409,0.1304741243
abx_mega__sxt_dmso__3,1.0448977029,-0.5559198734
abx_mega__polmyx_h2o__4,0.8237625822,-2.2437957783
abx_mega__mem_dmso__3,-1.0661075959,-0.2312379639
abx_mega__nal_naoh__8,-1.7731311708000002,-1.7087825794
abx_mega__pen_h2o__3,-3.0733197949,-2.711141607
abx_mega__van_dmso__5,-11.2180944463,-1.6043742308
abx_mega__zeocin_h2o__4,-2.6430599362000002,-2.0486492396
abx_mega__h2o-6__2,1.1389883074,0.1249593772
abx_mega__tet_h2o__4,1.0925658384,1.139261169
abx_mega__nor_naoh__4,-0.40761064080000003,0.2689302182
abx_mega__cip_naoh__4,-0.8820306583,-0.08686519840000001
abx_mega__tmp_dmso__4,-2.458668174,0.6542862954
abx_mega__reta_dmso__2,-2.4111507934,1.3264330443
abx_mega__mem_dmso__4,0.5392163679,-0.3722304765
abx_mega__dox_dmso__5,3.8515445577,1.6164499216000001
abx_mega__tmp_dmso__5,-1.1829089905,0.8392950461
abx_mega__flavo_dmso__3,0.6090718705,0.1675627381
abx_mega__tmp_dmso__6,-0.7614868414,1.0417814142
abx_mega__ceru_ethanol__3,-7.6778772383,-1.0423437452
abx_mega__teix_dmso__10,0.9142719178000001,-0.5269540065
abx_mega__novo_h2o__7,-0.23844983930000002,-2.5126281381
abx_mega__fidax_dmso__3,-1.1808839547,0.30110703110000003
abx_mega__h2o-1a__2,-0.551557049,0.29867065940000004
abx_mega__dcs_h2o__2,1.2512123053,0.48125591360000003
abx_mega__cst_h2o__4,0.9311835372,0.0739121085
abx_mega__van_h2o__2,-1.7101503224,-0.8892910738
abx_mega__pen_h2o__4,-3.4328323597,-2.0006843858
abx_mega__h2o-8b__2,-0.6765318979,-0.2853568587
abx_mega__reta_dmso__3,-1.1570673011000001,1.5045400106
abx_mega__dmso-7__2,1.3502797902,0.37053766450000003
abx_mega__rfp_h2o__2,-7.1761312806,-0.42433838490000003
abx_mega__rif_dmso__6,-5.888029833,-0.46470464170000003
abx_mega__sxt_dmso__4,0.315053313,-0.469775221
abx_mega__cip_naoh__5,0.0741813006,0.3687961879
abx_mega__dmso-9__3,-0.19873098190000002,0.1429697268
abx_mega__mem_dmso__5,1.4389024214,0.5009034045
abx_mega__tric_h2o__2,-3.7089867118,0.4456346606
abx_mega__phos_h2o__6,0.4606616383,-0.1683695024
abx_mega__h2o-7__2,-0.1458855137,-0.0666233247
abx_mega__h2o-10__3,0.3571930507,0.611235341
abx_mega__h2o-8a__2,-0.2141047237,0.0362649647
abx_mega__thio_dmso__3,1.5649563350000002,0.2686946999
abx_mega__lzd_dmso__3,-1.7484520460000001,0.9791252717000001
abx_mega__monac_dmso__3,-9.7979015336,-2.0906926065
abx_mega__polmyx_h2o__5,-1.3264484237,-0.1159719298
abx_mega__naoh-6__5,0.4684827467,0.50369673
abx_mega__teix_dmso__11,-0.7316747901,-0.2960257477
abx_mega__van_h2o__3,-0.7222874413,-1.4218939452
abx_mega__teix_dmso__12,0.2992328944,0.0307663404
abx_mega__dox_dmso__6,-0.5296489642000001,-1.2346586511
abx_mega__teix_dmso__13,0.6023858197,-3.2074936754
abx_mega__h2o-7__3,1.3807162771,0.0527688059
abx_mega__str_h2o__4,-0.9484130959,-2.4217732221
abx_mega__tec_h2o__3,-4.1604777045,-5.8231530293
abx_mega__phos_h2o__7,0.7607403128,0.0201962293
abx_mega__chl_h2o__5,-3.6010184901,-0.9835073454000001
abx_mega__polmyx_h2o__6,1.2984172884,-2.5671311733
abx_mega__teix_dmso__14,-0.1227789188,-0.424145137
abx_mega__rif_dmso__7,-3.3368758561,-0.2308542298
abx_mega__ramo_h2o__3,-2.5128036288,-0.9870838687000001
abx_mega__fidax_dmso__4,-2.4669203844,-0.2034823174
abx_mega__teix_dmso__15,1.3016693996,0.16858414060000002
abx_mega__thio_dmso__4,1.5411004107,0.43210670560000003
abx_mega__rif_dmso__8,-5.2084152833,-0.224424167
abx_mega__reta_dmso__4,-2.3771955923,1.0428947419
abx_mega__inh_h2o__4,-12.1912479091,-1.8029791373
abx_mega__novo_dmso__2,2.8290452507,-0.6940539794
abx_mega__dcs_h2o__3,1.536221073,0.1419679679
abx_mega__h2o-8b__3,-0.2275771435,0.030886044600000002
abx_mega__valin_dmso__3,0.9028814072,-0.0912979268
abx_mega__h2o-2__1,-0.29810753830000003,-0.7875611238
abx_mega__cro_h2o__4,0.2910790032,0.4310207592
abx_mega__dcs_h2o__4,0.3951364361,0.5430305698
abx_mega__str_h2o__5,0.9799707852,-0.1998231125
abx_mega__h2o-8a__3,-0.1711000101,0.1860892888
abx_mega__dox_dmso__7,0.0471135335,0.08147411090000001
abx_mega__doxo_dmso__2,-4.2627795838,-1.1563486406
abx_mega__teix_dmso__16,0.7320566821000001,-2.625494112
abx_mega__rfp_h2o__3,-6.9689774745,-0.5472169210000001
abx_mega__ethanol-10__3,-3.0516960418,0.36415424290000004
abx_mega__naoh-2__2,-1.3032220064,-2.3869427232
abx_mega__van_h2o__4,-2.4496626257000003,-1.906028634
abx_mega__sacet_h2o__2,-9.5287407659,-1.4145638585
abx_mega__monac_dmso__4,-10.2559728187,-1.8603697220000002
abx_mega__h2o-2__2,-0.141045428,-1.9188034685000002
abx_mega__zeocin_h2o__5,-0.0855315683,0.0514983252
abx_mega__nor_naoh__5,-0.009637982100000001,0.2923641584
abx_mega__naoh-9__2,-1.0841994515,0.3305108738
abx_mega__dmso-7__3,0.9888954614000001,0.2467031878
abx_mega__van_h2o__5,-2.6499527212,-1.3181315329
abx_mega__flavo_dmso__4,1.6479825196,-0.0055441088
abx_mega__novo_dmso__3,2.9839262899000003,-1.6834408341
abx_mega__polmyx_h2o__7,-1.3164074454999999,0.027803864
abx_mega__teix_dmso__17,-0.700741531,-0.1528420804
abx_mega__doxo_dmso__3,-3.2406992906,-1.9044594116
abx_mega__mem_dmso__6,0.8810566189,0.08815497230000001
abx_mega__h2o-1a__3,0.9990383531,-0.1437330976
abx_mega__bacit_dmso__3,-3.3210348866,-0.7025034063000001
abx_mega__dox_dmso__8,0.132319826,-1.6862410402
abx_mega__teix_dmso__18,-0.0424509572,-0.3803736298
abx_mega__h2o-6__3,-0.26112362570000003,0.2141019017
abx_mega__pen_h2o__5,1.0347558913,0.1244511531
abx_mega__lzd_dmso__4,-0.1709923995,1.109874804
abx_mega__daro__1,2.676044078,0.3750634701
abx_mega__solv__1,-0.5389702306,-1.0697519619
abx_mega__daro__2,2.4312710801,0.388888086
abx_mega__daro__3,-1.9584203850000002,-0.8278409032
abx_mega__solv__2,4.2708813058,-0.0673906486
abx_mega__solv__3,-1.6906588002,-0.7106640040000001
abx_mega__dmso-4__1,-1.9460510264000002,0.3324556762
abx_mega__kirr_dmso__1,-5.7851146147,0.751708515
abx_mega__kirr_dmso__2,-6.0970773078,0.1706864563
abx_mega__kirr_dmso__3,-7.1362265399,-1.1048454069
abx_mega__dmso-4__2,-2.2205261476,-0.2362637669
abx_mega__dmso-4__3,-1.2037485914000001,0.1409204055
ackA_pta__dnaA46_del_ackA__1,-0.8808455173,0.6613201987
ackA_pta__dnaA46_del_ackA__2,-1.4320884955,1.4794870902000001
ackA_pta__dnaA46_del_ackA__3,-2.0558668367,0.23158525060000001
ackA_pta__dnaA46_del_pta__1,0.8947324808,1.9028208979
ackA_pta__dnaA46_del_pta__2,4.6338247753,1.4257873943
ackA_pta__dnaA46_del_pta__3,-1.874954732,-0.39739635370000004
ackA_pta__dnaA46__1,1.3721149081,0.2559522416
ackA_pta__dnaA46__2,-1.25138716,-1.2695925862
ackA_pta__dnaA46__3,0.0751129613,0.5860647762
ackA_pta__del_ackA__1,-1.0317786119,0.5769239068
ackA_pta__del_ackA__2,-0.6991536307,1.7643585180999999
ackA_pta__del_ackA__3,-1.2699349404,-0.07310525200000001
ackA_pta__del_pta__1,-0.42148739080000003,-0.8189000569
ackA_pta__del_pta__2,3.7097930396,1.8327607154
ackA_pta__del_pta__3,0.0082593747,0.5403498835
ackA_pta__wt__1,1.7029050973,0.4632001806
ackA_pta__wt__2,-1.1992055003,-0.0436029046
ackA_pta__wt__3,-0.503699597,-0.419597276
anticancer__5fu__1,-0.4165729922,-0.0329579824
anticancer__5fu__2,-0.9586938308,0.07025096680000001
anticancer__cap__1,-0.3469968392,-0.8396470155
anticancer__cap__2,0.1945846225,-0.9340007810000001
anticancer__cap__3,-0.2432173493,-1.2715134080000001
anticancer__wt__1,-0.1087200999,-0.10470957460000001
anticancer__wt__2,0.2831487031,0.34923864860000003
anticancer__wt__3,-0.1744286033,-0.24452907410000002
anticancer__5fu__3,-0.3570881598,0.0523096651
bio_pln__aero_pln__1,0.2232014086,-0.0678522287
bio_pln__aero_pln__2,-0.2232014086,0.0678522287
bio_pln__anaero_pln__1,1.4156076236000001,-1.1878477988
bio_pln__anaero_pln__2,-0.7838405220000001,-1.2517164181
biocide__bzcl_12h__1,-0.49212132480000004,0.193340285
biocide__bzcl_12h__2,-10.991953782,-0.5914267834
biocide__bzcl_12h__3,-1.1625452935,0.2734094191
biocide__etoh_12h__1,-1.3953137844,0.9428209838
biocide__etoh_12h__2,-1.0239191711,1.0757307647
biocide__etoh_12h__3,-2.2635512612,0.8564269025
biocide__gluald_12h__1,-1.3006341772,0.10220530200000001
biocide__gluald_12h__2,-2.9990585204,0.1139361846
biocide__gluald_12h__3,-1.2232073751,-0.11092649010000001
biocide__h2o2_12h__1,-0.535722236,0.353585121
biocide__h2o2_12h__2,-0.4187479709,0.3169686276
biocide__h2o2_12h__3,-1.6689077168000002,0.2853507763
biocide__2ppoh_12h__1,-6.3994881397,1.2464314569
biocide__2ppoh_12h__2,-6.2258497406,1.1156092378
biocide__2ppoh_12h__3,-7.0763315581,1.2168093072
biocide__paa_12h__1,-3.2147466376000002,0.4531222882
biocide__paa_12h__2,-4.061758076,0.0849771821
biocide__paa_12h__3,-9.6477266573,0.0542047061
biocide__phe_12h__1,-4.8129407721,0.3289434834
biocide__phe_12h__2,-2.6559020496,0.3944177162
biocide__phe_12h__3,-5.7621302709,0.4093135667
biocide__pvp-i_12h__1,-9.951329508,0.007975878
biocide__pvp-i_12h__2,-2.1535496019,0.45932989300000004
biocide__pvp-i_12h__3,-11.1078491538,0.18721650880000001
biocide__bleach_12h__1,-3.3951371615,0.6277421682000001
biocide__bleach_12h__2,-4.4874468758,0.5066951962
biocide__bleach_12h__3,-3.894529698,0.8243345851
biocide__chx_12h__1,-7.0597988176,-0.1078819932
biocide__chx_12h__2,-10.2885703275,0.1491508151
biocide__chx_12h__3,-10.4004524392,0.23041526040000002
biocide__bzcl_30m__1,-2.3195936753,-0.8812699358
biocide__bzcl_30m__2,-2.3381642166,-0.9708382590000001
biocide__bzcl_30m__3,-2.3447703099,-0.9084985361000001
biocide__phe_30m__1,2.7024430171000002,0.4110527069
biocide__phe_30m__2,2.3746568752,0.30639707580000003
biocide__phe_30m__3,3.2795883304,0.3262299409
biocide__pvp-i_30m__1,0.6003040305,-0.4982723724
biocide__pvp-i_30m__2,0.1874678945,-0.2210559574
biocide__pvp-i_30m__3,0.5061497368,-0.2832664814
biocide__ctrl_12h__1,1.0526099048,0.0401310318
biocide__ctrl_12h__2,2.0212852938,0.0809558508
biocide__ctrl_12h__3,0.8855215666,-0.13003067910000002
biocide__ctrl_30m__1,-0.0874754085,-0.10910965560000001
biocide__ctrl_30m__2,0.7216475743,0.1763596527
biocide__ctrl_30m__3,-0.6341721658,-0.0672499971
clpP__wt__1,0.2355976204,-0.0074328300000000005
clpP__wt_DPTA__1,-9.5134642386,-3.4748841017
clpP__wt__2,0.5111971329,-0.054475716800000004
clpP__wt_DPTA__2,-8.1564775513,-5.9938744462999995
clpP__wt__3,-0.7467947533,0.061908546800000006
clpP__wt_DPTA__3,-10.5669143634,-4.4578481581
clpP__delclpP__1,5.6489636536,-0.48943210740000004
clpP__delclpP_DPTA__1,-6.7701368786,-4.4658949138
clpP__delclpP__2,4.6335105246,-0.40679910680000003
clpP__delclpP_DPTA__2,-6.491919211,-3.0120190817
clpP__delclpP__3,4.3105742025,-0.6540641608000001
clpP__delclpP_DPTA__3,-6.9724993479,-4.2146658893
colombos2__delydcR__1,0.9699279582,-1.5071729202
colombos2__delydcR__2,1.2305539009,0.377584945
colombos2__delydcR__3,-1.2079410828000001,0.1348570805
colombos2__delyjiR__1,2.6828039456,0.48265073740000003
colombos2__delyjiR__2,0.047953545,0.8114547412
colombos2__delyjiR__3,0.24155481250000002,1.0881727617
colombos2__wt__1,0.3262978593,0.4001568474
colombos2__wt__2,1.2666995033,-0.3640717017
colombos2__wt__3,-1.5929973626,-0.0360851457
crp_k100__ar1_ar2__1,-2.7359047995,-1.637379927
crp_k100__ar1_ar2__2,-0.11403485020000001,-2.2381857375
crp_k100__ar1_ar2__3,-0.6994831275000001,-1.0404597271
crp_k100__wt__1,-0.49261821510000003,0.2374944027
crp_k100__wt__2,-0.1057179344,-0.3636544986
crp_k100__wt__3,0.5983361496,0.1261600958
crp_k100__K100Q__1,-0.1781876859,0.7431905399000001
crp_k100__K100Q__2,-1.0797537291000001,-0.2684952144
crp_k100__K100R__1,0.041740615,0.5216037867000001
crp_k100__K100R__2,-0.1035382274,0.5617394316000001
crp_k100__K100R__3,-0.5604532933,0.15227617000000002
csrA__wt_t00__1,0.035099936400000004,-0.0620986362
csrA__wt_t02_30__1,-0.2013555804,-3.2715987926
csrA__wt_t05__1,-5.3556663695,-6.0450968358
csrA__wt_t10__1,-5.7864303735,-7.0720007684
csrA__wt_t15__1,-5.4610293152,-5.1016696883
csrA__delcsrA_t00__1,-5.6567870312,-0.6746072681
csrA__delcsrA_t02_30__1,-5.277465966,-4.0725182556
csrA__delcsrA_t05__1,-9.2831953997,-5.2576347235
csrA__delcsrA_t10__1,-9.4496385904,-5.5443298079000005
csrA__delcsrA_t15__1,-8.2633018747,-4.8742307114
csrA__wt_t00__2,-0.035099936400000004,0.0620986362
csrA__wt_t02_30__2,-0.6511247984,-3.7668688647
csrA__wt_t05__2,-5.2247668235999996,-6.0302114207
csrA__wt_t10__2,-7.1807533541,-5.5678172863
csrA__wt_t15__2,-5.4215509792,-4.7477775765
csrA__delcsrA_t00__2,-4.8616180109,-0.7532525272
csrA__delcsrA_t02_30__2,-5.1721164773,-4.732968834
csrA__delcsrA_t05__2,-9.0837301802,-5.1708579149
csrA__delcsrA_t10__2,-8.9501064338,-4.6981933730000005
csrA__delcsrA_t15__2,-8.0360359295,-3.4515412328
cstr_pfr__str_0005m__1,-0.2099843271,0.6305341544
cstr_pfr__str_0010m__1,1.3471867563,0.7321017639
cstr_pfr__str_0025m__1,4.0147786295,0.3252885951
cstr_pfr__str_0045m__1,5.2770263231,0.4274982942
cstr_pfr__str_0075m__1,6.0997524262,0.5361283461
cstr_pfr__str_0120m__1,6.0965398531,0.6318168788
cstr_pfr__str_0210m__1,5.7745252229,0.6071850585
cstr_pfr__str_0330m__1,4.6773477557,0.6065197727
cstr_pfr__str_1500m__1,3.7737334846,0.51433006
