,-0.08292363794552864,-0.062192728459146474,-0.04146181897276431,-0.02073090948638215,1.3877787807814457e-17,0.020730909486382176,0.04146181897276434,0.06219272845914649,0.08292363794552866,0.10365454743191084,0.12438545691829299,0.14511636640467512,0.1658472758910573,0.18657818537743948,0.2073090948638216,0.22804000435020377,0.24877091383658595,0.2695018233229681,0.2902327328093503,0.3109636422957324
thresh,-0.09328909268871971,0.09328909268871971,2,,,,,,,,,,,,,,,,,
unreg,0,3,31,783,4009,701,37,2,0,0,1,1,1,0,0,0,0,0,0,0
DhcR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0
unreg_genes,[],[],[],[],[],[],[],[],[],[],['PA2004'],['bdhA'],['PA2002'],[],[],[],[],[],[],[]
DhcR_genes,[],[],[],[],[],[],[],[],[],[],[],[],[],[],['atoB'],[],[],['dhcB' 'dhcA'],[],[]
