,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X,rep4_idx,rep4_X,rep5_idx,rep5_X,rep6_idx,rep6_X,rep7_idx,rep7_X,rep8_idx,rep8_X
0,M9__M9exp,9.056700000000001,0.17350008645530937,3.0,0.0,9.2569,1.0,8.9501,2.0,8.9631,,,,,,,,,,
1,M9__M9tran,9.0141,0.012644366334459266,3.0,3.0,9.0215,4.0,9.0213,5.0,8.9995,,,,,,,,,,
2,M9__M9stat,8.036266666666666,0.1233994462440302,3.0,6.0,8.0648,7.0,8.1429,8.0,7.9011,,,,,,,,,,
3,Carbon Transition__MG-0.1,8.527066666666668,0.5442056627170769,3.0,9.0,8.5242,10.0,7.9843,11.0,9.0727,,,,,,,,,,
4,Carbon Transition__MG-0.2,8.61945,0.3117633798251495,2.0,12.0,8.399,13.0,8.8399,,,,,,,,,,,,
5,Carbon Transition__MG+5,8.615533333333333,0.23515187291053766,3.0,14.0,8.7329,15.0,8.3448,16.0,8.7689,,,,,,,,,,
6,Carbon Transition__MG+10,8.696533333333333,0.4130388399815849,3.0,17.0,9.1182,18.0,8.6787,19.0,8.2927,,,,,,,,,,
7,Carbon Transition__MG+15,8.981733333333333,0.3272234150138612,3.0,20.0,8.6115,21.0,9.2322,22.0,9.1015,,,,,,,,,,
8,Carbon Transition__MG+25,8.965200000000001,0.2846737782093739,3.0,23.0,9.0226,24.0,8.6562,25.0,9.2168,,,,,,,,,,
9,Carbon Transition__MG+45,9.032833333333334,0.49708319558534064,3.0,26.0,9.0262,27.0,8.5391,28.0,9.5332,,,,,,,,,,
10,Carbon Transition__MG+60,8.9905,0.057417070632348244,2.0,29.0,8.9499,30.0,9.0311,,,,,,,,,,,,
11,Carbon Transition__MG+90,8.886600000000001,0.47687281323220787,2.0,31.0,8.5494,32.0,9.2238,,,,,,,,,,,,
12,Carbon Transition__MG+120,8.972166666666668,0.20173483420900176,3.0,33.0,8.75,34.0,9.1439,35.0,9.0226,,,,,,,,,,
13,Carbon Transition__MG+150,8.759599999999999,0.1817264427649425,2.0,36.0,8.6311,37.0,8.8881,,,,,,,,,,,,
14,Carbon Transition__GM-0.1,9.351933333333333,0.41610530317857425,3.0,38.0,8.8831,39.0,9.4953,40.0,9.6774,,,,,,,,,,
15,Carbon Transition__GM-0.2,9.150766666666668,0.35271918481042863,3.0,41.0,8.7654,42.0,9.2293,43.0,9.4576,,,,,,,,,,
16,Carbon Transition__GM+5,9.212000000000002,0.2966505182870916,3.0,44.0,8.8821,45.0,9.2971,46.0,9.4568,,,,,,,,,,
17,Carbon Transition__GM+10,8.8525,0.3374313559822216,2.0,47.0,9.0911,48.0,8.6139,,,,,,,,,,,,
18,Carbon Transition__GM+15,9.093666666666666,0.09243183073667487,3.0,49.0,9.016,50.0,9.0691,51.0,9.1959,,,,,,,,,,
19,Carbon Transition__GM+25,9.047566666666667,0.1322034164964478,3.0,52.0,9.1953,53.0,9.007,54.0,8.9404,,,,,,,,,,
20,Carbon Transition__GM+45,8.8267,0.34357614876472453,3.0,55.0,9.1094,56.0,8.4443,57.0,8.9264,,,,,,,,,,
21,Carbon Transition__GM+60,8.684466666666665,0.36292305428745275,3.0,58.0,9.0733,59.0,8.3547,60.0,8.6254,,,,,,,,,,
22,Carbon Transition__GM+90,9.0595,0.2752406038359898,3.0,61.0,9.082,62.0,9.3228,63.0,8.7737,,,,,,,,,,
23,Carbon Transition__GM+120,8.8407,0.5027529214236343,2.0,64.0,8.4852,65.0,9.1962,,,,,,,,,,,,
24,Carbon Transition__GM+150,8.542933333333334,0.3577928078278451,3.0,66.0,8.8636,67.0,8.157,68.0,8.6082,,,,,,,,,,
25,Life Cycle__BT,8.31395,0.2071115762095394,2.0,69.0,8.4604,70.0,8.1675,,,,,,,,,,,,
26,Life Cycle__B36,8.958400000000001,0.22768838354206897,2.0,71.0,8.7974,72.0,9.1194,,,,,,,,,,,,
27,Life Cycle__B60,9.00245,0.11872322856122097,2.0,73.0,8.9185,74.0,9.0864,,,,,,,,,,,,
28,Life Cycle__S0,8.121066666666666,0.15268694552362147,3.0,75.0,7.9557,76.0,8.1508,77.0,8.2567,,,,,,,,,,
29,Life Cycle__S1,8.254700000000001,0.08813438602497833,3.0,78.0,8.3364,79.0,8.2664,80.0,8.1613,,,,,,,,,,
30,Life Cycle__S2,8.061,0.2992391017230204,3.0,81.0,8.397,82.0,7.9628,83.0,7.8232,,,,,,,,,,
31,Life Cycle__S3,8.4256,0.08541849916733558,2.0,84.0,8.486,85.0,8.3652,,,,,,,,,,,,
32,Life Cycle__S4,8.583333333333334,0.38656128017861957,3.0,86.0,9.0143,87.0,8.4685,88.0,8.2672,,,,,,,,,,
33,Life Cycle__S5,9.470433333333334,0.18928540179668804,3.0,89.0,9.261,90.0,9.521,91.0,9.6293,,,,,,,,,,
34,Life Cycle__S6,9.9895375,0.5811157321112059,8.0,92.0,10.6362,93.0,9.5695,94.0,10.7305,95.0,10.2669,96.0,8.9596,97.0,9.7464,98.0,10.1109,99.0,9.8963
35,Life Cycle__S7,9.870766666666666,0.1060792313949027,3.0,100.0,9.8755,101.0,9.7624,102.0,9.9744,,,,,,,,,,
36,Life Cycle__S8,9.4032,0.02955706345359663,2.0,103.0,9.3823,104.0,9.4241,,,,,,,,,,,,
37,Life Cycle__G135,9.71785,0.8248400602541072,2.0,105.0,10.3011,106.0,9.1346,,,,,,,,,,,,
38,Life Cycle__G150,9.467433333333332,0.14049862395530213,3.0,107.0,9.3052,108.0,9.5489,109.0,9.5482,,,,,,,,,,
39,Life Cycle__G180,9.630866666666666,0.2563547606995689,3.0,110.0,9.5531,111.0,9.9171,112.0,9.4224,,,,,,,,,,
40,Glc Growth/Exhaust__T-5.40H,9.5436,,1.0,113.0,9.5436,,,,,,,,,,,,,,
41,Glc Growth/Exhaust__T-4.40H,9.3351,,1.0,114.0,9.3351,,,,,,,,,,,,,,
42,Glc Growth/Exhaust__T-3.40H,9.1883,,1.0,115.0,9.1883,,,,,,,,,,,,,,
43,Glc Growth/Exhaust__T-2.40H,9.1577,,1.0,116.0,9.1577,,,,,,,,,,,,,,
44,Glc Growth/Exhaust__T-1.40H,9.1889,,1.0,117.0,9.1889,,,,,,,,,,,,,,
45,Glc Growth/Exhaust__T-1.10H,9.2087,,1.0,118.0,9.2087,,,,,,,,,,,,,,
46,Glc Growth/Exhaust__T-0.40H,9.375,,1.0,119.0,9.375,,,,,,,,,,,,,,
47,Glc Growth/Exhaust__T0.0H,9.3758,,1.0,120.0,9.3758,,,,,,,,,,,,,,
48,Glc Growth/Exhaust__T0.30H,8.8342,,1.0,121.0,8.8342,,,,,,,,,,,,,,
49,Glc Growth/Exhaust__T1.0H,8.2248,,1.0,122.0,8.2248,,,,,,,,,,,,,,
50,Glc Growth/Exhaust__T1.30H,8.3302,,1.0,123.0,8.3302,,,,,,,,,,,,,,
51,Glc Growth/Exhaust__T2.0H,8.4409,,1.0,124.0,8.4409,,,,,,,,,,,,,,
52,Glc Growth/Exhaust__T2.30H,8.5558,,1.0,125.0,8.5558,,,,,,,,,,,,,,
53,Glc Growth/Exhaust__T3.0H,8.3775,,1.0,126.0,8.3775,,,,,,,,,,,,,,
54,Glc Growth/Exhaust__T3.30H,8.7408,,1.0,127.0,8.7408,,,,,,,,,,,,,,
55,Glc Growth/Exhaust__T4.0H,8.8408,,1.0,128.0,8.8408,,,,,,,,,,,,,,
56,Glc Growth/Exhaust__T5.0H,8.7119,,1.0,129.0,8.7119,,,,,,,,,,,,,,
57,LB__LBexp,8.887133333333333,0.1211900298429428,3.0,130.0,8.9145,131.0,8.9923,132.0,8.7546,,,,,,,,,,
58,LB__LBtran,8.706833333333334,0.06801811033344975,3.0,133.0,8.7607,134.0,8.6304,135.0,8.7294,,,,,,,,,,
59,LB__LBstat,8.122166666666665,0.08312883575109967,3.0,136.0,8.0268,137.0,8.1604,138.0,8.1793,,,,,,,,,,
60,LB__LBGexp,9.297633333333332,0.1335312073387087,3.0,139.0,9.1508,140.0,9.4118,141.0,9.3303,,,,,,,,,,
61,LB__LBGtran,8.46685,0.17288760800011113,2.0,142.0,8.3446,143.0,8.5891,,,,,,,,,,,,
62,LB__LBGstat,8.702233333333334,0.18239674704701625,3.0,144.0,8.8919,145.0,8.6867,146.0,8.5281,,,,,,,,,,
63,Stress Time Course__Mt0,8.91915,0.1330067855411886,2.0,147.0,8.8251,148.0,9.0132,,,,,,,,,,,,
64,Stress Time Course__M0t45,8.854433333333333,0.13227646553084624,3.0,149.0,8.7375,150.0,8.8278,151.0,8.998,,,,,,,,,,
65,Stress Time Course__M0t90,8.129566666666667,0.25369001425624466,3.0,152.0,7.8496,153.0,8.3442,154.0,8.1949,,,,,,,,,,
66,Stress Time Course__M40t45,9.0077,0.28370190341271984,3.0,155.0,8.7089,156.0,9.0408,157.0,9.2734,,,,,,,,,,
67,Stress Time Course__M40t90,8.286533333333333,0.258928683875181,3.0,158.0,7.9883,159.0,8.454,160.0,8.4173,,,,,,,,,,
68,Stress Time Course__dia0,8.6562,0.1952558321792208,3.0,161.0,8.6392,162.0,8.8594,163.0,8.47,,,,,,,,,,
69,Stress Time Course__dia5,8.931566666666667,0.17590378999138467,3.0,164.0,8.9329,165.0,9.1068,166.0,8.755,,,,,,,,,,
70,Stress Time Course__dia15,9.5226,0.3792814390396659,3.0,167.0,9.6026,168.0,9.8555,169.0,9.1097,,,,,,,,,,
71,Stress Time Course__C30,8.9244,0.07537758287448615,2.0,170.0,8.8711,171.0,8.9777,,,,,,,,,,,,
72,Stress Time Course__C90,8.268650000000001,0.5115917561884669,2.0,172.0,8.6304,173.0,7.9069,,,,,,,,,,,,
73,Stress Time Course__SMM,8.920566666666668,0.06343928856263573,3.0,174.0,8.9928,175.0,8.8739,176.0,8.895,,,,,,,,,,
74,Stress Time Course__Salt,9.697333333333333,0.04293836668218038,3.0,177.0,9.6873,178.0,9.6603,179.0,9.7444,,,,,,,,,,
75,Supplement__M+G,9.1109,0.13251818743100927,3.0,180.0,9.2606,181.0,9.0635,182.0,9.0086,,,,,,,,,,
76,Supplement__Glu,9.189566666666666,0.07101875339185612,3.0,183.0,9.2538,184.0,9.2016,185.0,9.1133,,,,,,,,,,
77,Supplement__Fru,8.966099999999999,0.23293340249951253,3.0,186.0,9.0953,187.0,9.1058,188.0,8.6972,,,,,,,,,,
78,Supplement__Mal,8.4919,0.26286682940226586,3.0,189.0,8.2022,190.0,8.5583,191.0,8.7152,,,,,,,,,,
79,Supplement__G+S,8.39315,0.3212386106930485,2.0,192.0,8.166,193.0,8.6203,,,,,,,,,,,,
80,Supplement__Pyr,8.676533333333332,0.22522189798803588,3.0,194.0,8.43,195.0,8.8715,196.0,8.7281,,,,,,,,,,
81,Supplement__Gly,8.291566666666668,0.187829293065095,3.0,197.0,8.1188,198.0,8.4915,199.0,8.2644,,,,,,,,,,
82,Supplement__Glucon,8.722666666666667,0.08228513433988709,3.0,200.0,8.7531,201.0,8.7854,202.0,8.6295,,,,,,,,,,
83,Biofilm__BI,8.3706,0.11737972567696715,2.0,203.0,8.2876,204.0,8.4536,,,,,,,,,,,,
84,Biofilm__BC,8.11915,0.46729528494660943,4.0,205.0,7.9211,206.0,7.8978,207.0,8.8182,208.0,7.8395,,,,,,,,
85,Biofilm__Sw,7.8086,0.11610693347083119,2.0,209.0,7.7265,210.0,7.8907,,,,,,,,,,,,
86,Stressors__BMM,8.515033333333333,0.0778142874627366,3.0,211.0,8.5484,212.0,8.4261,213.0,8.5706,,,,,,,,,,
87,Stressors__Heat,9.575166666666666,0.1535949651952609,3.0,214.0,9.7521,215.0,9.4761,216.0,9.4973,,,,,,,,,,
88,Stressors__Cold,8.648,0.31612377322814633,3.0,217.0,9.0112,218.0,8.498,219.0,8.4348,,,,,,,,,,
89,Stressors__Etha,8.1212,0.12736337778184129,3.0,220.0,8.093,221.0,8.2603,222.0,8.0103,,,,,,,,,,
90,Stressors__SMMPr,8.822866666666666,0.2717937882537666,3.0,223.0,8.5846,224.0,8.7651,225.0,9.1189,,,,,,,,,,
91,Stressors__HiTm,9.896333333333333,0.13088859130318908,3.0,226.0,9.7453,227.0,9.967,228.0,9.9767,,,,,,,,,,
92,Stressors__LoTm,10.777333333333333,0.45078636107732156,3.0,229.0,11.2865,230.0,10.6164,231.0,10.4291,,,,,,,,,,
93,Stressors__HiOs,8.469233333333333,0.022441999316757118,3.0,232.0,8.445,233.0,8.4893,234.0,8.4734,,,,,,,,,,
94,Stressors__Oxctl,9.107866666666666,0.31618428698044687,3.0,235.0,8.9415,236.0,8.9096,237.0,9.4725,,,,,,,,,,
95,Stressors__Diami,9.628166666666667,0.1805919248840692,3.0,238.0,9.457,239.0,9.8169,240.0,9.6106,,,,,,,,,,
96,Stressors__Paraq,9.2424,0.5663328438294924,3.0,241.0,9.2789,242.0,9.7896,243.0,8.6587,,,,,,,,,,
97,Stressors__H2O2,10.569733333333334,0.13170460634819608,3.0,244.0,10.5771,245.0,10.6976,246.0,10.4345,,,,,,,,,,
98,Stressors__HPh,8.718066666666667,0.29562167263807465,3.0,247.0,9.0116,248.0,8.4204,249.0,8.7222,,,,,,,,,,
99,Stressors__LPh,8.926166666666667,0.1045916025947275,3.0,250.0,8.8777,251.0,9.0462,252.0,8.8546,,,,,,,,,,
100,Stressors__LPhT,9.094399999999998,0.18627498490135458,3.0,253.0,9.0331,254.0,8.9465,255.0,9.3036,,,,,,,,,,
101,Stressors__aero,8.953299999999999,0.24588954837487476,3.0,256.0,9.11,257.0,8.6699,258.0,9.08,,,,,,,,,,
102,Stressors__nit,8.460566666666667,0.17240813012538944,3.0,259.0,8.4625,260.0,8.632,261.0,8.2872,,,,,,,,,,
103,Stressors__ferm,8.349166666666667,0.17624483916794118,3.0,262.0,8.4335,263.0,8.1466,264.0,8.4674,,,,,,,,,,
