,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A,rep5_idx,rep5_A,rep6_idx,rep6_A,rep7_idx,rep7_A,rep8_idx,rep8_A
0,LB__LBexp,-7.116615092033332,1.7591297588605057,3.0,0.0,-8.3531815858,1.0,-7.8939374443,2.0,-5.102726246,,,,,,,,,,
1,LB__LBtran,-2.6564826767666667,0.6629964300482066,3.0,3.0,-2.9117430433,4.0,-3.1539091911,5.0,-1.9037957959,,,,,,,,,,
2,LB__LBstat,1.2776472470666667,2.16770367599496,3.0,6.0,-1.0603922518,7.0,1.6726400569000002,8.0,3.2206939361,,,,,,,,,,
3,LB__LBGexp,-6.8822424845,0.6849777764126428,3.0,9.0,-6.8768625285,10.0,-7.569894393,11.0,-6.199970532,,,,,,,,,,
4,LB__LBGtran,-3.2877720910000003,2.224220782695446,2.0,12.0,-1.7150104927,13.0,-4.8605336893,,,,,,,,,,,,
5,LB__LBGstat,-0.04275457689999995,1.6662555771497973,3.0,14.0,-1.3733879235,15.0,-0.5809614061,16.0,1.8260855989,,,,,,,,,,
6,Life Cycle__S0,-2.6152558778999997,1.149014873978527,3.0,17.0,-3.6234717044,18.0,-2.858048772,19.0,-1.3642471573,,,,,,,,,,
7,Life Cycle__S1,-6.294663347766668,1.1730782807773021,3.0,20.0,-6.4871910018,21.0,-5.0372309371,22.0,-7.3595681044,,,,,,,,,,
8,Life Cycle__S2,8.641441079333333,2.8104274158961884,3.0,23.0,5.6903163891,24.0,8.9479655478,25.0,11.2860413011,,,,,,,,,,
9,Life Cycle__S3,41.18253479015,0.2371724455372698,2.0,26.0,41.0148285456,27.0,41.3502410347,,,,,,,,,,,,
10,Life Cycle__S4,49.82356950636666,3.9052961877783825,3.0,28.0,45.7996281998,29.0,50.0727978117,30.0,53.5982825076,,,,,,,,,,
11,Life Cycle__S5,45.87115658536667,0.41863674282758684,3.0,31.0,46.332748504,32.0,45.5160368635,33.0,45.7646843886,,,,,,,,,,
12,Life Cycle__S6,53.926485019462504,5.751190320432208,8.0,34.0,51.3746969378,35.0,63.5612330955,36.0,47.4861570553,37.0,53.402098483,38.0,62.0647429094,39.0,51.9947018187,40.0,51.2522139418,41.0,50.2760359142
13,Life Cycle__S7,51.5365361829,1.1944135094638701,3.0,42.0,51.1112355203,43.0,52.8853921036,44.0,50.6129809248,,,,,,,,,,
14,Life Cycle__S8,54.05236968305,1.6519592955817397,2.0,45.0,52.8842580629,46.0,55.2204813032,,,,,,,,,,,,
15,Life Cycle__G135,1.0959356987499997,4.846988076961754,2.0,47.0,-2.3314024388,48.0,4.5232738363,,,,,,,,,,,,
16,Life Cycle__G150,-4.123196693966666,1.8085792250684838,3.0,49.0,-3.2841408754,50.0,-6.1989093192,51.0,-2.8865398873,,,,,,,,,,
17,Life Cycle__G180,-2.8805313189999997,2.2830719855873767,3.0,52.0,-2.6371431908,53.0,-5.2755466001,54.0,-0.7289041661,,,,,,,,,,
18,Stress Time Course__C30,6.15560400735,1.4596013671628403,2.0,55.0,7.1876980319,56.0,5.1235099828,,,,,,,,,,,,
19,Stress Time Course__C90,-3.60475695615,4.086374350563181,2.0,57.0,-0.7152539424000001,58.0,-6.4942599699,,,,,,,,,,,,
20,Biofilm__BI,-1.65262495905,0.44242314339715977,2.0,59.0,-1.9654653639,60.0,-1.3397845542,,,,,,,,,,,,
21,Biofilm__BC,23.287093169000002,2.3797220796455267,4.0,61.0,26.4722985785,62.0,21.2560787297,63.0,23.7230623358,64.0,21.696933032,,,,,,,,
22,Biofilm__Sw,-1.14268063405,0.6003255179333526,2.0,65.0,-0.7181863894,66.0,-1.5671748787,,,,,,,,,,,,
23,Life Cycle__BT,52.98932080025,0.4040751660881316,2.0,67.0,53.2750450903,68.0,52.7035965102,,,,,,,,,,,,
24,Life Cycle__B36,50.0389704762,0.9636974542324778,2.0,69.0,50.7204074811,70.0,49.3575334713,,,,,,,,,,,,
25,Life Cycle__B60,42.116499689150004,2.5199951209064957,2.0,71.0,43.8984053277,72.0,40.3345940506,,,,,,,,,,,,
26,M9__M9exp,0.0,4.675612585711865,3.0,73.0,2.4231889123,74.0,2.9666192379,75.0,-5.3898081502,,,,,,,,,,
27,M9__M9tran,-3.625734399066667,0.4534290776795373,3.0,76.0,-4.0515177655,77.0,-3.1489690299,78.0,-3.6767164018000003,,,,,,,,,,
28,M9__M9stat,27.676024738400002,9.153685132109445,3.0,79.0,38.2440955764,80.0,22.2280973731,81.0,22.555881265700002,,,,,,,,,,
