,-0.04410575466666667,-0.033079316000000004,-0.02205287733333334,-0.011026438666666673,-6.938893903907228e-18,0.011026438666666659,0.022052877333333325,0.03307931599999999,0.044105754666666656,0.05513219333333332,0.066158632,0.07718507066666666,0.08821150933333333,0.09923794799999999,0.11026438666666666,0.12129082533333332,0.132317264,0.14334370266666666,0.15437014133333332,0.16539658
thresh,-0.049618974,0.049618974,4,,,,,,,,,,,,,,,,,
unreg,0,10,63,976,2348,455,36,11,7,3,3,2,1,0,0,0,0,0,0,0
SigE,0,0,0,43,84,35,22,10,12,7,4,2,4,0,2,2,2,2,0,0
SigG,0,0,5,33,35,25,13,6,5,2,4,4,4,2,0,0,0,1,0,0
SigE and SigG,0,0,0,0,5,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
unreg_genes,[],[],[],[],[],[],[],[],[],['cotF' 'ywcI' 'spoIIQ'],['gerW' 'comER' 'oxdC'],['yqfT' 'yocN'],['yozN'],[],[],[],[],[],[],[]
SigE_genes,[],[],[],"['yesK' 'hbuT' 'ypqA' 'spsC' 'yfnD' 'yyaD' 'yfnE' 'yoaW' 'tgl' 'yhjQ'
 'spoVV' 'spsB' 'spsD' 'spsE' 'uxaA' 'spoVB' 'yxjF' 'yabR' 'ytaF' 'yrrS'
 'yfnH' 'scoB' 'yabP' 'ytaG' 'yabM' 'spsF' 'yabQ' 'yitD' 'yteV' 'uxaB'
 'ywcA' 'spsA' 'yjmF' 'yabO' 'yitC' 'yjmD' 'yabN' 'scoA' 'yotC' 'yfnG'
 'nucB' 'yfnF' 'sbp']","['yqkF' 'spsI' 'bdbC' 'mraY' 'ykvI' 'yotD' 'spoIIM' 'ylxX' 'yotE' 'uxuA'
 'spsG' 'ynzB' 'yotJ' 'ycgG' 'yotG' 'bdbD' 'exuT' 'phoR' 'polA' 'murE'
 'yotI' 'med' 'ytxC' 'ytrH' 'citH' 'mutM' 'comZ' 'spmB' 'yotB' 'yocL'
 'ydcA' 'yusS' 'ispG' 'yusR' 'phoP' 'ctaA' 'ylxW' 'yusQ' 'spoVE' 'ylmC'
 'ytrI' 'yotK' 'cotX' 'murD' 'yckC' 'ydjP' 'yybI' 'pbpI' 'yotH' 'exuR'
 'spmA' 'cotV' 'divIC' 'yngE' 'yjmC' 'yqfZ' 'ywrJ' 'murB' 'ypjB' 'cspR'
 'murG' 'yfhS' 'yppG' 'ydjO' 'ytvI' 'yotM' 'dacB' 'spoIVFB' 'yqfD' 'yqhV'
 'divIB' 'fisB' 'yeaA' 'yhjR' 'cotH' 'ydhF' 'spoIIIAE' 'yngF' 'mmgF'
 'yngI' 'yqxA' 'spoIVFA' 'yqfC' 'mbl']","['spoIVCA' 'spsJ' 'spsK' 'yosX' 'spoVD' 'yozE' 'spsL' 'yesJ' 'yngG' 'yncD'
 'mciZ' 'spoIID' 'spoIIIAB' 'spoIIIAC' 'spoIIIAD' 'cotW' 'cotM' 'yjaV'
 'yhcO' 'ydcC' 'mmgB' 'yngHB' 'mmgE' 'mmgA' 'yjfA' 'ywcB' 'yngH' 'phoB'
 'mmgD' 'spoIIIAA' 'safA' 'glnM' 'glgP' 'yugU' 'yuzH']","['bofA' 'cotG' 'ydhD' 'glnP' 'yndA' 'pdaB' 'ysnD' 'mmgC' 'glgA' 'yhaL'
 'glgD' 'sprB' 'yjcA' 'yobW' 'spoIIIAG' 'glgC' 'yrzE' 'sodF' 'sqhC' 'yhbB'
 'spoVM' 'spoIIIAF']",['glgB' 'cotB' 'spoVK' 'yjdH' 'coxA' 'gerM' 'yhbH' 'sigKC' 'yngJ' 'yodQ'],"['yhaX' 'yuzC' 'kamA' 'yodP' 'ymxH' 'spoVR' 'yokU' 'yhxC' 'yodS' 'glnQ'
 'spoIIIAH' 'yodR']",['gerR' 'glnH' 'yodT' 'yaaH' 'cotZ' 'asnO' 'yknT'],['yheD' 'cwlJ' 'cotY' 'sigK'],['spoIVA' 'cotO'],['ysxE' 'yheC' 'prkA' 'cotT'],[],['cotJC' 'cotJB'],['spoVID' 'cotJA'],['spoIIID' 'cotE'],['gerQ' 'usd'],[],[]
SigG_genes,[],[],['ligD' 'yfkR' 'yfkS' 'ykoV' 'yfkT'],"['yfkQ' 'yqjC' 'yutC' 'splA' 'csbX' 'splB' 'cdaS' 'yqjB' 'yndD' 'gerBC'
 'yitF' 'gerKB' 'sspL' 'yndE' 'sspF' 'chaA' 'gerAA' 'ykoT' 'gerBB' 'yndF'
 'yitG' 'gerKA' 'yfhF' 'yitU' 'gerKD' 'ccpB' 'gerAC' 'ydfS' 'gerAB'
 'gerKC' 'ykoS' 'pbpF' 'cotQ']","['yoyE' 'yrzO' 'pbpG' 'bofC' 'yoaR' 'lnrN' 'lysA' 'tepA' 'spoVAF' 'lnrL'
 'lnrM' 'azoR2' 'htrC' 'ylzJ' 'yrdR' 'gerBA' 'ybxH' 'spoVAEA' 'pdaA' 'fin'
 'fabL' 'phoA' 'spoVAEB' 'mutY' 'yfkD' 'ylyA' 'spoVT' 'ypzF' 'ykzD' 'ydfR'
 'sspI' 'gpr' 'yizC' 'aag' 'exoA']","['spoVAD' 'yveA' 'ypzI' 'sspH' 'yckD' 'ypeB' 'yxzF' 'yraF' 'gerD' 'csgA'
 'spoIIAA' 'yteA' 'spoIIAB' 'yraE' 'sigF' 'ytzC' 'sigE' 'ypzA' 'spoVAB'
 'sspK' 'sspM' 'yraD' 'ypzG' 'yozQ' 'yfhE']","['ylaJ' 'sspD' 'adhB' 'spoIIGA' 'spoVAC' 'sigG' 'yhdB' 'gdh' 'spoVAA'
 'yusN' 'rsfA' 'yvdQ' 'yraG']",['sleB' 'yuzM' 'yhcN' 'ykzE' 'glcU' 'sspC'],['yhcM' 'ykzP' 'dacF' 'yuzA' 'spoIVB'],['yfhD' 'sspE'],['sspP' 'sspO' 'yhcQ' 'yrzR'],['yrrD' 'ytzL' 'tlp' 'yrzQ'],['sspJ' 'sspN' 'yqfX' 'ymfJ'],['sspA' 'yhcV'],[],[],[],['sspB'],[],[]
SigE and SigG_genes,[],[],[],[],['stoA' 'ybaK' 'yisY' 'ykvU' 'spoIIP'],['cwlD'],['ctpB'],[],['yxeD'],[],[],[],[],[],[],[],[],[],[],[]
