,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X,rep4_idx,rep4_X
0,ALE__GalactoseA5,0.7731978080000004,0.01335785520844567,2.0,0.0,0.7826432380000004,1.0,0.7637523780000004,,,,
1,ALE__GalactoseA6,0.9517740845000007,0.059809425712242494,2.0,2.0,0.9940657350000004,3.0,0.909482434000001,,,,
2,ALE__GalactoseA8,0.866296295,0.19932566445408784,2.0,4.0,1.007240824,5.0,0.7253517660000002,,,,
3,ALE__IL_Control,7.008282842946301e-16,0.09673709323937661,4.0,6.0,-0.0211645799999997,7.0,-0.0151920159999994,8.0,0.133795247000001,9.0,-0.0974386509999991
4,ALE__IL_TEOH_OAc,0.14188867700000068,0.040117341191946806,2.0,10.0,0.1702559210000007,11.0,0.1135214330000007,,,,
5,ALE__IL_TEA_HS,-0.008859171499999248,0.04648916737135322,2.0,12.0,-0.0417319769999995,13.0,0.024013634000001,,,,
6,ALE__IL_Mixed,0.1799783035000004,0.07186321621004806,2.0,14.0,0.1291633360000004,15.0,0.2307932710000004,,,,
7,ALE__IL_PP5350,-0.13100115899999928,0.29962375646360206,2.0,16.0,0.0808648310000004,17.0,-0.342867148999999,,,,
8,ALE__IL_T8,-0.045178589499999346,0.057438816287189984,2.0,18.0,-0.004563212999999,19.0,-0.0857939659999997,,,,
9,ALE__IL_T9,-1.5032753899999993,0.0869439872954366,2.0,20.0,-1.441796706999999,21.0,-1.5647540729999996,,,,
10,ALE__IL_Control2,0.4434457245000005,0.022490353540824504,2.0,22.0,0.4593488060000004,23.0,0.4275426430000006,,,,
11,ALE__IL_Glc+Ace,0.2931905335000002,0.0974539070101496,2.0,24.0,0.3621008520000002,25.0,0.2242802150000002,,,,
12,ALE__XyloseA1,0.7128628685000002,0.2550017271753896,2.0,26.0,0.5325494180000003,27.0,0.8931763190000002,,,,
13,ALE__XyloseA2,0.6385034780000005,0.2916842356594328,2.0,28.0,0.4322515770000006,29.0,0.8447553790000004,,,,
14,ALE__XyloseA3,0.7467594770000008,0.018643591534900285,2.0,30.0,0.7335764670000007,31.0,0.7599424870000009,,,,
15,ALE__XyloseA4,0.5489570145000005,0.13757284343499482,2.0,32.0,0.6462357050000005,33.0,0.4516783240000004,,,,
16,Aromatic__Coumarate,0.30694343733333324,0.37839442212801805,3.0,34.0,0.7130414626666663,35.0,-0.0357323423333335,36.0,0.2435211916666668,,
17,Aromatic__Coumarate+ferulate,0.3367494813333334,0.1384691028107388,3.0,37.0,0.3671858216666663,38.0,0.1855941406666668,39.0,0.457468481666667,,
18,Aromatic__Ferulate,0.9837221769999998,0.16788079884963705,3.0,40.0,0.8625942776666662,41.0,0.9132136786666668,42.0,1.1753585746666664,,
19,Aromatic__Glucose,0.0,0.1179068741266929,3.0,43.0,-0.0827084803333333,44.0,-0.0523021073333334,45.0,0.1350105876666667,,
20,Bioreactor1__24h,0.0,0.07044451959068267,2.0,46.0,0.0498117975000003,47.0,-0.0498117975000003,,,,
21,Bioreactor2__S_0min,-9.066821367772111e-16,0.3049097450448025,3.0,48.0,-0.0578096813333344,60.0,0.3296763206666657,72.0,-0.271866639333334,,
22,Bioreactor2__S_15min,0.530427193999999,0.20403924474393223,3.0,49.0,0.3714545006666654,61.0,0.7605049596666662,73.0,0.4593221216666654,,
23,Bioreactor2__P1_15min,-0.018569146333334213,0.4976304726009208,3.0,50.0,0.290492223666666,62.0,0.2464200006666654,74.0,-0.592619663333334,,
24,Bioreactor2__P3_15min,0.47653206699999906,0.3423777238844906,3.0,51.0,0.185029474666666,63.0,0.8535671386666657,75.0,0.3909995876666654,,
25,Bioreactor2__P5_15min,0.4033697563333322,0.18034346389779787,3.0,52.0,0.2183140026666654,64.0,0.5785991506666655,76.0,0.4131961156666657,,
26,Bioreactor2__S_1h,0.21875285066666597,0.26756129568668285,3.0,53.0,0.4686303476666662,65.0,-0.0635389223333344,77.0,0.2511671266666662,,
27,Bioreactor2__S_3h,0.23087260233333226,0.15625683409688804,3.0,54.0,0.4099824746666654,66.0,0.1224513356666658,78.0,0.1601839966666656,,
