,-0.2859642498461538,-0.2383035415384615,-0.1906428332307692,-0.14298212492307688,-0.09532141661538457,-0.04766070830769226,5.551115123125783e-17,0.04766070830769237,0.09532141661538468,0.142982124923077,0.1906428332307693,0.23830354153846162,0.28596424984615393,0.33362495815384624,0.38128566646153855,0.42894637476923086,0.4766070830769232,0.5242677913846154,0.5719284996923077,0.6195892080000001
thresh,-0.309794604,0.309794604,1,,,,,,,,,,,,,,,,,
unreg,0,0,0,0,0,105,5346,119,1,0,0,0,0,0,0,0,0,1,0,0
unreg_genes,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['PA1230'],[],[]
