,-0.3450994044461539,-0.28758283703846155,-0.2300662696307692,-0.17254970222307686,-0.11503313481538452,-0.057516567407692176,1.6653345369377348e-16,0.05751656740769251,0.11503313481538485,0.17254970222307714,0.23006626963076954,0.28758283703846194,0.3450994044461542,0.4026159718538465,0.4601325392615389,0.5176491066692313,0.5751656740769235,0.6326822414846158,0.6901988088923081,0.7477153763000006
thresh,-0.37385768815000003,0.37385768815000003,1,,,,,,,,,,,,,,,,,
unreg,0,0,0,0,0,58,4093,59,0,0,0,0,0,0,0,0,0,0,1,0
unreg_genes,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['yqfG'],[]
