,A,CsrA,ModE,Fnr,CueR
abx_mega__lzd_dmso__3,-7.3302614001,-1.1820744887,0.19689376520000001,0.41635551470000004,-0.5311987168
abx_mega__monac_dmso__3,-7.8414270973,1.6216784783,-0.5094430080000001,0.8852669989,1.1486196127000001
abx_mega__polmyx_h2o__5,-0.5858760205,-1.8653919969000001,0.1600284129,0.47019160320000003,-0.3915579729
abx_mega__naoh-6__5,0.1998960703,0.0070206289,0.7854811777,0.4263555999,0.4569097187
abx_mega__teix_dmso__11,-0.2671308093,-0.0414184437,0.408114864,0.0158778074,0.4093852411
abx_mega__van_h2o__3,0.8105071316,-1.9525363257000001,-0.22225925740000002,-0.353805546,-0.3326300117
abx_mega__teix_dmso__12,-0.4156131469,-1.3472723505,0.3908116767,-0.0949833372,-0.36112808820000003
abx_mega__dox_dmso__6,2.7725890231,-1.4073444705,1.5236148465000001,-0.0402154183,0.8735853562
abx_mega__teix_dmso__13,0.5663614798000001,-1.984416565,0.0752444555,-1.0545825032,-0.7678796426000001
abx_mega__h2o-7__3,-3.9330548339,-3.2417720205,0.09705425250000001,0.0329465014,-1.0576632663
abx_mega__str_h2o__4,-1.521007722,-1.2535664336,1.5121964594000001,0.49062571110000003,0.9951345732
abx_mega__tec_h2o__3,-2.8678732949,-2.1106618241,0.9638417502000001,-2.5030278976,-0.0337329159
abx_mega__phos_h2o__7,-1.0286674939,-0.0064352031,0.4543483547,0.22288803100000001,0.33056897350000003
abx_mega__chl_h2o__5,-4.5266912298,-2.0268258494,-0.3829537028,0.35465275100000004,-1.1143088124
abx_mega__polmyx_h2o__6,0.8479310981,-1.4022861543,1.8269029803999999,0.49303985780000004,1.554280668
abx_mega__teix_dmso__14,-0.9839655511000001,-0.015788758400000002,0.4391088858,0.0909615292,0.1817136127
abx_mega__rif_dmso__7,-2.0745518141,0.0602828736,-0.2384796774,-0.6050113022,0.8319927121
abx_mega__ramo_h2o__3,-2.5086367342,-1.0126101258,-0.06551133690000001,-0.9469901951,-0.1841795835
abx_mega__fidax_dmso__4,-0.41019843650000004,-0.0715243726,0.0647783054,0.0893514383,0.0630187586
abx_mega__teix_dmso__15,1.1291162689,-1.8647194811,0.5855224391,0.533781862,-0.5371789708
abx_mega__thio_dmso__4,-3.2262440575,-4.6897251226000005,-0.4353337635,-0.5504288499000001,-1.7994408756
abx_mega__rif_dmso__8,-1.3213169748,0.5651820721,-0.7599708215000001,-1.5708370051,0.2553634098
abx_mega__reta_dmso__4,-2.5342267747,-2.7303650984,-0.3791241688,0.025528003,-0.5834567055000001
abx_mega__inh_h2o__4,-2.1287647454,-3.0212119884,1.8652685028,1.1960883277,0.24193434800000002
abx_mega__novo_dmso__2,-0.5684138507000001,-1.8611819741,0.1445414488,0.7337960436000001,-0.7309775070000001
abx_mega__dcs_h2o__3,-0.3502331085,-2.3737819057,0.2137166238,0.16543111060000001,-0.9391277130000001
abx_mega__h2o-8b__3,-3.5971824238,-1.0665393459,0.1628329134,-0.3013275018,0.17653931790000002
abx_mega__valin_dmso__3,2.3024998737,-0.16910159400000002,-0.18080403690000002,0.0524331097,-0.5366305226
abx_mega__h2o-2__1,-0.2708336487,-1.3287343995,1.9794349218,-0.1296792457,0.6155904293000001
abx_mega__cro_h2o__4,1.3780324351,-0.9922720574,0.5303229961,-0.1166385846,0.3926989595
abx_mega__dcs_h2o__4,1.2241261557,-3.4100388958,0.5551437909,0.5228202102,-1.7407989433000002
abx_mega__str_h2o__5,2.4363215874,-3.8565220073,0.38080797590000004,0.0620767183,-1.8675228693
abx_mega__h2o-8a__3,-2.2616224819,-1.4507542914,-0.0434101916,-0.1670867104,-0.302853615
abx_mega__dox_dmso__7,-0.061209821000000005,-0.0674975865,0.5534205238000001,-0.023023933200000003,0.6783405295
abx_mega__doxo_dmso__2,0.1341897684,-3.7216392594,0.21972866740000002,-0.1780022674,-1.6043140409
abx_mega__teix_dmso__16,0.5321578649,-2.5683761966,0.3071487404,-1.288192235,-0.8208541971000001
abx_mega__rfp_h2o__3,-6.2373063659,-0.2632610488,-1.1158455408,-1.1735091948,0.0044031716
abx_mega__ethanol-10__3,3.0258133049,-3.0282497367,1.1342015368,0.4256665049,-0.708491312
abx_mega__naoh-2__2,-1.8467587128,-1.2749600391,1.4189476348,-0.14596955720000002,1.0604700706
abx_mega__van_h2o__4,-2.4244661020000002,-0.0055600695000000006,-0.5236693856,-0.6767342955,-0.5247432644
abx_mega__sacet_h2o__2,-0.5803338484,-0.6152353674000001,2.0048202441,1.5844404703000001,1.6699153333
abx_mega__monac_dmso__4,-6.8181817089,-2.2203872024,0.07925483500000001,1.4941188956,0.8569160352
abx_mega__h2o-2__2,-0.16041670130000002,-0.9992898961000001,1.8280347883,-0.0048985968,1.0910924328
abx_mega__zeocin_h2o__5,2.5126460041,-2.667319388,0.5626886789000001,0.23466406990000002,-1.6626798345
abx_mega__nor_naoh__5,-2.8704492137,-0.6318083822,0.1669318479,0.10958004780000001,-0.1702275916
abx_mega__naoh-9__2,-2.9339940614,-0.7112308197,0.1690329844,0.2428538366,0.1986594941
abx_mega__dmso-7__3,-0.5902384377000001,-2.3383867404,0.5593729602,0.0122195926,-0.2024520423
abx_mega__van_h2o__5,-2.64310696,-0.21960864530000002,-0.5517792923,-0.7705289413,-0.607792136
abx_mega__flavo_dmso__4,0.3012285897,-3.6316787783,0.0825676506,0.14097936390000002,-1.2642175468999999
abx_mega__novo_dmso__3,-1.4622765514,-2.0675701581,-0.2465803026,0.7008066596,-0.9161082261
abx_mega__polmyx_h2o__7,-0.0251490971,-1.6045407108,-0.0049597037,-0.2315847967,-0.1921480597
abx_mega__teix_dmso__17,1.1823534653,-2.1998195302,0.43848903910000003,0.0029379619,-0.9164457485
abx_mega__doxo_dmso__3,-1.096708763,-3.5691430796,-0.0165842343,0.2023907492,-1.7173867533
abx_mega__mem_dmso__6,1.4740446239,-0.6965311687,0.4286189822,0.1023474546,0.3407775712
abx_mega__h2o-1a__3,0.2639538233,-0.1427875713,0.1297649965,0.09042078,-0.1784281296
abx_mega__bacit_dmso__3,-1.4078380937000001,0.3404474866,0.2103179339,-0.36047292010000004,0.4184670473
abx_mega__dox_dmso__8,4.1597533981,-1.5265198224,1.934991633,-0.15851963700000002,0.9942723713
abx_mega__teix_dmso__18,0.3481986212,0.1148874514,0.413864347,-0.47527159550000003,0.30259544180000003
abx_mega__h2o-6__3,0.5611003708,0.1357292712,0.24281222330000002,0.1865548514,0.4753006742
abx_mega__pen_h2o__5,2.2249976375,-0.4511290975,-0.1521037403,-0.3567155809,-0.5867509912000001
abx_mega__lzd_dmso__4,-5.5577427084,-0.7765845192,0.5465621557,0.4367343567,-0.2570352174
abx_mega__daro__1,-1.661233124,-3.4203846319,-0.2188229768,0.6625246456,-2.011916374
abx_mega__solv__1,-0.6217472668,-3.400704649,-0.0149956787,0.7880810208,-2.6037749268
abx_mega__daro__2,-1.7816053746,-2.9492720934000003,-0.2967102929,0.6348490171,-1.6823678217
abx_mega__daro__3,-0.9169000515,-2.5666450958,0.1103898694,0.5130885568,-1.3487175412
abx_mega__solv__2,-1.7383290236,-4.1900594485,-0.46789921830000003,0.7836153299,-2.6943445361
abx_mega__solv__3,-0.9430288841000001,-2.7634142335,-0.0023692837,0.5666938681,-1.3441247219
abx_mega__dmso-4__1,-0.8312160142,0.4410944362,0.6638352748,-0.2069186369,0.3884875823
abx_mega__kirr_dmso__1,-8.6800524819,-1.7212391547,-0.2004947077,0.30096120800000004,-0.5969596336
abx_mega__kirr_dmso__2,-8.3185805945,-1.9438009222,-0.1962689726,0.2233268874,-0.5659004567
abx_mega__kirr_dmso__3,-8.2539140729,-1.9197983815000002,0.0362683144,0.36914748480000004,-0.0935854512
abx_mega__dmso-4__2,-0.9836645243000001,0.1164428784,0.7929158535,-0.38116480880000003,0.5881320571
abx_mega__dmso-4__3,-0.38507539700000004,0.4170383204,0.4645451882,-0.179866355,0.0062546259000000005
ackA_pta__dnaA46_del_ackA__1,1.1780019482,0.3713858159,0.6643180341,0.3573392885,0.8005440749
ackA_pta__dnaA46_del_ackA__2,1.5837059506,0.6147909224,0.4724102214,0.5215083736,1.5400928165
ackA_pta__dnaA46_del_ackA__3,2.3233571756,0.07747108550000001,0.17820178990000002,0.4033689451,1.165165846
ackA_pta__dnaA46_del_pta__1,0.7919348533,1.2216229729,0.9171479093,0.10380176390000001,1.6569642902
ackA_pta__dnaA46_del_pta__2,0.3867744342,-0.2846203332,0.3450586107,0.4097892231,0.42661530950000004
ackA_pta__dnaA46_del_pta__3,0.2684304475,0.1800855123,0.36692246170000004,0.5224825499,0.5043910180000001
ackA_pta__dnaA46__1,0.7108167571,-0.35775140720000004,0.39675334560000003,0.1528474884,0.1344209102
ackA_pta__dnaA46__2,0.4765496139,-0.4425384492,-0.2582178216,0.3481605142,0.5914964751
ackA_pta__dnaA46__3,0.1572522771,0.106703346,0.0935063356,-0.0266460084,-0.1552655211
ackA_pta__del_ackA__1,1.4173131645,0.3318903597,0.9109471876,0.1774931888,0.9219215527
ackA_pta__del_ackA__2,2.0782001145,1.428583074,1.0351027993,-0.1232001154,2.6036278718
ackA_pta__del_ackA__3,0.7308189051,0.229418634,0.1483852082,0.190084841,0.5684209828
ackA_pta__del_pta__1,0.0767701293,-0.3089211622,0.214291849,0.2671184528,-0.0487794438
ackA_pta__del_pta__2,0.6859049894,0.2363118207,0.2631403215,0.2566617834,1.0069706613
ackA_pta__del_pta__3,0.49975409410000005,0.2672418091,0.298261645,0.1341478918,0.3844056348
ackA_pta__wt__1,1.0208627242,-0.1170486119,-0.025726421200000002,-0.0535312287,0.3210158628
ackA_pta__wt__2,-0.5991091779000001,0.0855062308,-0.013878064800000001,0.0033558917,-0.1575378957
ackA_pta__wt__3,-0.4217535463,0.0315423811,0.0396044859,0.050175337,-0.1634779671
anticancer__5fu__1,2.6160004321,-0.3627317504,-0.7501642165,0.0681602907,-0.0695481159
anticancer__5fu__2,3.9686987918,-0.5369148659,-0.41151707270000004,-0.1688407481,-0.6199963682
anticancer__cap__1,3.1757852861,-0.029734679700000002,0.7255424060000001,0.44868520630000003,0.8252360328
anticancer__cap__2,3.7963295139,0.075013123,0.7329903652,0.41306374030000004,0.6550968657
anticancer__cap__3,3.9042386675,0.1496672728,0.8050710751,0.3264594677,0.7470021076000001
anticancer__wt__1,-1.0323686353000001,-0.030187172,-0.2009661916,0.28664804520000003,0.0099263738
anticancer__wt__2,0.0189241368,0.1466596879,0.0656258425,-0.0931429685,-0.0489268008
anticancer__wt__3,1.0134444985,-0.1164725159,0.1353403491,-0.1935050767,0.039000427000000004
anticancer__5fu__3,3.8582249064000003,-0.4130412002,-0.47409423650000004,-0.101350492,-0.2918315227
bio_pln__aero_pln__1,0.0946376542,-0.086456456,0.10380648120000001,-0.0045074173,-0.0049263427
bio_pln__aero_pln__2,-0.0946376542,0.086456456,-0.10380648120000001,0.0045074173,0.0049263427
bio_pln__anaero_pln__1,0.2036125534,-0.6801363726,-0.0806516711,0.0400032595,-0.3177916183
bio_pln__anaero_pln__2,0.49455565560000003,-0.7895827909,-0.31507021500000004,0.3296413226,-0.24866018880000001
biocide__bzcl_12h__1,0.4689562618,-0.1520512959,-0.3091754798,0.2247859218,-0.3847065957
biocide__bzcl_12h__2,2.5726807937,0.42199842400000004,-0.0888400983,0.1810715899,0.6528346928000001
biocide__bzcl_12h__3,1.1455858110000001,-0.0755314778,-0.2758200662,0.1722943406,-0.0647158974
biocide__etoh_12h__1,2.1512780541,-0.2404829647,0.6149861913,0.4185490194,0.5589055688
biocide__etoh_12h__2,2.8848438423,-0.221707339,0.421902912,0.4755510751,0.34582320240000003
biocide__etoh_12h__3,2.0557330768,-0.276923596,0.3846105473,0.5168922582000001,0.3740429637
biocide__gluald_12h__1,2.0427942691,-0.0342659548,0.22478912080000002,0.422114445,0.4898936152
biocide__gluald_12h__2,1.7207340174999999,0.0161258506,0.0972226769,0.285798337,0.6199450584
biocide__gluald_12h__3,2.2235357131,0.23180685620000002,-0.1381976482,0.2501234208,0.3507761909
biocide__h2o2_12h__1,1.8508013278000002,-0.0625665614,-0.1274562534,0.316269336,0.2441209754
biocide__h2o2_12h__2,1.8346349142,-0.1433115217,-0.4372778832,0.2082039373,0.2921859576
biocide__h2o2_12h__3,0.7806885146,-0.0399301273,0.0449458563,0.1760932673,0.48175294700000004
biocide__2ppoh_12h__1,1.9134214958,-0.0932965495,0.40511391,0.5466445614000001,0.5929995606
biocide__2ppoh_12h__2,1.8700126698,-0.257785031,0.32043302020000003,0.5152025342000001,0.6688257230000001
biocide__2ppoh_12h__3,1.5341987287999999,-0.151287263,0.28441879870000003,0.400732146,0.9121892104
biocide__paa_12h__1,1.8505504326,-0.161081143,-0.063589065,0.1717214819,0.5789444691
biocide__paa_12h__2,1.1430068543,0.020536064200000002,-0.0426289225,0.0191047924,0.5210806304
biocide__paa_12h__3,1.6102302208000001,-0.1035699112,-0.1628878383,0.3088587501,0.6551194854
biocide__phe_12h__1,2.008448128,0.3402990486,0.3458992382,0.2009671556,0.9000344503000001
biocide__phe_12h__2,0.9972352835,0.187827572,0.1027955983,0.0443876464,0.6328400686
biocide__phe_12h__3,1.1353091094,-0.0068367605000000005,0.23689739840000001,0.2179832945,0.7176868807
biocide__pvp-i_12h__1,1.3933848676,0.127816298,-0.0462014334,0.332161076,1.008900549
biocide__pvp-i_12h__2,0.938786498,-0.0855462328,-0.3246942841,-0.0487828519,-0.009944982100000001
biocide__pvp-i_12h__3,1.5962226143,0.19814089840000002,-0.1144974035,0.22229229550000001,0.7889425627000001
biocide__bleach_12h__1,0.36746523540000003,-0.0886988877,-0.0081700541,-0.13260173050000001,0.1342108688
biocide__bleach_12h__2,0.3379231494,-0.1134751158,0.11705398500000001,0.0773141388,0.4857229011
biocide__bleach_12h__3,0.5238514688,0.012322326100000001,-0.0355700163,-0.0241015952,0.45837530320000003
biocide__chx_12h__1,1.3950988292,0.15919568380000002,0.4437163839,0.5893290409,0.8718233768
biocide__chx_12h__2,1.5662964716,0.1761969743,0.1550178258,0.3070388345,0.7339987276000001
biocide__chx_12h__3,1.6065584787,0.1448597309,0.08833130460000001,0.2197501316,0.6260348875
biocide__bzcl_30m__1,0.1863632617,0.3040565857,-0.20410107500000002,0.287546719,-0.15934560420000002
biocide__bzcl_30m__2,0.8708113584,0.22480251280000002,0.0766963334,0.40118421330000004,-0.0531654062
biocide__bzcl_30m__3,1.4206150738,0.0671883323,-0.0619113601,0.388749069,0.34141534020000003
biocide__phe_30m__1,-1.7063041116000002,-0.1580124813,-0.1117739038,0.20197490540000002,-0.45624476700000005
biocide__phe_30m__2,0.8291001324,0.24550537120000002,-0.1646955246,0.17172482890000001,-0.5933036582
biocide__phe_30m__3,-1.0613715837,0.1585772575,0.0041898832,0.2927978321,-0.8090694704
biocide__pvp-i_30m__1,2.1409943906,0.1222285308,-0.1475213274,0.2198247872,-0.1909723481
biocide__pvp-i_30m__2,1.5316773173,0.1706587622,-0.0461960788,0.0283784921,0.0100359507
biocide__pvp-i_30m__3,1.8492966996,0.14607321010000002,-0.1357317975,0.1787224295,-0.0969271829
biocide__ctrl_12h__1,0.9238818855,-0.1131184093,-0.0384346691,0.35757155150000003,-0.1910374588
biocide__ctrl_12h__2,0.8398743949,-0.11002158670000001,-0.0836237133,0.32179454960000003,0.0061402085
biocide__ctrl_12h__3,2.448155109,0.027469314800000002,-0.14895981390000002,0.2417419562,0.1027321977
biocide__ctrl_30m__1,0.27328926070000004,0.2124232724,0.1083739444,0.014165511200000001,0.2102644573
biocide__ctrl_30m__2,-0.39310110460000003,-0.23234797980000002,-0.16637535520000002,0.052952773200000004,-0.1413494031
biocide__ctrl_30m__3,0.1198118439,0.0199247073,0.0580014107,-0.0671182844,-0.0689150543
clpP__wt__1,0.1605530746,0.37058495410000003,0.5235537855,-0.0865634136,0.13510539
clpP__wt_DPTA__1,-0.13826336520000002,0.7557108813000001,0.5940149342000001,1.4925420012,1.8539974413
clpP__wt__2,-0.8448107843,-0.6382581145,-0.5963969086,0.0187624909,0.031061001300000002
clpP__wt_DPTA__2,0.0061014227,0.48579385890000004,1.5315420727,1.3185055078,1.528258482
clpP__wt__3,0.6842577097,0.2676731604,0.07284312300000001,0.0678009227,-0.1661663914
clpP__wt_DPTA__3,0.40217661,0.2545653777,1.0512163215,1.2534834047,1.9346543559
clpP__delclpP__1,-1.7443813674,-0.5065241951,0.9612444357000001,0.0170366385,-0.0102145581
clpP__delclpP_DPTA__1,-4.0428215601,1.6224577641,-0.2529901683,1.3079558571,1.8136809228000002
clpP__delclpP__2,-1.8296281666,-0.0017119372,0.2661731046,-0.0336556815,-0.3489089918
clpP__delclpP_DPTA__2,-4.1020453599,1.33577921,0.1405284422,1.0205551288,1.5371884658
clpP__delclpP__3,-0.675306303,-0.0667573988,0.0737965678,0.0949490676,-0.431786159
clpP__delclpP_DPTA__3,-3.6925394502,0.629427358,0.5467444182,1.441513244,1.6723156711
colombos2__delydcR__1,0.2706639451,0.11496700160000001,0.07672885060000001,-0.1323695671,0.1128068291
colombos2__delydcR__2,0.7660225673000001,-0.38591283930000003,0.15762054,-0.2324718932,0.5645468053
colombos2__delydcR__3,-0.3326921303,-0.10842606440000001,0.1968156989,-0.10928785190000001,0.30637019600000004
colombos2__delyjiR__1,-2.0155848304,-0.410738953,0.3653584387,-0.32368347410000003,-0.282842088
colombos2__delyjiR__2,-0.6454649447,0.0659656628,0.0025449096,-0.11529488510000001,-0.45240133120000003
colombos2__delyjiR__3,-1.0231790625,-0.1732241868,0.2616610339,-0.22967213860000002,0.18126291390000002
colombos2__wt__1,-1.4780499286,0.1545441763,0.3675580596,0.2338020884,-0.316106388
colombos2__wt__2,0.36190148180000004,-0.20749629730000002,-0.08158164500000001,-0.3037351931,0.2183504124
colombos2__wt__3,1.1161484467,0.052952121000000005,-0.2859764145,0.0699331047,0.0977559756
crp_k100__ar1_ar2__1,1.8145096379,-1.6740495984,0.8560035679,1.1604539591,-0.1904711938
crp_k100__ar1_ar2__2,3.4339464731,-2.2117276936,0.936766191,0.4299474667,-0.0186148451
crp_k100__ar1_ar2__3,4.9352985235,-1.4114239828000001,0.5093518037,0.3209733046,-0.04064927
crp_k100__wt__1,-0.3390419472,0.027707851500000002,-0.32268751560000003,0.3724001926,0.1188488476
crp_k100__wt__2,-0.0478342685,0.0477527811,0.1132485104,-0.1817715842,-0.2075632041
crp_k100__wt__3,0.3868762157,-0.07546063260000001,0.2094390052,-0.1906286084,0.08871435650000001
crp_k100__K100Q__1,0.0314656212,-0.6121694824,0.5215928904,-0.37520259570000003,0.2522708957
crp_k100__K100Q__2,2.1051967046,-0.39786429,0.0651108052,0.0849805542,0.6619952039
crp_k100__K100R__1,-1.5365572993,-0.0539548706,0.017571748300000002,0.2663450693,-0.1313890393
crp_k100__K100R__2,2.5297917837,0.053680561200000004,0.0867883274,-0.4927120686,0.1002740055
crp_k100__K100R__3,0.9468369597,-0.3773414989,0.054177528700000005,-0.0509766252,-0.3203530619
csrA__wt_t00__1,-0.2981232203,-0.0895626606,-0.3672886602,-0.0513239485,-0.26807465350000004
csrA__wt_t02_30__1,1.292804624,0.3487389642,-1.3680836477,-2.3506769454,-2.5557874595
csrA__wt_t05__1,2.4384519677,0.2321432995,-2.2265248656,-5.1327364186,-3.1413136121
csrA__wt_t10__1,-0.0502752464,-1.0112436195,-3.672757041,-5.1188929344,-1.450277783
csrA__wt_t15__1,-1.3711675918,-1.4839200835000002,-2.7082063154,-4.3981483095,-0.22613352320000002
csrA__delcsrA_t00__1,2.8894450118,-1.4585719046,0.3109882198,-0.1353633723,0.5178852133
csrA__delcsrA_t02_30__1,4.3219469107,-0.8246759463000001,-1.9981593415,-3.5406721412,-2.6861223082
csrA__delcsrA_t05__1,4.3640363786,-1.0009106321,-3.054960168,-5.2387007732,-2.3568882222
csrA__delcsrA_t10__1,0.052018801100000005,-1.4636528401,-3.4137750134,-4.5451895689,-1.448351436
csrA__delcsrA_t15__1,-2.5387780558,-1.8037035139,-3.5993209221,-4.1218901623,-0.3160745324
csrA__wt_t00__2,0.2981232203,0.0895626606,0.3672886602,0.0513239485,0.26807465350000004
csrA__wt_t02_30__2,2.4526798249,0.3969097458,-1.361928397,-2.7297899689,-1.754388578
csrA__wt_t05__2,3.1224438103,0.3553174476,-2.3255427867,-5.6583522764000005,-2.526236977
csrA__wt_t10__2,0.3019012957,-0.7797640436000001,-2.6865874173,-5.0748165103,-1.2798061961
csrA__wt_t15__2,-1.8112222503000002,-1.4108404434000001,-3.0904058876,-3.9025083213,-0.4391428456
csrA__delcsrA_t00__2,3.0606842197,-1.1423875491,-0.15973642500000002,-0.0606556909,-0.013765154600000001
csrA__delcsrA_t02_30__2,4.3538530515,-1.0734540341,-2.0674226706,-3.6474522219,-2.7203332977
csrA__delcsrA_t05__2,3.9483427946000003,-0.8730387049,-2.4191515552,-5.2328087462,-2.7104350822
csrA__delcsrA_t10__2,-0.33072268520000003,-1.4050589433,-3.3719159562,-4.6032559245,-1.5716034747
csrA__delcsrA_t15__2,-2.3958749483,-1.5945558368000001,-2.1733450219,-3.272672501,-0.2642367521
cstr_pfr__str_0005m__1,-0.3463834696,0.0818940791,0.0888773285,0.2888071605,0.12151119590000001
cstr_pfr__str_0010m__1,-0.41898058380000003,-0.10969770920000001,-0.241159164,0.1720216361,-0.014537552200000001
cstr_pfr__str_0025m__1,-1.3308402159,-0.0701449861,0.057287194900000005,0.2293302324,0.0164493597
cstr_pfr__str_0045m__1,-1.3048660876,-0.08844222730000001,0.028806256800000003,0.21523521,-0.0466040749
cstr_pfr__str_0075m__1,-1.4823997366000001,-0.0534894,0.1057950896,0.11560876120000001,-0.17156278500000002
cstr_pfr__str_0120m__1,-0.9700952818,0.0177532839,0.057383041600000004,0.1209232236,-0.2635518879
cstr_pfr__str_0210m__1,-1.2753772299000001,0.0618900594,0.1446825911,0.19522726210000002,-0.200340062
cstr_pfr__str_0330m__1,-1.2926780689,0.0673739981,0.1958008319,0.1179972345,-0.0834976595
cstr_pfr__str_1500m__1,-2.0019380713,0.1887434684,0.2843761731,0.1502372341,-0.1088886753
cstr_pfr__str_1560m__1,-0.8913492928000001,0.2976622872,0.0105315713,0.14022645620000002,0.08722302080000001
cstr_pfr__str_1680m__1,-0.8349599836,0.2098550149,0.1062207825,0.11782350750000001,-0.1935844337
cstr_pfr__str_ref1__1,-0.0195735291,0.0083873195,0.023439245600000002,-0.014069373100000001,0.0180954833
cstr_pfr__str_ref2__1,-0.4148232072,0.1717765129,-0.0975291315,-0.0315630531,-0.0668131983
cstr_pfr__str_ref3__1,-0.2820630241,0.0608019792,-0.09334649090000001,-0.0141549879,-0.0402858542
cstr_pfr__pfr_P5_0005m__1,0.3904109115,0.47195576050000004,-0.3729091675,-0.1106713146,0.2182007826
cstr_pfr__pfr_P5_0010m__1,0.0808436586,0.1581276797,-0.5545917914,-0.2344536919,0.1082770217
cstr_pfr__pfr_P5_0025m__1,-0.9471073764000001,0.2747845882,-0.36427108750000003,-0.0826404376,0.1576549247
