,condition,X_avg,X_std,n,rep1_idx,rep1_X
0,Cr__1,-0.002300927865763543,,1.0,0.0,-0.002300927865763543
1,Cr__2,6.416303653922246e-05,,1.0,1.0,6.416303653922246e-05
2,Cr__3,-0.0019563379420568013,,1.0,2.0,-0.0019563379420568013
3,Cr__4,0.0019048416433119538,,1.0,3.0,0.0019048416433119538
4,Cr__5,0.004220265335490321,,1.0,4.0,0.004220265335490321
5,Cr__6,-0.0026622182065628264,,1.0,5.0,-0.0026622182065628264
6,Fe__1,-0.052842410773689966,,1.0,6.0,-0.052842410773689966
7,Fe__2,-0.1114778574100376,,1.0,7.0,-0.1114778574100376
8,Fe__3,-0.14203102123494254,,1.0,8.0,-0.14203102123494254
9,Fe__4,-0.1715877221490587,,1.0,9.0,-0.1715877221490587
10,Fe__5,-0.20450577784880244,,1.0,10.0,-0.20450577784880244
11,Fe__6,-0.22154424503799225,,1.0,11.0,-0.22154424503799225
12,Cd__1,0.004040234295389766,,1.0,12.0,0.004040234295389766
13,Cd__2,0.0157053335883819,,1.0,13.0,0.0157053335883819
14,Cd__3,0.022253607142107168,,1.0,14.0,0.022253607142107168
15,Cd__4,0.02602628892138852,,1.0,15.0,0.02602628892138852
16,Cd__5,0.029279182385674195,,1.0,16.0,0.029279182385674195
17,Cd__6,0.03816375192211988,,1.0,17.0,0.03816375192211988
18,Zn__1,0.01491529532238499,,1.0,18.0,0.01491529532238499
19,Zn__2,0.008873837876685239,,1.0,19.0,0.008873837876685239
20,Zn__3,0.021234694538254745,,1.0,20.0,0.021234694538254745
21,Zn__4,0.02918543873062517,,1.0,21.0,0.02918543873062517
22,Zn__5,0.03605476233587443,,1.0,22.0,0.03605476233587443
23,Zn__6,0.04172076206220826,,1.0,23.0,0.04172076206220826
24,Cu__1,-0.0017668511115602203,,1.0,24.0,-0.0017668511115602203
25,Cu__2,0.007514328886502236,,1.0,25.0,0.007514328886502236
26,Cu__3,0.01654955255557031,,1.0,26.0,0.01654955255557031
27,Cu__4,0.023135232360979058,,1.0,27.0,0.023135232360979058
28,Cu__5,0.02907097205366879,,1.0,28.0,0.02907097205366879
29,Cu__6,0.04093884329121122,,1.0,29.0,0.04093884329121122
30,Pb__1,0.0057805993542577394,,1.0,30.0,0.0057805993542577394
31,Pb__2,0.003126521895683872,,1.0,31.0,0.003126521895683872
32,Pb__3,0.0003740310275631958,,1.0,32.0,0.0003740310275631958
33,Pb__4,0.00022478459662688414,,1.0,33.0,0.00022478459662688414
34,Pb__5,-0.00016670456049265226,,1.0,34.0,-0.00016670456049265226
35,Pb__6,0.0031808628356408304,,1.0,35.0,0.0031808628356408304
