,A,SoxS
SRX4705233,3.9565120039,1.9208949611000001
SRX4705234,1.8447896892000002,1.7421538811000001
SRX4705235,1.6643446575,0.5824367774
SRX4705236,1.7416697784,0.0036705774
SRX4705237,1.2388139823,0.2999342461
SRX4705238,1.3761022414,0.6800792624
SRX2038319,0.3954376106,-0.2223264297
SRX2038320,0.11554483460000001,-0.0071189377
SRX2038321,-0.0478588567,-0.07701272840000001
SRX2038322,-1.1247948219,0.0869198874
SRX2038323,-0.8769051699,-0.6806533698
SRX2038324,-0.5064001597,-0.35396139520000003
SRX2038325,-0.9738518569000001,-0.6667392267000001
SRX2038326,0.024212633100000002,-0.1829639575
SRX2038327,0.1198188028,-0.06232428
SRX2038328,0.2860917125,-0.3000884493
SRX2038329,0.47132560160000003,-0.7365499214
SRX2038330,0.41530391580000003,0.045356924
SRX2038331,0.8659855073,0.2457592557
SRX2038332,0.4119579619,-0.14586396340000002
SRX2038334,-1.7944113770999999,-0.8532738292000001
SRX2038335,-0.8435700260000001,-0.7531932505000001
SRX2038336,-0.6886823133000001,-0.7648728013
SRX2038337,-0.2156247309,-0.3101358843
SRX2038338,0.095709637,0.1867526123
SRX2038339,-0.7598688624000001,2.3289481532
SRX2038340,-1.7348560058,0.6183355909
SRX2038341,-1.7230047935,0.357773491
SRX2038342,0.08088352580000001,0.5382046811
SRX2038343,-0.8592741786,-0.0572542905
SRX2038344,-1.5031461739,-0.4471674561
SRX2038345,-1.2207453739,-0.5539854427
SRX2038346,-0.1218782855,2.8172340047
SRX2038347,-0.22241088620000002,4.5131384873
SRX2038348,0.204431206,3.5667463746
SRX2038349,0.0897258725,0.5128547909
SRX2038350,-0.6572463573,0.42410348670000003
SRX2038351,-1.3308777852,-0.108645684
SRX2038352,-1.618508864,0.17577522710000001
SRX2038353,-1.8246523019,-0.7505658820000001
SRX2038354,-2.1351997898,-0.3425199927
SRX2038355,-2.0014528062,-0.4556223797
SRX2038356,-2.3179738141,-0.6400462182000001
SRX2038357,-0.4911472476,0.0355738174
SRX2038358,-0.8237991294,0.5824123451000001
SRX2038359,-1.7921972204,0.6559070632
SRX2038360,-2.0335460324,0.2344070977
SRX2038361,-0.7168116749,-0.1172803942
SRX2038362,-0.5945185002,0.08127685650000001
SRX2038363,-1.1067358119,0.3046698561
SRX2038364,-1.3139042278,-0.2163361714
SRX2038365,-0.2151415726,2.7434756226
SRX2038366,-0.168902943,4.393790183
SRX2038367,-0.3273602104,2.8375640516000002
SRX2038368,-0.3701564007,0.3290416758
SRX2038369,-1.7673469518,-0.3252164755
SRX2038370,-1.7757607615,-0.9689201371
SRX2038371,-1.5088179946,-0.6468867151000001
SRX2038372,-1.9794754788,-0.7571344069
SRX2038373,-2.6860035477,-0.7880518144
SRX2038374,-2.3396194413,-0.5311689970000001
SRX2038375,-1.8180520171999999,-0.0786313003
ERX530520,0.0284180901,0.0274499799
ERX530521,-0.2461931403,-0.028457880100000003
ERX530522,-0.5892958551,-0.10729446720000001
ERX530523,-0.42368297330000004,0.5318922715000001
ERX530524,-0.0284180901,-0.0274499799
ERX530525,-0.2791895071,-0.1256386401
ERX530526,-0.5832749164000001,-0.2178036404
ERX530527,-0.3306695283,-0.5366816416
ERX3212443,0.845371971,0.16719091290000002
ERX3212444,0.7849721802,-0.1729357963
ERX3212445,1.1003576578,-0.2081320112
ERX3212446,0.3574793972,0.4324103133
ERX3212447,0.17221057,0.5378152136000001
ERX3212448,0.1863457502,0.7727120887000001
ERX3212449,0.12381620530000001,0.109002103
ERX3212450,0.0882527169,0.049806562000000006
ERX3212451,-0.2120689222,-0.15880866500000002
ERX3212452,-1.1230956635,-0.0485789029
ERX3212453,-0.8364175361,0.3745972415
ERX3212454,0.063527818,1.0382092302
SRX7478973,0.1008405973,0.07283209880000001
SRX7478974,-0.0520326911,-0.4454513264
SRX7478975,-0.0488079061,0.3726192276
SRX7478976,-0.42907979770000004,0.3358417336
SRX7478977,-0.0901617769,0.1013125477
SRX7478978,-0.3963885923,0.3392036566
SRX7478979,-0.8947522126,0.44158364650000004
SRX7478980,-1.0506312646,0.5956551901
SRX7478981,-1.2403091375,0.2740625711
SRX7478982,-1.3534741265,0.5259592475
SRX7478983,-1.0111491963,0.6466698901
SRX7478984,-1.3291640431,0.3838550162
ERX1521038,-1.1528229486,-0.5207096843
ERX1521039,-1.3888958039000001,-0.4571458277
ERX1521040,-1.0869259826,-0.13870783750000001
ERX1521041,-2.1541598252,-0.3379056861
ERX1521042,0.22721961140000002,-0.30987139
ERX1521043,-0.5465062216000001,0.6875255569000001
ERX1521044,-0.060334007200000005,-0.44808718740000003
ERX1521045,0.060334007200000005,0.44808718740000003
SRX621182,-1.1439643719,-0.1741845105
SRX621183,-1.2148118575,-0.3694665992
SRX621184,-3.8841518692,-0.3079501395
SRX621185,-4.2485141311,-0.6437105952000001
SRX621188,-4.2232722583,0.7632339032000001
SRX621189,-4.7194254677,0.6067171919000001
SRX621190,0.3678285616,0.5403308130000001
SRX621191,-0.3678285616,-0.5403308130000001
SRX621192,-3.843705553,-1.5623480451
SRX621193,-3.798605653,-1.4340698205
SRX6489436,-0.8915546739,1.3920727178
SRX6489437,-0.5079661808,1.618009977
SRX6489438,-0.20366121350000002,1.9566343063
SRX6489439,0.42258479730000004,-0.5044405596
SRX6489440,0.7888554080000001,-0.40486629960000003
SRX6489441,-1.2114402053,0.9093068592
SRX6489442,0.21305350250000002,-1.2094731877
SRX6489443,1.4819790485,-0.5712637942000001
SRX6489444,-0.5768728984,0.5007027516
SRX6489445,0.7994296708,-0.5869844275
SRX6489446,1.0762547779,-0.6325160238
SRX6489447,-1.126969932,0.5723355410000001
SRX6489448,-0.1567762277,-2.3392058711
SRX6489449,1.5318087957,-1.3395012253
SRX6489450,-0.3176701435,-1.4215191063
SRX6489451,0.6201490045,-0.4265442807
SRX6489452,1.2085130622,-0.3880784927
SRX6489453,-1.3065226465,0.4017086868
SRX6489454,-0.45656273010000004,-1.3595389119
SRX6489455,0.7595798463,-1.0167980736
SRX6489456,-1.0739128884,0.33702334240000004
SRX6489457,6.2640377969,-1.1028008521000001
SRX6489458,8.2401291647,-0.1626392362
SRX6489459,8.2057506871,0.7190664628
SRX6489460,7.4637649727,-0.7812578047000001
SRX6489461,8.3244723575,-0.7483677639
SRX6489462,8.3732841845,0.3218538152
SRX6489463,6.8124001527,-0.5966791353
SRX6489464,7.5377976837,-0.4407331807
SRX6489465,7.8716041902,0.3774787978
SRX6489466,6.6957838175,-1.3255879176
SRX6489467,7.9355919222,-0.24185731300000002
SRX6489468,7.7836985259,0.11625766900000001
SRX6489469,7.5429707348,-0.47535173210000004
SRX6489470,7.6022827908,-1.1880879867
SRX6489471,7.7895144431,-0.1752197811
SRX6452027,0.6489542891,0.4676395251
SRX6452029,0.17479207,-0.053153011300000004
SRX6452030,-0.1000326126,1.2343857514
SRX6452031,-0.8536122718,-0.1495894593
SRX6452044,-1.4429319904,-0.5089120878
SRX6452045,0.002683164,1.4199993736
SRX6452046,-0.04801375,0.5994841691
SRX6452047,-1.0876545734,1.5992011633
SRX6452048,-0.17479207,0.053153011300000004
SRX6452059,-0.8535142981,0.5988115294
SRX1828491,-0.9136370902000001,0.9872582628000001
SRX1828492,-1.2382621875,0.6598525103
SRX1828493,-0.2220790638,0.3956232396
SRX1828494,0.7567509582,2.1356735461
SRX1828495,0.40266222220000003,0.9679150929
SRX1828496,0.49380965270000005,1.6673504487000002
SRX1828497,0.13516256440000002,0.9938964670000001
SRX1828498,0.2413400544,0.3346491675
SRX1828499,0.13331833040000002,0.6132374586
SRX1828500,-0.09930236910000001,-0.0637951404
SRX1828501,-0.693720466,1.0189166569
SRX1828502,-0.10512417460000001,0.8276367866000001
SRX1828503,-0.44137401130000004,1.393964103
SRX1828504,-0.3406412439,0.5959356884
SRX1828505,-1.1789090617,0.10980828890000001
SRX1828506,-1.431342436,0.5871314003
SRX1828507,0.0894457857,-0.3341607763
SRX1828508,-0.0894457857,0.3341607763
SRX3796953,-0.14740034670000002,-0.2856115674
SRX3796954,0.14740034670000002,0.2856115674
SRX3796955,0.0504587129,0.39533247520000003
SRX3796956,-0.4528148608,0.7950264589
SRX3796957,5.5262757095,2.9919303971
SRX3796958,5.4168636789,3.1537753629
SRX3796959,0.0803634926,0.3752297975
SRX3796960,0.5231715527,0.1988015182
SRX3796961,-2.151131175,-0.7917411545
SRX3796962,-2.3358990714,-0.5541435323
SRX3796963,2.9022415664,1.9939031630000001
SRX3796964,4.2699567575,2.6035218286
SRX3796965,0.6634976973000001,-0.7960718590000001
SRX3796966,0.8726663616,-0.8516559152000001
SRX3796967,-0.4070526715,-1.0252602705
SRX3796968,-1.1767975324,-1.9894036395999999
SRX3796969,0.3184824395,0.1812814357
SRX3796970,0.0646123464,1.1680409719
SRX3796971,-0.4638976456,0.30539174410000003
SRX3796972,-0.21211969500000002,0.23406449510000002
SRX3796973,-1.0302877101,-0.9307450806
SRX3796974,-1.0917667114,-1.1529508511
SRX3796975,5.1265115466,2.7081850687999998
SRX3796976,5.0922254381,2.9709519936
SRX3796977,0.9029736165000001,-0.1570733846
SRX3796978,0.5232057367,-0.32418712380000003
SRX3796979,-1.7227557807,-0.6989960859000001
SRX3796980,-1.5958905421,-0.8496584985000001
SRX3796981,4.4225733244,2.019519624
SRX3796982,4.6692649696,2.5764935417
SRX3796983,0.6489756517,-0.6876129223
SRX3796984,0.4434448943,-0.2280946421
SRX3796985,-0.9194929042000001,-1.6141682252
SRX3796986,-1.0343884673,-1.4042940318000001
SRX3796987,-2.0877741482,-0.7971042052
SRX3796988,-1.8610681160000002,-0.4663434132
SRX2568270,0.6311451352,0.1269732821
SRX2568271,1.5937376451,0.7652518689000001
SRX2568272,1.4359378494000001,0.4132569231
SRX2568273,2.7307031836,-0.06938867430000001
SRX2568274,2.0797392388000002,0.0207574367
SRX2568275,-0.6311451352,-0.1269732821
SRX2568276,1.9935352823999999,0.1131284817
SRX2568277,2.5509685833,0.8397059425000001
SRX2568278,1.5116538633999999,0.1025384463
SRX2568279,1.6247573974,1.543939721
SRX3421856,0.1951726524,0.0598415351
SRX3421857,-0.1951726524,-0.0598415351
SRX3421858,-0.6355106842,-0.1780939345
SRX3421859,-0.4258616905,-0.0814645266
SRX3421860,1.1128479304,0.8306235172
SRX3421861,0.2748501125,-0.08312319010000001
SRX3421868,-2.6771406043,2.6987707806
SRX3421869,-2.4843808362,2.5877690577
SRX2606337,0.1006063982,-0.7112742422
SRX2606338,0.3958658183,-0.4690695633
SRX2606339,-0.5549177058,-0.3062996659
SRX2606340,-0.1776154124,0.4972061089
SRX2606341,4.2003039323,2.5217120275
SRX2606342,4.685741819,4.9671294487
SRX2606343,4.0310251931,3.8989610402
SRX2606344,3.2083759228,2.482705052
SRX2606345,2.6172237851,2.1702660604
SRX2606346,0.0719575119,-0.0866088612
SRX2606347,0.28301029250000004,0.9264597440000001
SRX2606348,0.0993956002,0.1396308499
SRX2606349,-0.31050660750000003,0.5173155498
SRX2606350,-0.35053009630000004,1.0465716358
SRX2606351,4.0418095409,2.9033618849
SRX2606352,3.8860067837,4.5311282397
SRX2606353,3.0326156503,1.8812967645
SRX2606354,3.208911225,2.816327554
SRX2606355,2.8507454351,2.3659523906
SRX2606356,-0.1145939443,1.3212091278
SRX2606357,-0.38361669070000004,-0.2151855018
SRX2606358,-0.3441940043,-0.48612447680000004
SRX2606359,-0.1175596986,0.2515551661
SRX2606360,-0.7815579452,0.49905599570000003
SRX2606361,3.0696087828,0.6955820299000001
SRX2606362,4.0182899816,4.7209249419
SRX2606363,4.2349638715,3.0717118693
SRX2606364,3.1319627545,2.6188637831
SRX2606365,2.3725345757,2.354261827
SRX2606366,-0.2135958752,0.5653505722000001
SRX3648427,0.8004317955,0.1587827276
SRX3648428,1.1759227419,0.11630861240000001
SRX3648429,0.6058006968,0.2786489361
SRX3648430,1.40917172,0.6647571087
SRX3648431,1.3156019417,0.4787163707
SRX3648432,1.0403172551,0.1566518289
SRX3648433,-0.08918736570000001,0.1047227391
SRX3648434,0.5734062971,0.22849252720000002
SRX3648435,-0.5292225795000001,-0.068893756
SRX3648436,-2.2482589712,-1.3676459739
SRX3648437,-1.7358569489,-1.1104039135
SRX3648438,-2.9933270256,-1.6212060617000001
SRX3648439,0.49508228270000004,0.0383427378
SRX3648440,0.46007330150000003,0.3103734736
SRX3648441,-0.4957003197,-0.5388124093000001
SRX3648442,-1.6453546783,0.1283179293
SRX3648443,-0.8809677164,0.08453749740000001
SRX3648444,-1.4458853325,-0.39346579400000004
SRX3648445,1.0281217777,0.2619054371
SRX3648446,2.855082338,1.2793752569
SRX3648447,1.0272381521,0.6778162271
SRX3648448,0.18216557220000001,0.2676980982
SRX3648449,0.0515177161,-0.0062407065
SRX3648450,0.37894535560000003,0.3026621155
SRX3648451,0.5246237561,0.1623387184
SRX3648452,-0.7273845357000001,-0.2093541167
SRX3648453,-0.4098678642,-0.5171041087
SRX3648454,-2.0676533228,-1.2746363639
SRX3648455,-2.3063403098,-1.1017898238
SRX3648456,-2.457279914,-1.1452760908
SRX3648457,0.9254772718000001,0.5948023686
SRX3648458,1.2320372919,1.102124615
SRX3648459,0.0028763946,0.1297291436
SRX3648460,0.9186088506000001,0.8024139069
SRX3648461,1.2074473087,0.7030925675
SRX3648462,0.8327894127000001,0.2799607502
SRX3648463,-0.1959401653,-0.0817706395
SRX3648464,0.3847148993,-0.2822011122
SRX3648465,-0.4816320327,-0.040212864
SRX3648466,-0.1757229217,-0.023404709000000003
SRX3648467,0.8108623603,0.1007083408
SRX3648468,-0.45114307670000003,-0.49006511760000004
SRX3648469,20.6449828059,6.1549006347
SRX3648470,16.7533803526,5.5680018903
SRX3648471,17.5885596308,5.8161183612
SRX3648472,3.7790192533,2.9865915602
SRX3648473,4.640600365,3.4804924288
SRX3648475,0.9081410231,0.5846120885
SRX3648476,0.6247276588,0.1187319161
SRX3648477,0.5171998492000001,0.29102603200000005
SRX3648478,2.6354379025,1.6922930499
SRX3648479,4.7126574639,2.4369903968
SRX3648480,3.1953721576,1.5232050912
SRX3648481,0.3952117061,0.1548686092
SRX3648482,-0.10191011030000001,0.1825237576
SRX3648483,-1.2828260073,-0.6125719957
SRX1429221,0.5842828702,-0.0686216307
SRX1429222,0.4493921999,0.1599215538
SRX1429223,-1.0336750701,-0.0912999231
SRX1429224,1.1234289905,-0.3251909129
SRX1429225,1.436839742,-0.0791157088
SRX1429226,1.3046264101,-0.3324502442
SRX1429227,0.9614748459,-1.5703981132
SRX1429228,0.693682459,-1.3098538365
SRX1429229,1.6556290712,-1.2868603451
SRX1429230,0.8169861891,-2.1401733437
SRX1429231,-0.4667663667,-1.9401038599
SRX1429232,0.2305115187,-2.0849305308
SRX1429233,-1.1001790868,-2.0719089869
SRX1429234,-0.6307996257,-1.7094557138000002
SRX1429235,-0.5860755763000001,-1.9209309211
SRX1429236,-1.445754543,-1.5547771161
SRX1429237,-1.9620462492000001,-1.7334735882999999
SRX1429238,-1.8326772655,-2.0991985188
SRX1429239,0.8627174791000001,-2.057874888
SRX1429240,-2.3510567403,-2.2158884997
SRX1429241,-0.3649228366,-2.1766278468
SRX1429242,-1.1822440766,-1.1146872834
SRX1429243,-2.0958549878,-1.5220653954999999
SRX1429244,-0.5211148593,-1.4114617582
ERX2339161,-0.2549923112,0.6803122297
ERX2339162,0.2549923112,-0.6803122297
ERX2339163,-0.2835521225,-1.8862068028999999
ERX2339164,-0.0018448892,-1.2678819422
ERX2339165,1.7084253607000002,5.9721745773
ERX2339166,0.6127946331,3.4043757686
ERX2339167,0.2519599748,2.5729922663
ERX2339168,-0.3276882054,-0.43223372250000003
ERX2339169,0.38391267640000004,-0.5013366217
ERX2339170,-0.6763269559,-2.6335721918
ERX2339171,-0.27746948050000003,-1.8824578021
SRX7656012,-0.7299797062000001,-0.0028007259000000003
SRX7656013,0.2417892081,-0.11793855560000001
SRX7656014,0.4284440263,-0.0358947044
SRX7656015,1.0468236265,-0.3709441828
SRX7656016,1.3386871374,-0.036655063
SRX7656017,0.5178161773000001,-1.3078494904
SRX7656018,0.6572857369,0.07482375470000001
SRX7656019,1.1512151438,-0.1278755574
SRX7656020,0.905451646,-0.8191741882
SRX7656021,0.819841189,0.3509361192
SRX7656022,0.9612196944,-0.0769065333
SRX7656023,0.47309873950000003,-0.6277773924000001
SRX7656024,1.9549115357,0.29443766800000004
SRX7656025,1.0899465445,-0.4108670182
SRX7656026,0.8221519497,-0.14509856440000002
SRX7656027,0.0042674038,0.2828828197
SRX7656028,-0.6167964228,0.48607545970000005
SRX7656029,0.41717656740000003,-0.17237824540000002
SRX7656030,0.7655159989,0.1582626932
SRX7656031,0.2500847302,-0.10806097240000001
SRX7656032,0.30839051100000003,0.14286037540000002
SRX7656033,0.372320229,0.2076494124
SRX7656034,0.5081356073000001,0.5866789
SRX7656035,0.6044259248,0.27394595780000003
SRX7656036,-0.038660440000000004,-0.0252253246
SRX7656037,0.3756391747,-0.12163415030000001
SRX7656038,0.009401275800000001,-0.1946975723
SRX7656039,0.5565279378,0.6268070246
SRX7656040,-0.032101169400000004,-0.48125184070000004
SRX7656041,-0.5244267685,-0.1455551839
SRX7656042,-0.6673303148,1.492642535
SRX7656043,-1.2195306624,1.0548240966
SRX7656044,0.42046138200000005,1.547700899
SRX7656045,-0.8678290365,0.9867635119
SRX7656046,-0.5328194807000001,0.7499195176
SRX7656047,-0.009654596500000001,0.6750185486
SRX7656048,-0.6587308383,1.2116346892
SRX7656049,-0.6019776949,0.9723143389000001
SRX7656050,-0.5404997548,1.5106134622
SRX7656051,0.6324156551,1.4793205082
SRX7656052,-0.0900377229,1.2606143428
SRX7656053,-0.8596146530000001,1.2837953089
SRX7656054,0.4244673289,0.06367303390000001
SRX7656055,-0.1790217069,-0.2076059455
SRX7656056,0.49110026840000004,0.3244347688
SRX7656057,0.8977078572,0.018876551300000002
SRX7656058,0.48948301110000003,-0.3446445857
SRX7656059,0.6164495464,-0.0394411267
SRX7656060,0.5803192488000001,-0.2734608919
SRX7656061,0.4587806787,-1.7068976655
SRX7656062,0.2931005604,-1.4709174382
SRX7656063,0.2664827142,-0.9836190063
SRX7656064,0.9366323945,-0.230074714
SRX7656065,0.534361482,-0.9150482038000001
SRX7656066,0.7717701182000001,-0.3214594347
SRX7656067,0.2366531888,-0.2490081754
SRX7656068,1.3236768722,-0.12062937600000001
SRX7656069,1.068566315,0.2127069752
SRX7656070,0.5231111534,0.38850704620000004
SRX7656071,-0.2514596177,0.4056641731
SRX7656072,1.2426077151000001,0.0702179998
SRX7656073,0.9216158625,0.1466353866
SRX7656074,-0.3630522285,0.3439192324
SRX7656075,0.1594105798,-0.3255726949
SRX7656076,-0.8501657843,0.8908315872
SRX7656077,-0.2817009143,0.7397274673
SRX7656078,0.3989902839,0.8264163843000001
SRX7656079,0.44852369410000004,1.2140798894
SRX7656080,-0.22367833280000002,1.0081009405
SRX7656081,0.4286988628,0.7108407686
SRX7656082,-1.0920212483,0.8427817956
SRX7656083,-0.12969212060000002,1.1080135196
SRX7656084,0.051413964400000005,1.1033459687
SRX7656085,0.0420787854,1.2505885404
SRX7656086,-1.5321407189,1.0149761906
SRX7656087,1.3943245549,1.363110344
SRX7656088,0.47334160670000003,1.4121510269
SRX7656089,0.8283900475,1.2305802521
SRX7656090,0.2874157304,0.0561498525
SRX7656091,0.17609539600000002,0.4278285624
SRX7656092,0.0093650589,-0.1072224996
SRX7656093,0.3643873167,-0.0800048195
SRX7656094,-0.2301627879,0.0042141364
SRX7656095,0.1589403979,-0.1327951953
SRX7656096,0.41302346640000004,-0.2706704983
SRX7656097,-0.2340267554,-0.6381680928
SRX7656098,0.2912050758,0.44793550390000003
SRX7656099,1.0831142814999999,0.5336266456000001
SRX7656100,1.4112326336,0.0079824334
SRX7656101,0.9419761113,0.5979730631
SRX7656102,-0.3236240663,0.024031013
SRX7656103,0.15169784660000002,0.2716897189
SRX7656104,-0.2355761488,-0.7282007816
SRX7656105,1.1134906541,0.9841226041000001
SRX7656106,0.5406058531,-0.3175149478
SRX7656107,0.7720376487,-0.35104557880000004
SRX7656108,1.7907583517,0.6751786123
SRX7656109,2.3758472434,1.2586557527
SRX7656110,0.5970079115,-0.8354704420000001
SRX7656111,2.2506550105,0.046321793
SRX7656112,3.0649985095,0.5260427307000001
SRX7656113,1.5881792433,-0.2039967289
SRX7656114,1.5147777088,-0.6843538674
SRX7656115,1.936321406,0.39273138150000003
SRX7656116,1.4523371521000001,-0.3630974927
SRX7656117,0.9786879929000001,-0.0179253262
SRX7656118,1.1352355524,-0.6824019279
SRX7656119,1.2239633504,-1.1360763312
SRX7656120,0.6381107530000001,-0.8745659639000001
SRX7656121,0.7388362916,0.1636027472
SRX7656122,0.49857672940000003,-0.16983925390000001
SRX7656123,-0.3003853831,0.2864133265
SRX7656124,0.3987317641,-0.2325315195
SRX7656125,0.4727862293,0.3187559128
SRX7656126,1.0770241718,0.2467883766
SRX7656127,0.26105640890000004,0.6808087614
SRX7656128,0.2177628168,-0.1482421082
SRX7656129,0.1910832972,0.1872561885
SRX7656130,0.655020932,0.7538558815
SRX7656131,1.1681766671,-0.2194092466
SRX7656132,0.234439413,0.2029175772
SRX7656133,0.16188039170000001,0.6236412165
SRX7656134,-0.1960715835,-0.1722597825
SRX7656135,-0.8739206867,-0.4978581998
SRX7656136,-0.4605074598,-0.09915621100000001
SRX7656137,-0.1913160972,-0.10192996260000001
SRX7656138,-1.048484823,-0.6283300836
SRX7656139,-0.3466538536,-0.5703433586000001
SRX7656140,-0.0689355762,-1.2717397954
SRX7656141,-0.21685206680000002,0.18279047950000002
SRX7656142,-0.2915756135,-0.2505597747
SRX7656143,0.1363052573,0.0624804797
SRX7656144,0.9429143809,-0.5946799136
SRX7656145,0.45411646790000004,-1.2090867447
SRX7656146,1.0488391049,0.1340497098
SRX5388319,0.3092647792,0.1380123029
SRX5388320,-0.0516611983,0.0160467324
SRX5388321,-0.2576035809,-0.1540590353
SRX5388322,0.7323153559000001,0.3651470913
SRX5388323,0.7025310161,0.20011128020000002
SRX5388324,0.1597640101,0.1177537126
SRX5388325,0.5539387725,0.2594625554
SRX5388326,0.5461542505,0.1494802997
SRX5388327,0.0466423866,0.2972488412
SRX8708326,-0.7303604693,5.6069374698
SRX8708328,-0.9284422404,0.6533224888
SRX8708335,0.3884759741,-0.0225819288
SRX8708336,0.2740402544,-0.2763919244
SRX8708337,0.26592601190000004,-0.3543486356
SRX8708338,0.149965805,0.5655426157
SRX8708339,0.16525594200000002,0.5087013369
SRX8708340,0.3016765816,0.5540735713
SRX8708365,0.8437835113000001,0.48588143850000004
SRX8708366,0.9143506401,0.45078960090000003
SRX8708368,0.8846892649,0.2769747345
SRX8708369,0.640189727,-0.1463584509
SRX8708370,0.46514777820000003,-0.0600163908
SRX8708371,0.7516154336,-0.14746943710000002
SRX4166001,-0.7180332909,0.0508259256
SRX4166002,-0.0070163759,-0.7708554446
SRX4166003,0.7250496668,0.720029519
SRX4166004,0.1497827692,-0.4771083695
SRX4166005,-0.1580263981,-0.6455844135000001
SRX4166006,1.0407228534,-0.283462787
SRX4166007,1.5761482021000002,1.7938148577000002
SRX4166008,0.5093805122,0.2754135676
SRX4166009,-0.1823070014,0.0222793444
SRX4166010,0.368086925,0.8239181357
SRX4166011,-0.8545844339,0.1631959034
SRX4166012,-0.2344325189,1.1639152491
SRX5000481,0.7431467182,-0.0435327078
SRX5000482,0.5790342274,0.4597974514
SRX5000483,3.3507082678,1.0796571046
SRX5000484,1.8106282755,0.6281471194
SRX5000485,3.2278693104,0.9413647058
SRX5000486,3.6581087026,1.1733815681
SRX5000487,1.7930570796,0.820344732
SRX5000488,1.5942288756,0.6012616801
SRX5000489,1.7973323156,0.5297261865
SRX5000490,1.8451190560000001,0.7570340950000001
SRX5000491,1.8378364405,0.4540448448
SRX5000492,3.8308226228,1.2578255858
SRX5000493,0.8058570519,0.7081636893000001
SRX5000494,1.089260228,0.8764082553
SRX5000495,3.6714929911,1.4968707838
SRX5000496,3.8050222312,1.7102702492000001
SRX5000497,0.2504547676,0.08013625640000001
SRX5000498,-0.2444239785,-0.0308581942
SRX5000499,0.8866342487000001,1.0377555518
SRX5000500,-0.0060307891,-0.0492780622
SRX5000501,0.9680420944,0.4728625004
SRX5000502,1.2901019751,0.0455873107
SRX5000503,1.2073506696,0.2951682784
SRX5000504,-0.2497178938,0.0564439806
SRX5000505,-0.330466431,0.2033028261
SRX5000506,-0.7858499075000001,-0.0258565673
SRX5000507,2.0139906122,0.6772160355
SRX5000508,0.5363611886,0.1817874163
SRX5000509,-0.2158077115,0.148666597
SRX5000510,-0.26541960130000003,-0.33178901780000003
SRX5000511,-0.07413605300000001,-0.2144783418
SRX5000512,1.2891992834,0.1897714373
SRX5000513,1.8400067284000001,0.4595993403
SRX5000514,1.1291492074,0.018574031600000002
SRX5000515,1.3683642055,0.5102868260000001
SRX5000516,1.0379847629,0.5559191487
SRX4124772,4.4201943806,2.930823057
SRX4124773,4.4319278499,2.6116283114
SRX4124774,0.0656110768,0.0148774404
SRX4124775,-0.0656110768,-0.0148774404
SRX5323946,-0.1518047607,-0.0909881516
SRX5323947,0.1518047607,0.0909881516
SRX5323948,0.4228811893,2.4749974084
SRX5323949,1.3532791766,3.4943282251
SRX5323950,-0.0670250565,0.3444774064
SRX5323951,0.19223498790000002,1.3309891980000002
SRX5323952,-0.6887698255,-0.28193701260000004
SRX5323953,-0.6565036339,-0.4034503715
SRX5323954,-0.7124307056,-0.3239048398
SRX5323955,-0.6606046207,-0.21476133300000003
DRX093856,0.5513211635,0.8748009254
DRX093857,2.6022768605,0.0256807345
DRX093858,2.3513912825,-0.2602275176
DRX093859,2.0788519095,-0.044548751000000004
DRX093860,0.9256156546000001,0.0102171194
DRX093861,-0.2490817011,-0.14510202490000002
DRX093862,2.2334136162,-0.2486525628
DRX093863,2.2147464402,-0.3631351805
DRX093864,1.6073203876000002,0.0373459583
DRX093865,1.0247363238,-0.2350830831
DRX093866,-0.3022394623,-0.7296989005000001
DRX093867,2.1360236744,-0.49057074250000005
DRX093868,2.2116751688,-0.3165051351
DRX093869,1.8452006251,-0.1274453845
DRX093870,1.4044350702,-0.1042136333
SRX6366242,-1.7026324406,-0.6001043147
SRX6366243,-1.9557044164000001,0.2411051706
SRX6366244,-4.2601509705,-2.1771207039
SRX6366245,-1.8986145393,-0.1509926824
SRX6366246,-1.6986391568,0.022986055000000002
SRX6366247,-4.9127145022,-3.3203715381
SRX6366248,-1.4843168466,-0.38073452100000005
SRX6366249,-1.6049726511,-0.4225692373
SRX6366250,-1.8462288148,0.2801293183
SRX6366251,-1.5702662674,-0.19901136190000002
SRX6366252,0.41215623570000004,0.36545846600000004
SRX6366253,-0.41215623570000004,-0.36545846600000004
SRX254739,2.074039164,-2.0102182628
SRX254740,2.022541533,-1.8040136672
SRX254741,2.044903458,-1.4199937061
SRX254742,1.8025245491000002,-1.8343258725
SRX254743,1.8421566069000002,-1.6863363733
SRX254744,1.9957498634,-1.4004077880999999
SRX254745,3.7392320582,-0.30020415500000003
SRX254746,3.353212814,-1.0860619801
SRX254747,4.1575873338000005,-0.0351097468
SRX254748,9.6504612582,0.1995919581
SRX254749,6.8113028708000005,-0.5178507733000001
SRX254750,6.3875129571,-0.33743544940000003
SRX254751,10.5306033462,0.7837495956
SRX254752,9.6383633157,0.6232787486
SRX254753,9.4428473227,0.30305109550000003
SRX254754,2.6010924517,-1.4474046141999999
SRX254755,2.833970805,-0.6823714771
SRX254756,2.8108011281,-2.8456724677
SRX254757,0.2050232155,-2.0164708728
SRX254758,0.3970968429,-3.2223992763
SRX254759,0.9997725264,-1.3303708173
SRX254760,8.6688116962,0.9582032454
