,b4498_2
control__wt_glc__1,0.0
control__wt_glc__2,0.0
fur__wt_dpd__1,0.0
fur__wt_dpd__2,0.7368923653
fur__wt_fe__1,0.3949959904
fur__wt_fe__2,0.4522054371
fur__delfur_dpd__1,0.7062972509000001
fur__delfur_dpd__2,0.3684120207
fur__delfur_fe2__1,0.0
fur__delfur_fe2__2,0.7424188837
acid__wt_ph5__1,0.0
acid__wt_ph5__2,0.0
acid__delgadx_ph5__1,0.0
acid__delgadx_ph5__2,0.495542776
acid__delgadw_ph5__1,0.0
acid__delgadw_ph5__2,0.8778129095
acid__delgade_ph5__1,0.4000566562
acid__delgade_ph5__2,0.0
oxidative__wt_pq__1,0.0
oxidative__wt_pq__2,0.0
oxidative__deloxyr_pq__1,0.0
oxidative__deloxyr_pq__2,0.0
oxidative__delsoxr_pq__1,0.0
oxidative__delsoxr_pq__2,0.0
oxidative__delsoxs_pq__1,0.0
oxidative__delsoxs_pq__2,0.7300426221
nac_ntrc__wt_csn__1,0.0
nac_ntrc__wt_csn__2,0.6757771850000001
nac_ntrc__wt_cytd__1,0.0
nac_ntrc__wt_cytd__2,0.9271289564
nac_ntrc__wt_gln__1,0.8971581172
nac_ntrc__wt_gln__2,0.6543587128
nac_ntrc__bw_delnac_csn__1,0.0
nac_ntrc__bw_delnac_csn__2,0.48599301450000004
nac_ntrc__bw_delnac_cytd__1,0.0
nac_ntrc__bw_delnac_cytd__2,0.0
nac_ntrc__bw_delnac_gln__1,0.0
nac_ntrc__bw_delnac_gln__2,0.0
nac_ntrc__bw_delnac_nh4__1,0.0
nac_ntrc__bw_delnac_nh4__2,0.9180783642
misc__wt_no_te__1,0.5463296651
misc__wt_no_te__2,0.0
misc__bw_delcbl__1,0.0
misc__bw_delcbl__2,0.46621150910000003
misc__bw_delfabr__1,0.0
misc__bw_delfabr__2,0.627640437
misc__bw_delfadr__1,0.7640691983
misc__bw_delfadr__2,0.0
misc__nitr_031__1,0.0
omics__wt_glu__1,0.0
omics__wt_glu__2,0.0
omics__wt_gly__1,0.0
omics__wt_gly__2,0.0
omics__wt_thr__1,2.4140933325000002
omics__wt_thr__2,2.2664692341
omics__bw_ac__1,1.7420424673000001
omics__bw_ac__2,1.8665164006000001
omics__bw_fum__1,1.3844299083
omics__bw_fum__2,0.8834425161
omics__bw_glc__1,0.5704155096
omics__bw_glc__2,1.6546302632
omics__bw_pyr__1,1.0778098116
omics__bw_pyr__2,1.8329433344
ompr__wt_nacl__1,0.6125512178
ompr__wt_nacl__2,0.0
ompr__bw_delompr_nacl__1,0.0
ompr__bw_delompr_nacl__2,0.0
minspan__wt_ade__1,1.930117203
minspan__wt_glc__1,0.0
minspan__wt_glc__2,1.7752605333
minspan__wt_glc__3,1.014919188
minspan__wt_glc__4,1.073893391
minspan__wt_glc_anaero__1,1.5530464432
minspan__wt_glc_anaero__2,1.9948223035
minspan__wt_trp__1,2.0563339701
minspan__bw_delcra_glc__1,1.7759897231
minspan__bw_delcra_glc__2,2.3082740247
minspan__bw_delcra_trp__1,2.2042390974
minspan__bw_delmntr__1,1.9764833895
minspan__bw_delnac_ade__1,1.0715289683
minspan__bw_delnac_glc__1,2.4247640514
cra_crp__wt_ac__1,1.1431599116
cra_crp__wt_ac__2,0.0
cra_crp__wt_fru__1,0.0
cra_crp__wt_fru__2,0.0
cra_crp__delcra_ac__1,1.0172352571
cra_crp__delcra_ac__2,1.0517068808
cra_crp__delcra_fru__1,0.5895303759
cra_crp__delcra_fru__2,0.5235510286
cra_crp__delcra_glc__1,0.0
cra_crp__delcra_glc__2,0.45446298
rpoB__wt_031__1,0.6510381016
rpoB__wt_044__1,0.0
rpoB__wt_lb__1,0.0
rpoB__wt_lb__2,0.0
rpoB__rpoBE546V_031__1,1.6405876954
rpoB__rpoBE546V_044__1,0.0
rpoB__rpoBE546V_lb__1,0.0
rpoB__rpoBE546V_lb__2,0.0
rpoB__rpoBE546V_glc__1,1.6258962879
rpoB__rpoBE672K_glc__1,0.0
rpoB__rpoBE672K_glc__2,0.0
rpoB__rpoBE672K_lb__1,0.0
rpoB__rpoBE672K_lb__2,0.0
crp__wt_fru__1,0.0
crp__wt_glyc__1,0.0
crp__wt_glyc__2,0.0
crp__delar1_glyc__1,0.0
crp__delar1_glyc__2,0.7343728687000001
crp__delar1ar2_glyc__1,0.0
crp__delar1ar2_glyc__2,0.0
