,-0.12234426333360171,-0.1070512304169015,-0.09175819750020128,-0.07646516458350107,-0.061172131666800855,-0.04587909875010064,-0.030586065833400428,-0.015293032916700214,0.0,0.0152930329167002,0.030586065833400428,0.045879098750100655,0.061172131666800855,0.07646516458350106,0.09175819750020128,0.10705123041690151,0.12234426333360171,0.1376372962503019,0.1529303291670021,0.16822336208370237
thresh,-0.1299907797919518,0.1299907797919518,1,,,,,,,,,,,,,,,,,
unreg,0,0,1,2,8,24,130,912,2445,815,118,31,20,2,0,1,1,4,1,0
unreg_genes,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['PN96_RS12700' 'PN96_RS12710' 'PN96_RS12715' 'PN96_RS12705'],['PN96_RS12695'],[]
