locus,gene_weight,gene_name,gene_product,cog,operon,regulator,link
PN96_RS12695,0.1458979229693948,PN96_RS12695,TonB-dependent receptor,Coenzyme transport and metabolism,Op2759,,
PN96_RS12705,0.1451177845276386,PN96_RS12705,MotA/TolQ/ExbB proton channel family protein,"Intracellular trafficking, secretion, and vesicular transport",Op2760,,
PN96_RS12715,0.1442532182979147,PN96_RS12715,biopolymer transporter ExbD,"Intracellular trafficking, secretion, and vesicular transport",Op2760,,
PN96_RS12710,0.1440940808159389,PN96_RS12710,MotA/TolQ/ExbB proton channel family protein,"Intracellular trafficking, secretion, and vesicular transport",Op2760,,
PN96_RS12700,0.1358766135081702,PN96_RS12700,DUF3450 domain-containing protein,"Cell cycle control, cell division, chromosome partitioning",Op2760,,
