,new_2464042_2464118_c
LBexp_1,11.1657
LBexp_2,11.5903
LBexp_3,10.8334
LBtran_1,10.071
LBtran_2,10.319
LBtran_3,10.6183
LBstat_1,10.8484
LBstat_2,10.1176
LBstat_3,9.6091
LBGexp_1,8.7866
LBGexp_2,11.2086
LBGexp_3,10.882200000000001
LBGtran_2,10.6952
LBGtran_3,11.8262
LBGstat_1,9.7442
LBGstat_2,9.3128
LBGstat_3,9.0807
S0_1,10.2838
S0_2,10.3175
S0_3,10.8015
S1_1,12.25
S1_2,12.3201
S1_3,13.1069
S2_1,12.2716
S2_2,12.1394
S2_3,11.7024
S3_1,11.9115
S3_2,12.8693
S4_1,12.247
S4_2,11.5674
S4_3,11.7576
S5_1,12.0126
S5_2,12.1498
S5_3,12.4751
S6_1,12.2942
S6_2,11.2988
S6_3,12.4446
S6/t_1,11.9837
S6/t_2,9.8449
S6_4,11.043
S6_5,11.9374
S6_6,11.7876
S7_4,11.6486
S7_5,11.239
S7_6,11.2958
S8_4,10.7147
S8_5,10.5067
G135_1,9.0636
G135_3,8.0955
G150_1,9.475
G150_2,9.7246
G150_3,10.0287
G180_1,9.4949
G180_2,9.8763
G180_3,8.0542
C30_1,10.8555
C30_2,10.9606
C90_1,11.8492
C90_2,12.1713
BI_1,11.3692
BI_2,11.4532
BC_2,11.3937
BC/t_1,10.3131
BC/t_2,11.2893
BC_1,9.9777
Sw_1,9.2036
Sw_2,9.489
BT_1,10.9458
BT_2,10.2614
B36_1,10.2405
B36_2,10.6343
B60_1,10.3773
B60_2,11.0068
M9exp_1,13.2327
M9exp_2,12.9256
M9exp_3,12.5894
M9tran_1,12.796
M9tran_2,12.5112
M9tran_3,13.1098
M9stat_1,10.6567
M9stat_2,10.0207
M9stat_3,9.8575
M+G_1,12.0564
M+G_2,12.6241
M+G_3,11.9255
Glu_1,13.2209
Glu_2,12.7886
Glu_3,12.9948
Fru_1,12.5072
Fru_2,13.0261
Fru_3,12.334
Mal_1,11.3871
Mal_2,11.9033
Mal_3,11.561
G+S_2,12.258
G+S_3,12.2271
Pyr_1,12.2483
Pyr_2,12.4188
Pyr_3,12.0874
Gly_1,10.0079
Gly_2,10.752
Gly_3,8.9162
Glucon_1,12.1131
Glucon_2,12.4752
Glucon_3,10.8574
aero_1,12.3669
aero_2,11.6527
aero_3,12.3575
nit_1,11.3523
nit_2,11.8592
nit_3,11.6074
ferm_1,11.2696
ferm_2,11.5414
ferm_3,11.6366
T-5.40H_1,13.0191
T-4.40H_1,13.3897
T-3.40H_1,13.1924
T-2.40H_1,12.8918
T-1.40H_1,12.4777
T-1.10H_1,12.3858
T-0.40H_1,12.8072
T0.0H_1,12.3798
T0.30H_1,11.0131
T1.0H_1,10.9839
T1.30H_1,10.9743
T2.0H_1,11.2144
T2.30H_1,12.1982
T3.0H_1,11.6934
T3.30H_1,11.8941
T4.0H_1,11.7968
T5.0H_1,11.3643
HPh_1,12.5201
HPh_2,11.6215
HPh_3,11.6982
LPh_1,11.755700000000001
LPh_2,12.1768
LPh_3,11.8087
LPhT_1,11.2266
LPhT_2,11.2992
LPhT_3,11.4728
SMMPr_1,12.6251
SMMPr_2,12.365
SMMPr_3,11.3555
HiTm_1,9.8041
HiTm_2,12.4309
HiTm_3,12.647
LoTm_1,12.5606
LoTm_2,12.2229
LoTm_3,12.2197
HiOs_1,12.1942
HiOs_2,11.7034
HiOs_3,12.3121
BMM_1,12.9078
BMM_2,12.7211
BMM_3,11.4632
Heat_1,12.2602
Heat_2,11.3677
Heat_3,11.0666
Cold_1,11.4474
Cold_2,9.744
Cold_3,8.877
Etha_1,9.2431
Etha_2,8.5248
Etha_3,8.8353
SMM_1,12.943200000000001
SMM_2,13.2586
SMM_3,12.979800000000001
Salt_1,11.6104
Salt_2,11.3798
Salt_3,11.3492
Mt0_1,10.6915
Mt0_3,10.773
M0t45_1,10.9814
M0t45_2,10.7113
M0t45_3,10.7212
M0t90_1,9.5365
M0t90_2,11.0265
M0t90_3,10.6796
M40t45_1,10.4742
M40t45_2,10.5436
M40t45_3,11.0317
M40t90_1,10.8073
M40t90_2,11.6269
M40t90_3,11.798
dia0_1,10.8553
dia0_2,10.8811
dia0_3,11.6025
dia5_1,10.4441
dia5_2,10.602
dia5_3,10.8979
dia15_1,9.8313
dia15_2,10.4089
dia15_3,9.5728
Diami_1,10.0364
Diami_2,10.0208
Diami_3,10.1231
Paraq_1,10.1018
Paraq_2,10.5038
Paraq_3,8.2583
H2O2_1,9.5503
H2O2_2,9.8452
H2O2_3,9.6079
Oxctl_1,9.0711
Oxctl_2,9.9367
Oxctl_3,10.2064
GM-0.1_1,12.7533
GM-0.2_1,12.6403
GM+5_1,12.2439
GM+15_1,12.8247
GM+25_1,13.0384
GM+45_1,13.138
GM+60_1,13.0343
GM+90_1,13.2484
GM+120_1,12.1174
GM+150_1,12.4857
GM-0.1_2,12.4794
GM-0.2_2,13.0549
GM+5_2,12.365
GM+10_2,12.0578
GM+15_2,12.8379
GM+25_2,12.6354
GM+45_2,11.719
GM+60_2,11.638
GM+90_2,12.792
GM+150_2,11.6541
GM-0.1_3,12.1639
GM-0.2_3,12.7231
GM+5_3,12.7867
GM+10_3,11.4897
GM+15_3,12.4033
GM+25_3,11.4755
GM+45_3,11.687
GM+60_3,10.1034
GM+90_3,12.8828
GM+120_3,12.4688
GM+150_3,13.1148
MG-0.1_1,12.549
MG+5_1,12.8198
MG+10_1,12.782
MG+15_1,11.705400000000001
MG+25_1,12.542300000000001
MG+45_1,12.7126
MG+120_1,10.8986
MG+150_1,13.1126
MG-0.1_2,11.3823
MG-0.2_2,11.6243
MG+5_2,11.7036
MG+10_2,12.1772
MG+15_2,13.4339
MG+25_2,12.6532
MG+45_2,11.3961
MG+60_2,11.8537
MG+90_2,12.0463
MG+120_2,13.1467
MG-0.1_3,12.9339
MG-0.2_3,12.4638
MG+5_3,11.9324
MG+10_3,11.3027
MG+15_3,12.5714
MG+25_3,11.9124
MG+45_3,12.6428
MG+60_3,12.0794
MG+90_3,12.3836
MG+120_3,12.0092
MG+150_3,12.7842
