,USA300HOU_RS04715
USA300_LAC_U01-Set001_CAMHB_PreCulture_1,8.058273033
USA300_LAC_U01-Set001_CAMHB_Control_1,7.759072222
USA300_LAC_U01-Set001_CAMHB_0.15ug/mLNafcillin_1,7.9342038259
USA300_LAC_U01-Set001_CAMHB_0.5ug/mLNafcillin_1,7.6737369901
USA300_LAC_U01-Set001_CAMHB_1ug/mLNafcillin_1,8.0940433492
USA300_LAC_U01-Set001_CAMHB_PreCulture_2,8.1007258188
USA300_LAC_U01-Set001_CAMHB_Control_2,7.8550165065
USA300_LAC_U01-Set001_CAMHB_0.15ug/mLNafcillin_2,7.5708533971000005
USA300_LAC_U01-Set001_CAMHB_0.5ug/mLNafcillin_2,7.6925421057
USA300_LAC_U01-Set001_CAMHB_1ug/mLNafcillin_2,7.9823204566
USA300_TCH1516_U01-Set000_CAMHB_Control_1,7.427477924
USA300_TCH1516_U01-Set000_CAMHB_0.0625ug/mLNafcillin_1,7.0963293426
USA300_TCH1516_U01-Set000_CAMHB_0.5ug/mLNafcillin_1,7.0832938756
USA300_LAC_U01-Set001_R10LB_PreCulture_1,8.7004728866
USA300_LAC_U01-Set001_R10LB_PreCulture_2,8.6704558441
USA300_LAC_U01-Set001_R10LB_Control_1,8.2459936617
USA300_LAC_U01-Set001_R10LB_0.1ug/mLNafcillin_1,8.3013509351
USA300_LAC_U01-Set001_R10LB_0.15ug/mLNafcillin_1,8.8217282518
USA300_LAC_U01-Set001_R10LB_Control_2,8.2644409519
USA300_LAC_U01-Set001_R10LB_0.1ug/mLNafcillin_2,8.091576597
USA300_LAC_U01-Set001_R10LB_0.15ug/mLNafcillin_2,8.6430275003
USA300_TCH1516_U01-Set000_R10LB_Control_1,7.8484114498
USA300_TCH1516_U01-Set000_R10LB_0.031ug/mLNafcillin_1,7.5789261165
USA300_TCH1516_U01-Set000_R10LB_0.0625ug/mLNafcillin_1,8.2621219132
USA300_TCH1516_U01-Set000_R10LB_Control_2,8.1408153837
USA300_TCH1516_U01-Set000_R10LB_0.031ug/mLNafcillin_2,7.3483025974
