,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A,rep5_idx,rep5_A,rep6_idx,rep6_A
0,control__wt_glc,0.0,0.2235232397782681,2.0,0.0,-0.15805479860000002,1.0,0.15805479860000002,,,,,,,,
1,fur__wt_dpd,-2.9249124891,0.19964490435675336,2.0,2.0,-2.7837422234,3.0,-3.0660827548,,,,,,,,
2,fur__wt_fe,-0.34991928585,0.1701279107352572,2.0,4.0,-0.4702178852,5.0,-0.2296206865,,,,,,,,
3,fur__delfur_dpd,-1.9473966105,0.19745648863062587,2.0,6.0,-2.0870194326,7.0,-1.8077737884,,,,,,,,
4,fur__delfur_fe2,-0.21056041209999998,0.06288350951094787,2.0,8.0,-0.1660950561,9.0,-0.2550257681,,,,,,,,
5,acid__wt_ph5,-0.17773689585000002,0.04808811943924675,2.0,10.0,-0.21174033120000002,11.0,-0.1437334605,,,,,,,,
6,acid__delgadx_ph5,0.19688425750000002,,1.0,12.0,0.19688425750000002,,,,,,,,,,
7,acid__delgadw_ph5,-0.28353414995000004,0.5635241121310588,2.0,13.0,-0.6820058710000001,14.0,0.11493757110000001,,,,,,,,
8,acid__delgade_ph5,-0.35584660575000004,0.005751043630462873,2.0,15.0,-0.3599132077,16.0,-0.3517800038,,,,,,,,
9,oxidative__wt_pq,-6.3979174043,0.013123725223548148,2.0,17.0,-6.3886375292,18.0,-6.4071972794,,,,,,,,
10,oxidative__deloxyr_pq,-4.58402554075,0.08089318709971437,2.0,19.0,-4.6412256619,20.0,-4.5268254196,,,,,,,,
11,oxidative__delsoxr_pq,-5.39344632415,0.3235932313731192,2.0,21.0,-5.1646313559,22.0,-5.6222612924,,,,,,,,
12,oxidative__delsoxs_pq,-5.82195139755,0.07384046969877005,2.0,23.0,-5.8741644944,24.0,-5.7697383007,,,,,,,,
13,nac_ntrc__wt_csn,-2.3362902760499997,0.08193532178093384,2.0,25.0,-2.2783532544,26.0,-2.3942272977,,,,,,,,
14,nac_ntrc__wt_cytd,-0.8731219450000001,0.027530944855787155,2.0,27.0,-0.8925892628000001,28.0,-0.8536546272000001,,,,,,,,
15,nac_ntrc__wt_gln,-1.07054129605,0.4545803772530916,2.0,29.0,-1.3919781634000001,30.0,-0.7491044287,,,,,,,,
16,nac_ntrc__bw_delnac_csn,-0.61685915885,0.6448024756387022,2.0,31.0,-1.0728033619,32.0,-0.1609149558,,,,,,,,
17,nac_ntrc__bw_delnac_cytd,0.059668975750000006,0.05386646099770799,2.0,33.0,0.0977583156,34.0,0.0215796359,,,,,,,,
18,nac_ntrc__bw_delnac_gln,-0.5273659121000001,0.13841126022829034,2.0,35.0,-0.4294943714,36.0,-0.6252374528,,,,,,,,
19,nac_ntrc__bw_delnac_nh4,0.8147062997000001,0.1267788780777506,2.0,37.0,0.7250600953,38.0,0.9043525041,,,,,,,,
20,misc__wt_no_te,-0.1561629535,0.2729446591873128,2.0,39.0,-0.3491639729,40.0,0.0368380659,,,,,,,,
21,misc__bw_delcbl,-3.3171010825,0.04987691030316359,2.0,41.0,-3.281832781,42.0,-3.352369384,,,,,,,,
22,misc__bw_delfabr,-0.7174023728000001,0.04125374918771179,2.0,43.0,-0.7465731786,44.0,-0.688231567,,,,,,,,
23,misc__bw_delfadr,-15.73351502885,0.49299134009865175,2.0,45.0,-16.0821125485,46.0,-15.3849175092,,,,,,,,
24,misc__nitr_031,-2.3225107771,,1.0,47.0,-2.3225107771,,,,,,,,,,
25,omics__wt_glu,-1.2469264676999998,0.08385997204056814,2.0,48.0,-1.1876285128,49.0,-1.3062244226,,,,,,,,
26,omics__wt_gly,-1.15038723515,0.4847877041636856,2.0,50.0,-1.4931839082,51.0,-0.8075905621,,,,,,,,
27,omics__wt_thr,-1.83597224845,0.6314247532752897,2.0,52.0,-2.2824569733,53.0,-1.3894875236,,,,,,,,
28,omics__bw_ac,-6.3089039883,0.6404188949229321,2.0,54.0,-6.7617485317,55.0,-5.8560594449,,,,,,,,
29,omics__bw_fum,-1.90493672755,0.27895462241078667,2.0,56.0,-2.1021874327,57.0,-1.7076860224,,,,,,,,
30,omics__bw_glc,0.75263185675,0.049886804070535085,2.0,58.0,0.7173565593,59.0,0.7879071542,,,,,,,,
31,omics__bw_pyr,-3.3601815869,0.6365765869826219,2.0,60.0,-3.8103092083,61.0,-2.9100539655,,,,,,,,
32,ompr__wt_nacl,-4.86814376025,0.31657151508909714,2.0,62.0,-4.6442938952,63.0,-5.0919936253,,,,,,,,
33,ompr__bw_delompr_nacl,-4.82771263715,0.2589452653003117,2.0,64.0,-5.0108145902,65.0,-4.6446106841,,,,,,,,
34,minspan__wt_ade,3.7188684411,,1.0,66.0,3.7188684411,,,,,,,,,,
35,minspan__wt_glc,2.369294119466667,0.4763506929592989,3.0,67.0,2.0042411101,68.0,2.195503058,69.0,2.9081381903,,,,,,
36,minspan__wt_glc_anaero,5.3420408513,0.5112499126275913,2.0,70.0,5.7035491314,71.0,4.9805325712,,,,,,,,
37,minspan__wt_trp,4.912118346,,1.0,72.0,4.912118346,,,,,,,,,,
38,minspan__bw_delcra_glc,4.8574296828,,1.0,73.0,4.8574296828,,,,,,,,,,
39,minspan__bw_delcra_trp,6.1550107695,,1.0,74.0,6.1550107695,,,,,,,,,,
40,minspan__bw_delmntr,3.9479134452,,1.0,75.0,3.9479134452,,,,,,,,,,
41,minspan__bw_delnac_ade,2.3460079285,,1.0,76.0,2.3460079285,,,,,,,,,,
42,minspan__bw_delnac_glc,-0.20848959050000002,,1.0,77.0,-0.20848959050000002,,,,,,,,,,
43,cra_crp__wt_ac,-7.1191245697,0.11075505366895759,2.0,78.0,-7.0408089202,79.0,-7.1974402192,,,,,,,,
44,cra_crp__wt_fru,-4.171525680549999,0.05874002435714453,2.0,80.0,-4.2130611501,81.0,-4.129990211,,,,,,,,
45,cra_crp__delcra_ac,-3.6192235062,0.042705184851046504,2.0,82.0,-3.649420632,83.0,-3.5890263804,,,,,,,,
46,cra_crp__delcra_fru,1.47944291645,0.19743133196338244,2.0,84.0,1.6190479501000001,85.0,1.3398378828,,,,,,,,
47,cra_crp__delcra_glc,1.1133812541,0.5623394725938811,2.0,86.0,0.7157471997,87.0,1.5110153085,,,,,,,,
48,rpoB__wt_031,-5.2787368464,,1.0,88.0,-5.2787368464,,,,,,,,,,
49,rpoB__wt_044,-1.3854315698000002,,1.0,89.0,-1.3854315698000002,,,,,,,,,,
50,rpoB__wt_lb,-6.99231973715,0.6875445680696138,2.0,90.0,-7.4784871636,91.0,-6.5061523107,,,,,,,,
51,rpoB__rpoBE546V_031,-4.1950714212,,1.0,92.0,-4.1950714212,,,,,,,,,,
52,rpoB__rpoBE546V_044,-4.2972995675,,1.0,93.0,-4.2972995675,,,,,,,,,,
53,rpoB__rpoBE546V_lb,-4.62041799015,0.2701952493361757,2.0,94.0,-4.8114748832,95.0,-4.4293610971,,,,,,,,
54,rpoB__rpoBE546V_glc,2.2929482849,,1.0,96.0,2.2929482849,,,,,,,,,,
55,rpoB__rpoBE672K_glc,0.91893770935,0.010451961778104122,2.0,97.0,0.9263283624,98.0,0.9115470563,,,,,,,,
56,rpoB__rpoBE672K_lb,-1.0289975113,0.6179873039355225,2.0,99.0,-1.4659805246,100.0,-0.5920144980000001,,,,,,,,
57,crp__wt_fru,-2.6090592309,,1.0,101.0,-2.6090592309,,,,,,,,,,
