,-0.20024112137907688,-0.17163524689635162,-0.14302937241362637,-0.11442349793090112,-0.08581762344817587,-0.057211748965450615,-0.028605874482725363,-1.1102230246251565e-16,0.02860587448272514,0.057211748965450365,0.08581762344817565,0.11442349793090092,0.14302937241362615,0.17163524689635137,0.20024112137907665,0.22884699586180193,0.25745287034452713,0.28605874482725235,0.3146646193099776,0.3432704937927029
thresh,-0.1287264351722637,0.1287264351722637,2,,,,,,,,,,,,,,,,,
unreg,0,0,0,0,1,6,331,4928,280,7,2,0,0,0,0,0,0,0,0,0
HexR,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,2,2,0,0
unreg_genes,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
HexR_genes,['hexR'],[],[],[],[],[],[],[],[],[],[],[],[],['PP_1013' 'glk' 'gltR-II'],['edd'],[],['eda' 'gapA'],['pgl' 'zwfA'],[],[]
