,A,HexR
HNS_protein:WT_pCAR1_Del_turB_ex:2.0,-0.1367391447118019,-0.3343139229999998
HNS_protein:WT_pCAR1_Del_pmr_ex:1.0,-0.1450738165041351,-0.4072126200000001
HNS_protein:WT_pCAR1_Del_pmr_ex:2.0,0.5145185238105623,-0.4005725509999998
HNS_protein:WT_pCAR1_Del_turB_st:2.0,-1.7987789877882354,-0.0576664539999995
HNS_protein:Control_ex:2.0,0.2334171779659853,-0.1112686969999998
HNS_protein:WT_Del_turA_ex:1.0,-3.476259148737816,0.0375914960000001
HNS_protein:WT_Del_turA_ex:2.0,1.6592971126373055,-0.1608516459999993
Mobile_gene:2737_exp:1.0,-0.0760462727344708,0.0792771629999995
Mobile_gene:2737_exp:2.0,-0.4109421614465898,-0.020660222
Mobile_gene:2737_exp:3.0,-0.015212713295206,-0.116060032
Mobile_gene:2737_exp:4.0,0.5022011457185316,0.0574430909999996
Mobile_gene:2737_reg:1.0,-1.5580396267676664,0.0555134269999992
Mobile_gene:2737_reg:2.0,-1.4182040186713918,0.2199657399999992
Mobile_gene:2737_reg:3.0,-1.5598047095775502,0.2477259259999993
Mobile_gene:2737_reg:4.0,-2.3745789922506675,0.1771149409999992
Mobile_gene:3227_exp:1.0,0.2285142461327744,0.1731458830000001
Mobile_gene:3227_exp:2.0,0.0767700077750366,0.0433707969999996
Mobile_gene:3227_exp:3.0,-0.2927171943035362,-0.2146003979999999
Mobile_gene:3227_exp:4.0,0.1030021368336125,-0.0207596160000003
Mobile_gene:3227_reg:1.0,-1.906007409445256,0.2355670299999994
Mobile_gene:3227_reg:2.0,-1.8770450232060487,0.274074294
Mobile_gene:3227_reg:3.0,-1.389164231306616,0.266401557
Mobile_gene:3227_reg:4.0,-1.827350607130102,0.2387704159999994
Mobile_gene:mfsR_exp:1.0,-1.7708385967813955,-2.0140231820000003
Mobile_gene:mfsR_exp:2.0,-2.058060096950235,-3.8747847
Mobile_gene2:Condition1:1.0,0.6326177947049744,0.0870867327499995
Mobile_gene2:Condition1:2.0,0.4573478431357794,-0.2941381342499998
Mobile_gene2:Condition2:1.0,0.4613965535828175,-0.1874078842499997
Mobile_gene2:Condition2:2.0,-0.5721959626207335,0.0614829197499995
Mobile_gene2:Condition2:3.0,0.5381284300047973,-0.05151435425
Mobile_gene2:Condition2:4.0,-0.4273290198596191,0.1774393187500003
Muconate:CJ522_fructose:1.0,-13.758646690586222,-0.3911421843333329
Muconate:CJ522_fructose:2.0,-14.992138617000265,-0.8837808853333327
Muconate:CJ522_fructose:3.0,-14.360479172397746,-0.7143204643333334
Muconate:CJ522_fructose_glucose:1.0,-5.777055228602571,-0.844099619333333
Muconate:CJ522_fructose_glucose:2.0,-5.6291037379832405,-0.5435120213333331
Muconate:CJ522_fructose_glucose:3.0,-5.239885578593732,-0.8647275583333327
Muconate:CJ522_fructose_glucose_gluconate:1.0,-6.281396319653055,-0.5757252223333333
Muconate:CJ522_fructose_glucose_gluconate:2.0,-7.416402124568524,-0.826489495333333
Muconate:CJ522_fructose_glucose_gluconate:3.0,-7.580596615895623,-1.186932044333333
Muconate:CJ522_glucose_gluconate:1.0,-5.365621789454324,-0.3977058903333326
Muconate:CJ522_glucose_gluconate:2.0,-5.871050102483981,-0.9342861563333332
Muconate:CJ522_glucose_gluconate:3.0,-6.356452434355248,-0.456107497333333
Muconate:CJ522_gluconate:1.0,-2.244533944549536,-0.1363380823333333
Muconate:CJ522_gluconate:2.0,-1.5432385417574173,-0.126724604333333
Muconate:CJ522_gluconate:3.0,-2.051565285064377,-0.309805341333333
Muconate:CJ522_glucose:1.0,-3.554776137514556,-0.1761636863333331
Muconate:CJ522_glucose:2.0,-3.100840198660712,0.2666002086666665
Muconate:CJ522_glucose:3.0,-4.064835775024056,-0.1247761043333328
Muconate:GB032_fructose:1.0,-13.67819580090459,-0.9577726923333332
Muconate:GB032_fructose:2.0,-14.528088155557953,-0.7522559083333329
Muconate:GB032_fructose:3.0,-14.698118851002071,-0.9616328863333328
Muconate:GB032_fructose_glucose:1.0,-5.830574802228569,-0.873729296333333
Muconate:GB032_fructose_glucose:2.0,-4.324334609088004,-0.045064029333333
Muconate:GB032_fructose_glucose:3.0,-4.313801937848492,-0.1342462803333326
Muconate:GB032_fructose_glucose_gluconate:1.0,-5.959136098454905,-0.4647932223333333
Muconate:GB032_fructose_glucose_gluconate:2.0,-5.920297780058068,-0.2525578413333331
Muconate:GB032_fructose_glucose_gluconate:3.0,-6.250177461430623,-0.646393481333333
Muconate:GB032_glucose_gluconate:1.0,-1.341625426184475,-0.2174499513333332
Muconate:GB032_glucose_gluconate:2.0,-2.552156926452125,-0.4639294573333332
Muconate:GB032_glucose_gluconate:3.0,-1.347409086438304,-0.2465512593333327
Muconate:GB032_gluconate:1.0,-1.5036460679809989,-0.7306191483333331
Muconate:GB032_gluconate:2.0,-1.713666272418546,-0.573785221333333
Muconate:GB032_gluconate:3.0,-3.3369188056045185,-0.4532134223333326
Muconate:GB032_glucose:1.0,-4.018448184411888,-0.3378886203333326
Muconate:GB032_glucose:2.0,-1.918690288773444,0.3449746406666669
Muconate:GB032_glucose:3.0,-3.179239989213773,-0.3021340273333326
Muconate:GB045_fructose:1.0,-11.484744920852927,-0.5157579793333333
Muconate:GB045_fructose:2.0,-12.15860789768951,-0.143632326333333
Muconate:GB045_fructose:3.0,-12.35709974852729,0.1274762666666671
Muconate:GB045_fructose_glucose:1.0,-7.25516752127556,-0.4043329243333327
Muconate:GB045_fructose_glucose:2.0,-7.60578805003755,0.131055702666667
Muconate:GB045_fructose_glucose_gluconate:1.0,-3.689589117250163,0.4142579666666668
Muconate:GB045_fructose_glucose_gluconate:2.0,-4.873864696206553,0.4118532366666674
Muconate:GB045_fructose_glucose_gluconate:3.0,-3.5321063367772867,0.5622070646666666
Muconate:GB045_glucose_gluconate:1.0,-7.423861212436878,0.0491008446666674
Muconate:GB045_glucose_gluconate:2.0,-8.14133768065488,-0.2840000033333334
Muconate:GB045_glucose_gluconate:3.0,-8.280499807862808,-0.1114066143333332
Muconate:GB045_gluconate:1.0,2.027265113943206,0.5881746516666668
Muconate:GB045_gluconate:2.0,1.2338022919221558,0.7007180806666673
Muconate:GB045_gluconate:3.0,0.70767830013252,0.7294000586666671
Muconate:GB045_glucose:1.0,-2.422789330667322,-0.1818165703333329
Muconate:GB045_glucose:2.0,-3.323608458412876,-0.1600990383333327
Muconate:GB045_glucose:3.0,-2.589978105591072,0.285891568666667
Muconate:GB062_fructose:1.0,3.806526128264105,-5.004021395333333
Muconate:GB062_fructose:2.0,2.552670377736563,-5.004021395333333
Muconate:GB062_fructose:3.0,5.124338849420302,-5.004021395333333
Muconate:GB062_fructose_glucose:1.0,2.368695389381262,-5.004021395333333
Muconate:GB062_fructose_glucose:2.0,2.254836929159934,-5.004021395333333
Muconate:GB062_fructose_glucose:3.0,2.3500571395986727,-5.004021395333333
Muconate:GB062_fructose_glucose_gluconate:1.0,2.3477604762913,-5.004021395333333
Muconate:GB062_fructose_glucose_gluconate:2.0,2.204696973453045,-5.004021395333333
Muconate:GB062_fructose_glucose_gluconate:3.0,2.052814068425444,-5.004021395333333
Muconate:GB062_glucose_gluconate:1.0,2.206998146148363,-5.004021395333333
Muconate:GB062_glucose_gluconate:2.0,2.500498779469921,-5.004021395333333
Muconate:GB062_glucose_gluconate:3.0,2.2131024582376098,-5.004021395333333
Muconate:GB062_gluconate:1.0,2.571270870572554,-5.004021395333333
Muconate:GB062_gluconate:2.0,3.3115584399842453,-5.004021395333333
Muconate:GB062_gluconate:3.0,2.120819279119497,-5.004021395333333
Muconate:GB062_glucose:1.0,5.0365669600468905,-5.004021395333333
Muconate:GB062_glucose:2.0,5.654068855934956,-5.004021395333333
Muconate:GB062_glucose:3.0,5.707072060941789,-5.004021395333333
Muconate:KT2440_fructose:1.0,-2.526136043189879,0.4620337646666668
Muconate:KT2440_fructose:2.0,-3.03072386818627,-0.1035759133333327
Muconate:KT2440_fructose:3.0,-3.356356874367263,0.0469550866666672
Muconate:KT2440_fructose_glucose:1.0,0.766210128531618,-0.194754011333333
Muconate:KT2440_fructose_glucose:2.0,-0.6059822061264734,-0.3948040823333327
Muconate:KT2440_fructose_glucose:3.0,0.2531100145854623,0.1645069636666667
Muconate:KT2440_fructose_glucose_gluconate:1.0,-0.4331463814253613,-0.0706031753333329
Muconate:KT2440_fructose_glucose_gluconate:2.0,-1.4502227416918902,-0.098199467333333
Muconate:KT2440_fructose_glucose_gluconate:3.0,-1.114649038099622,0.2357455086666666
Muconate:KT2440_glucose_gluconate:1.0,0.4172902631150881,-0.3080608713333328
Muconate:KT2440_glucose_gluconate:2.0,-1.127703649121221,-0.5111306203333328
Muconate:KT2440_glucose_gluconate:3.0,1.4591071350013127,0.0384298056666674
Muconate:KT2440_gluconate:1.0,0.2156495473656902,0.4723585976666671
Muconate:KT2440_gluconate:2.0,0.4313419727117921,0.3448364226666669
Muconate:KT2440_gluconate:3.0,0.9452960363358596,0.407944985666667
Muconate:KT2440_glucose:1.0,0.0538094435334612,0.0512367856666671
Muconate:KT2440_glucose:2.0,-0.2041087910240553,-0.104600549333333
Muconate:KT2440_glucose:3.0,0.1502993482856823,0.0533637636666668
Multistress:Control:1.0,-0.2551638389700508,0.1718722653333326
Multistress:Control:2.0,0.0898284342326143,-0.025019236666667
Multistress:Control:3.0,0.1653354037625393,-0.1468530286666665
Multistress:NaCl_7min:1.0,-1.472656068429314,-0.8179212436666665
Multistress:NaCl_60min:1.0,-2.779183339798658,-0.8119241436666673
Multistress:NaCl_7min:2.0,-1.2987079927601417,-0.8123034846666668
Multistress:NaCl_60min:2.0,-2.8409555308284684,-1.0101134736666673
Multistress:NaCl_7min:3.0,-0.837058441744203,-0.4173605426666666
Multistress:NaCl_60min:3.0,-3.9932594199277047,-0.541708338666667
Multistress:Imipenem_7min:1.0,-0.316901340537506,0.1672990663333333
Multistress:Imipenem_60min:1.0,-3.9724822832859688,-0.486666341666667
Multistress:Imipenem_7min:2.0,-2.886903733363507,-0.9126874696666674
Multistress:Imipenem_60min:2.0,-2.842696676335478,-0.2029030596666672
Multistress:Imipenem_7min:3.0,-2.256254607601637,-0.6677852846666665
Multistress:Imipenem_60min:3.0,-1.237632862118198,-0.1716989036666669
Multistress:H2O2_7min:1.0,-0.4503055914660452,-0.1180831376666668
Multistress:H2O2_60min:1.0,-1.7148149745660402,0.0338313733333333
Multistress:H2O2_7min:2.0,-1.0595245114944285,-1.451551650666667
Multistress:H2O2_60min:2.0,-1.8102676107810844,0.1613355723333329
Multistress:H2O2_7min:3.0,-0.3647415351204721,-1.318512496666667
Multistress:H2O2_60min:3.0,-0.0144601129038126,0.4818379843333327
Myristic_acid:Control:1.0,0.3148661339992825,-0.3327654240000002
Myristic_acid:Control:2.0,-0.2919153206540882,-0.1287702180000001
Myristic_acid:Control:3.0,-0.0229508122782399,0.4615356419999998
Myristic_acid:Myristic_acid:1.0,-16.11000460264954,1.1979368679999998
Myristic_acid:Myristic_acid:2.0,-16.412637912065637,1.3887209960000004
Myristic_acid:Myristic_acid:3.0,-17.83354695142379,1.6305825100000004
Phase:WT_Tr:1.0,-0.2035441850516817,-3.2100815230000004
Phase:WT_Tr:2.0,0.3205063107377356,-3.616960504000001
Phase:WT_Ex:1.0,-0.151329026419371,-0.0499459610000005
Phase:WT_Ex:2.0,0.1513290260907569,0.0499459609999997
Phase:WT_Tr:3.0,-4.217689459017987,-0.1651725940000004
Phase:WT_Tr:4.0,-1.242853011796627,0.0984471489999991
Phase:WT_St:1.0,-7.980951948460432,-0.5198753820000004
Phase:WT_St:2.0,-8.425142038111543,-1.1130575060000003
RelA:Control:1.0,0.2612019135304971,0.2346683990000011
RelA:Control:2.0,0.2179678265802151,0.0030513880000011
RelA:Control:3.0,-0.4791697400074335,-0.2377197869999987
RelA:Del_relA:1.0,6.397598029960306,0.9396153750000016
RelA:Del_relA:2.0,5.429983744738328,0.8928946420000017
RelA:Del_relA:3.0,9.697321860751185,1.3070395790000011
RelA:Del_relA_lignin:1.0,11.288800267649384,0.8559654810000019
RelA:Del_relA_lignin:2.0,11.87190808027305,0.8439480160000015
RelA:Del_relA_lignin:3.0,11.29430751027117,0.2512511100000019
Zn:Zn_ion:1.0,-3.350869009138564,-0.0783777306666664
Zn:Zn_ion:2.0,-3.489433002667103,-0.0455541866666662
Zn:Zn_ion:3.0,-3.017269217508128,-0.0391747736666658
Zn:Control:1.0,-0.2595763040151851,0.1062852733333334
Zn:Control:2.0,0.052362318055133,-0.0517847046666659
Zn:Control:3.0,0.2072139862168212,-0.0545005686666666
ZnO:Control:1.0,-0.5367215282580399,0.1494046885000006
ZnO:Control:2.0,0.536721528080998,-0.1494046884999997
ZnO:Nano:1.0,-1.10825404959541,-0.1475306564999989
ZnO:Nano:2.0,-1.0146817786027773,0.121392482500001
ZnO:Nano:3.0,0.7579428094312048,0.1503472785000008
ZnO:Zn_ion:1.0,-0.6763815869392975,0.0111933405000002
ZnO:Zn_ion:2.0,-1.5821027612547305,0.0494722665000004
ZnO:Zn_ion:3.0,2.016739509512396,0.2759903385000006
