,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A,rep5_idx,rep5_A,rep6_idx,rep6_A,rep7_idx,rep7_A,rep8_idx,rep8_A
0,LB__LBexp,-21.082539622333332,1.9362975282854815,3.0,0.0,-23.0070328964,1.0,-21.1059360985,2.0,-19.1346498721,,,,,,,,,,
1,LB__LBtran,-10.940426951933333,3.5576629083735756,3.0,3.0,-6.8623636892,4.0,-12.5504884346,5.0,-13.408428732,,,,,,,,,,
2,LB__LBstat,-9.073822396133332,2.9251227676619744,3.0,6.0,-11.8357711432,7.0,-9.3766153892,8.0,-6.009080656,,,,,,,,,,
3,LB__LBGexp,-21.914487031066667,0.5263846443833811,3.0,9.0,-22.2076958373,10.0,-21.3067945227,11.0,-22.2289707332,,,,,,,,,,
4,LB__LBGtran,-5.479631530100001,12.05927127850634,2.0,12.0,3.0475609671,13.0,-14.0068240273,,,,,,,,,,,,
5,LB__LBGstat,-12.243685524566667,1.866953706541055,3.0,14.0,-13.6359004578,15.0,-12.9729970585,16.0,-10.1221590574,,,,,,,,,,
6,Life Cycle__S0,2.8164959391666664,1.4569676944083312,3.0,17.0,3.5247501568,18.0,1.1408027764,19.0,3.7839348843,,,,,,,,,,
7,Life Cycle__S1,-19.3641628369,0.660455485014677,3.0,20.0,-19.8149972701,21.0,-18.6060518217,22.0,-19.6714394189,,,,,,,,,,
8,Life Cycle__S2,-8.636433893666666,2.006585275473219,3.0,23.0,-10.2579003047,24.0,-9.2590601951,25.0,-6.3923411812,,,,,,,,,,
9,Life Cycle__S3,-9.252868161399999,0.739677440544889,2.0,26.0,-8.7298372273,27.0,-9.7758990955,,,,,,,,,,,,
10,Life Cycle__S4,-3.8903137078333336,1.6847885001530096,3.0,28.0,-5.6999590155,29.0,-3.6038761974,30.0,-2.3671059106,,,,,,,,,,
11,Life Cycle__S5,-3.967317554133333,0.47915164422985274,3.0,31.0,-4.3790233523,32.0,-3.4413708407,33.0,-4.0815584694,,,,,,,,,,
12,Life Cycle__S6,0.991718795925,5.119383272410765,8.0,34.0,-2.043294513,35.0,9.7229848149,36.0,-2.6321224129000003,37.0,-1.4505561493,38.0,8.7390865601,39.0,-0.8109467204,40.0,-1.569175273,41.0,-2.022225939
13,Life Cycle__S7,-1.3722054880999999,0.5972834593270239,3.0,42.0,-1.2870382787,43.0,-0.8220771555,44.0,-2.0075010301,,,,,,,,,,
14,Life Cycle__S8,1.6882264445,3.5179509848933765,2.0,45.0,-0.7993405528,46.0,4.1757934418,,,,,,,,,,,,
15,Life Cycle__G135,-15.163351092,5.100133700526036,2.0,47.0,-18.7696902166,48.0,-11.5570119674,,,,,,,,,,,,
