,-0.0268829628,-0.0134414814,0.0,0.013441481400000004,0.0268829628,0.0403244442,0.05376592560000001,0.067207407,0.08064888840000001,0.09409036979999999,0.1075318512,0.12097333260000001,0.13441481400000002,0.1478562954,0.16129777680000001,0.1747392582,0.1881807396,0.20162222100000002,0.2150637024,0.22850518379999998
thresh,-0.0336037035,0.0336037035,2,,,,,,,,,,,,,,,,,
unreg,8,562,3292,192,12,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SigB,0,13,78,30,18,15,18,13,8,7,7,4,5,1,3,1,1,0,0,0
unreg_genes,[],[],[],[],[],['ybcF' 'ybcC' 'ndhF' 'yumB' 'glpK'],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
SigB_genes,[],"['rplGA' 'ylxS' 'yydC' 'rsbS' 'ylxR' 'yceG' 'rsbT' 'nusA' 'cdd' 'yflI'
 'era' 'yceE' 'yceF']","['yceH' 'rsbR' 'yceC' 'rbfA' 'opuD' 'yqzL' 'infB' 'yceD' 'ytfP' 'ytkK'
 'rsbU' 'recO' 'yflG' 'smpB' 'radA' 'secG' 'ypuB' 'yvgN' 'yebG' 'ykzC'
 'yfkQ' 'yfkR' 'yxjI' 'ydaF' 'dctB' 'disA' 'ispF' 'yfkS' 'ssrA' 'sodA'
 'ylxP' 'plsC' 'yxaA' 'ymaE' 'ydeC' 'mhqP' 'yqjL' 'ipi' 'ydzE' 'fin'
 'bmrR' 'ywsA' 'yacL' 'ytiB' 'galM' 'yqhQ' 'ywmF' 'nadE' 'yktC' 'dacC'
 'yyzG' 'mhqO' 'yflH' 'ykgB' 'yebE' 'yraA' 'phoR' 'yvaK' 'ywlB' 'ytkL'
 'luxS' 'ispD' 'clpC' 'ypuD' 'menE' 'trxA' 'ysdB' 'spo0E' 'yflB' 'phoP'
 'spoVC' 'yfkT' 'rnr' 'yqhP' 'menC' 'aag' 'ydaJ' 'yvzE']","['ydaL' 'spx' 'mcsB' 'ydaM' 'gtaB' 'gabD' 'mcsA' 'ypuC/2' 'ydaK' 'yisP'
 'ypuC/1' 'guaD' 'yaaH' 'ydaN' 'clpP' 'yxkO' 'ctsR' 'yxaB' 'yxjJ' 'yjiB'
 'ytkC' 'yitT' 'yjiC' 'yhdF' 'yflD' 'hpf' 'yfhF' 'yjbC' 'ydaC' 'yfhE']","['bmr' 'yvrE' 'yuzH' 'ymzB' 'yoaA' 'yfhD' 'ywjB' 'yugU' 'ywjA' 'csbA'
 'yvbG' 'bofC' 'ytxH' 'ykuT' 'yfhO' 'ytxG' 'yxnA' 'yfhL']","['yjgB' 'ytxJ' 'csbB' 'yaaI' 'yxzF' 'opuE' 'yfhM' 'aldY' 'yhcM' 'ctc'
 'csbX' 'yocK' 'yfkH' 'yfkI' 'yxiS']","['yybO' 'yfkJ' 'rsbX' 'sigB' 'yycD' 'corA' 'ydhK' 'ytaB' 'yfkD' 'yerD'
 'rsbW' 'ydbD' 'rsbV' 'yxbG' 'yoxB' 'yuzA' 'ykgA' 'dps']","['ydaT' 'yqhB' 'ykzN' 'cypC' 'rpmEB' 'katX' 'yocB' 'ywtG' 'chaA' 'iolW'
 'bmrU' 'yvgO' 'ydaG']",['yyzH' 'ywmE' 'ydaE' 'yjzE' 'yflA' 'ycdG' 'ykzI' 'ycdF'],['ydaP' 'ywiE' 'ywsB' 'yjgD' 'ygxB' 'yczO' 'yhxD'],['yjgC' 'rsbRD' 'yfkM' 'ysnF' 'yoxC' 'ydaD' 'ycbP'],['csbC' 'yfhK' 'nhaX' 'ywjC'],['katE' 'ydaS' 'csbD' 'ohrB' 'yhdN'],['ywzA'],['yflT' 'gspA' 'ybyB'],['mgsR'],['gsiB'],[],[],[]
