,Value,list
TF,SigB,
reg_genes,315,"['S268' 'S266' 'S1285' 'S1362' 'S448' 'ykuT' 'S1134' 'S267' 'yxjI' 'ydaN'
 'S537' 'hpf' 'smpB' 'S269' 'S618' 'yfhO' 'S1477' 'S230' 'disA' 'yxaB'
 'S1097' 'fin' 'rplGA' 'yceH' 'clpC' 'ymaE' 'recO' 'S1117' 'ymzB' 'S957'
 'S687' 'ssrA' 'S410' 'yfkT' 'S883' 'S293' 'ipi' 'yflI' 'yceD' 'ytiB'
 'S34' 'ywmF' 'rbfA' 'S686' 'S1431' 'S141' 'S295' 'S1287' 'ispF' 'ydaL'
 'dctB' 'yqhP' 'yjbC' 'mcsB' 'yhdF' 'phoR' 'yvbG' 'S408' 'mcsA' 'aag'
 'spoVC' 'spx' 'S464' 'yxaA' 'yjiC' 'S1378' 'ypuC/2' 'S1417' 'bofC' 'S110'
 'ydaJ' 'S1192' 'yebG' 'yyzG' 'yjiB' 'yqhQ' 'yflH' 'yfhF' 'S446' 'ywlB'
 'S409' 'ywjA' 'gabD' 'S1277' 'ytxG' 'yugU' 'ydaF' 'S1384' 'S1370' 'S98'
 'rsbU' 'luxS' 'guaD' 'yceF' 'ypuD' 'ispD' 'S1556' 'yraA' 'S1530' 'rsbT'
 'ytkK' 'ykzC' 'yceC' 'S1363' 'ysdB' 'yfhE' 'S45' 'yacL' 'ylxR' 'yebE'
 'ydaC' 'bmrR' 'S1018' 'S427' 'S396' 'yitT' 'S1173' 'yqzL' 'rnr' 'yaaH'
 'yfkR' 'era' 'cdd' 'yflG' 'yxkO' 'rsbS' 'yvaK' 'ykgB' 'clpP' 'yfhL'
 'S1383' 'S395' 'yktC' 'mhqP' 'S294' 'secG' 'menE' 'radA' 'plsC' 'yceE'
 'S1319' 'csbA' 'yisP' 'S927' 'S593' 'ydzE' 'spo0E' 'ytfP' 'ytkC' 'S1171'
 'yydC' 'ypuC/1' 'opuD' 'S1497' 'ytkL' 'mhqO' 'ydaM' 'yuzH' 'S490' 'yflD'
 'S273' 'dacC' 'S106' 'yflB' 'yvgN' 'ytxH' 'S1342' 'nusA' 'ydeC' 'S1116'
 'yvzE' 'yfkQ' 'ylxS' 'yxnA' 'infB' 'phoP' 'sodA' 'ylxP' 'galM' 'S105'
 'S97' 'ctsR' 'menC' 'S190' 'S1539' 'S1050' 'yvrE' 'trxA' 'nadE' 'yfkS'
 'S1136' 'S261' 'yqjL' 'yoaA' 'rsbR' 'S1350' 'S1446' 'S1152' 'bmr' 'ywsA'
 'S592' 'yxjJ' 'yfhD' 'ywjB' 'S148' 'S1286' 'yceG' 'S1088' 'S1153' 'ypuB'
 'ydaK' 'S318' 'gtaB']"
comp_genes,118,"['S1224' 'S381' 'S1290' 'ybcC' 'S1239' 'S74' 'S1243' 'ybcF' 'yumB' 'S385'
 'S275' 'S323' 'glpK' 'S1238' 'ndhF' 'S322']"
both_genes,102,"['cypC' 'yjgB' 'ywmE' 'ydaD' 'ydaE' 'ytxJ' 'ywjC' 'ydaT' 'ybyB' 'S926'
 'yfkJ' 'gsiB' 'yflA' 'yfhK' 'S928' 'yyzH' 'csbD' 'S1078' 'csbB' 'yhxD'
 'ykgA' 'S536' 'yocB' 'ykzI' 'yfkD' 'gspA' 'ydaP' 'yjgC' 'yqhB' 'yoxC'
 'S365' 'S936' 'ycdG' 'ywzA' 'yfkH' 'yhcM' 'S468' 'S1343' 'katX' 'csbC'
 'sigB' 'ydhK' 'rsbW' 'bmrU' 'ycdF' 'ydbD' 'nhaX' 'rsbX' 'yfkI' 'yxzF'
 'yczO' 'S272' 'ycbP' 'rsbV' 'ctc' 'yybO' 'ydaG' 'S1496' 'yycD' 'aldY'
 'rsbRD' 'ywiE' 'S236' 'yfhM' 'yjzE' 'yhdN' 'ysnF' 'yocK' 'ywsB' 'S276'
 'yxbG' 'S1199' 'yoxB' 'S292' 'csbX' 'ytaB' 'S1418' 'S489' 'ygxB' 'corA'
 'yfkM' 'S1318' 'rpmEB' 'iolW' 'yvgO' 'ykzN' 'ywtG' 'mgsR' 'yjgD' 'opuE'
 'chaA' 'yflT' 'S1367' 'yuzA' 'S1379' 'ydaS' 'yaaI' 'yerD' 'yxiS' 'dps'
 'ohrB' 'katE']"
reg_genes2,0,
comp_genes2,0,
both_genes2,0,
reg_ops,153,
comp_ops,75,
both_ops,72,
