,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X,rep4_idx,rep4_X,rep5_idx,rep5_X,rep6_idx,rep6_X
0,Control__wt_glc,5.11559626205,0.13890600707460535,2.0,0.0,5.2138176416,1.0,5.0173748825,,,,,,,,
1,Fur__wt_dpd,4.9253554695,0.20124835015895237,2.0,2.0,5.0676595426,3.0,4.7830513964,,,,,,,,
2,Fur__wt_fe,5.29064814975,0.19154217673139273,2.0,4.0,5.1552073777,5.0,5.4260889218,,,,,,,,
3,Fur__delfur_dpd,5.1308592083499995,0.44160009882244444,2.0,6.0,5.4431176328,7.0,4.8186007839,,,,,,,,
4,Fur__delfur_fe2,5.1969473204500005,0.146546852479784,2.0,8.0,5.3005715936,9.0,5.0933230473,,,,,,,,
5,Acid__wt_ph5,5.1729871182,0.18813844562028448,2.0,10.0,5.0399531475,11.0,5.3060210889,,,,,,,,
6,Acid__delgadx_ph5,5.32611126925,0.4221705986881851,2.0,12.0,5.6246309624,13.0,5.0275915761,,,,,,,,
7,Acid__delgadw_ph5,5.4493895476,0.23870375166925545,2.0,14.0,5.2806005061,15.0,5.6181785891,,,,,,,,
8,Acid__delgade_ph5,5.5101428271,0.24360712226652478,2.0,16.0,5.6823990752,17.0,5.337886579,,,,,,,,
9,Oxidative__wt_pq,4.8803246605999995,0.10809071364263426,2.0,18.0,4.803892984,19.0,4.9567563372,,,,,,,,
10,Oxidative__deloxyr_pq,5.2875679145,0.02302481652442938,2.0,20.0,5.3038489184,21.0,5.2712869106,,,,,,,,
11,Oxidative__delsoxr_pq,4.727499513650001,0.1556136639863032,2.0,22.0,4.6174640366,23.0,4.8375349907,,,,,,,,
12,Oxidative__delsoxs_pq,4.93112341695,0.42384210210385925,2.0,24.0,5.2308250415,25.0,4.6314217924,,,,,,,,
13,Nac/NtrC__wt_csn,5.09366293755,0.04058988771375993,2.0,26.0,5.0649615527,27.0,5.1223643224,,,,,,,,
14,Nac/NtrC__wt_cytd,5.2387766664,0.1529402058887476,2.0,28.0,5.3469217231,29.0,5.1306316097,,,,,,,,
15,Nac/NtrC__wt_gln,5.22284522825,0.30964516431675465,2.0,30.0,5.4417974237,31.0,5.0038930328,,,,,,,,
16,Nac/NtrC__bw_delnac_csn,4.7134347503,1.0355550579945856,2.0,32.0,5.4456827541,33.0,3.9811867465,,,,,,,,
17,Nac/NtrC__bw_delnac_cytd,5.298883872499999,0.07334767602280615,2.0,34.0,5.3507485116,35.0,5.2470192334,,,,,,,,
18,Nac/NtrC__bw_delnac_gln,5.1958118615,0.33376555193541146,2.0,36.0,4.9598039764,37.0,5.4318197466,,,,,,,,
19,Nac/NtrC__bw_delnac_nh4,4.9374581232,0.029448484520340504,2.0,38.0,4.9582813463,39.0,4.9166349001,,,,,,,,
20,Misc__wt_no_te,5.162829616250001,0.16189325261158738,2.0,40.0,5.277305433,41.0,5.0483537995,,,,,,,,
21,Misc__bw_delcbl,4.4352902198,0.002636208631561869,2.0,42.0,4.4334261388,43.0,4.4371543008,,,,,,,,
22,Misc__bw_delfabr,4.09392781575,0.34508567820625263,2.0,44.0,4.3379402389,45.0,3.8499153926,,,,,,,,
23,Misc__bw_delfadr,4.78847994345,0.25872904095617005,2.0,46.0,4.9714290028,47.0,4.6055308841,,,,,,,,
24,Misc__nitr_031,4.2521809927,,1.0,48.0,4.2521809927,,,,,,,,,,
25,Omics__wt_glu,4.8286474681,0.05190447974266742,2.0,49.0,4.8653494777,50.0,4.7919454585,,,,,,,,
26,Omics__wt_gly,4.4040981625,0.11898665454574822,2.0,51.0,4.3199618922,52.0,4.4882344328,,,,,,,,
27,Omics__wt_thr,4.7165075609,0.4016837703400089,2.0,53.0,5.0005408788,54.0,4.432474243,,,,,,,,
28,Omics__bw_ac,5.1705966448,0.015087080740617929,2.0,55.0,5.1812648219,56.0,5.1599284677,,,,,,,,
29,Omics__bw_fum,5.169035908,0.14042475838427027,2.0,57.0,5.2683312069,58.0,5.0697406091,,,,,,,,
30,Omics__bw_glc,5.5322222747000005,0.08533259333017426,2.0,59.0,5.4718830193,60.0,5.5925615301,,,,,,,,
31,Omics__bw_pyr,5.22429319,0.2885945788238223,2.0,61.0,5.0202260063,62.0,5.4283603737,,,,,,,,
32,OmpR__wt_nacl,4.74283363435,0.08010989564397311,2.0,63.0,4.6861873839,64.0,4.7994798848,,,,,,,,
33,OmpR__bw_delompr_nacl,4.8402594927500004,0.144716724082729,2.0,65.0,4.7379293158,66.0,4.9425896697,,,,,,,,
34,MinSpan__wt_ade,6.6355423704,,1.0,67.0,6.6355423704,,,,,,,,,,
35,MinSpan__wt_glc,5.883915700375,0.15460795569190208,4.0,68.0,6.0522678485,69.0,5.7378114414,70.0,5.9771336825,71.0,5.7684498291,,,,
36,MinSpan__wt_glc_anaero,6.19207633285,0.06856906529539933,2.0,72.0,6.2405619839,73.0,6.1435906818,,,,,,,,
37,MinSpan__wt_trp,6.1165478359,,1.0,74.0,6.1165478359,,,,,,,,,,
38,MinSpan__bw_delcra_glc,5.81172015765,0.1582061704489402,2.0,75.0,5.9235888136,76.0,5.6998515016999995,,,,,,,,
39,MinSpan__bw_delcra_trp,6.2852905058,,1.0,77.0,6.2852905058,,,,,,,,,,
40,MinSpan__bw_delmntr,5.1751707277,,1.0,78.0,5.1751707277,,,,,,,,,,
41,MinSpan__bw_delnac_ade,6.282629749,,1.0,79.0,6.282629749,,,,,,,,,,
42,MinSpan__bw_delnac_glc,6.7106117098,,1.0,80.0,6.7106117098,,,,,,,,,,
43,Cra/Crp__wt_ac,4.55867160565,0.2836531308799391,2.0,81.0,4.3580985533,82.0,4.759244658,,,,,,,,
44,Cra/Crp__wt_fru,4.4542652299,0.04987428071446576,2.0,83.0,4.4189987878,84.0,4.489531672,,,,,,,,
45,Cra/Crp__delcra_ac,5.21933525725,0.29362943727055535,2.0,85.0,5.4269626235,86.0,5.011707891,,,,,,,,
46,Cra/Crp__delcra_fru,5.28490989645,0.17243293657204098,2.0,87.0,5.4068383952,88.0,5.1629813977,,,,,,,,
47,Cra/Crp__delcra_glc,5.11131341845,0.1971295377992221,2.0,89.0,4.9719217855,90.0,5.2507050514,,,,,,,,
48,RpoB Knock-in__wt_031,5.5066386202,,1.0,91.0,5.5066386202,,,,,,,,,,
49,RpoB Knock-in__wt_044,5.0708877014,,1.0,92.0,5.0708877014,,,,,,,,,,
50,RpoB Knock-in__wt_lb,3.91045395475,0.09073825220900113,2.0,93.0,3.8462923213,94.0,3.9746155882,,,,,,,,
51,RpoB Knock-in__rpoBE546V_031,5.2942369006,,1.0,95.0,5.2942369006,,,,,,,,,,
52,RpoB Knock-in__rpoBE546V_044,4.7170164258,,1.0,96.0,4.7170164258,,,,,,,,,,
53,RpoB Knock-in__rpoBE546V_lb,4.2714879657000004,0.40827626601962563,2.0,97.0,4.560182882,98.0,3.9827930494,,,,,,,,
54,RpoB Knock-in__rpoBE546V_glc,5.4717290361,,1.0,99.0,5.4717290361,,,,,,,,,,
55,RpoB Knock-in__rpoBE672K_glc,5.24137593955,0.4169394655716376,2.0,100.0,5.536196663,101.0,4.9465552161,,,,,,,,
56,RpoB Knock-in__rpoBE672K_lb,4.3836608675,0.38620354968418047,2.0,102.0,4.1105737186,103.0,4.6567480164,,,,,,,,
57,Crp ARs__wt_fru,4.6804041891,,1.0,104.0,4.6804041891,,,,,,,,,,
58,Crp ARs__wt_glyc,4.9727917852,0.17071825629706855,2.0,105.0,4.8520757485,106.0,5.0935078219,,,,,,,,
59,Crp ARs__delar1_glyc,4.90261637635,0.2088679793201362,2.0,107.0,4.7549244118,108.0,5.0503083409,,,,,,,,
60,Crp ARs__delar1ar2_glyc,4.829305358433333,0.47469658314428365,3.0,109.0,4.849957495,110.0,4.3446197609,111.0,5.2933388194,,,,,,
