,-0.11547308709030002,-0.07698205806020002,-0.038491029030100016,-1.3877787807814457e-17,0.03849102903009999,0.07698205806019998,0.11547308709029999,0.1539641161204,0.1924551451505,0.23094617418059998,0.26943720321069997,0.3079282322408,0.3464192612709,0.384910290301,0.42340131933110003,0.46189234836119997,0.5003833773913,0.5388744064214,0.5773654354515,0.6158564644816
thresh,-0.05773654354515,0.05773654354515,2,,,,,,,,,,,,,,,,,
unreg,2,1,95,3635,122,15,5,0,1,0,0,0,0,0,0,0,0,0,0,0
SoxS,0,0,1,11,18,7,5,3,1,0,0,0,0,1,0,0,0,0,0,0
unreg_genes,['rspA' 'oxyR'],['rspB'],[],[],[],"['ariR' 'lpxC' 'lipA' 'ygfZ' 'cpsG' 'yjjW' 'ymgA' 'aegA' 'yhcN' 'yaiA'
 'mdlA' 'treF' 'mdtG' 'mltC' 'mdlB']",['yobH' 'frvX' 'yggX' 'yeiI' 'yjjI'],[],['nhoA'],[],[],[],[],[],[],[],[],[],[],[]
SoxS_genes,[],[],['rob'],"['ygiB' 'aldA' 'ygiC' 'fur' 'dapD' 'waaZ' 'ompW' 'ptsG' 'waaY' 'tolC'
 'pgi']","['acrA' 'mdaB' 'acrB' 'zinT' 'acrZ' 'pqiC' 'yhbW' 'pqiB' 'glnD' 'ompN'
 'marR' 'pqiA' 'yrbL' 'map' 'nfsB' 'marA' 'ybjN' 'acnA']",['ribA' 'rimK' 'fldB' 'zwf' 'nepI' 'fldA' 'nfsA'],['inaA' 'ybjC' 'decR' 'poxB' 'nfo'],['sodA' 'ydbK' 'fpr'],['fumC'],[],[],[],[],['soxS'],[],[],[],[],[],[]
