sample,new_1916003_1916622
LBexp_1,7.1855
LBexp_2,6.9809
LBexp_3,7.2483
LBtran_1,7.3003
LBtran_2,7.0597
LBtran_3,7.257999999999999
LBstat_1,7.4423
LBstat_2,7.5879
LBstat_3,7.6998
LBGexp_1,7.1445
LBGexp_2,7.1631
LBGexp_3,7.2672
LBGtran_2,7.6395
LBGtran_3,7.5607
LBGstat_1,7.3597
LBGstat_2,7.3494
LBGstat_3,7.8717
S0_1,6.724
S0_2,7.0551
S0_3,7.2376
S1_1,7.5963
S1_2,7.5476
S1_3,7.2315
S2_1,7.8288
S2_2,7.3771
S2_3,7.3372
S3_1,7.8527
S3_2,7.5425
S4_1,8.2281
S4_2,7.8284
S4_3,7.642
S5_1,9.913
S5_2,10.2013
S5_3,10.2174
S6_1,12.5206
S6_2,11.6119
S6_3,12.5918
S6/t_1,12.4669
S6/t_2,10.6364
S6_4,11.8916
S6_5,12.1864
S6_6,11.5812
S7_4,12.114
S7_5,11.849
S7_6,11.8869
S8_4,11.714
S8_5,11.6538
G135_1,7.8362
G135_3,7.5872
G150_1,7.5883
G150_2,7.2894
G150_3,7.7636
G180_1,7.635
G180_2,7.3108
G180_3,7.1144
C30_1,9.2822
C30_2,9.0203
C90_1,8.1386
C90_2,6.957999999999998
BI_1,7.1385
BI_2,7.0092
BC_2,7.2204
BC/t_1,7.8265
BC/t_2,9.0838
BC_1,7.2998
Sw_1,6.6828
Sw_2,6.6751
BT_1,8.8322
BT_2,8.3505
B36_1,7.8262
B36_2,7.7994
B60_1,7.4858
B60_2,7.7111
M9exp_1,7.4852
M9exp_2,7.5706
M9exp_3,7.3221
M9tran_1,7.6833
M9tran_2,7.7623
M9tran_3,7.4932
M9stat_1,8.0585
M9stat_2,8.0101
M9stat_3,7.8125
M+G_1,9.2278
M+G_2,7.4832
M+G_3,7.5354
Glu_1,8.0226
Glu_2,7.6748
Glu_3,7.7661
Fru_1,7.3936
Fru_2,7.9199
Fru_3,7.5826
Mal_1,7.0829
Mal_2,7.6249
Mal_3,7.2492
G+S_2,8.0766
G+S_3,8.5034
Pyr_1,8.4487
Pyr_2,8.4497
Pyr_3,8.8318
Gly_1,7.5651
Gly_2,7.7391
Gly_3,7.9868
Glucon_1,8.3576
Glucon_2,8.1566
Glucon_3,8.2243
aero_1,7.4842
aero_2,7.3857
aero_3,7.2112
nit_1,7.5744
nit_2,7.5217
nit_3,7.4399
ferm_1,7.6418
ferm_2,7.4059
ferm_3,7.6478
T-5.40H_1,7.5505
T-4.40H_1,7.5525
T-3.40H_1,7.581
T-2.40H_1,7.3784
T-1.40H_1,7.2686
T-1.10H_1,7.0508
T-0.40H_1,6.9015
T0.0H_1,6.8241
T0.30H_1,7.8119
T1.0H_1,7.4251
T1.30H_1,7.9758
T2.0H_1,8.075
T2.30H_1,7.8075
T3.0H_1,7.4524
T3.30H_1,7.8279999999999985
T4.0H_1,7.4445
T5.0H_1,7.6826
HPh_1,7.8917
HPh_2,7.3322
HPh_3,7.9135
LPh_1,7.7366
LPh_2,7.6341
LPh_3,7.9464
LPhT_1,8.1024
LPhT_2,7.586
LPhT_3,7.6683
SMMPr_1,7.1313
SMMPr_2,7.4147
SMMPr_3,7.5062
HiTm_1,7.3539
HiTm_2,7.2409
HiTm_3,7.4786
LoTm_1,7.2702
LoTm_2,7.3995
LoTm_3,7.1692
HiOs_1,7.3054
HiOs_2,7.5207
HiOs_3,7.3967
BMM_1,7.3529
BMM_2,7.3782
BMM_3,7.6709
Heat_1,7.7699
Heat_2,7.2894
Heat_3,7.7573
Cold_1,7.256
Cold_2,7.4179
Cold_3,7.4828
Etha_1,7.6609
Etha_2,7.8858
Etha_3,7.5416
SMM_1,7.4686
SMM_2,7.3392
SMM_3,7.2489
Salt_1,7.3316
Salt_2,7.1393
Salt_3,7.2596
Mt0_1,7.2834
Mt0_3,6.7061
M0t45_1,7.1223
M0t45_2,6.9661
M0t45_3,6.8641
M0t90_1,7.5204
M0t90_2,7.2299
M0t90_3,7.2305
M40t45_1,7.3967
M40t45_2,7.2848
M40t45_3,6.6814
M40t90_1,7.2679
M40t90_2,7.1617
M40t90_3,7.0908
dia0_1,7.1295
dia0_2,7.1541
dia0_3,6.7926
dia5_1,7.3082
dia5_2,7.4896
dia5_3,6.9303
dia15_1,7.1435
dia15_2,7.2055
dia15_3,7.3415
Diami_1,7.6589
Diami_2,7.3517
Diami_3,7.987
Paraq_1,7.6727
Paraq_2,7.3503
Paraq_3,7.1543
H2O2_1,7.265
H2O2_2,7.4772
H2O2_3,7.7956
Oxctl_1,7.9436
Oxctl_2,7.7725
Oxctl_3,7.4887
GM-0.1_1,7.2772
GM-0.2_1,7.6876
GM+5_1,7.279
GM+15_1,7.3238
GM+25_1,7.3735
GM+45_1,7.3597
GM+60_1,7.1812
GM+90_1,7.4388
GM+120_1,7.795
GM+150_1,7.8146
GM-0.1_2,7.2679
GM-0.2_2,7.9065
GM+5_2,6.9729
GM+10_2,6.8646
GM+15_2,7.3458
GM+25_2,7.2093
GM+45_2,6.6672
GM+60_2,7.3684
GM+90_2,8.1124
GM+150_2,7.6384
GM-0.1_3,7.688
GM-0.2_3,7.1392
GM+5_3,7.575
GM+10_3,7.095
GM+15_3,7.3262
GM+25_3,7.4202
GM+45_3,7.886
GM+60_3,7.7387
GM+90_3,7.846
GM+120_3,8.4273
GM+150_3,7.694
MG-0.1_1,7.2519
MG+5_1,7.567
MG+10_1,7.3083
MG+15_1,7.3116
MG+25_1,7.4379
MG+45_1,7.6862
MG+120_1,7.5205
MG+150_1,7.6578
MG-0.1_2,6.9171
MG-0.2_2,7.1315
MG+5_2,6.8058
MG+10_2,7.1968
MG+15_2,7.8843
MG+25_2,7.2561
MG+45_2,7.1608
MG+60_2,7.3826
MG+90_2,6.7977
MG+120_2,7.3768
MG-0.1_3,7.4534
MG-0.2_3,7.575
MG+5_3,7.7739
MG+10_3,7.841
MG+15_3,7.3372
MG+25_3,7.4474
MG+45_3,7.6486
MG+60_3,7.4853
MG+90_3,7.2473
MG+120_3,7.3112
MG+150_3,7.4258
