,b4640_1
ompr__bw_delompr_nacl__2,1.7649642245
minspan__wt_ade__1,6.8525762956000005
minspan__wt_glc__1,5.8818011795
minspan__wt_glc__2,5.7988115918
minspan__wt_glc__3,5.9610261017
minspan__wt_glc__4,5.5865610444
minspan__wt_glc_anaero__1,5.8807921783
minspan__wt_glc_anaero__2,5.5874517507
minspan__wt_trp__1,6.0466261886
minspan__bw_delcra_glc__1,5.6807867298
minspan__bw_delcra_glc__2,5.4645223465
minspan__bw_delcra_trp__1,6.6199745559
minspan__bw_delmntr__1,4.9624038884
minspan__bw_delnac_ade__1,7.0055043683
minspan__bw_delnac_glc__1,6.9383095423
cra_crp__wt_ac__1,4.3471741269
cra_crp__wt_ac__2,4.4264030628
cra_crp__wt_fru__1,5.1383927311
cra_crp__wt_fru__2,4.9801877711
cra_crp__delcra_ac__1,1.4206047922
cra_crp__delcra_ac__2,0.6651287701
cra_crp__delcra_fru__1,1.9089374014
cra_crp__delcra_fru__2,1.9507499701
cra_crp__delcra_glc__1,4.048358729
cra_crp__delcra_glc__2,4.6351921955
rpoB__wt_031__1,5.3075142517
rpoB__wt_044__1,4.8949856167
rpoB__wt_lb__1,2.549763347
rpoB__wt_lb__2,2.0328192447
rpoB__rpoBE546V_031__1,5.2824631445
rpoB__rpoBE546V_044__1,5.4127145796
rpoB__rpoBE546V_lb__1,3.7027747221
rpoB__rpoBE546V_lb__2,3.3024360764000003
rpoB__rpoBE546V_glc__1,5.3391703503
rpoB__rpoBE672K_glc__1,4.4875177004
rpoB__rpoBE672K_glc__2,4.6205692991
rpoB__rpoBE672K_lb__1,3.3615432462
rpoB__rpoBE672K_lb__2,3.3310336635
crp__wt_fru__1,4.3024180379
crp__wt_glyc__1,4.2887321662
crp__wt_glyc__2,4.6809943787
crp__delar1_glyc__1,3.647240622
crp__delar1_glyc__2,4.5069604709
crp__delar1ar2_glyc__1,3.9243981806
crp__delar1ar2_glyc__2,3.3984328047
crp__delar1ar2_glyc__3,3.5911343953
crp__delar2_glyc__1,3.5377562911
crp__delar2_glyc__2,4.2463926833
crp__delar2_glyc__3,3.8225334127
crp__delcrp_fru__1,4.4590399497
crp__delcrp_fru__2,4.6125736673
crp__delcrp_fru__3,4.5570785462
crp__delcrp_glc__1,4.2656607937
crp__delcrp_glc__2,3.6353253571
crp__delcrp_glc__3,3.5829365174000003
crp__delcrp_glyc__1,2.8571485062
crp__delcrp_glyc__2,3.2760375731
crp__delcrp_glyc__3,3.0723428622
glu__glu_ale3__1,2.6368739681
glu__glu_ale4__1,2.6957892036
glu__glu_ale5__1,2.4659114571
glu__glu_ale6__1,2.8993383707
glu__glu_ale8__1,2.3674090821
glu__glu_ale9__1,3.4522416833
glu__glu_ale10__1,4.2652776568
42c__wt_42c__1,5.1085827753
42c__42c_ale1__1,3.351336447
42c__42c_ale2__1,4.4108429437
42c__42c_ale3__1,4.5728814103
42c__42c_ale4__1,4.4162759007
42c__42c_ale5__1,5.7956131609
42c__42c_ale6__1,3.5383783712
42c__42c_ale8__1,4.153532919
42c__42c_ale9__1,4.1504602887
42c__42c_ale10__1,4.4026384925
ssw__wt_ac__1,2.1804806292
ssw__wt_glc__1,6.6150055032
ssw__wt_glyc__1,5.6703366685
ssw__wt_xyl__1,6.7494564809
ssw__glc_ale1__1,4.4343521477
ssw__glc_ale2__1,5.5374629373
ssw__glc_ale3__1,4.7224820387
ssw__glyc_ale1__1,5.3603092348
ssw__glyc_ale2__1,5.3898071751
ssw__xyl_ale1__1,6.1641468214
ssw__xyl_ale2__1,5.8696016441
ssw__xyl_ale3__1,5.0863434206
ssw__glc_ac_ac2__1,1.7237024760000001
ssw__glc_ac_glc1__1,5.1019214791
ssw__glc_ac_glc2__1,6.0497007681
ssw__glc_glyc_glc__1,5.5252532847
ssw__glc_glyc_glyc__1,4.859273323
ssw__glc_xyl_glc__1,5.4307559019
ssw__glc_xyl_xyl__1,5.2190290443
pgi__glu4_delpgi__1,2.2177413976
pgi__pgi_ale1__1,2.9680263065
pgi__pgi_ale2__1,2.4922451947
pgi__pgi_ale3__1,2.3783798523
pgi__pgi_ale5__1,3.6582192141
pgi__pgi_ale6__1,4.107306682
pgi__pgi_ale7__1,4.4953553445
pgi__pgi_ale8__1,3.7025967159
ica__wt_glc__1,4.6258457508
ica__wt_glc__2,4.5722975814
ica__wt_glc__3,3.8712840853
ica__wt_glc__4,5.1123322916
ica__arg_sbt__1,5.1527628248
ica__arg_sbt__2,4.873108812
ica__cytd_rib__1,4.373637439
ica__cytd_rib__2,4.4014633092
ica__gth__1,4.87261435
ica__gth__2,4.7282463051
ica__leu_glcr__1,5.4900009221
ica__leu_glcr__2,5.5382145663
ica__met_glc__1,4.033055065
ica__met_glc__2,3.9567465147
ica__no3_anaero__1,5.1085559882
ica__no3_anaero__2,5.0740879762
ica__phe_acgam__1,4.7949892056
ica__phe_acgam__2,4.8872248243000005
ica__thm_gal__1,4.8568376645
ica__thm_gal__2,4.6055415641
ica__tyr_glcn__1,4.8438987826
ica__tyr_glcn__2,4.6989981143
ica__ura_pyr__1,4.7866244119
ica__ura_pyr__2,4.7923145942000005
ica__wt_glc__5,5.4112514111
ica__wt_glc__6,5.5324634168
ica__bw_delpurR_cytd__1,5.4320133628
ica__bw_delpurR_cytd__2,5.5945231876
ica__ade_glc__1,5.9066924347
ica__ade_glc__2,5.7967318612
ytf__wt_glc__1,4.7379807259
ytf__wt_glc__2,5.3295189187
ytf__delyafC__1,6.0962100748
ytf__delyafC__2,5.9337555383
ytf__delyeiE__1,6.2793681235
ytf__delyeiE__2,6.4850344166
ytf__delyiaJ__1,6.2233016267
ytf__delyiaJ__2,6.4771146174
ytf__delyieP__1,6.0705529813
ytf__delyieP__2,6.0857206458
ytf__wt_ph5__1,6.4583390757
ytf__wt_ph5__2,5.8829913008
ytf__wt_ph8__1,3.6112526035
ytf__wt_ph8__2,2.3716969911
ytf__delybaO__1,5.8343584096
ytf__delybaO__2,5.8693699461
ytf__delybaQ__1,5.6268450088
ytf__delybaQ__2,5.3333069725
ytf__delybiH__1,3.7929799637
ytf__delybiH__2,4.7108903335
ytf__delydcI_ph5__1,5.8660410442
ytf__delydcI_ph5__2,5.8331722099
ytf__delydcI_ph8__1,2.1221854322
ytf__delydcI_ph8__2,2.925943551
ytf__delyddM__1,6.1269627744
ytf__delyddM__2,6.304776023
ytf__delyheO__1,5.7585878579
ytf__delyheO__2,5.7463675019
fps__bw_glc__1,6.2847368333
fps__bw_glc__2,5.7711137798
fps__fps_thrA_ale1__1,6.9225306234
fps__fps_thrA_ale1__2,6.6577339087
fps__fps_thrA_ale2__1,6.834402399
fps__fps_thrA_ale2__2,6.7623090442
fps__fps_serB_ale1__1,6.6537743668000005
fps__fps_serB_ale1__2,6.5416601318000005
fps__fps_serB_ale4__1,7.2902454206
fps__fps_serB_ale4__2,7.1473789963
fps__fps_ptsI_ale1__1,5.6063566751
fps__fps_ptsI_ale1__2,5.9837101722
fps__fps_ptsI_ale3__1,6.0932089949
fps__fps_ptsI_ale3__2,5.8222188942
pal__lyx_ale2_f6__1,5.6077631537
pal__lyx_ale2__1,4.7423062978
pal__lyx_ale2__2,3.5877984357
pal__lyx_ale4__1,4.7423062978
pal__lyx_ale4__2,3.5877984357
pal__5drib_ale10_f18__1,5.5625188181
pal__5drib_ale10_f18__2,5.3719426179
pal__5drib_ale10__1,4.8236987008
pal__arab_ale14_f9__1,5.5754962867
pal__arab_ale14_f9__2,5.2397808335
pal__arab_ale14__1,4.8267649629000005
pal__arab_ale14__2,5.0989810607
pal__arab_ale16__1,6.8113033013
pal__arab_ale16__2,6.5070373237
pal__tartr_ale26_f10__1,4.9488130143
pal__tartr_ale26_f10__2,4.7173659768
pal__tartr_ale26__1,4.3584789005
pal__tartr_ale26__2,3.6668274467
pal__tartr_ale28_f10__1,5.0077770843
pal__tartr_ale28_f10__2,4.6332783433
pal__tartr_ale28__1,4.7135057237
pal__tartr_ale28__2,4.774339046
efeU__delmenFentC_citr__1,5.2101749058
efeU__delmenFentC_citr__2,5.1114638826
efeU__delmenFentC__1,1.4436574396
efeU__delmenFentC__2,2.1822192425
efeU__menFentC_ale39__1,5.0579777834
efeU__menFentC_ale39__2,4.8129839542
efeU__menFentC_ale29__1,5.1963588411
efeU__menFentC_ale29__2,5.3928895523
efeU__menFentC_ale30__1,4.9458197794
efeU__menFentC_ale30__2,4.5871515519
efeU__menFentCubiC_ale36__1,3.8335231554
efeU__menFentCubiC_ale36__2,4.4715646046
efeU__menFentCubiC_ale37__1,3.2929840493
efeU__menFentCubiC_ale37__2,4.259394247
efeU__menFentCubiC_ale38__1,5.991017376
efeU__menFentCubiC_ale38__2,5.6813969003
