,-0.1328945272638606,-0.08859635150924042,-0.04429817575462022,-2.7755575615628914e-17,0.04429817575462017,0.08859635150924036,0.13289452726386056,0.17719270301848075,0.22149087877310095,0.26578905452772117,0.3100872302823413,0.35438540603696156,0.3986835817915817,0.44298175754620184,0.4872799333008221,0.5315781090554423,0.5758762848100625,0.6201744605646826,0.6644726363193029,0.7087708120739231
"ArcA, GadX, H-NS, OmpR, CadC, GadE-RcsB, and Lrp",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
unreg_genes,[],[],[],[],[],[],[],[],['dtpC'],[],[],[],[],[],[],[],[],[],[],[]
ArcA_genes,[],[],['ynaJ' 'fnr'],"['puuE' 'rhaT' 'citG' 'rutC' 'glpD' 'ndh' 'dcuC' 'sdhC' 'yieE' 'ydgC'
 'citD' 'hyaE' 'cydD' 'cyoA' 'yejG' 'icd' 'kdpA' 'fumC' 'rutD' 'fadH'
 'lpd' 'glcD' 'yfiF' 'puuR' 'putP' 'sdhA' 'gltA' 'glpE' 'ssb' 'acnA'
 'betI' 'acpP' 'dctA' 'citX' 'rstA' 'ybfA' 'puuB' 'kgtP' 'glcE' 'cyoB'
 'feoA' 'gatD' 'rplB' 'appB' 'dpiA' 'betT' 'aceK' 'rmf' 'pldA' 'appA'
 'nuoF' 'rplD' 'msrB' 'sdhB' 'rpsC' 'appC' 'rplC' 'ybiU' 'fumB' 'glcG'
 'hybF' 'sdhD' 'hyaF' 'hybG' 'lldD' 'ompW' 'rpsS' 'rplP' 'rutA' 'glcB'
 'betA' 'nuoC' 'rplV' 'puuD' 'betB' 'rpsJ' 'rplW' 'hybE' 'nuoB' 'xylR'
 'uvrA' 'hyaC' 'fadA' 'cyoC' 'gatC' 'fadJ' 'puuC' 'nuoG' 'glpA' 'gatB'
 'focA' 'prmC' 'yjiR' 'cyoE' 'fadB' 'yncE' 'hybD' 'thrA' 'puuA' 'nuoE'
 'gatA' 'ydeA' 'nuoJ' 'nuoL' 'yhgE' 'rho' 'xthA' 'glcC' 'treC' 'dsbB'
 'gatZ' 'hybC' 'nuoM' 'ymjE' 'citF' 'putA' 'yigI' 'dpiB' 'ybdN' 'hemA'
 'igaA' 'sucD' 'hyaD' 'rutG' 'prfA' 'rutF' 'ypdA' 'nuoI' 'rpmC' 'pflB'
 'pepN' 'acnB' 'glcF' 'hyaB' 'hybA' 'moeA' 'carA' 'citC' 'nudE' 'aldA'
 'ptsG' 'treB' 'tpx' 'moeB' 'dcuB' 'aceA' 'nupC' 'citE' 'nuoK' 'glpB'
 'cyoD' 'grcA' 'sucC' 'aceE' 'nuoH' 'fadD' 'iraM' 'folE' 'sucB' 'hybO'
 'lldR' 'yeiQ' 'lldP' 'rutB' 'dcuA' 'aceF' 'arcA' 'hybB' 'sucA' 'ndk'
 'gatY' 'glpC' 'hyaA' 'rutE' 'ackA' 'mdh' 'rpsQ' 'puuP']",['yncD' 'sodA' 'ubiC'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
GadX_genes,[],[],[],['btuB' 'gadC' 'glsA' 'murI' 'ybaT' 'speG' 'amtB' 'lon' 'ynfB' 'ydeM'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
H-NS_genes,[],[],['yciE' 'gspO' 'nrdD' 'nirC'],"['caiF' 'garK' 'gspF' 'hisP' 'evgA' 'entF' 'lacA' 'proV' 'yciG' 'gspH'
 'bglJ' 'galE' 'hisJ' 'gspD' 'ybdZ' 'cspD' 'hdfR' 'dps' 'fes' 'gutM'
 'cspA' 'gutQ' 'fepE' 'nirB' 'cysG' 'garP' 'degP' 'fliC' 'nhaA' 'yciF'
 'gspE' 'garR' 'rcsB' 'nhaR' 'mukF' 'evgS' 'galT' 'casD' 'fimB' 'mazF'
 'proW' 'cysA' 'ydeP' 'ftnA' 'srlD' 'hisQ' 'nirD' 'gspG' 'nrdG' 'cysW'
 'yfaE' 'proX' 'srlB' 'galM' 'fliZ' 'gspL' 'gspC' 'rcsD' 'rcsA' 'garL'
 'adeD' 'cysP' 'chiA' 'gspM' 'yjjP' 'srlR' 'hisM' 'srlE' 'gspA' 'yjjQ'
 'galK' 'tcyJ' 'cmoM' 'mazE' 'mukB' 'asr' 'gspK' 'casE' 'mukE' 'cas1'
 'bglB' 'cysU' 'nrdA' 'mdtI' 'bglG' 'cysM' 'nrdB' 'casA' 'cas2' 'gspB'
 'adiY' 'hchA' 'adiA' 'casC' 'bglF' 'mdtJ' 'gspJ' 'casB' 'acrE' 'srlA'
 'acrF']",['lacY' 'lacZ' 'ydeO'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
OmpR_genes,[],[],['tsgA'],"['pgaB' 'speF' 'pgaA' 'pgaC' 'narW' 'pgaD' 'tolC' 'znuA' 'acrR' 'ompF'
 'yobB' 'rob' 'exoX' 'ompX' 'ecnB' 'potE' 'lpcA' 'narY' 'narV' 'galP'
 'htpX' 'yccT' 'rhtA' 'pdhR' 'sra' 'alx' 'narU' 'lpp' 'narZ' 'copA']",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
GadE-RcsB_genes,[],[],[],['aslB' 'adiC'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
Lrp_genes,[],[],['yhcN' 'borD'],"['pabB' 'ynjH' 'ycfJ' 'ybiJ' 'iraP' 'adhE' 'ydcK' 'asnA' 'sdaA' 'yfiB'
 'clpP' 'ybjS' 'yfcC' 'phoA' 'ykgE' 'purT' 'dtpB' 'groS' 'yebF' 'crfC'
 'ibpA' 'modA' 'pepD' 'aidB' 'ribE' 'deaD' 'eno' 'cysB' 'zitB' 'mutY'
 'topA' 'sdaC' 'yceA' 'ybdL' 'ycaM' 'yagU' 'ilvG' 'serS' 'groL' 'ydcL'
 'rpiB' 'livH' 'eptB' 'yabQ' 'yibL' 'rnr' 'fxsA' 'rseA' 'acrZ' 'zntR'
 'nusB' 'ybjX' 'btuE' 'upp' 'ppk' 'sulA' 'zipA' 'exbB' 'arcB' 'aphA'
 'yeeE' 'yciT' 'radD' 'aspC' 'ybdG' 'yzgL' 'ilvE' 'ilvM' 'patA' 'ydgH'
 'polA' 'metH' 'yhdV' 'rpiA' 'yjiL' 'leuA' 'yacL' 'livK' 'tyrP' 'rlmE'
 'yeiL' 'aspS' 'mtr' 'ptsN' 'wecB' 'argS' 'ybiI' 'clpS' 'eco' 'pal' 'yiaG'
 'yhjJ' 'astC' 'dadX' 'brnQ' 'yjfP' 'yqeG' 'gltF' 'ydhQ' 'atpA' 'kbl'
 'ybdF' 'pyrI' 'serB' 'ompT' 'insH-3' 'ilvA' 'dhaK' 'ppx' 'yhdN' 'panZ'
 'yeaG' 'prlF' 'yhdW' 'can' 'yhhA' 'livF' 'tyrR' 'ybjN' 'lrhA' 'gpt'
 'ybgA' 'yjbJ' 'ppsA' 'livJ' 'gltP' 'ychE' 'livG' 'glnQ' 'yiiM' 'aroG'
 'lpxL' 'ilvD' 'msbA' 'mscK' 'rpoN' 'dgcJ' 'glnH' 'yaiY' 'cbl' 'gcvP'
 'yciN' 'htrE' 'rplR' 'lolC' 'metK' 'ftsQ' 'yeaE' 'tdh' 'katE' 'ybhQ'
 'alaA' 'ansB' 'rpsH' 'ybiO' 'yaeQ' 'aroA' 'yicH' 'yjbR' 'mnmA' 'ybiT'
 'lolA' 'ytfJ' 'ytjB' 'alaS' 'atpH' 'yjeH' 'deoB' 'slyA' 'bssS' 'yfaP'
 'slyX' 'creA' 'ytfB' 'chbG' 'hpf' 'intZ' 'yciZ' 'rplF' 'yojI' 'gcvT'
 'gdhA' 'avtA' 'purM' 'malT' 'lipA' 'yhjR' 'yehL' 'dadA' 'iraD' 'amiC'
 'leuE' 'frdA' 'yodC' 'yhhW' 'lysU' 'menA' 'yibT' 'livM' 'glgC' 'ydeE'
 'napF' 'pgl' 'dedA' 'insC-5' 'argA' 'yjeM' 'cpoB' 'yhbY' 'trxB' 'emrD'
 'dgcQ' 'ybeX' 'yceB' 'yoaH' 'lysP' 'serA' 'rhtB' 'frdB' 'gltD' 'gcvH'
 'ytfK' 'nac' 'dgcZ' 'hspQ' 'alaE' 'ygiW' 'aer' 'yjiC' 'serC' 'artP'
 'mscS' 'yqeF' 'ibpB' 'aspA' 'yjbQ' 'qseB' 'ycgB' 'soxS' 'treA' 'glnL'
 'dgcM' 'artI' 'proP' 'gltB' 'ygiV' 'ridA' 'yfcZ']",['pspG' 'glnA' 'ldhA' 'yaaX' 'ybgS' 'sad'],['argO'],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
ArcA and GadX_genes,[],[],[],['rpoS'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
ArcA and H-NS_genes,[],[],[],['caiB' 'caiE' 'caiA' 'cydA' 'caiC' 'cydB' 'caiD' 'caiT'],['appY'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
ArcA and OmpR_genes,[],[],[],['fadE' 'nuoN'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
ArcA and Lrp_genes,[],[],['fumA'],"['yhjE' 'glcA' 'argR' 'pntA' 'oppB' 'sthA' 'pncB' 'cydC' 'manA' 'mqo'
 'oppA' 'ubiA' 'potF' 'oppF' 'nuoA' 'osmY' 'rsd' 'dppA' 'oppD' 'oppC'
 'thiC' 'aceB' 'argT' 'fadI' 'cycA']",['phoH'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
GadX and H-NS_genes,[],[],[],['hns' 'hdeD' 'mdtF' 'mdtE'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
GadX and Lrp_genes,[],[],[],['uspE' 'asnB' 'gadB' 'glnK' 'ydeN'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
H-NS and OmpR_genes,[],[],[],['csgD' 'csgE' 'flhC' 'csgG' 'malE' 'csgF' 'flhD' 'malF' 'bolA' 'malG'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
H-NS and Lrp_genes,[],[],[],"['relA' 'fau' 'stpA' 'fimD' 'fliA' 'fimG' 'gabD' 'fimI' 'fimC' 'lrp'
 'fimA' 'gabT' 'leuO' 'osmC' 'fimF' 'lhgO' 'hlyE' 'fimH' 'gabP' 'fimE'
 'ilvI' 'ilvH']",['csiE'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
OmpR and Lrp_genes,[],[],[],['ompC'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
"GadX, H-NS, and Lrp_genes",[],[],[],['hdeB' 'hdeA' 'yhiD' 'gadW'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
"ArcA, OmpR, and Lrp_genes",[],[],[],['fadL' 'sstT'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
"GadX, H-NS, and GadE-RcsB_genes",[],[],[],['dctR' 'slp'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
"GadX, OmpR, and Lrp_genes",[],[],[],['dtpA'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
"H-NS, GadE-RcsB, and Lrp_genes",[],[],[],['yhiM'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
"ArcA, GadX, H-NS, and GadE-RcsB_genes",[],[],[],['gadA' 'gadX'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
"ArcA, H-NS, and Lrp_genes",[],[],[],['csiD'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
"H-NS, OmpR, and CadC_genes",[],[],[],[],['cadC'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
"ArcA, GadX, and H-NS_genes",[],[],[],[],['gadE'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
"ArcA, GadX, H-NS, OmpR, CadC, GadE-RcsB, and Lrp_genes",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['cadA' 'cadB'],[],[],[],[]
