,A,CadC,ArcA,Lrp,OmpR,gadE,GadX,hns
ecoli_00306,-0.052555470900000005,2.1573663695,0.31143739,0.11631183,1.0111644825,-0.818202489,-0.5030668555,-0.08386119
ecoli_00307,1.1739948045,2.5375343615,0.522454143,0.0553896,1.0985503995,-0.152446867,-0.0625268975,-0.07937957
ecoli_00308,0.2174821539,2.4912673645,0.48432147600000003,0.03072981,1.0243929735,-0.016105276,-0.21366946050000002,-0.04388363
ecoli_00309,1.556817868,2.5608063645,0.7122535630000001,0.13318965,1.1300790735,0.536768784,0.1083524595,-0.27269954
ecoli_00310,1.6123752784,2.6727630635,0.651048905,0.08433547,1.1122528485,0.46301385500000003,0.0130464585,-0.26839107
ecoli_00311,1.8255991782,2.4165949485000002,1.115899716,0.06602767,1.4258938825,-1.8036386160000002,-0.9155298515,0.2790379
ecoli_00312,1.906170784,2.9368518055,0.5338657950000001,0.06603256,1.1516092395,-1.802285528,-0.1402682435,0.6530912600000001
ecoli_00313,0.5121449663000001,0.2744240115,0.41800140300000005,0.20875959,-0.0472673725,0.56736796,0.2173478715,-0.03241439
ecoli_00314,0.1326725208,0.4083147165,0.41796379,0.22473191,0.0009286755000000001,0.611233726,0.3712992335,-0.01570513
ecoli_00315,0.7467260782,2.0802866345,0.990161956,0.09737311,0.8768270775,-0.875137954,-0.4354938605,-0.48680802
ecoli_00316,0.22247537650000002,2.0806333665,0.9831297560000001,0.07873335000000001,0.8008433295,-0.99413839,-0.3101468505,-0.47175727
ecoli_00317,0.8691269347,2.4899700385,0.8927740160000001,-0.17023841,0.6732772265,0.7931285260000001,0.25793786550000003,-0.77056655
ecoli_00318,0.2260675255,2.4660975545,0.9872195560000001,-0.12017589999999999,0.7337531625,0.73898841,0.1243607585,-0.69144047
ecoli_00319,-0.1965547218,-0.2321840395,0.07436142200000001,0.08325838,-0.1709957175,-4.5340457270000005,-2.0091461145,-0.34360699
ecoli_00320,0.1845610218,-0.25221917450000003,0.095882301,0.01536032,-0.23452216850000002,-4.423879352,-2.1378836415,-0.27949188
ecoli_00321,0.6769373753,1.5302597515,0.8589243360000001,0.33563127,1.2811678715,-2.540259558,-0.5243469175000001,0.1852025
ecoli_00322,0.4618595689,1.7250203394999999,0.844631216,0.3669557,1.2937523405,-2.326809356,-0.4873598785,0.27872811000000003
ecoli_00323,-0.20069173140000002,-0.47289160550000003,-0.146201738,0.1244222,-0.3372085865,-2.338032672,-2.2019184855,0.1055782
ecoli_00324,-0.1635724601,-0.6878553265,-0.07992882,0.10579559000000001,-0.2931919625,-2.31158873,-1.9782261825,0.15047999
ecoli_00325,0.3408165106,-0.2114370805,-0.058308609000000004,0.03817485,-0.4260073495,-0.48676648800000005,-1.2630418005,0.17891101
ecoli_00326,0.0102717125,-0.2715718955,0.511779267,0.07670667,0.0577711475,0.053145435000000005,-0.5647255485,0.4724368
ecoli_00327,0.7513712437000001,-1.2469039005,0.48734367500000003,0.44391536000000004,0.3204952955,-3.148134721,-1.5674874755000001,1.72657098
ecoli_00328,0.4896310031,-0.9301144665000001,0.55045278,0.26528858,0.1371415665,-3.13063182,-1.6419698805,1.6569929700000001
ecoli_00329,0.6348647295000001,-0.5985368575000001,0.42652437200000004,0.39307759000000003,0.3586083225,-1.9596086590000001,-0.9542591845,1.63065817
ecoli_00330,0.5087267045,-1.1007921345,0.41923975900000005,0.48729608,0.2324787315,-1.810165976,-1.0239043545,1.5797009100000001
ecoli_00331,0.2593918273,-0.2842898695,-0.47258526700000003,0.48082097,0.1299956205,-1.886799504,-0.2087909385,0.47199175
ecoli_00332,0.2701215249,-0.2189654415,-0.319391246,0.52501042,0.1964979345,-1.9081275510000002,-0.4666404985,0.33791435000000003
ecoli_00333,-0.0384056551,-0.0182035815,-0.407849047,0.2120538,0.2148997585,-2.731523456,-0.4040261395,0.6051613
ecoli_00334,0.5510964487000001,-0.3943304895,-0.36088363100000004,0.28869409,0.0418090805,-3.075587645,-1.4946212085,0.62997982
ecoli_00335,-0.2926174268,-0.9567613935,-0.423750187,-0.03178388,-0.6648646005000001,-4.404718717,-2.4047770435,-0.24876196
ecoli_00336,-0.0368476009,-0.5847762965000001,-0.580132675,0.14208676,-0.5418437255,-3.743639175,-2.1639725495,-0.04567213
ecoli_00337,0.065687919,-0.3102777255,-0.432093592,0.29004413,-0.39998756950000003,-0.19461825500000002,-0.6526674225,0.31002717
ecoli_00338,-0.35107115450000004,-0.4676861995,-0.32869141,0.22931725,-0.2132681315,-0.47445086700000005,-0.6526529945,0.37485865
ecoli_00339,-0.056449824100000004,-0.8135416115,-0.75174328,0.058007199999999995,-0.6894977925,-3.566591813,-1.6291993305,-0.14847092
ecoli_00340,0.0130597135,-0.3995183325,-0.8265227650000001,0.10202989999999999,-0.3741627795,-2.786071194,-0.7954169875,0.11526704
ecoli_00341,0.1359262781,-0.6233393865,-1.194452202,-0.03982716,-0.8033832795,-4.072281147,-1.9723728605000002,-0.11060014
ecoli_00342,-0.0765543024,-0.7276634005,-0.979012392,0.01314232,-0.7151310275,-3.9952623220000003,-2.1519356455,-0.06236804
ecoli_00343,0.4013562852,-0.6626547905,-0.669338697,0.41260815,-0.5048593585,-1.077194658,-0.3012293775,-0.08895912
ecoli_00344,0.1393404695,-0.6423741715,-0.671754205,0.28171779,-0.39523822350000004,-1.078098769,-0.26157538550000003,-0.17289961
ecoli_00345,0.4224879875,-0.4343183305,-0.809541689,0.28986345,-0.3713920705,-1.745273578,-0.5587236515,0.12530344000000002
ecoli_00346,0.1955043014,-0.27058548250000003,-0.808753508,0.30855238,-0.29357455250000003,-1.638854462,-0.6518127225,0.13244052
ecoli_00347,0.10689298280000001,0.17761999550000002,0.15738168700000002,0.34940393000000003,-0.2222003655,-0.18850717800000003,-0.1543816975,-0.28339365
ecoli_00348,-0.056562116200000005,0.3232629405,0.158383399,0.2045978,-0.20895057350000001,0.022539356,-0.1050935425,-0.04200595
ecoli_00349,0.6536318202,0.2819693045,0.019257945000000002,0.35848346000000003,-0.3151405655,-2.771806877,-0.7090673635,-0.10517051000000001
ecoli_00350,0.4441500921,0.1136301725,0.151773498,0.50684359,-0.19477831750000002,-3.29986021,-0.7048534715,-0.02988282
ecoli_00351,0.7900563005,0.2382442895,1.017115486,-0.16785485,0.6544698845,-3.731281105,-0.39289340850000004,0.38759555
ecoli_00352,0.7792907504000001,-0.0974921485,0.043576312000000006,0.20122215000000002,-0.2444773375,-4.739052074,-1.4875947045,-0.08150225
ecoli_00353,0.47348433360000003,-0.008014433500000001,0.044739098000000005,0.42471604,-0.1885501135,-2.775993806,-0.6791849755,-0.17518016
ecoli_00354,0.3667079727,-0.40672075550000003,0.057732437000000005,0.37638763000000003,-0.3362440545,-3.315645069,-1.0084784055,-0.09743219
ecoli_00355,-0.042479198100000004,-0.49384796550000004,0.7317756190000001,0.21257669999999998,-0.0152410355,-2.429100959,-1.0348139375,0.5349981500000001
ecoli_00356,0.1257341519,-0.3294216115,0.699000876,0.27375419,0.09132617650000001,-2.390326571,-0.9523703495,0.5423251
ecoli_00357,0.3888730301,0.034255692500000004,0.7554666760000001,0.4458261,0.0835117615,-4.033027577,-1.2434492685,0.44407603
ecoli_00358,0.666643184,-0.0581577675,0.7990900860000001,0.41603942,-0.1498311285,-3.7183265050000003,-1.0285970265,0.42163576
ecoli_00359,0.0912113292,-0.2670980495,0.852278316,0.55815454,-0.2350098935,-3.06738841,-1.6844179355,0.22959915
ecoli_00360,0.5334719901,-0.1763392745,0.908308306,0.62799598,-0.2799267615,-2.789971452,-1.6786213785,0.36025737
ecoli_00361,0.2898723439,-0.11240367450000001,1.097423036,0.79791422,-0.0935344285,-4.186747224,-2.3910121185,0.39006347
ecoli_00362,0.9162122441,-0.0122810985,1.1680522660000001,0.95693476,-0.0976192765,-3.868468695,-2.0417512255,0.55723992
ecoli_00363,0.15674048740000002,1.2573353235,0.38832677600000004,-0.25888674,-0.4001002765,1.773331184,1.7543605494999999,-0.0120513
ecoli_00364,0.2917632555,1.0305741285,0.5281267030000001,-0.03890048,-0.3754509495,0.26198276,1.2785649095,0.14660583
ecoli_00365,1.335219544,2.5447440825000003,1.148398166,-3.008981241,-1.2760176145,-2.69923772,-2.5542012015,0.17684793000000001
ecoli_00366,0.9950218371,2.2749842645,0.960487886,-3.04641655,-0.6012142095,-4.12486454,-3.0858233295,-0.06617892
ecoli_00367,1.9917287651,1.8998453515,-0.9133811220000001,-2.751771626,-1.7379376094999999,-3.349852946,-2.8222592505,-0.0631098
ecoli_00368,1.6736139224,1.7073520025,-0.9972484690000001,-2.736818597,-1.6634282145000001,-3.841590315,-3.5607856985,-0.32598286
ecoli_00369,1.3206806947,1.1297506775,0.49373369300000003,-0.16459738000000002,-1.7348292935,0.22906809800000003,1.1793834155,-0.04369507
ecoli_00370,0.4057819339,1.2641104295,0.239644822,-0.37902998,-1.0227326675,0.653092204,1.2867231865,-0.28571884000000003
ecoli_00371,1.5760846982999999,2.1184261965,0.750131416,-3.331796678,-1.4574764255,-4.234787772,-3.1512241415,-0.19421414
ecoli_00372,1.0147232835,2.2524278535,1.117783896,-2.924358988,-1.0781917715,-4.275124243,-3.2363759945,-0.0353843
ecoli_00373,2.9293566443,1.7153859005,-1.343260479,-3.234400994,-2.3744335325,-4.361151157,-3.8070951395,-0.13490824
ecoli_00374,2.9393333493,1.6492730345000002,-1.375806483,-3.187440226,-2.1068915725,-4.503306587,-3.9466018225,-0.34945339000000003
ecoli_00375,0.572564296,0.9359168065000001,0.42521249800000005,-0.605157371,-0.4869926355,0.328452438,0.2829123965,-0.81376161
ecoli_00376,0.1375285573,0.8458049785,0.202579652,-0.515767543,-0.3163097995,-0.45139383800000005,-0.10773344850000001,-0.79063607
ecoli_00377,1.0323196419,0.8584575325,-0.996780494,-2.036743429,-1.3335604205,-2.559966845,-3.3159992445,-1.50652995
ecoli_00378,1.4712305931,0.8641522775,-0.869100763,-2.167946797,-1.3873484865,-2.518771373,-3.3844024245,-1.61614049
ecoli_00379,7.5539562177,1.4532837295,-0.76746688,-2.415466852,-0.9956635375,-3.785578814,-3.8432497475,-1.28142286
ecoli_00380,7.260335085,1.3130275165,-0.6975454830000001,-2.494355515,-1.1635603015,-4.003228359,-3.6479587465,-1.2689553
ecoli_00381,0.06966949880000001,1.0331293415,0.322745916,-0.39921219999999996,-0.2434172825,-0.59869078,0.8842419225,-0.72629409
ecoli_00382,0.2765556337,1.3368563355,0.32773048800000004,-0.596111169,-0.18874847150000001,-0.23929002700000002,0.6343994645000001,-0.62723562
ecoli_00383,1.911362622,1.4188284735,-0.031158746,-2.613070847,-0.9392022675,-3.483551704,-3.3793965905,-1.3036713899999999
ecoli_00384,1.3766127612,1.5590035585000002,-0.000146966,-2.593732105,-0.9964010545,-2.7109426819999998,-3.4699665395,-1.2589567
ecoli_00385,4.4856060119,1.3090605645,-0.82586124,-2.286276152,-1.0183302525,-5.221432608,-4.5628209695,-0.51222599
ecoli_00386,4.7330506262,1.3327838925,-0.816201806,-2.3223952150000002,-0.9504875345,-5.014568989,-4.1191546185,-0.52900271
ecoli_00387,0.1201816643,0.26576027550000003,0.259412766,-0.7110936320000001,0.0092850715,-1.639491792,-0.34966792550000003,-1.37249192
ecoli_00388,0.16431267100000002,0.4244900245,0.25472500200000003,-0.74030853,-0.0027659725,0.125443788,-0.0607847225,-1.3623085
ecoli_00389,1.4964813796,2.1516075925,-0.464657757,-2.247825273,-1.3064527825,-5.336435902,-2.9914089544999998,-1.799592907
ecoli_00390,1.9230633,2.1343350005,-0.20812524200000002,-2.085224962,-1.3255095475,-5.568921667,-2.5756930475,-1.44991356
ecoli_00391,3.7942608412,0.4355468515,-1.6314585560000001,-2.625730985,-1.4914000425,-4.920526294,-5.0575483215,-1.928008924
ecoli_00392,3.3610820608,0.5124992555,-1.578264933,-2.53850969,-1.3959242965,-4.848398743,-4.7357063595,-1.997976621
ecoli_00393,0.1005873692,0.2543136335,-0.085024997,0.05014264,-0.3388850995,-3.342565922,-3.1895458985,0.51599809
ecoli_00394,0.9999619581,0.43190746350000003,-0.11169243100000001,0.15686469,-0.22556902650000002,-3.12019396,-3.3054740445,0.5427965
ecoli_00395,0.022868847,-0.3264498925,-0.12554602,0.34877371,-0.2436767635,-4.933009963,-3.4337416445,0.40571399
ecoli_00396,0.3709822813,-0.09471020150000001,-0.12163840100000001,0.27855391,-0.23716743950000002,-5.770378972,-3.2745179155,0.33394832
ecoli_00397,0.9584782274,0.2406382155,0.147011691,-0.14284623,0.5124135975,-1.037886058,-0.5305872175,-0.14259705
ecoli_00398,1.0789414815,0.1034184295,0.17322447,-0.28906252,0.5938741115,-1.476959825,-0.4867010205,-0.39243138
ecoli_00399,1.1887091645,1.0152087435,0.59222252,0.41202515,-0.2144825075,-2.631806647,-3.7457702775,0.93068393
ecoli_00400,1.5525083719000001,0.6041163975,0.504056843,0.31564227,-0.2077878235,-2.624836085,-4.0328969245,0.78858715
ecoli_00401,0.9502174894000001,-0.4048505625,0.22968818400000002,0.41067581000000003,-0.3565295115,-6.5876320150000005,-4.3788427895,0.69304108
ecoli_00402,0.5879613027,-0.2333014005,0.056962728000000004,0.5526681,-0.10518640950000001,-5.525832358,-3.5039167985,0.18212902
ecoli_00403,1.8435448403999999,0.0720360455,0.39358909999999997,0.28582806,-0.3064127055,-0.388931305,-0.8758368695000001,-0.07231908000000001
ecoli_00404,1.0957304404000001,0.32247372150000003,0.6512664920000001,0.31464813,0.29395167650000004,-1.5175542929999999,-0.9826416715,0.14985745
ecoli_00405,0.9942603041,1.0499895305,0.508200498,0.48185567,-0.2904281025,-1.690021239,-3.8160395215,0.56026191
ecoli_00406,0.8633928293,-0.029832512500000002,0.554538969,0.41281159,-0.27026297250000003,-1.815499951,-3.9454299775,0.63790006
ecoli_00407,0.6847730391,-0.018297089500000002,0.131412035,0.36526211000000003,-0.1579905365,-5.416696486,-2.8256511295,-0.09473338
ecoli_00408,0.1417310927,-0.31986788450000003,0.113307349,0.31662597000000003,-0.0714049045,-5.246509004,-3.2561358645,-0.046697550000000004
ecoli_00409,1.4655696445,0.5326786245,0.732414381,0.19396614,0.1971098305,-0.550591448,-0.5712976345,0.030417
ecoli_00410,1.5258235977,-0.1728475535,0.397215451,-0.02294698,0.1123041265,-0.952093948,-1.0045334675,-0.12571678
ecoli_00411,-0.051134556000000005,0.2385905235,0.047990289000000005,0.37995049999999997,-0.30426957450000003,-3.95649414,-3.3093762655,0.47458269000000003
ecoli_00412,-0.0185529697,-0.0131871815,0.024226647,0.39448269999999996,-0.2918856005,-3.90633283,-3.4860268235,0.47728225
ecoli_00413,0.2548397633,-0.1723060315,-0.16735893200000002,0.42355381000000003,-0.2622112455,-4.908049709,-3.1051855765,-0.03650874
ecoli_00414,0.6032843448,-0.0830476555,-0.046169952,0.40527485,-0.0225130155,-4.882116456,-3.4675098265,0.0066776
ecoli_00415,0.4824575243,0.2557253425,0.000397934,0.1537477,0.2811706715,-2.100057468,-1.1078724515,-0.23480724
ecoli_00416,1.2199635075,0.4599702155,0.061681656,0.22744643,0.22917027850000002,-2.568644032,-1.0550464685,-0.02788202
ecoli_00417,0.925163884,0.3546440145,0.023464927,0.43443466000000003,-0.1760560545,-5.083421184,-4.1969542575,0.50038513
ecoli_00418,0.49533752620000004,-0.29499714650000003,0.08428102900000001,0.33584919999999996,-0.3766593875,-4.809653257,-4.3973154865,0.47754781
ecoli_00419,0.48758075110000004,-0.2328599255,-0.240669923,0.44365641,-0.18466451150000002,-5.756804122,-3.3716601805,0.04207809
ecoli_00420,0.6029526862,-0.2479233275,-0.24078269100000002,0.44066302,-0.1742686985,-6.085160426,-3.4195799005,0.053441010000000004
ecoli_00421,1.2646758587,0.22771266550000002,0.11352845800000001,0.11084082,0.3339518435,-4.12884677,-1.2553401045,0.04597573
ecoli_00422,1.2033730178,-0.19521551550000002,0.055647699999999994,0.10588531,0.1935713165,-4.107387872,-1.3719617085,0.01640223
ecoli_00423,1.0641609492,0.9221406845000001,0.423811033,0.29849836,0.0265780345,-2.2469499490000002,-3.2431795115,0.7667340500000001
ecoli_00424,0.39556329490000003,0.5801555485000001,0.36192860400000004,0.13746951,0.0142619085,-2.560603722,-3.5326167705,0.68958929
ecoli_00425,0.9768667867,-0.0524912305,0.23718312100000002,0.4141574,-0.3226813905,-3.779473083,-4.5219660274999995,0.30609926
ecoli_00426,0.3761622697,0.21975121150000002,0.35780927900000004,0.43353771,-0.16040746250000001,-3.86464081,-4.3923327985,0.39011684
ecoli_00427,0.6251695964,0.2449424845,-0.065463742,0.45833565,-0.0352827175,-5.074873951,-3.0364218265,0.16214705000000001
ecoli_00428,0.7557696383,0.1635715005,0.0031101880000000003,0.50656561,-0.0614744205,-4.815826972,-2.8494140475,0.30251183
ecoli_00429,0.3787224407,-0.11084965050000001,0.024472946000000002,0.39724289999999995,-0.1389136005,-6.449061725,-4.0004709705,-0.01743154
ecoli_00430,0.6933630412,-0.0040329045,0.055705313000000006,0.4677558,-0.12810150950000002,-6.046631506,-3.6069468645000002,-0.03989757
ecoli_00431,1.5672792035,0.8777406465,0.153475046,0.08368034,0.6579702005,-2.866714926,-1.1560178965,-0.00652855
ecoli_00432,1.3907445113999999,0.6736310215,0.383165937,0.15465289999999998,0.8631847055,-2.868785621,-1.0773072675,0.01805195
ecoli_00433,0.8768589631,0.3727501935,0.42902198,0.11105173,0.2102114925,-4.842666395,-2.1676840635,-0.01316454
ecoli_00434,1.2476056961,-0.3430837215,0.47947808100000006,0.18776469999999998,0.19831319050000001,-4.346977015,-1.8858286725000002,0.05508608
ecoli_00435,0.9095507191000001,0.2814103785,0.40552786700000004,0.47269569,-0.3495889585,-2.541987362,-3.6257398265000003,0.68202985
ecoli_00436,0.6800528225,0.8413844695,0.36391003800000005,0.59365433,-0.21134193750000002,-2.143159929,-3.5884852235,0.8294365300000001
ecoli_00437,0.9672461255,-0.3540839885,-0.17456958,0.52078546,-0.3057344785,-5.5954091770000005,-3.5244829175,0.16366318
ecoli_00438,1.248019808,-0.4514255715,-0.112775311,0.56391793,-0.20174322150000001,-5.069752441,-3.4908774675,0.21915571
ecoli_00439,1.6146807457999999,0.8079498115,0.547628596,0.31709692,0.14663080050000002,-1.669919783,-0.6056026815000001,0.19720695
ecoli_00440,2.4167438571,0.6005127275000001,0.138707938,0.30863949,0.0935961545,-1.943142299,-0.5445547695,0.40407201
ecoli_00441,1.0913111126,0.7485606075,0.123741612,0.8334462300000001,-0.38905060550000004,-2.770999842,-3.2420302425,0.38412738
ecoli_00442,0.4725231559,0.5067295665,0.148947619,0.81370077,-0.1685530265,-2.922287222,-3.2604507415,0.49640389999999995
ecoli_00443,0.8640952475,-0.22032771950000002,-0.194823721,0.85162552,-0.2439349225,-5.093242505,-2.6962256495,0.04751099
ecoli_00444,0.8590503225,-0.3044795745,-0.207813609,0.77139532,-0.16663864050000002,-5.762196497,-2.8921934445,0.12086527
ecoli_00445,1.5477509072,0.6136275515,0.116287575,0.46144914000000004,0.3124606395,-2.443630807,-0.9720535895,0.0476462
ecoli_00446,1.8496389435,0.8501053965,0.30610816900000004,0.53650105,0.4310809165,-2.603685113,-0.8321317615,0.14272023
ecoli_00447,0.0436903578,0.5908389825,0.182452148,0.08376888,-0.0667614455,-2.28825697,-0.1733012495,0.4327723
ecoli_00448,0.3097964656,0.6470495895,0.05675017500000001,0.14463306,-0.3054398525,-1.863444194,0.0080658555,0.37033955
ecoli_00449,0.5364478723,0.7794633045,0.9022052260000001,0.10451665,0.1256636955,1.350714508,1.7486966695000001,0.57773418
ecoli_00450,0.15102800100000002,0.5176664845,0.805511006,0.00852152,0.0579005695,1.006351182,1.2253895365,0.43049254000000003
ecoli_00451,0.3671439328,1.3461595275,-0.13942209900000002,0.18249855,-0.27105109250000003,0.26096641400000004,-0.09934461950000001,0.32687236000000003
ecoli_00452,0.614639912,1.4290507355,-0.07192016500000001,0.10697757000000001,-0.2927120375,0.128110118,-0.1854348985,0.42016391000000003
ecoli_00453,1.170946204,2.1025871725,-0.052949313000000005,-0.06547885,0.1616715305,3.260221728,2.5072357755,0.47867913
ecoli_00454,0.2662917951,0.6039272555,0.362159938,-0.53392248,0.1591104565,1.454752513,1.3744828414999999,0.73401428
ecoli_00455,0.0913375728,2.0871995085,-0.189834376,-0.5347566690000001,0.21496686350000002,-1.1661064859999999,-0.3470313385,-0.31269492
ecoli_00456,0.2597840012,1.9113515255,0.008173476,-0.54468292,0.3644017875,-1.242749923,-0.7542443355,-0.20203355
ecoli_00457,0.07240229420000001,2.4763158035,0.169654342,-0.553062303,0.3731706085,0.5728027720000001,0.4332007825,0.01771645
ecoli_00458,0.19294136750000002,2.3888824555,0.06729879400000001,-0.510319517,0.6758574285000001,0.644875226,0.42467531750000004,0.30654788
ecoli_00459,0.3041004218,2.5181576315000003,0.15616148500000002,-0.44218531,0.36970756650000003,-0.44279140300000003,0.6398247395000001,-0.01429938
ecoli_00460,0.4833625922,2.5225111835,0.239198092,-0.45890421000000003,0.3427064385,-0.85129524,0.5155610635,0.01077946
ecoli_00461,11.7356228015,2.4666399635,0.8641572160000001,-1.665239565,0.6490427185000001,0.536211199,0.1966753785,0.00355952
ecoli_00462,11.3471259331,2.1300369255,0.973083856,-1.818222277,0.8182473995,-1.295111975,-0.5974463375,-0.11221258
ecoli_00463,16.2990592653,1.5919678235,1.333750346,-1.250426864,1.0452339865,4.141051578,1.8959563325,0.64643297
ecoli_00464,16.3623581332,1.6080133575,1.312309306,-1.202072489,0.9494872065000001,4.247838628,2.0164184855,0.63278163
ecoli_00465,4.8258968659,0.6964958235,1.8951162460000002,-2.185871754,0.41331351850000003,4.235767328,1.0881353935,0.50218688
ecoli_00466,1.1442909946,0.9493631095,1.911921266,-2.153580509,0.3272461035,4.155969548,1.0361143475,0.49923997000000003
ecoli_00467,8.0838603251,2.9433171865,1.350056986,-0.628678901,0.7808666985,-1.457520962,-1.3436558275000001,0.21320014
ecoli_00468,8.330575416,2.9262476625,1.376970496,-0.6334947940000001,0.8318213515,-1.623716605,-1.5047655885,0.1969339
ecoli_00469,0.9102612793,0.7898381065000001,1.913679546,-2.381830486,0.4886130025,4.118492578,1.0435207435,0.56855093
ecoli_00470,1.1231044809,0.8685969935000001,1.8060344860000002,-2.47801961,0.41015931450000004,3.9773963080000003,1.0310643945,0.45746274000000003
ecoli_00471,13.1089969005,3.3264744465,1.558450116,-1.7014559340000002,0.8641307395000001,1.142898158,0.8470205245,-0.28121229999999997
ecoli_00472,12.8489182312,3.0966127795,1.512987446,-1.732787777,0.9925839495000001,1.302281595,0.8895346105,-0.31035452
ecoli_00473,16.7947279366,1.5977808185,1.187646956,-1.5977228760000002,0.9443054765000001,3.7987227480000003,2.1972176255,0.55578499
ecoli_00474,16.917771878,1.3305726905,1.183673156,-1.5849388420000001,1.0906732255,3.7694119180000003,2.0450202455,0.62389534
ecoli_00475,15.0607151543,2.0325359945,1.134926456,-0.935360497,1.7343793695,-0.781243561,-0.8860245095,1.23181458
ecoli_00476,15.3744132941,1.7097788655000001,1.171369256,-0.9537663660000001,1.6302195725000002,-1.7677943950000001,-0.9309158215000001,1.01833016
ecoli_00477,1.4586997501,1.6449791685,1.277705766,-0.8746138210000001,0.9135198535,-3.630744213,-2.2985920215,0.16065807000000001
ecoli_00478,1.0765993508,1.9567015365,1.193604036,-0.800381644,0.8014121065,-2.406378135,-1.8671731464999999,0.28002335
ecoli_00479,0.5976558793,0.7267322315,1.209686186,-0.6366868360000001,0.22262428150000002,4.191924948,2.2383458055,0.20112823
ecoli_00480,0.3109470339,0.8321498235,1.219010516,-0.5992906880000001,0.2695464335,4.116419158,2.2182433455,0.28447756
ecoli_00481,0.5010928704000001,0.9196091115,0.749578626,0.43902568000000003,-0.2835274915,0.11422016500000001,0.8265091595,-0.0973469
ecoli_00482,0.3891887526,0.8594595785,0.8959164460000001,0.41019906,-0.1058225935,0.10632276600000001,0.8443563265,-0.14090949
ecoli_00483,-0.12014729660000001,1.7098318055,0.43540830300000005,-0.07928616000000001,0.4373627175,0.8048022760000001,1.2144832495,0.22264682
ecoli_00484,0.1089667056,1.9001534315000002,0.336615744,-0.20454914,0.3098895005,0.993490434,1.2570219795,0.21059784
ecoli_00485,1.1516314646999999,0.0700292515,0.9587748460000001,-2.298169478,1.2716981505,-3.296790938,-2.7592120675,1.70998187
ecoli_00486,1.236624793,-0.0081198155,0.888778866,-2.297755931,1.2879501515,-2.931801064,-2.6648017575000003,1.69814819
ecoli_00487,10.9437478738,0.7851378625000001,1.239469466,-1.187113138,1.2463854435,-0.8897684330000001,0.2475501635,-0.02099361
ecoli_00488,11.0051259498,0.6105512035,1.286611286,-1.208269057,1.3007696795,-0.549054157,0.34273692650000004,0.051601640000000004
ecoli_00489,17.0301941278,1.8861536985,0.593363677,-1.672601137,0.9851667795000001,1.5612023970000002,1.4882584545,0.34237327
ecoli_00490,17.1373229844,2.0127886105,0.6304361510000001,-1.5933066089999999,1.0537978405,1.6991136770000002,1.4789908015,0.37001703
ecoli_00491,0.31805249490000004,1.7917329105,0.805178606,-0.35542659,0.8505845595,-4.227828967,-2.0295518925,0.52794562
ecoli_00492,0.5321172080000001,1.6568824995,0.7645057460000001,-0.35719236,0.8396459505,-4.269221127,-2.0711293385,0.51811106
ecoli_00493,0.7174530063,1.7207299995,1.309449926,-0.44954975,1.4084771345,-1.422273012,-0.1757048515,0.6172066700000001
ecoli_00494,0.7018579566,1.7212470865,1.256571656,-0.546843076,1.4329714315,-1.253893658,-0.2636573605,0.6346432200000001
ecoli_00495,0.5360252347000001,2.3084688615,0.8213794360000001,-1.386791921,0.4709874705,3.714189918,2.1757531355,0.48516773
ecoli_00496,0.2276151485,2.5361968435,0.7716407660000001,-1.326752544,0.5320828165,3.756961908,2.2346417055,0.49623364000000003
ecoli_00497,1.1589392311,0.8912797475,1.765406416,-2.149374439,0.5035477225,3.869067568,0.7337686835,0.47949135
ecoli_00498,0.7339396194000001,0.8731384155,1.713364286,-2.170666885,0.46364937450000004,3.824199428,0.6954903135,0.435488
ecoli_00499,0.4095753626,0.6275318205,0.7587941960000001,0.28228039,-0.1864242575,0.15615900500000002,0.4690406715,-0.14088623
ecoli_00500,0.39003884780000003,0.6453043665,0.817858076,0.22740423,-0.16031311550000002,0.036221917,0.43900201050000004,-0.16340733000000002
ecoli_00501,7.5481310743,1.1251940205,0.7807056960000001,-0.910065081,1.2643474895,-3.80442634,-2.2657093015,0.40600823
ecoli_00502,7.5348596710999995,1.1528451665000001,0.796525916,-0.9454840790000001,1.3263154475,-3.42617844,-2.2505761425,0.46997409
ecoli_00503,12.9017943134,0.9928104745,1.3944261660000001,-0.8766881620000001,1.1290305725,0.039328874,-0.00042488350000000004,-0.58603246
ecoli_00504,13.0155040749,0.9063765745000001,1.321416506,-0.872067922,1.0116622245,-0.133885113,-0.1263777595,-0.70255185
ecoli_00505,18.6689093605,2.7466395765,1.515113286,-1.338154381,0.3560970015,3.039796928,2.2861446555000002,1.2011202
ecoli_00506,18.9246701422,2.7232351355,1.607825306,-1.27289673,0.2701819985,3.044518938,2.3433017555,1.26498694
ecoli_00507,0.2658711065,1.4701080505,-0.088775881,-0.41075282,0.3613296965,-0.90643434,-0.7060793375000001,0.40492605
ecoli_00508,0.4672963889,2.1306298115,-0.169818773,-0.44553304,0.1628406355,0.08456669900000001,0.0040633085000000005,-0.053889610000000004
ecoli_00509,0.0969721528,1.8826513055,0.22573171900000003,-0.33785343,0.5025087195,-1.008990735,-0.29241982050000004,0.01586921
ecoli_00510,0.4205583996,2.0682652625,0.15109339300000002,-0.38782241,0.3621689205,-0.559590778,-0.1139734765,0.0448398
