,PN96_RS22615
SBRG_BHIN_Growth_Late_1,0.3490606
SBRG_BHIN_Growth_Late_2,0.358997703
SBRG_BHIN_Growth_Mid_1,0.457151144
SBRG_BHIN_Growth_Mid_2,-0.3792560029999998
SBRG_BHIN_Growth_Stat_1,-0.8123079249999999
SBRG_BHIN_Growth_Stat_2,-0.1705479389999999
SBRG_LBv2_Growth_Late_1,-0.3559569699999998
SBRG_LBv2_Growth_Late_2,0.0899401420000001
SBRG_LBv2_Growth_Mid_1,-0.1134012639999999
SBRG_LBv2_Growth_Mid_2,0.1134012640000001
SBRG_LBv2_Growth_Stat_1,-1.071238056
SBRG_LBv2_Growth_Stat_2,-1.259044098
SBRG_MHB_Rich_Mid_1,1.592780835
SBRG_MHB_Rich_Mid_2,1.5095723740000002
SBRG_NBO_Rich_Mid_1,0.7462613610000002
SBRG_NBO_Rich_Mid_2,0.722588198
SBRG_M9Na_Arabinose_Mid_1,-0.8164438205
SBRG_M9Na_Arabinose_Mid_2,-0.3617388635
SBRG_M9Na_Galactose_Mid_1,-0.4889249444999999
SBRG_M9Na_Galactose_Mid_2,-0.0583050945000001
SBRG_M9Na_GlcNAcGrowth_Late_1,0.1315416974999999
SBRG_M9Na_GlcNAcGrowth_Late_2,0.3228898395000001
SBRG_M9Na_GlcNAcGrowth_Mid_1,0.0005826225
SBRG_M9Na_GlcNAcGrowth_Mid_2,0.1623179244999999
SBRG_M9Na_GlcNAcGrowth_Stat_1,-0.8368503525
SBRG_M9Na_GlcNAcGrowth_Stat_2,-0.9386882825
SBRG_M9Na_GlcNAc_Mid_1,-0.0888805834999999
SBRG_M9Na_GlcNAc_Mid_2,0.0709110315000001
SBRG_M9Na_Gluconate_Mid_1,-0.3964599115
SBRG_M9Na_Gluconate_Mid_2,-0.6799713185
SBRG_M9Na_Glucosamine_Mid_1,-0.6944136055000001
SBRG_M9Na_Glucosamine_Mid_2,-0.3408397715
SBRG_M9Na_Glycerol_Mid_1,-0.9073658125
SBRG_M9Na_Glycerol_Mid_2,-0.1557264434999998
SBRG_M9Na_Maltose_Mid_1,0.2081236995000002
SBRG_M9Na_Maltose_Mid_2,-0.4026483585
SBRG_M9Na_Mannitol_Mid_1,-0.3867993165000001
SBRG_M9Na_Mannitol_Mid_2,-0.6259530314999999
SBRG_M9Na_Trehalose_Mid_1,-0.8922100515
SBRG_M9Na_Trehalose_Mid_2,0.3465526075
SBRG_M9Na_ethanol_Mid_1,-2.2650084895
SBRG_M9Na_ethanol_Mid_2,-0.3593231855000001
SBRG_M9Na_fructose_Mid_1,-0.1558323874999998
SBRG_M9Na_fructose_Mid_2,-0.8115963964999999
SBRG_M9Na_fumarate_Mid_1,0.1534087044999998
SBRG_M9Na_fumarate_Mid_2,0.1186014984999999
SBRG_M9Na_glucoseGrowth_Late_1,0.8767313975
SBRG_M9Na_glucoseGrowth_Late_2,-0.0627820785000001
SBRG_M9Na_glucoseGrowth_Mid_1,-0.2214645945
SBRG_M9Na_glucoseGrowth_Mid_2,0.2214645945
SBRG_M9Na_glucoseGrowth_Stat_1,0.0921569204999999
SBRG_M9Na_glucoseGrowth_Stat_2,-0.3043034364999999
SBRG_M9Na_ribose_Mid_1,-0.3024288595
SBRG_M9Na_ribose_Mid_2,-0.8147057765000001
SBRG_M9Na_succinate_Mid_1,0.6361818824999999
SBRG_M9Na_succinate_Mid_2,0.9644231655
SBRG_M9Na_sucrose_Mid_1,-0.2192117504999999
SBRG_M9Na_sucrose_Mid_2,-0.2062845265000001
SBRG_LBv2_HapROver_Late_1,0.1697814580000001
SBRG_LBv2_HapROver_Late_2,-0.7050555609999998
SBRG_LBv2_HapROver_Mid_1,0.04445914
SBRG_LBv2_HapROver_Mid_2,-0.0856402549999999
SBRG_LBv2_HapROver_Stat_1,-0.4251476829999998
SBRG_LBv2_HapROver_Stat_2,-0.4324602279999998
SBRG_LBv2_LuxOOver_Late_1,-0.8719551469999999
SBRG_LBv2_LuxOOver_Late_2,0.0788456590000001
SBRG_LBv2_LuxOOver_Mid_1,-0.607642128
SBRG_LBv2_LuxOOver_Mid_2,-0.2169610469999998
SBRG_LBv2_LuxOOver_Stat_1,0.2314395460000002
SBRG_LBv2_LuxOOver_Stat_2,-0.8749137649999998
SBRG_LBv2_QstROver_Late_1,0.240977398
SBRG_LBv2_QstROver_Late_2,0.000890663
SBRG_LBv2_QstROver_Mid_1,-0.4359666499999999
SBRG_LBv2_QstROver_Mid_2,-0.8868173199999999
SBRG_LBv2_QstROver_Stat_1,-0.0945281029999998
SBRG_LBv2_QstROver_Stat_2,-0.0853408439999998
SBRG_LBv2_TfoXOver_Late_1,-0.8041748669999998
SBRG_LBv2_TfoXOver_Late_2,-0.912646176
SBRG_LBv2_TfoXOver_Mid_1,0.4223570540000003
SBRG_LBv2_TfoXOver_Mid_2,-0.0037428039999998
SBRG_LBv2_TfoXOver_Stat_1,0.0232698910000002
SBRG_LBv2_TfoXOver_Stat_2,-0.4334458659999998
SRX12193062,0.0
SRX12193071,1.567014954
SRX12193063,0.0
SRX12193072,0.0
SBRG_LBv2_LowpH_Mid_1,1.013565495
SBRG_LBv2_LowpH_Mid_2,0.3389164940000002
SBRG_LBv2_highSalt_Mid_1,-1.308210726
SBRG_LBv2_highSalt_Mid_2,-0.5418399139999999
SBRG_M9Na_glucoseKanamycin_Mid_1,1.1680683895
SBRG_M9Na_glucoseKanamycin_Mid_2,0.6763434915
SRX8117098,-0.3464189285
SRX8117099,0.3464189284999999
SRX8117100,0.2978207794999998
SRX8117101,-0.0981789355
SBRG_OSS_TfoXOver_Stat_1,-1.13449844
SBRG_OSS_TfoXOver_Stat_2,2.1217337670000003
SBRG_OSS_VectorOnly_Stat_1,-0.624700811
SBRG_OSS_VectorOnly_Stat_2,0.6247008110000001
SBRG_LBv2_TfoXOver_Recov_1,-0.316175293
SBRG_LBv2_TfoXOver_Recov_2,-0.060904112
SBRG_LBv2_VectorOnly_Recov_1,0.654554568
SBRG_LBv2_VectorOnly_Recov_2,-0.654554568
