,A,CusR,HprR,CueR
ecoli_00368,-12.6578854542,-2.445596891,-1.3941207725,-2.797636119
ecoli_00369,3.1642614717,0.662301891,1.8510699545,-0.853779073
ecoli_00370,3.0561754801,0.626818879,1.5488717035000001,-0.859106098
ecoli_00371,-14.1439310777,-2.692257234,-1.9821175125,-2.836215102
ecoli_00372,-13.9113583851,-2.548085082,-2.0097835765,-2.428273502
ecoli_00373,-12.8054830121,-2.957302166,-2.0225441015,-3.260627732
ecoli_00374,-12.8787232599,-3.157117645,-1.8665571305,-3.249296554
ecoli_00375,4.9994942901,1.075814633,1.9931625785,-0.881292862
ecoli_00376,5.2101871752,1.4877149360000002,2.0373747825,-0.8955874060000001
ecoli_00377,-14.0161366902,-2.066352304,-1.8204548385,-2.062998688
ecoli_00378,-13.9361272287,-1.95601888,-1.7850479235,-2.147362903
ecoli_00379,-14.22141901,-2.651256792,-1.7444597385,-2.222174867
ecoli_00380,-14.2015648543,-2.269073607,-1.9233531265,-2.315925675
ecoli_00381,5.492788778,1.4621762230000002,1.7872261005,-0.847261981
ecoli_00382,5.9424264378,1.140566627,1.5311019195000002,-0.924318305
ecoli_00383,-13.8987257871,-2.391236634,-1.4396512375000001,-2.0700616
ecoli_00384,-13.2883704294,-2.193142569,-1.2931426775000001,-1.973307417
ecoli_00385,-13.5467869962,-2.512442814,-1.1011421605,-2.740902565
ecoli_00386,-13.0297639602,-2.781441852,-1.3288748445,-2.825065404
ecoli_00387,5.8824240263,1.5511026270000001,1.9700303725000001,-1.363870517
ecoli_00388,6.4508188324,1.676694493,2.2159884895,-1.195262596
ecoli_00389,-14.1257044551,-2.58670042,-2.0883560315,-2.381641264
ecoli_00390,-5.7111237179,-1.644105533,-1.7223674865,-2.727309087
ecoli_00391,-13.332361245,-2.390628003,-2.2637270805,-2.762839184
ecoli_00392,-13.6185935591,-2.361332123,-2.6597472255,-3.058222193
ecoli_00393,-0.5791952762,-0.176215214,0.13383649350000001,-1.695274258
ecoli_00394,-0.8363322252000001,-0.266151395,0.26728537550000003,-1.516766686
ecoli_00395,0.8967715980000001,0.361478998,0.40736602450000003,-0.9765947020000001
ecoli_00396,0.4945938313,0.23669083300000002,0.08537813250000001,-1.246899466
ecoli_00397,1.9563290865,1.277603979,1.2731506605,0.178130324
ecoli_00398,1.3366805061,1.395898386,1.1591182745,0.12790721700000002
ecoli_00399,-9.520107146600001,-1.365572104,0.1576905485,-1.159235804
ecoli_00400,2.3083971962,0.9720322100000001,0.9617611785,-1.256488491
ecoli_00401,2.7254747435,0.644596355,0.2128484055,-1.109509792
ecoli_00402,2.4815081213,0.42764970700000005,0.1940449125,-1.599464651
ecoli_00403,2.684690461,0.53805191,0.42563123350000004,-0.577268448
ecoli_00404,4.0393924384,1.285389337,0.49119094950000003,-0.552751477
ecoli_00405,-5.47380459,-1.031705486,-0.0628995245,-1.147246456
ecoli_00406,-0.744445298,-0.19023315000000002,-0.016900540500000002,-1.123361411
ecoli_00407,2.5389570374,0.457762241,-0.3416915465,-1.178567477
ecoli_00408,2.1318167344,0.407771567,-0.1258750915,-1.159614782
ecoli_00409,2.7606076959,1.030656051,0.0132200675,-0.684087812
ecoli_00410,2.6585598291,0.7377230220000001,-0.0828842155,-0.7819898460000001
ecoli_00411,0.3660147091,0.069389486,0.5732018575,-1.450156489
ecoli_00412,0.1949604557,-0.031792334000000005,0.5617107105,-1.544952902
ecoli_00413,1.1957580191,0.213308349,0.1012593665,-1.853538372
ecoli_00414,1.6297708354,0.262282061,-0.1413704975,-1.400624676
ecoli_00415,3.3029426663,1.172319421,0.6043106715000001,-0.10581040600000001
ecoli_00416,2.7268428551,1.202784426,0.6537625285,-0.50342666
ecoli_00417,1.5328284284,0.602113804,0.1550302695,-1.414950226
ecoli_00418,1.3412312812,0.565686495,0.1618980615,-1.323952778
ecoli_00419,1.8178138995,0.5119602050000001,-0.1521070575,-1.228138236
ecoli_00420,1.4501114516,0.5870831550000001,-0.27109143150000004,-1.197565978
ecoli_00421,3.459717494,1.500214073,0.5607427175,-0.00320368
ecoli_00422,3.3855499281,1.500025564,0.4234480245,-0.08295348100000001
ecoli_00423,-0.1922351816,0.124111939,0.7484975705,-1.3282243550000001
ecoli_00424,0.1289962532,0.09921366,0.6007630255,-1.364138272
ecoli_00425,0.6157534476000001,-0.06161901300000001,0.2899616705,-1.7572863120000002
ecoli_00426,0.5599870799000001,-0.0660477,0.25018906550000003,-1.6842570239999999
ecoli_00427,0.3799144289,-0.037572672,0.1499212115,-1.364063296
ecoli_00428,0.1895399982,0.020514728000000003,0.28820768550000003,-1.655574428
ecoli_00429,0.828347334,0.010314466000000001,0.040305453500000005,-1.763049646
ecoli_00430,0.6335721015,-0.010592579000000001,0.0246658045,-1.353533906
ecoli_00431,2.5236973544,1.462891191,1.1040579375,-0.49803121100000003
ecoli_00432,2.6813951852,1.256512146,0.9087582185,-0.237951555
ecoli_00433,2.8978871899,1.409913223,0.8997951545,-0.573048501
ecoli_00434,2.8664773797,1.041219751,0.8003836435,-0.453708963
ecoli_00435,1.7568348355999999,0.49744500100000005,0.7425506455,-1.230184173
ecoli_00436,1.9844728595,0.518666936,0.6083690415,-1.299407879
ecoli_00437,2.8818980571,0.27894792500000004,0.1550013385,-1.671007269
ecoli_00438,2.7232369581,0.27220963,0.20226240750000002,-1.590531741
ecoli_00439,3.3746609492,1.360182036,0.9830362975,-0.564675255
ecoli_00440,3.3066942482,1.573302355,1.3860750635,-0.37890103
ecoli_00441,0.6761375366,0.214569388,0.2758557645,-1.490561442
ecoli_00442,0.8869671302000001,0.18801551500000002,0.5040242345,-1.49951912
ecoli_00443,1.4346402809,0.27008724900000003,-0.0287448125,-1.5550604799999999
ecoli_00444,1.4591409258999999,0.281003836,-0.052816112500000005,-1.6071221210000002
ecoli_00445,2.9606886737,1.37054275,0.9724560525,-0.24682635200000003
ecoli_00446,3.1315371414,1.589578226,1.0614464815,-0.307749847
ecoli_00447,0.7205934205000001,-0.17341239700000002,0.5862354095,-1.348394295
ecoli_00448,1.2090536586,-0.156033753,0.4488291325,-1.3410490510000002
ecoli_00449,0.5752942377,-0.10151974500000001,0.9491379405,-0.7134569580000001
ecoli_00450,0.3620736885,-0.157347019,0.4110191775,-0.506581994
ecoli_00451,2.4845017312,0.28892321400000004,0.4342364245,-1.343789858
ecoli_00452,1.7636142801,-0.042903399,0.32362547350000004,-1.348657092
ecoli_00453,0.28027191290000003,-0.23249049100000002,0.5220467575000001,-0.535233795
ecoli_00454,0.3561616334,-0.137571923,0.4097428705,-0.546096739
ecoli_00455,6.1501364063,1.581921274,1.1022789625,-0.766991953
ecoli_00456,6.4277448324,1.569090079,0.9191589105,-0.467518407
ecoli_00457,6.0703777222,1.497101991,1.1009308785,-0.430095824
ecoli_00458,6.1171897233,1.417318963,0.8125482065,-0.392678897
ecoli_00459,5.0069766794,0.442169293,0.4569533235,-0.7142505760000001
ecoli_00460,4.8758530745,0.36657554800000003,0.24277908650000002,-0.5982258730000001
ecoli_00461,-11.1423219811,-3.339805901,-0.12199027550000001,-0.001225743
ecoli_00462,-11.536167496200001,-3.288805671,-0.23889672850000002,0.142396146
ecoli_00463,-12.8175174508,-3.422884645,-0.7907529175,0.8732517870000001
ecoli_00464,-13.6302429258,-3.609020713,-0.9641682455,0.9090231780000001
ecoli_00465,-14.6327544881,-2.842864271,-1.3271684735,1.106459512
ecoli_00466,-13.541074244,-2.843647891,-1.2317613445,1.06289566
ecoli_00467,-13.9033517407,-2.887672343,-0.42358018550000004,-1.2351007840000001
ecoli_00468,-13.8688732638,-2.600779348,-0.3469290625,-1.078536714
ecoli_00469,-13.7930073466,-2.75859006,-1.3235448825,1.031307218
ecoli_00470,-14.0924540051,-2.618577659,-1.2294443255,1.015618228
ecoli_00471,-14.0284445842,-3.728129176,0.1706522175,0.017789934
ecoli_00472,-13.4361222823,-3.5630056469999998,0.0334212355,0.10083610700000001
ecoli_00473,-13.3112348251,-3.085188553,-0.4178656315,0.862122276
ecoli_00474,-13.5222196032,-3.341600289,-0.6385908275000001,0.8830874980000001
ecoli_00475,-14.5892850621,-6.944846208,-1.3951813145,-0.8795531050000001
ecoli_00476,-15.615622212,-6.944846208,-1.1721098005,-0.619175021
ecoli_00477,-15.9296391567,-6.944846208,-1.1405861045,-1.292041712
ecoli_00478,-15.4739643355,-6.944846208,-0.8663089535,-1.561312997
ecoli_00479,-4.9638393426,-0.779841789,0.2607911195,0.624464896
ecoli_00480,-4.6062080091,-0.722265754,0.1891209925,0.68762755
ecoli_00481,-12.7955579615,-2.269124819,0.4337799175,-0.206206996
ecoli_00482,-13.1502592831,-2.397967332,0.5686222425,-0.049127571
ecoli_00483,1.9527047379,1.189504699,1.1893856595,-0.49482169600000003
ecoli_00484,2.2367069045,1.245704489,1.2578463465,-0.531843257
ecoli_00485,-0.347581484,-0.790659846,0.7820715745,0.026332106
ecoli_00486,-0.356380417,-0.709511537,0.8270745945,-0.024338027
ecoli_00487,-13.5549721895,-3.020360823,0.1979506775,0.16215542800000002
ecoli_00488,-13.973579994,-3.032424267,0.23356567450000001,0.256025915
ecoli_00489,-11.9043784546,-2.973449162,-1.0469381915,0.204927673
ecoli_00490,-11.7860054185,-2.388193647,-0.7415007375,0.144525442
ecoli_00491,-14.4232313123,-2.228264083,-0.5363139605,-2.19034
ecoli_00492,-14.3864397993,-2.30914133,-0.4157409575,-1.7548292490000001
ecoli_00493,-9.0367625287,-2.126174723,-0.10601437350000001,-1.116307981
ecoli_00494,-9.0675443854,-2.018362947,-0.1538209555,-1.140610688
ecoli_00495,-11.516086395,-2.223102166,0.2989858805,0.795497474
ecoli_00496,-11.2149886699,-2.123488012,0.4387478985,0.784724814
ecoli_00497,-13.0785728687,-2.691473633,-1.3040535415,0.8930657620000001
ecoli_00498,-13.5281801262,-2.815237966,-1.2804544995,0.8333171500000001
ecoli_00499,-12.7669531252,-2.1620985790000002,0.4634357135,-0.11592089
ecoli_00500,-13.0367772448,-2.214406397,0.6292166425,-0.093071914
ecoli_00501,7.1522158703,0.9191288550000001,0.9603047995,-1.350331596
ecoli_00502,7.5012863633,0.952755758,0.8526548325000001,-0.940041003
ecoli_00503,-13.8700077713,-2.953775414,-0.0909938265,0.00174584
ecoli_00504,-14.3452125882,-2.715965197,-0.1011250635,-0.046761775000000005
ecoli_00505,-2.0489389976,-1.292771249,0.0173797765,0.004392914
ecoli_00506,-1.7125109419,-1.366116715,0.0496098545,0.031222873
ecoli_00507,4.8310875784,1.481272056,1.0789441435,-0.528440942
ecoli_00508,4.5898852356,1.586179128,1.1705894695,-0.6543184550000001
ecoli_00509,4.5554329146,1.472174542,1.1627389455000001,-0.813896022
ecoli_00510,4.5989148886999995,1.397755389,1.1300965965,-0.706232516
ecoli_00511,2.0115213046,-0.17984255300000002,0.8061404795,-0.11228763
ecoli_00512,2.0385706004,-0.147769267,0.9341368685,0.041520748
ecoli_00513,-13.6157007509,-2.596353583,-1.4268404825,0.7563628280000001
ecoli_00514,-13.761864919,-2.743894903,-1.3790421385,0.651473912
ecoli_00515,-10.2206168032,-2.104340644,-0.5698457125,-1.270540944
ecoli_00516,-10.0411527653,-2.078767883,-0.5601931495,-1.408011819
ecoli_00517,0.22869055270000002,0.43354087700000005,0.5473704145,-1.4329711
ecoli_00518,-4.8010716952,-0.84836566,-0.35289688950000003,-1.7228603470000001
ecoli_00519,-2.1133399179,-1.727791243,-0.9616228395,-0.8245180440000001
ecoli_00520,1.0530825587,0.34705591,0.1487219925,-1.043744937
ecoli_00521,3.4510154997,1.000497266,1.1865110935,-0.9362862150000001
ecoli_00522,3.3822837588,1.034733348,1.7683670175000001,-1.114883485
ecoli_00523,3.9478705258,1.047366965,1.6099526385,-1.268725839
ecoli_00524,-1.5911424844000002,-0.506577841,-1.1936841535,-1.147357627
ecoli_00525,-1.4544920774,-0.426601104,-1.0978620025,-1.400164742
ecoli_00526,-1.6165324472,-0.32244613,-0.6626398755,-1.090514902
ecoli_00527,-1.4719356188,-0.40179870300000003,-0.5825940005,-1.039236188
ecoli_00528,-15.466516422,-3.113170135,-1.5780155955000001,-1.4546555190000001
ecoli_00529,-14.3344608673,-2.103697277,-1.4598651165,-1.513572624
ecoli_00530,-13.5836767162,-2.745126585,-1.7445593234999999,-1.82008609
ecoli_00531,-14.0390506717,-1.9626820820000002,-1.7299633335,-2.062038788
ecoli_00532,0.2974569971,0.9460657210000001,0.9074841735,-1.204453475
ecoli_00533,0.47619032780000004,1.19519941,1.3357791655,-1.068845151
ecoli_00534,0.7640440481,1.062479062,0.9509827415000001,-1.079558608
ecoli_00535,0.8297803895,1.28705513,1.3557752345,-0.79836926
ecoli_00536,-0.16841753410000002,-0.200001369,-0.3836568705,-1.6717692830000002
ecoli_00537,-1.0037664392,-0.03762139,-0.3639034425,-1.66198519
ecoli_00538,2.6541963820000003,0.253658596,0.0696721345,-1.7694825280000002
ecoli_00539,2.6841708551,0.403293485,0.1983474325,-1.645797911
ecoli_00540,-12.4372064365,-2.204792517,-1.6235005375,-0.980145413
ecoli_00541,-12.0604348407,-2.017043908,-1.5960465904999999,-0.9969954120000001
ecoli_00542,-11.3370099003,-1.4345259970000002,-0.8785745575,-0.926467919
ecoli_00543,-11.9292251837,-1.925125757,-1.0944315825,-0.748448047
ecoli_00544,-6.3980781556,-1.818113652,-1.5362066964999999,-0.9842185940000001
ecoli_00545,-9.3646735481,-1.789214963,-1.7677101685,-1.043223341
ecoli_00546,2.7989059218,0.38757017200000005,0.5177233945,-1.5344875880000002
ecoli_00547,3.128963628,0.48500006500000004,0.4132057335,-1.41812701
ecoli_00548,2.6534709005,-0.178294314,-0.3676707335,-1.5872823120000001
ecoli_00549,2.1349980046,-0.547364744,-0.8836875025,-1.490758556
ecoli_00550,-0.35599012900000004,-1.6578640180000002,-1.2749402875,-1.489595673
ecoli_00551,1.553765103,-1.419474292,-1.2229603425,-1.372454527
ecoli_00552,-5.3340343864,-2.79213812,-2.1386158025,-2.132107353
ecoli_00553,5.5097310235,1.209757635,0.4053259805,-1.8982557990000002
ecoli_00554,-5.810954387,-2.721914759,-2.1248434935,-1.844507678
ecoli_00555,-2.6150550328,-2.945835949,-1.9022522335,-1.605928253
ecoli_00556,-1.8367330353,-2.396161829,-1.8533805795,-1.482197413
ecoli_00557,-0.8700738354,-2.334486987,-2.3129398105,-1.552997037
ecoli_00558,1.7275579714,-0.18463669,-1.1720908575,-1.822068424
ecoli_00559,2.0554456028,-0.182162959,-1.3512513965,-1.676413541
ecoli_00560,-11.1238588047,-3.19396288,-1.8597304565,-1.107945643
ecoli_00561,-6.9840742053,-2.585062837,-1.6833268315,-1.117974627
ecoli_00562,-11.8899466792,-3.572496636,-0.1788478065,-0.6822495310000001
ecoli_00563,-13.7476564061,-3.362767509,-0.8119349945000001,-0.544358599
ecoli_00564,-9.0397982187,-1.583610902,-0.5590304255,-1.719270903
ecoli_00565,-9.0151291772,-1.4697438310000002,-0.5387269855,-1.639157298
ecoli_00566,2.3916848330000002,0.536615996,0.6088691735,-1.001056351
ecoli_00567,3.3754650676,0.788279519,1.1932857025,-0.924953393
ecoli_00568,-0.7141110526000001,0.11178186400000001,-0.7872118535,-1.332810577
ecoli_00569,-0.9143698521,0.08412625700000001,-0.5278680705000001,-1.565816356
ecoli_00570,1.8232186054000001,0.912574387,-0.0407952145,-1.325424127
ecoli_00571,1.8433927218,0.9832243970000001,0.1099759735,-1.224444186
ecoli_00572,4.1836616232,0.9079554160000001,1.2448777185,-1.410460582
ecoli_00573,3.9550908027,0.7352991830000001,0.9897286305,-1.36905494
ecoli_00574,-2.0158033327,-3.115663035,-1.6061154305,-1.219511512
ecoli_00575,-1.7931048352,-3.088489553,-1.7265378335000001,-1.264364292
ecoli_00576,-1.6593039765,-2.925775072,-2.0606863165,-1.817913886
ecoli_00577,-2.1065617758,-2.529835417,-1.9015060005,-1.4626096560000001
ecoli_00578,-2.3787709782,-3.131048264,-1.5242109385,-1.163490345
ecoli_00579,-2.2177720871,-2.583714264,-1.6452963415,-1.009209707
ecoli_00580,-10.5940798502,-3.116362283,-1.5466911885,-1.1876299399999999
ecoli_00581,-10.399845606,-3.09062627,-1.4259379295,-1.74433204
ecoli_00582,-8.7118683363,-1.485991614,-0.26069033750000004,-1.4441622920000001
ecoli_00583,-7.338797733,-1.431231213,-0.2449964795,-1.5112599580000001
ecoli_00584,1.740830816,0.614958605,1.7344101205,-0.8045464040000001
ecoli_00585,1.2145096691,0.360350595,1.1957080275,-1.027962881
ecoli_00586,0.3049216285,0.35512984200000003,-0.17917398950000002,-1.822559111
ecoli_00587,0.6727032652,0.126982009,-0.2696132995,-1.8339119460000002
ecoli_00588,3.6131091205,1.023359819,0.4372001125,-1.582897443
ecoli_00589,3.6340969257999998,1.128065968,0.4505779065,-1.551063957
ecoli_00590,-13.7400045253,-3.052153578,0.2982078695,-1.232460602
ecoli_00591,-13.2219571649,-3.209035351,0.3075116645,-1.01042452
ecoli_00592,1.9522604091,-2.175206359,-1.8125923875,-0.9133406140000001
ecoli_00593,-0.7320575148,-2.247720263,-1.6892498285,-1.084211844
ecoli_00594,-5.1135789773,-1.952144018,-1.4656313805,-1.6431339660000002
ecoli_00595,-10.1886601176,-2.887257239,-1.3040568855,-1.06183869
ecoli_00596,-9.8366687705,-2.252729376,-1.7550090035,-1.166982912
ecoli_00597,-8.0710495584,-1.889564711,-1.2408817165000001,-1.430605812
ecoli_00598,-10.2383606102,-1.670257128,-1.0177403025,-0.857293548
ecoli_00599,-8.9971780928,-1.40587083,-0.7079629435,-1.090820782
ecoli_00600,-13.3039510371,-1.875568875,-1.4809964195,-1.582087353
ecoli_00601,-13.9613861701,-2.261810992,-1.5630337165000001,-2.352628693
ecoli_00602,3.2122328385,0.6613011860000001,0.3353632805,-1.717284403
ecoli_00603,-3.6147320835,-1.677366588,-1.3370946264999999,-2.137418945
ecoli_00604,2.2574624928,0.7371630610000001,0.5506613155,-1.702866072
ecoli_00605,-2.3808320562,-1.214368413,-1.1020661795,-1.776647954
ecoli_00606,-12.4941637236,-1.634336463,0.054824792500000004,-2.170846832
ecoli_00607,-12.2108443142,-1.793192632,-0.0915506995,-1.7495559250000001
ecoli_00608,3.762750812,1.5248714680000002,2.4869285395,-1.80928438
ecoli_00609,2.7310383321,0.5239256720000001,1.2940718375,-1.456714509
ecoli_00610,-4.9637740793,-1.35780946,0.4891736575,-1.702342755
ecoli_00611,-9.8326051922,-1.234166923,0.1099366975,-1.53186881
ecoli_00612,-14.5661015589,-2.711631832,-0.6523536835,-1.6877641570000002
ecoli_00613,-14.3794394811,-2.806420787,-1.0332379285,-1.542531759
ecoli_00614,-8.2512443111,-2.422032183,-0.8596411345,-1.7949912010000002
ecoli_00615,-10.7309112285,-3.25957192,-1.3877889275,-2.246159247
ecoli_00616,-10.8131512299,-2.7820824340000003,-0.6673032725,-1.473158215
ecoli_00617,-8.9056192689,-2.302513332,-0.9643049255,-1.563220838
ecoli_00618,0.6832428312000001,-0.396664265,-1.0299683055,-1.662769905
ecoli_00619,0.6415405021,-0.32493973,-1.1727764895,-1.6886823290000001
ecoli_00620,3.6371979324,0.812945545,-0.1508242055,-0.39875870500000005
ecoli_00621,2.9582305489,0.605527677,-0.4483268185,-0.391051107
ecoli_00622,-0.45071967150000003,-0.15176382900000002,0.6859762225,-0.375586866
ecoli_00623,-0.1848869767,0.06867381,0.7371417925,-0.139513182
ecoli_00624,1.5113053008000001,0.114785538,1.5622019885,-0.192505427
ecoli_00625,1.6790227426,-0.084017511,1.5305559794999999,-0.287342484
ecoli_00626,1.8190589308,0.37121395300000004,1.0479188945,-0.742257107
ecoli_00627,2.1427077222,0.672864464,1.2080708595,-0.528628479
ecoli_00628,2.2254241594,-0.10605837800000001,1.6833492095,0.041732112
ecoli_00629,2.0959202641,-0.677301063,1.4479556105,-0.009058026
ecoli_00630,-11.0709322715,-2.368424887,0.1431192675,-0.30633518
ecoli_00631,-9.9980796126,-2.327898449,0.2926263985,-0.41369292
ecoli_00632,-0.5122422662,-0.047188163000000005,0.7214403105,-0.530712176
ecoli_00633,-1.2967327344,-0.278746207,0.7106962595,-0.49929856800000005
ecoli_00634,-0.5053418909,-0.44593225400000003,0.4427344455,-0.7642572980000001
ecoli_00635,0.5053057142,0.048693537,0.7462303355000001,-0.49129162200000004
ecoli_00636,-3.1720177437,-0.555927517,0.3090612795,-0.09940512200000001
ecoli_00637,-1.5183552531,-0.44490967800000003,0.6089173165,-0.088428562
ecoli_00638,0.39953493100000004,-0.2049793,0.5912049095,-0.461004332
ecoli_00639,1.0385244319,0.100647179,0.7326974795000001,-0.395356676
ecoli_00640,-1.4721761458,-0.8989387670000001,0.8701726865,-0.034457273000000004
ecoli_00641,-1.6201487408,-1.061689975,0.7598943535,0.106596071
ecoli_00642,0.0905871598,-0.29038241200000003,0.6945697405,-0.43270168800000003
ecoli_00643,-0.3082875011,-0.41959465500000004,0.6673340755,-0.33128528
ecoli_00644,-0.26805579160000004,-0.177750141,0.4330199375,-0.34578115800000003
ecoli_00645,0.21685101610000002,0.041368393,0.39468412150000004,-0.385734679
ecoli_00646,-0.3369943334,0.225212089,1.0110225485,-0.422204389
ecoli_00647,0.0566694513,0.142330541,1.1367260975,-0.41771204300000003
ecoli_00648,0.2057652915,0.009787449,0.7305503515,-0.602886508
ecoli_00649,-0.4570761605,-0.20631909999999998,0.6936960245,-0.49507383600000004
ecoli_00650,-7.750913035,-1.5615689,0.21811621550000002,-0.40644334800000004
ecoli_00651,1.8061141699999999,0.825880324,1.0283219815,-0.5293039930000001
ecoli_00652,-12.4087797314,-2.538451674,0.3048730765,0.124386009
ecoli_00653,-8.379997948,-2.601514264,0.2574054505,0.23244687300000003
ecoli_00654,1.4583247842,0.296481557,0.8397368455,-0.466290847
ecoli_00655,1.4406212019,0.170582735,1.2971829805000001,-0.442876888
ecoli_00656,-1.100844841,-0.462760734,0.31136270050000003,-0.203364223
ecoli_00657,-1.3260095986,-0.278550576,0.3763168395,-0.445685319
ecoli_00658,0.2675339031,0.068457739,0.6806368325000001,-0.775108326
ecoli_00659,0.3957428135,0.078585921,0.9176433235,-0.6344708920000001
ecoli_00660,-4.6453568779,-1.180054477,0.9415296085,-0.108601234
ecoli_00661,-3.4753828487,-0.813475806,1.5208751205,-0.022009346000000003
ecoli_00662,0.7616396421,-0.12155945300000001,0.6603252945,-0.5777377
ecoli_00663,0.9708760040000001,0.358986676,0.7463844955000001,-0.6967792700000001
ecoli_00664,-2.3284392947,-0.826420149,1.2920092375,0.131913569
ecoli_00665,-1.7350690327,-0.585641454,1.3618821255,0.06480649100000001
ecoli_00666,-3.2881884464,-0.43054620400000004,0.5062341185,-0.38217247400000004
ecoli_00667,-0.469634722,-0.145204369,1.2987945615,-0.17858785400000002
ecoli_00668,-5.9085428429,-2.035082978,1.5103761405,0.107919575
ecoli_00669,-9.0479446414,-2.503322866,0.38228810750000003,-0.21716458200000002
ecoli_00670,-5.71688767,-1.249592143,0.2160501495,-0.35876935400000004
ecoli_00671,-6.0905009345,-1.268068681,0.2505290315,-0.295762937
ecoli_00672,1.1171234501,0.504959351,1.1709214965,-0.608831683
ecoli_00673,1.3320514273000001,-0.24167096400000002,1.8421734945,0.050177144
ecoli_00674,1.1657779358,0.19362556,0.7378283995,-0.6632454630000001
ecoli_00675,1.3750337195,0.126137208,0.8163646405,-0.701190616
ecoli_00676,-0.2555026758,-0.353819726,0.5568346175000001,-0.6899851730000001
ecoli_00677,-0.2996334578,-0.288505498,0.5457617805,-0.5841863340000001
ecoli_00678,-12.5530865706,-2.525563872,0.0641585365,-0.04530343
ecoli_00679,-12.6432810043,-2.76390751,0.17296094950000002,-0.041043006
ecoli_00680,3.2349253255,0.7664869,1.3280740215,-0.38768525800000003
ecoli_00681,3.6433206711,0.7117352180000001,1.4809846505,-0.13071592
ecoli_00682,-8.3970955774,-2.051673248,0.07869026450000001,-0.33364773600000003
ecoli_00683,-6.0522155309,-1.514086987,0.1434687265,-0.31980368200000003
ecoli_00684,2.1556762309,0.48985942200000004,1.2192367455,-0.45595083000000003
ecoli_00685,2.2658704349,0.28467547400000004,1.3941728395,-0.212597003
ecoli_00686,0.9936482967,0.024842176,0.5266235985000001,-0.9139340920000001
ecoli_00687,0.9620375955,-0.168100988,0.7512648095000001,-0.42606329800000003
ecoli_00688,0.4593382023,0.318168496,0.7394870795,-0.76915454
ecoli_00689,0.6537566222,0.467186692,0.7329732955,-0.666941014
ecoli_00690,-13.5173469001,-2.332144402,-0.1405466445,0.190164465
ecoli_00691,-13.648609255,-2.5758224590000003,-0.0941649365,0.264063895
ecoli_00692,-12.6585098892,-2.528865974,0.0278545025,0.14962983400000002
ecoli_00693,-12.876870168,-2.931759957,0.2695492605,0.208487836
ecoli_00694,-14.1503882216,-3.430031879,0.34481370450000004,0.260984103
ecoli_00695,-13.9886857621,-3.215190858,-0.0222916805,0.19914319200000002
ecoli_00696,-7.9852323803,-1.8742514360000002,0.4907828635,0.133433879
ecoli_00697,-5.7730830572,-1.249155344,0.23948525550000002,0.10636835700000001
ecoli_00698,2.2214278957999998,0.056357976000000004,1.0953502335,-0.6959267490000001
ecoli_00699,2.5721764832,0.20373929100000002,1.5059745155000002,-0.40859213800000005
ecoli_00700,1.5776051986000001,0.31497213900000004,0.9608419585,-0.560252614
ecoli_00701,1.9674947225000001,0.433020532,1.0310635065,-0.578281946
ecoli_00702,0.9539289866,0.252088599,1.0481147815,-0.22980050100000002
ecoli_00703,1.4927762766,0.36745756,1.4220532335,-0.11936218600000001
ecoli_00704,0.2539218487,0.093893235,0.6907602575,-0.303700511
ecoli_00705,0.2825651722,0.167795102,0.8049661815,-0.426748308
ecoli_00706,0.39655737360000004,-0.170153354,0.6970854885000001,-0.711600063
ecoli_00707,0.8681590914,0.292248914,0.7853156785000001,-0.611705289
ecoli_00708,-0.1545012049,0.199069136,0.5457978165,-0.581066769
ecoli_00709,0.6285657332,0.019977924,0.5672034445,-0.5829936130000001
ecoli_00710,1.6920005898000001,0.515862769,1.0527781805,-0.575091325
ecoli_00711,1.8441323534,0.38028021,1.6315172875,-0.285772236
ecoli_00712,0.7850628126,0.265295026,0.9831462225,-0.290203366
ecoli_00713,1.0036459269,0.422223257,1.0397338985,0.020362978
ecoli_00714,-12.651056223,-2.70695514,1.3761433625000001,0.33845054500000005
ecoli_00715,-13.0678512217,-2.735307999,1.2127241555000001,0.299287668
ecoli_00716,-10.3528982634,-2.216604686,-1.8632766715,-0.447853119
ecoli_00717,-11.3393286731,-2.105417391,-2.0023416385,-1.4270990669999999
ecoli_00718,-9.55581147,-2.312901888,-2.1945757055,-1.480592885
ecoli_00719,-8.0469651973,-2.123069958,-1.8347092045000002,-1.216034535
ecoli_00720,-10.9857696535,-2.19025925,-2.0313529935,-1.6254658960000001
ecoli_00721,-10.4839173216,-2.371999196,-1.9746529975,-1.445661058
ecoli_00722,-10.19776162,-1.946488585,-1.3737422395,-0.40470685900000003
ecoli_00723,-5.8962351413,-1.084194895,-2.3850007495,0.145869612
ecoli_00724,-11.9248687164,-2.24223345,-1.2135580905,-0.342207317
ecoli_00725,-12.7246059736,-2.259214669,-1.3217865925,-1.021053178
ecoli_00727,-11.514864482,-1.92252318,-1.1178783925,-0.629077643
ecoli_00728,-7.4909036942,-1.817475323,-1.5243035675,-0.318526505
ecoli_00729,-13.024993119,-2.080901502,-1.5050239135,-1.26086265
ecoli_00730,-10.2763784329,-2.019418024,-1.7152816315,-0.48744210400000004
ecoli_00731,-11.055199658,-2.260775126,-2.1001159005,-1.649484194
ecoli_00732,-9.2878316873,-2.102764162,-2.4708320175000003,-1.55488845
ecoli_00733,-11.5317776875,-2.181146766,-1.6663162455,-0.31129315500000004
