,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A,rep5_idx,rep5_A,rep6_idx,rep6_A
0,control__wt_glc,0.0,0.26405381176897724,2.0,0.0,-0.1867142409,1.0,0.1867142409,,,,,,,,
1,fur__wt_dpd,-13.064195476950001,0.06618241006184557,2.0,2.0,-13.017397446,3.0,-13.1109935079,,,,,,,,
2,fur__wt_fe,-8.8879290358,0.8012173123970293,2.0,4.0,-9.4544752306,5.0,-8.321382841,,,,,,,,
3,fur__delfur_dpd,-13.1288015446,0.09086135900463198,2.0,6.0,-13.0645528615,7.0,-13.1930502277,,,,,,,,
4,fur__delfur_fe2,-3.67562560795,0.09559523660142487,2.0,8.0,-3.6080295679,9.0,-3.743221648,,,,,,,,
5,acid__wt_ph5,-8.481245344800001,0.08979253995196752,2.0,10.0,-8.4177524309,11.0,-8.5447382587,,,,,,,,
6,acid__delgadx_ph5,-8.2114227976,,1.0,12.0,-8.2114227976,,,,,,,,,,
7,acid__delgadw_ph5,-6.323599284149999,0.16352509186232067,2.0,13.0,-6.4392289855,14.0,-6.2079695828,,,,,,,,
8,acid__delgade_ph5,-8.1133361534,0.15137460868411862,2.0,15.0,-8.0062981411,16.0,-8.220374165700001,,,,,,,,
9,oxidative__wt_pq,-3.07735623735,0.13572589374543217,2.0,17.0,-3.1733289372,18.0,-2.9813835375,,,,,,,,
10,oxidative__deloxyr_pq,-0.07825728075,0.09572936202989395,2.0,19.0,-0.1459481618,20.0,-0.0105663997,,,,,,,,
11,oxidative__delsoxr_pq,-4.007034556100001,0.1470272696657571,2.0,21.0,-3.9030705767000002,22.0,-4.1109985355,,,,,,,,
12,oxidative__delsoxs_pq,-4.477172626650001,0.09732562716272981,2.0,23.0,-4.5459922376,24.0,-4.4083530157,,,,,,,,
13,nac_ntrc__wt_csn,-5.55573056455,0.17987415413633953,2.0,25.0,-5.6829207987,26.0,-5.4285403304,,,,,,,,
14,nac_ntrc__wt_cytd,-11.68363224065,0.04324713786323036,2.0,27.0,-11.7142125851,28.0,-11.653051896200001,,,,,,,,
15,nac_ntrc__wt_gln,-12.155899030450001,0.3427314390102906,2.0,29.0,-12.3982467551,30.0,-11.9135513058,,,,,,,,
16,nac_ntrc__bw_delnac_csn,-5.70830321955,1.344927048718413,2.0,31.0,-6.6593102559,32.0,-4.7572961832,,,,,,,,
17,nac_ntrc__bw_delnac_cytd,-8.30778840375,0.04200606561877151,2.0,33.0,-8.2780856299,34.0,-8.3374911776,,,,,,,,
18,nac_ntrc__bw_delnac_gln,-9.2409503293,0.1817987602725116,2.0,35.0,-9.1123991931,36.0,-9.3695014655,,,,,,,,
19,nac_ntrc__bw_delnac_nh4,-0.6595350681000001,0.009520780424002067,2.0,37.0,-0.6528028597000001,38.0,-0.6662672765000001,,,,,,,,
20,misc__wt_no_te,-5.2784763446,2.4661297471561787,2.0,39.0,-7.0222934121,40.0,-3.5346592771000003,,,,,,,,
21,misc__bw_delcbl,0.57916652805,0.0023306373151090074,2.0,41.0,0.5775185186,42.0,0.5808145375,,,,,,,,
22,misc__bw_delfabr,1.0262115616,0.07025548081527169,2.0,43.0,1.0758896885,44.0,0.9765334347,,,,,,,,
23,misc__bw_delfadr,-1.3274080084,0.12149543122163227,2.0,45.0,-1.2414977651,46.0,-1.4133182517,,,,,,,,
24,misc__nitr_031,-4.5111232528,,1.0,47.0,-4.5111232528,,,,,,,,,,
25,omics__wt_glu,-8.324207292899999,0.002607908379700901,2.0,48.0,-8.3223632232,49.0,-8.3260513626,,,,,,,,
26,omics__wt_gly,-9.616625621,0.10671723904750934,2.0,50.0,-9.6920861044,51.0,-9.5411651376,,,,,,,,
27,omics__wt_thr,-7.302395225250001,0.018108216595679585,2.0,52.0,-7.2895907825,53.0,-7.315199668,,,,,,,,
28,omics__bw_ac,2.43427727575,0.07521723856296653,2.0,54.0,2.3810906563,55.0,2.4874638952,,,,,,,,
29,omics__bw_fum,-0.03469205845,0.08489827059678903,2.0,56.0,0.0253400844,57.0,-0.0947242013,,,,,,,,
30,omics__bw_glc,1.7327490629,0.07892123959885693,2.0,58.0,1.7885548066,59.0,1.6769433192,,,,,,,,
31,omics__bw_pyr,1.0085491446000001,0.17493093545565516,2.0,60.0,1.1322439953,61.0,0.8848542939,,,,,,,,
32,ompr__wt_nacl,-13.20205606505,0.5275208651288437,2.0,62.0,-13.575069646,63.0,-12.8290424841,,,,,,,,
33,ompr__bw_delompr_nacl,-11.704147361299999,0.08172404103243201,2.0,64.0,-11.6463597377,65.0,-11.7619349849,,,,,,,,
34,minspan__wt_ade,-6.1652274274,,1.0,66.0,-6.1652274274,,,,,,,,,,
