,-0.0215544817,0.0215544817,0.0646634451,0.10777240849999999,0.1508813719,0.1939903353,0.2370992987,0.2802082621,0.32331722549999997,0.36642618889999995,0.4095351523,0.45264411569999996,0.49575307909999994,0.5388620425,0.5819710059000001,0.6250799693,0.6681889327,0.7112978961,0.7544068595,0.7975158229
thresh,-0.0431089634,0.0431089634,3,,,,,,,,,,,,,,,,,
unreg,2444,1745,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CueR,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HprR and CusR,2,4,0,0,1,1,0,0,0,1,0,1,2,0,0,0,0,0,0,0
unreg_genes,[],[],['hprR' 'hprS' 'pheP'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
CueR_genes,['moaB' 'moaE' 'moaD' 'moaC' 'moaA'],[],['cueO'],['copA'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
HprR and CusR_genes,['cyoA' 'cyoB'],['cyoC' 'cyoD' 'cyoE' 'yedX'],[],[],['cusS'],['cusR'],[],[],[],['cusA'],[],['cusB'],['cusC' 'cusF'],[],[],[],[],[],[],[]
