,-0.04966008740478915,-0.03862451242594712,-0.027588937447105083,-0.01655336246826305,-0.005517787489421014,0.005517787489421021,0.016553362468263055,0.027588937447105097,0.038624512425947125,0.04966008740478915,0.060695662383631194,0.07173123736247324,0.08276681234131526,0.09380238732015729,0.10483796229899935,0.11587353727784137,0.1269091122566834,0.13794468723552544,0.14898026221436744,0.1600158371932095
thresh,-0.055177874894210166,0.055177874894210166,2,,,,,,,,,,,,,,,,,
unreg,0,8,59,621,2409,1866,424,78,19,9,18,5,5,3,7,4,5,3,0,0
PA1226,0,0,0,1,7,12,6,0,0,0,0,0,0,1,0,2,0,0,0,0
unreg_genes,[],[],[],[],[],[],[],[],[],[],"['wbpB' 'wbpJ' 'PA4674' 'PA3835' 'PA3866' 'lecA' 'PA2460' 'PA5087' 'wbpL'
 'fppA' 'PA0826' 'PA2225' 'PA3488' 'PA3157' 'pys2' 'PA2036' 'wbpE' 'galE']",['PA2730' 'PA5264' 'PA2223' 'PA1385' 'PA3292'],['PA1370' 'PA1509' 'PA2222' 'PA5088' 'pyoS5'],['imm2' 'PA3865a' 'PA0984'],['PA2228' 'hisF2' 'wzz' 'PA3291' 'wzx' 'hisH2' 'PA1372'],['PA1369' 'PA2037' 'PA2224' 'PA2226'],['PA0981' 'PA2459' 'PA0715' 'PA1371' 'wzy'],['PA2461' 'vqsM' 'xisF4'],[],[]
PA1226_genes,[],[],[],['PA2711'],['PA1413' 'PA3927' 'algE' 'PA2404' 'algL' 'PA2405' 'fimU'],"['PA4203' 'PA2406' 'PA0754' 'algK' 'PA5284' 'alg8' 'alg44' 'PA2403' 'algG'
 'pilE' 'algD' 'algX']",['pilV' 'pilW' 'pilY1' 'pilX' 'algI' 'pilY2'],[],[],[],[],[],[],['wbpI'],[],['wbpG' 'wbpH'],[],[],[],[]
