,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X,rep4_idx,rep4_X,rep5_idx,rep5_X,rep6_idx,rep6_X,rep7_idx,rep7_X,rep8_idx,rep8_X,rep9_idx,rep9_X,rep10_idx,rep10_X,rep11_idx,rep11_X,rep12_idx,rep12_X,rep13_idx,rep13_X,rep14_idx,rep14_X,rep15_idx,rep15_X,rep16_idx,rep16_X,rep17_idx,rep17_X,rep18_idx,rep18_X,rep19_idx,rep19_X,rep20_idx,rep20_X,rep21_idx,rep21_X
0,ME_vs_LE__THY_None_WT_earlylog-planktonic,1.2287624621502384e-18,0.2372294688659637,3.0,0.0,-0.2364485886,1.0,0.2380027131,2.0,-0.0015541245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,ME_vs_LE__THY_None_WT_latelog-planktonic,-1.5406753624666667,0.6328274119205953,3.0,3.0,-1.9828189637,4.0,-1.823441145,5.0,-0.8157659787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,ME_vs_LE__THY_None_WT_earlystationary-planktonic,-1.9699928757666667,0.197990289221955,3.0,6.0,-2.1827440308,7.0,-1.9360939438,8.0,-1.7911406527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,ME_vs_S__THY_None_WT_mid-exponential_OD1.0,-3.96508223080413e-18,0.23493568126733416,21.0,9.0,0.1358786041,10.0,-0.4890965796,11.0,-0.1743782944,12.0,-0.018326240100000002,13.0,-0.3330962336,14.0,-0.0074997166,15.0,0.0012817570000000001,16.0,-0.0790272562,17.0,0.1290141775,18.0,0.2896328681,19.0,-0.028287310500000003,20.0,-0.35830692000000003,21.0,-0.0486717849,22.0,0.1372778675,23.0,0.25216388700000003,24.0,-0.030895192800000002,25.0,0.4398670738,26.0,0.2472660318,27.0,-0.22567997520000002,28.0,0.2596750226,29.0,-0.0987917855
4,ME_vs_S__THY_None_WT_early-stationary_OD1.8,-0.19930401151904764,0.2670598985750164,21.0,30.0,-0.065960117,31.0,-0.4304311219,32.0,-0.0345602712,33.0,0.027572195900000002,34.0,0.17274821810000002,35.0,0.0291102525,36.0,0.27820775740000003,37.0,-0.0064178689,38.0,-0.2860557608,39.0,-0.13378640660000002,40.0,0.1452782789,41.0,-0.29473726440000003,42.0,-0.1497755572,43.0,-0.5719758346,44.0,-0.3472697481,45.0,-0.1761752487,46.0,-0.8168991534000001,47.0,-0.3905008153,48.0,-0.42578406430000004,49.0,-0.3432045382,50.0,-0.36476717410000004
5,WT_vs_Del_ccpA__THY_None_WT_exponential,0.0,0.046231260188578475,3.0,51.0,0.0448966197,52.0,0.0025626792,53.0,-0.0474592989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,WT_vs_Del_ccpA__THY_None_Del-ccpA_exponential,-0.324894260425,0.31779923771641416,4.0,54.0,-0.7654854188,55.0,-0.24962752400000002,56.0,-0.277273616,57.0,-0.0071904829000000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,WT_vs_Del_covR__THY_None_WT_late-exponential,0.0,0.10495810066035904,4.0,58.0,-0.104019414,59.0,0.0586816529,60.0,0.1168954095,61.0,-0.0715576484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,WT_vs_Del_covR__THY_None_covR-D53A_late-exponential,-0.0892924471,0.16036243966101907,4.0,62.0,-0.1734855137,63.0,0.1418336228,64.0,-0.10869440500000001,65.0,-0.21682349250000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,WT_vs_Del_covR__THY_None_covS-E281A_late-exponential,0.04654139324999999,0.07532719400861847,4.0,66.0,0.0478480481,67.0,0.1477149397,68.0,0.022993067500000002,69.0,-0.0323904823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
