,A,NarP,NsrR
pcoli__ocAANAT__1,0.5934628915147467,-0.4643002940000001,0.4231577109999991
pcoli__ocAANAT__2,-0.0646414788507571,-0.27539460899999924,0.5002385459999994
pcoli__osTDC_K374H__1,2.032650103691462,-0.4290775929999997,0.8535006989999996
pcoli__osTDC_K374H__2,2.179760985349832,-0.3085949039999996,0.9497951039999996
pcoli__osTDC_K374L__1,1.173627912088873,0.18624569999999974,0.4049860349999985
pcoli__osTDC_K374L__2,1.551956507855333,0.2303825830000008,0.6214890979999996
pcoli__osTDC_K374Q__1,1.013973127780104,-0.6006167139999999,0.5832494509999995
pcoli__osTDC_K374Q__2,0.4335242167568027,-0.5984220879999995,0.6838552549999992
pcoli__osTDC_L360V__1,0.6904118952381118,0.009581501000000436,0.5322341619999991
pcoli__osTDC_L360V__2,0.7286494189587658,0.1513906630000008,0.6781150259999995
pcoli__pmTPH__1,0.4145304396867096,-0.5237305479999996,0.2566615919999995
pcoli__pmTPH__2,0.8525486945032522,-0.36076860299999947,0.4591159799999991
pcoli__RFC__1,0.7750342825229855,-0.3964333379999996,0.4548260739999997
pcoli__RFC__2,0.454302867017081,-0.2425950749999997,0.5316108869999994
pcoli__RFCctrl__1,4.8582367353192994,-0.6624935099999991,1.2696341869999994
pcoli__RFCctrl__2,5.60564954826003,-0.23232157099999906,1.5149134379999998
pcoli__RFCnopause__1,3.939328117618655,-0.37336500500000014,1.832961799
pcoli__RFCnopause__2,4.465382596096032,-0.3483593839999992,1.6196669339999996
pcoli__RFCpluspause__1,5.096073718406076,-0.8496136739999995,1.3936053629999998
pcoli__RFCpluspause__2,4.680529078649077,-0.7975108889999998,1.6019796929999996
pcoli__rnCOMT_sol__1,3.617224690113249,-0.4684706769999991,1.2576068480000009
pcoli__rnCOMT_sol__2,3.534979794584331,-0.5274584969999987,1.2298890649999992
pcoli__rnPNMT__1,0.989222562827366,-0.6539227619999988,0.2347432319999996
pcoli__rnPNMT__2,1.0912342516964617,-0.28373355,0.4963670359999988
pcoli__rnTDC__1,0.0666667258688865,0.008975653000001138,0.7088114459999995
pcoli__rnTDC__2,0.4705540203488725,-0.5705894549999995,0.2676998019999992
pcoli__rnTDC_trunc__1,-0.0709905707702708,-0.3493528879999994,0.7445613530000008
pcoli__rnTDC_trunc__2,-0.2269430856447645,-0.3927113309999992,0.8644113999999989
pcoli__saCOMT_T2A__1,-0.0381625428617641,0.020171685000000217,0.6902737079999994
pcoli__saCOMT_T2A__2,-0.2696918734617929,-0.3138244609999985,0.500532304
pcoli__sfCOMT__1,0.4127349394995127,-0.5515390899999995,0.04755888899999938
pcoli__sfCOMT__2,0.5975444680787841,-0.0847998419999989,0.35542786099999896
pcoli__sgAANAT_D63G__1,0.4617862767915599,0.09455757900000084,1.0019502169999992
pcoli__sgAANAT_D63G__2,0.2536404733426828,-0.9593520039999994,0.009407142999999785
pcoli__ssDDC__1,0.262919220696524,0.06707758200000047,0.5389353109999995
pcoli__ssDDC__2,0.3083355588294254,0.15071598700000075,0.8432238469999991
pcoli__TP53B__1,-0.3664947312308541,-0.05488378099999913,0.6023373459999997
pcoli__TP53B__2,0.1676639630801996,0.07688720999999976,0.7729701419999992
pcoli__WT__1,1.350223814224842,-0.2755351819999978,1.782070555999999
pcoli__WT__2,0.966564203166919,-0.19931597699999948,1.6188860829999996
cck__glu_ale4__1,1.10263629259576,0.1617316010000005,1.0288562809999997
cck__glu_ale4__2,0.9586059161391628,0.5426541470000004,0.7444260429999998
cck__cck_ale1__1,2.0581105771362207,0.2581616440000012,0.4633764749999987
cck__cck_ale1__2,1.6104970108920995,0.2101293670000004,0.4548455049999998
cck__cck_ale2__1,1.178937553169964,0.17387967600000032,0.4209136129999997
cck__cck_ale2__2,1.2234106036759431,0.299090906,0.5306512259999989
cck_pgi__gmos_delpgi__1,-0.0188643142645391,-0.4368580769999992,1.2502707199999987
cck_pgi__gmos_delpgi__2,0.2758801962310545,-0.5195871819999995,1.1344828669999991
cck_pgi__pgi_ale1__1,-1.3333244026242972,-0.29786814599999895,0.8059993159999994
cck_pgi__pgi_ale1__2,-1.0567451694241965,-0.11143081799999964,0.9378856829999992
cck_pgi__pgi_ale2__2,-1.5524828483075988,-0.12194571899999927,1.1214718149999987
cck_pgi__pgi_ale3__1,-1.266275981765755,-0.4735101239999997,0.8444813049999986
cck_pgi__pgi_ale3__2,-1.7338340702153618,-0.05191417699999956,0.9716949409999992
cck_pgi__pgi_ale4__1,0.0459845275386964,-0.30991820799999914,1.0384368699999988
cck_pgi__pgi_ale4__2,0.5788912415640145,-0.16849790799999909,0.7962335279999992
cck_pgi__pgi_ale4__3,0.0295554981544544,-0.0714741529999996,0.5513046349999993
cck_pgi__pgi_ale5__1,-0.5421003199547714,0.30920246400000106,0.8130797779999996
cck_pgi__pgi_ale5__2,-0.2459132324787649,0.5643817990000013,0.8298109889999994
cck_pgi__pgi_ale6__1,0.9644817823176124,0.30535289100000096,1.162012590999999
cck_pgi__pgi_ale6__2,0.635886855189225,0.20208517100000026,0.4982234169999993
cck_pgi__pgi_ale7__1,0.811364644235622,0.4346137020000009,1.4459859049999997
cck_pgi__pgi_ale7__2,1.554350650059005,0.39960958200000096,0.6498677839999996
cck_pgi__pgi_ale8__1,0.9526215098096384,0.14834455999999996,0.7244018429999999
cck_pgi__pgi_ale8__2,1.4946410991645858,0.2531233160000008,0.3060606280000009
cck_sdh__gmos_delsdhCB__1,0.4493103231465292,0.5908129899999999,1.386707479
cck_sdh__gmos_delsdhCB__2,1.94580374623285,0.48437691200000105,1.1019658339999996
cck_sdh__sdh_ale1__1,1.3191887384922052,0.21870682800000107,1.132476385999999
cck_sdh__sdh_ale1__2,1.1150253641743388,0.4349791349999999,1.0089056949999993
cck_sdh__sdh_ale2__1,1.3085927898105447,0.5515945010000003,0.8328829739999994
cck_sdh__sdh_ale3__2,1.0361096143127788,0.12243639300000098,0.6533719769999989
cck_sdh__sdh_ale3__1,1.3991797764062028,0.2704970330000007,0.7351493619999996
cck_sdh__sdh_ale3__3,1.3133409912198897,0.4131221350000001,0.9722047349999992
cck_pts__gmos_delptsHIcrr__2,1.9576412613263396,-0.6826563209999996,1.1954139909999997
cck_pts__gmos_delptsHIcrr__1,2.448263084810541,-0.8288153339999997,0.3762541169999993
cck_pts__pts_ale1__2,0.99748063412774,-0.2993721300000001,0.6464269639999998
cck_pts__pts_ale1__1,1.176058175009747,-0.2811519339999995,0.3372803639999997
cck_pts__pts_ale2__2,2.2069811235538936,-0.026881948999998958,-0.22319955600000085
cck_pts__pts_ale2__1,1.5464014280602751,-0.4511757799999989,-0.1881147960000007
cck_pts__pts_ale3__2,0.5366053666821774,-0.2234877629999996,-0.3629443980000007
cck_pts__pts_ale3__1,0.5936098816541499,-0.2938556719999994,-0.3955122600000003
cck_pts__pts_ale4__2,1.1064136823420578,0.1721910720000004,0.054820147999999236
cck_pts__pts_ale4__1,1.0084402865512974,0.31995024999999977,0.4208363229999996
cck_gnd__gmos_delgnd__1,0.6668076591886231,0.17989127500000102,0.9001353719999994
cck_gnd__gmos_delgnd__2,0.1757472364016679,-0.6382637959999995,0.7848519390000002
cck_gnd__gnd_ale1__1,1.4524618614921567,-0.03936767899999971,0.3918055239999996
cck_gnd__gnd_ale1__2,1.188739054852907,-0.003912373999999552,0.39107433499999894
cck_gnd__gnd_ale2__1,0.8003127891698987,0.053254829000001,0.3229551539999997
cck_gnd__gnd_ale2__2,1.0245039102110518,0.2779600230000021,0.7537793509999995
cck_gnd__gnd_ale3__1,1.7745117804061,0.2326936220000002,0.3658406119999995
cck_gnd__gnd_ale3__2,1.887736705628304,0.04044300200000084,0.5044480329999992
cck_tpiA__gmos_deltpiA__1,-0.4933045656300496,-0.10507774999999953,0.9506088239999996
cck_tpiA__gmos_deltpiA__2,-0.2251085250907965,-0.2471399509999985,1.2859564259999994
cck_tpiA__tpiA_ale1__1,0.805721547460815,-0.0679940289999994,0.34148779299999976
cck_tpiA__tpiA_ale1__2,0.2842664885024072,-0.2768665809999993,0.5583737859999998
cck_tpiA__tpiA_ale2__1,-0.3692465657401761,-0.1829893079999998,0.22348971199999926
cck_tpiA__tpiA_ale2__2,-0.2086297082363195,-0.03742849099999912,0.8586460619999992
cck_tpiA__tpiA_ale3__1,0.3183985627672511,-0.09754524199999892,1.480398984999999
cck_tpiA__tpiA_ale3__2,-0.2646788963454305,0.23211334500000105,1.6626860769999992
cck_tpiA__tpiA_ale4__1,-0.1318144839693478,-0.08830662399999945,1.0552689679999991
cck_tpiA__tpiA_ale4__2,-0.0565151582808942,-0.0946720559999985,0.9014931009999988
acid_tale__acid_ale1_pH7__1,2.2590642978463937,0.4448410210000002,0.18422547099999956
acid_tale__acid_ale1_pH7__2,1.6665604046074571,0.34319782400000154,-0.06265170600000047
acid_tale__acid_ale1_pH5__1,0.6995964869798574,-1.0210707799999996,0.6659591399999991
acid_tale__acid_ale1_pH5__2,0.4342771912115853,-0.6292811469999995,1.0492869769999995
acid_tale__acid_ale2_pH7__1,0.3647292885431898,0.2066806880000005,1.3150001719999995
acid_tale__acid_ale2_pH7__2,1.1059846274985354,0.26977338000000106,1.3221547559999998
acid_tale__acid_ale2_pH5__1,1.1443577756111476,0.15556664100000006,1.3753931959999992
acid_tale__acid_ale2_pH5__2,1.7452303811055323,-0.10153239000000004,1.0555808539999996
acid_tale__low_Mg_ale_pH7__1,1.613576535649962,0.6182580780000011,0.2773475009999995
acid_tale__low_Mg_ale_pH7__2,1.976133723682424,0.395705340000001,0.21630623599999946
acid_tale__low_Mg_ale_pH5__1,1.090927469588769,0.8723375690000008,0.4884694479999992
acid_tale__low_Mg_ale_pH5__2,1.6070878084418578,0.6470113949999998,0.35131104999999874
acid_tale__MES_ale_pH7__1,1.12373647351226,0.10687176800000042,-0.00255536600000017
acid_tale__MES_ale_pH7__2,1.6081576551695795,0.4554968780000008,0.1807615969999992
acid_tale__MES_ale_pH5__1,0.4682320618625358,0.3284987120000009,0.062369845999999285
acid_tale__MES_ale_pH5__2,0.6944472879759427,0.650249134000001,0.3178149459999995
acid_tale__gmos_pH7__1,1.7557368306525234,0.2629766250000003,0.029029822999999236
acid_tale__gmos_pH7__2,1.6529424325287942,0.33613226800000096,0.06782796499999844
acid_tale__gmos_pH5__1,0.9334165353155338,0.6340627260000007,0.515283575999999
acid_tale__gmos_pH5__2,0.5047895980906226,0.575333981,0.4785422179999994
adnB__wt_adn__1,-0.769609833511696,0.9757806190000008,2.3225230109999995
adnB__wt_adn__2,-1.360405998821868,1.7645538160000005,1.4836996129999998
adnB__delydhB_adn__1,-1.3354967963221602,1.908178127,2.376813077
adnB__delydhB_adn__2,0.0147139531211705,1.3279663290000014,2.016693861
ytf2__wt_glc__1,0.2395724684087717,0.1404107450000005,0.796398621999999
ytf2__wt_glc__2,0.2730172110843075,0.209304951,1.2277363769999994
ytf2__ybcM_glc__1,1.2720430007975176,0.07796926700000029,1.1331102909999995
ytf2__ybcM_glc__2,1.2511541938509383,0.06081603700000038,1.2351834719999992
ytf2__ydhB_glc__1,1.2600434642764289,0.07183646500000053,0.8099582379999992
ytf2__ydhB_glc__2,0.8813963072600857,-0.119990099999999,0.8948827869999993
ytf2__yfeC_glc__1,0.3078768792232697,-0.05366231199999927,0.7026238940000002
ytf2__yfeC_glc__2,0.5933563985535124,-0.10799130399999957,0.6403321099999992
ytf2__yciT_glc__1,0.6654782268487535,0.3746030410000003,1.4376469069999995
ytf2__yciT_glc__2,0.5777609615469502,0.3007953160000003,1.6274210149999986
ytf2__ydiZ_glc__1,0.4975788904233357,0.5765885220000007,0.7287866149999997
ytf2__ydiZ_glc__2,0.1024874471173417,0.5126287300000003,0.562347106999999
ytf2__ynfL_glc__1,0.3937346925572078,0.4996007499999999,1.059081864999999
ytf2__ynfL_glc__2,0.4731101338373205,0.4527368320000002,1.1349105909999997
ytf3__wt_glc2__1,0.3820893254267175,0.9764359340000012,1.0489003680000009
ytf3__wt_glc2__2,0.6529586945960805,0.8760226640000015,0.772974185999999
ytf3__wt_pH7_lactate__1,1.486292408047739,1.2623551010000007,0.6607912079999991
ytf3__wt_pH7_lactate__2,1.3509192536680752,1.2906638970000008,0.9367413199999984
ytf3__wt_pH55_lactate__1,0.963391287386546,1.4340846970000003,1.0960142759999991
ytf3__wt_pH55_lactate__2,0.8011699816643632,1.2859527120000005,0.8515932579999994
ytf3__wt_pH55_HCl__1,0.8433013502160083,1.290932154000001,0.907385410999999
ytf3__wt_pH55_HCl__2,0.7162605647767158,1.1961181410000004,1.2143092729999996
ytf3__dyieP_pH7__1,0.5613886752351427,0.962471186000001,0.9575646879999996
ytf3__dyieP_pH7__2,0.8026025983915231,1.1665374790000014,1.1015393279999994
ytf3__dyieP_pH55__1,0.2498290876219529,1.3198033660000004,0.8505712799999987
ytf3__dyieP_pH55__2,0.6681605173182281,1.263588483000002,0.4875195519999993
minicoli__aldA_f1c2__1,0.3524926402194331,2.507085205257184,2.030545686653837
minicoli__aldA_minE__1,0.2977057617774462,2.5883679000534894,1.7188831255185786
minicoli__mg1655_glc__1,-0.9145232177475224,-0.4411569848513777,3.126132897595781
minicoli__mg1655_glc__2,-0.6011770655619117,-0.5289564851005064,2.9890633953840595
minicoli__minE_cyt__1,-1.5349022552055185,1.8742523528313508,4.7363921189849405
minicoli__minE_cyt__2,-1.5519999468517762,1.9933244466292759,4.751460101179687
minicoli__minE_fruc__1,-1.4189911124237478,1.0174420051886128,3.7518303929125767
minicoli__minE_fruc__2,-1.9166506559147185,0.9555852362731478,3.39052542971268
minicoli__minE_glc__1,-0.6337316540569964,1.241322284512421,4.153951561085276
minicoli__minE_glc__2,-1.1562664482664906,1.4152934815060725,4.252959741932217
minicoli__minE_glyc__1,-3.665456741704057,0.886878603700116,3.544563170490619
minicoli__minE_glyc__2,-2.9255558107651654,0.8648910396533331,3.166244951443032
minicoli__minE_Fe_starve__1,-1.7312665621070642,1.4335971615567649,4.4814620317815725
minicoli__minE_Fe_starve__2,-1.4423886464839029,1.192132980405353,4.804450286167104
minicoli__minE_LB__1,1.467866758970399,3.3566115678723563,3.314314413464176
minicoli__minE_LB__2,1.766626221821736,3.2544404901650883,3.2557380514193994
minicoli__minE_N_starve__1,-1.469116777732496,0.8447841671168891,2.7275060349287874
minicoli__minE_N_starve__2,-1.6087740540036612,1.029184670581933,3.0694404757034466
minicoli__minE_osm__1,-0.7610389387822625,0.6405327135687795,5.177592475983168
minicoli__minE_osm__2,-0.631977610542358,0.8392846333029738,5.201007681827888
minicoli__minE_ph5__1,-1.313707774533156,0.9205198683210396,3.372638716651465
minicoli__minE_ph5__2,-1.0416691211302274,1.1463367258710448,3.292186007903873
minicoli__minE-pyr__1,-0.6961120080842123,0.5604319539893172,2.9119930112160985
minicoli__minE-pyr__2,-1.5455808784527958,0.6053356620349408,2.547266114345481
minicoli__minE_sorb__1,-1.5698366554860406,0.8609699470702985,3.979184857882544
minicoli__minE_sorb__2,-1.574937357559368,1.031891308709377,4.104650469803259
minicoli__minE_urid__1,-2.329962389203389,1.7526567678648783,3.944889757976004
minicoli__minE_urid__2,-2.0026145805147606,1.7270946677624472,3.998852103755544
minicoli__W3110_cyt__1,-2.055457507407821,-1.0513969434531043,3.4236781865437163
minicoli__W3110_cyt__2,-2.149479436155721,-0.4465809155627767,3.925215057393704
minicoli__W3110_glc__1,-0.5280445083253739,-0.7187032040107042,3.0959331123230083
minicoli__W3110_glc__2,-0.1487076226482552,-0.7267679731895482,3.3159131446725962
minicoli__W3110_glyc__1,-1.4585346255535998,-0.5414170952866826,3.2034769135300465
minicoli__W3110_glyc__2,-1.300503707236952,-0.4981261840534526,3.2300886421762183
minicoli__W3110_Fe_starve__1,0.5738993167174808,-0.6683340375769076,4.132326812598191
minicoli__W3110_Fe_starve__2,-0.0959643415261796,-0.7927291747426404,3.992834783428641
minicoli__W3110_LB__1,2.6640395743688576,1.3570906912066292,2.4780053357458542
minicoli__W3110_LB__2,2.245754321689849,1.3459468088172315,2.369903952056097
minicoli__W3110_N_starve__1,-2.2267240083324014,-0.8192145802719509,3.4577581360149807
minicoli__W3110_N_starve__2,-1.695540433968173,-0.8971672995132627,3.3573811515270826
minicoli__W3110_osm__1,-1.805607993942732,0.16859331039241798,3.4212253215615696
minicoli__W3110_osm__2,-1.6783625947591077,0.1727030193904593,3.2826381870045984
minicoli__W3110_ph5__1,-1.354409549126509,-0.0002403455071613436,3.027051544804392
minicoli__W3110_ph5__2,-1.6803998042583748,0.03196828718012501,2.9478306058069705
minicoli__W3110_pyr__1,-1.6204918768265295,-0.5984042954581996,2.6196011665855305
minicoli__W3110_pyr__2,-1.773111507706744,-0.6317741638103334,2.2618515594302275
minicoli__W3110_sorb__1,0.215097837672277,-0.6364558749969946,3.1683548602267635
minicoli__W3110_sorb__2,0.0301921058645502,-0.4969195007988008,3.1129673388149715
minicoli__W3110_urid__1,-3.2039657014005165,-0.6740056717257454,3.3252003506031773
minicoli__W3110_urid__2,-3.457837407454743,-0.6006467586781605,3.5301830756952115
minicoli__W3110_WT_glc__1,-0.282997810190275,-0.3153966104126677,2.7366369480642927
minicoli__W3110_WT_glc__2,-0.3532441723036538,-0.38933032083963504,3.0387437986395467
minicoli__W3110_WT_osm__1,-1.3122389184412089,-0.7134814138372088,3.5734350657734715
minicoli__W3110_WT_osm__2,-1.3837378652411445,-0.9729864849815693,3.1187199374677625
eep__BOP27__1,1.962548921390808,1.4324948082546705,1.0698169329648168
eep__BOP27__2,1.7396291360894471,1.6160196716936968,1.1093583996209642
eep__BOP1000__1,2.89164421141318,2.0720936405356305,1.6650979105692318
eep__BOP1000__2,2.705897635219652,1.8609936284100288,1.5328887983328112
eep__BOP27_ndh-cydB-appC__1,0.6543518068323537,-0.31182476052503993,1.6238725472818991
eep__BOP27_ndh-cydB-appC__2,-0.1304600876386829,-0.5467030428248929,1.9081114966696775
eep__BOP27_ndh-cydB-appC_A9_F46_I1_R1__1,2.494173220492056,1.4354566740567103,2.5362034930008233
eep__BOP27_ndh-cydB-appC_A9_F46_I1_R1__2,1.56069986383933,1.2515554185481212,2.7295611571950804
eep__BOP27_ndh-cydB-appC_A10_F48_I1_R1__1,0.1633244231973825,0.7677957234723536,2.543313844919464
eep__BOP27_ndh-cydB-appC_A10_F48_I1_R1__2,1.3940834484456852,0.4041607458269861,2.3478844846638705
eep__BOP27_ndh-cydB-appC_A11_F46_I1_R1__1,-0.0662588122072768,0.1771759360190055,2.0105941251221875
eep__BOP27_ndh-cydB-appC_A11_F46_I1_R1__2,1.7281112729508294,0.8363746741465095,2.8706861524671776
eep__BOP27_ndh-cydB-appC_A12_F46_I1_R1__1,-0.0357341708566355,0.3857827179770901,1.876834833380592
eep__BOP27_ndh-cydB-appC_A12_F46_I1_R1__2,0.4231809654881385,0.7062783193095559,1.9529413345456372
eep__BOP27_nuoB-cydB-appC__1,0.6676047123183305,-0.541791564409551,2.6444216084033787
eep__BOP27_nuoB-cydB-appC__2,-0.5369324065703399,-0.8014829032880897,3.6578425819471514
eep__BOP27_nuoB_cydB-appC_A13_F59_I1_R1__1,1.5797561540950822,1.1492624597760406,2.7488090172858666
eep__BOP27_nuoB_cydB-appC_A13_F59_I1_R1__2,1.6774545743539782,1.2195346169472912,2.488556667955665
eep__BOP27_nuoB_cydB-appC_A14_F58_I1_R1__1,2.023057904819514,0.8972300361752091,2.1036387177934746
eep__BOP27_nuoB_cydB-appC_A14_F58_I1_R1__2,1.7203574783627975,0.9864367617995063,2.1289790051459194
eep__BOP27_nuoB_cydB-appC_A15_F57_I1_R1__1,1.0612168986491992,0.9899766123094248,3.867388381281183
eep__BOP27_nuoB_cydB-appC_A15_F57_I1_R1__2,0.6633632745486234,0.9390178983963572,3.78819976628928
eep__BOP27_nuoB_cydB-appC_A16_F57_I1_R1__1,1.8892774500836689,0.8386415944884504,3.4406689566534436
eep__BOP27_nuoB_cydB-appC_A16_F57_I1_R1__2,0.8793259711741892,0.9047425946223041,3.634113619927545
eep__BOP27_ndh-cyoB__1,1.341976159073996,0.32385266172333704,0.5831537304149412
eep__BOP27_ndh-cyoB__2,1.6347127381541415,0.6905814665652006,0.7854333827674278
eep__BOP27_ndh-cyoB_A5_F59_I1_R1__1,1.9585942091027877,0.8086800642066967,3.058769008044377
eep__BOP27_ndh-cyoB_A5_F59_I1_R1__2,1.431230227588493,0.8520609818496672,3.457207623293112
eep__BOP27_ndh-cyoB_A6_F58_I1_R1__1,0.4356436792752394,0.7253172401317016,4.159137293338663
eep__BOP27_ndh-cyoB_A6_F58_I1_R1__2,0.2824272767766732,0.6629726493334749,3.8595810979424763
eep__BOP27_ndh-cyoB_A7_F56_I1_R1__1,2.568292321806876,0.9755117252965632,3.7441384964806375
eep__BOP27_ndh-cyoB_A7_F56_I1_R1__2,1.2434994520176048,0.7851516015360334,3.909172638613004
eep__BOP27_ndh-cyoB_A8_F59_I1_R1__1,1.0685545595571042,0.4817023809381426,3.9815029380599785
eep__BOP27_ndh-cyoB_A8_F59_I1_R1__2,1.5890273714531489,0.13027682725347312,3.6024784247851236
eep__BOP27_nuoB-cyoB__1,1.110659528457933,0.7953748310869937,0.5605352296399344
eep__BOP27_nuoB-cyoB__2,0.988584138370865,0.7460944815453887,0.6676066368028604
eep__BOP27_nuoB-cyoB_A9_F63_I1_R1__1,1.5441903430882806,1.0636818558944512,1.9862770701798471
eep__BOP27_nuoB-cyoB_A9_F63_I1_R1__2,1.468160143538854,1.060401591911222,2.0792363896525528
eep__BOP27_nuoB-cyoB_A10_F64_I1_R1__1,2.427591670010657,1.1197311731115818,1.7359123445243425
eep__BOP27_nuoB-cyoB_A10_F64_I1_R1__2,1.805732356750133,1.04829914669876,1.550655400514847
eep__BOP27_nuoB-cyoB_A11_F64_I1_R1__1,0.35118945836562,0.980260562382349,2.00918030037556
eep__BOP27_nuoB-cyoB_A11_F64_I1_R1__2,0.7218777772485122,1.1225030750602452,1.9307093616886188
eep__BOP27_nuoB-cyoB_A12_F63_I1_R1__1,1.5505033126918977,0.8364697234151279,1.8030138504925084
eep__BOP27_nuoB-cyoB_A12_F63_I1_R1__2,1.4282668393139428,0.7973251091793171,2.1105731786670017
eep__BOP27_ndh-cydB__1,1.6201181170973873,-0.14957941530304808,0.8987036990442547
eep__BOP27_ndh-cydB__2,1.122039596089488,0.0815386432535794,0.8005846154586038
eep__BOP27_nuoB-cydB__1,1.6847857693148738,-0.1820195296523739,1.0186925163702163
eep__BOP27_nuoB-cydB__2,0.3868862735087589,-0.15612847928336482,0.8771133610044011
DDB2__PD-005_BW25113_Batch_6h__1,-1.5516050899304097,-0.31990439038793994,1.0709224049739667
DDB2__PD-005_BW25113_Batch_6h__2,-1.0314937966276136,-0.32899209904496285,0.6085834197255569
DDB2__PD-003_BW25113_Batch_9h__1,-0.3634884770051838,-0.7861304470756814,0.7284119168511465
DDB2__PD-003_BW25113_Batch_9h__2,-0.0444842995954193,-0.8846480959664431,0.4190188989403856
DDB2__PD-003_BW25113_Fed-batch_6h__1,-3.821614587117163,-0.24419151709395506,0.7369496738711678
DDB2__PD-003_BW25113_Fed-batch_6h__2,-2.490033969616938,-0.2625872267210081,0.419971919745592
DDB2__PD-005_BW25113_Fed-batch_6h__1,-1.633637794293852,0.31200465843746183,1.5719095291711618
DDB2__PD-005_BW25113_Fed-batch_6h__2,-2.021138339328482,0.2379607186514221,1.1104208057154654
DDB2__PD-005_BW25113_Fed-batch_6h__3,-2.71572276404474,0.00030224588540317404,1.0136813379035718
DDB2__PD-005_BW25113_Fed-batch_15h__1,-1.5028605170891085,0.4863063610821641,0.8562418716748628
DDB2__PD-005_BW25113_Fed-batch_15h__2,-1.974587875920669,0.4210846815750138,0.8015541560454178
DDB2__PD-003_BW25113_Fed-batch_21h__1,-1.2583186222197449,-0.6698880156596116,0.8849953372875667
DDB2__PD-003_BW25113_Fed-batch_21h__2,-1.937025265530657,-0.3107848714887629,0.8968628744678746
DDB2__PD-004_del-basS_Batch_6h__1,-1.178581398850084,0.14615235636561774,1.3432708471739598
DDB2__PD-004_del-basS_Batch_6h__2,-0.7543783842719785,0.08333044785605015,1.3401661706574008
DDB2__PD-004_del-basS_Fed-batch_6h__1,-3.547503480665041,-0.3011712726061901,1.0517961636423436
DDB2__PD-004_del-basS_Fed-batch_6h__2,-2.5495707650926773,0.09063532809994346,0.9247905984787907
DDB2__PD-004_del-basS_Fed-batch_15h__1,-3.134735884452452,-0.299996991089488,0.6058380117926552
DDB2__PD-004_del-basS_Fed-batch_15h__2,-2.522811762103025,-0.19443740380327945,0.5020144170689615
DDB2__PD-004_del-kdpE_Batch_6h__1,-0.7349889727271198,-0.1690223736228571,1.1911564787900435
DDB2__PD-004_del-kdpE_Batch_6h__2,-0.2289437113593629,0.027439813320134118,1.3931333944714774
DDB2__PD-004_del-kdpE_Fed-batch_6h__1,-3.030140167480101,-0.4665931774000578,1.0159900407098208
DDB2__PD-004_del-kdpE_Fed-batch_6h__2,-2.33415689448389,-0.08216372813024543,1.3962155837869874
DDB2__PD-004_del-kdpE_Fed-batch_15h__1,-2.292028433183925,-0.06280544502553287,0.6538983726375518
DDB2__PD-004_del-kdpE_Fed-batch_15h__2,-2.4488400213230554,-0.11630313446170693,1.1517563884242348
DDB2__PD-005_del-phoB_Batch_6h__1,-4.101137995211463,0.5850687514192234,1.7422313069497015
DDB2__PD-005_del-phoB_Batch_6h__2,-2.6343850175077588,0.348124727104719,1.1797587180071307
DDB2__PD-005_del-phoB_Batch_6h__3,-1.1451206338726398,-0.2800570156603657,1.0613625934422275
DDB2__PD-003_del-phoB_Batch_9h__1,-1.9622641411949664,-0.5681928581797884,0.7277304453920221
DDB2__PD-003_del-phoB_Batch_9h__2,-0.2847679599438819,-0.8744054315222849,0.5928632728771879
DDB2__PD-003_del-phoB_Fed-batch_6h__1,-1.4224428714617137,-0.6741021624655206,0.18888512841843585
DDB2__PD-003_del-phoB_Fed-batch_6h__2,-2.7224582924064906,-0.5428152793069057,0.6369017292388081
DDB2__PD-005_del-phoB_Fed-batch_6h__1,-1.6253508409500943,-0.4587197345634753,0.04254684464071179
DDB2__PD-005_del-phoB_Fed-batch_6h__2,-2.245543475675558,-0.2865530271236283,1.0141232774385358
DDB2__PD-005_del-phoB_Fed-batch_15h__1,-0.9415855345167584,0.3555453704849603,0.538736768157972
DDB2__PD-005_del-phoB_Fed-batch_15h__2,-1.3479494908120626,0.2808721339373079,0.9136179128019776
DDB2__PD-003_del-phoB_Fed-batch_21h__1,-1.0593385923499608,-1.070384683428098,0.6617453454673994
DDB2__PD-003_del-phoB_Fed-batch_21h__2,-1.585504527688014,-0.4228784371055632,-0.053672142945479166
DDB2__PD-004_del-qseB_Batch_6h__1,-0.2572716146494946,-0.03364034046793307,1.40083009430301
DDB2__PD-004_del-qseB_Fed-batch_6h__1,-2.743179571424928,-0.2429814732940372,0.6945058215267101
DDB2__PD-004_del-qseB_Fed-batch_6h__2,-1.9530252700875568,0.1574615119614302,1.146890441415252
DDB2__PD-004_del-qseB_Fed-batch_15h__1,-1.8392289100272756,-0.4018123866030852,0.8192188334272039
DDB2__PD-004_del-qseB_Fed-batch_15h__2,-1.3771721849965788,0.13004950679642935,0.8062234721509771
DDB2__PD-004_del-qseC_Batch_6h__1,-0.7976440879063305,0.26077998889066833,1.4208006204126074
DDB2__PD-004_del-qseC_Batch_6h__2,-0.7120290640038017,0.42077109480647934,1.5183896370553427
DDB2__PD-004_del-qseC_Fed-batch_6h__1,-2.930566821594045,-0.2697099371634293,1.0004337980640423
DDB2__PD-004_del-qseC_Fed-batch_6h__2,-2.0834044671693603,-0.055506919504124674,1.1781073903008616
DDB2__PD-004_del-qseC_Fed-batch_15h__1,-2.5164568065749418,-0.015676794247462492,0.3447181270488002
