,new_2596439_2596534
M9exp_1,12.0965
M9exp_2,11.8943
M9exp_3,11.6539
M9tran_1,11.2907
M9tran_2,11.1989
M9tran_3,11.6539
M9stat_1,9.7833
M9stat_2,9.6515
M9stat_3,9.5114
MG-0.1_1,11.4742
MG-0.1_2,10.8453
MG-0.1_3,12.2682
MG-0.2_2,11.4664
MG-0.2_3,11.7468
MG+5_1,11.5053
MG+5_2,11.3339
MG+5_3,11.398
MG+10_1,12.3129
MG+10_2,11.8312
MG+10_3,11.0353
MG+15_1,11.5021
MG+15_2,12.7999
MG+15_3,12.208
MG+25_1,11.9067
MG+25_2,11.4794
MG+25_3,12.0838
MG+45_1,11.8957
MG+45_2,10.8909
MG+45_3,12.3632
MG+60_2,11.3152
MG+60_3,11.5988
MG+90_2,10.7404
MG+90_3,12.1259
MG+120_1,10.6861
MG+120_2,11.5477
MG+120_3,11.5583
MG+150_1,11.5514
MG+150_3,11.7074
GM-0.1_1,10.8372
GM-0.1_2,12.1341
GM-0.1_3,12.1365
GM-0.2_1,11.3902
GM-0.2_2,12.4202
GM-0.2_3,11.811
GM+5_1,11.3772
GM+5_2,11.7904
GM+5_3,11.8404
GM+10_2,11.7501
GM+10_3,10.7612
GM+15_1,11.2598
GM+15_2,11.6902
GM+15_3,11.3272
GM+25_1,12.2677
GM+25_2,12.1326
GM+25_3,11.4645
GM+45_1,12.0063
GM+45_2,11.0257
GM+45_3,11.1517
GM+60_1,11.9483
GM+60_2,10.8308
GM+60_3,11.116
GM+90_1,11.8549
GM+90_2,11.8527
GM+90_3,11.8233
GM+120_1,10.726
GM+120_3,11.3197
GM+150_1,11.4509
GM+150_2,10.5991
GM+150_3,11.927
BT_1,12.077
BT_2,11.2431
B36_1,11.6269
B36_2,11.572
B60_1,11.11
B60_2,11.7969
S0_1,10.2052
S0_2,10.3787
S0_3,10.1317
S1_1,11.3305
S1_2,11.0083
S1_3,11.5115
S2_1,11.0001
S2_2,9.9245
S2_3,9.2697
S3_1,11.0723
S3_2,11.3996
S4_1,11.9403
S4_2,10.634
S4_3,10.4117
S5_1,11.5193
S5_2,11.9031
S5_3,12.1564
S6_1,13.6236
S6_2,12.6576
S6_3,13.6676
S6/t_1,13.6304
S6/t_2,11.6289
S6_4,12.9363
S6_5,13.626
S6_6,13.3948
S7_4,13.6412
S7_5,13.6044
S7_6,13.1377
S8_4,13.4344
S8_5,12.6365
G135_1,12.2097
G135_3,10.2978
G150_1,12.1102
G150_2,12.295
G150_3,12.1631
G180_1,11.9067
G180_2,12.4
G180_3,11.4172
T-5.40H_1,12.5381
T-4.40H_1,12.297
T-3.40H_1,12.1283
T-2.40H_1,11.7407
T-1.40H_1,11.6594
T-1.10H_1,11.8166
T-0.40H_1,11.6853
T0.0H_1,11.349
T0.30H_1,10.5521
T1.0H_1,10.3277
T1.30H_1,10.2888
T2.0H_1,10.2385
T2.30H_1,11.2031
T3.0H_1,10.8891
T3.30H_1,11.2644
T4.0H_1,11.4726
T5.0H_1,10.8236
LBexp_1,12.7605
LBexp_2,11.992
LBexp_3,11.6564
LBtran_1,10.2495
LBtran_2,10.2219
LBtran_3,10.0037
LBstat_1,10.4908
LBstat_2,9.5558
LBstat_3,9.111
LBGexp_1,10.5208
LBGexp_2,11.9457
LBGexp_3,11.9873
LBGtran_2,10.4794
LBGtran_3,11.5097
LBGstat_1,11.6419
LBGstat_2,10.3137
LBGstat_3,10.7774
Mt0_1,12.0936
Mt0_3,12.3666
M0t45_1,11.1096
M0t45_2,11.3633
M0t45_3,11.4398
M0t90_1,9.7163
M0t90_2,10.9053
M0t90_3,10.4014
M40t45_1,10.6601
M40t45_2,9.9617
M40t45_3,11.7101
M40t90_1,9.4173
M40t90_2,10.6525
M40t90_3,10.2098
dia0_1,11.9978
dia0_2,12.6441
dia0_3,12.2261
dia5_1,10.6017
dia5_2,11.655
dia5_3,12.0857
dia15_1,13.4319
dia15_2,13.8091
dia15_3,11.5427
C30_1,11.3324
C30_2,11.5533
C90_1,11.2414
C90_2,11.1054
SMM_1,11.9674
SMM_2,11.6511
SMM_3,11.8831
Salt_1,12.5479
Salt_2,12.3187
Salt_3,12.4377
M+G_1,11.1808
M+G_2,11.583
M+G_3,11.4531
Glu_1,12.028
Glu_2,11.7447
Glu_3,12.0481
Fru_1,11.7764
Fru_2,11.8895
Fru_3,11.3089
Mal_1,9.9724
Mal_2,11.0173
Mal_3,11.0987
G+S_2,11.1226
G+S_3,11.7712
Pyr_1,11.0357
Pyr_2,11.6405
Pyr_3,11.4086
Gly_1,9.829
Gly_2,10.1797
Gly_3,9.1902
Glucon_1,11.1011
Glucon_2,11.2657
Glucon_3,10.337
BI_1,11.195
BI_2,10.2579
BC_2,11.576
BC/t_1,10.4391
BC/t_2,11.6301
BC_1,10.7183
Sw_1,9.8125
Sw_2,10.4415
BMM_1,11.9812
BMM_2,11.8395
BMM_3,12.2726
Heat_1,12.7706
Heat_2,12.5328
Heat_3,12.5694
Cold_1,13.5446
Cold_2,13.2909
Cold_3,12.5135
Etha_1,9.9204
Etha_2,10.0146
Etha_3,10.255
SMMPr_1,11.4758
SMMPr_2,11.4138
SMMPr_3,11.5066
HiTm_1,8.5688
HiTm_2,11.4023
HiTm_3,11.645
LoTm_1,12.3717
LoTm_2,12.1369
LoTm_3,12.1395
HiOs_1,12.0259
HiOs_2,11.5032
HiOs_3,11.8399
Oxctl_1,11.6562
Oxctl_2,11.8411
Oxctl_3,12.619000000000002
Diami_1,10.7952
Diami_2,11.662
Diami_3,11.6857
Paraq_1,12.3601
Paraq_2,13.0146
Paraq_3,11.3538
H2O2_1,12.7105
