,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X,rep4_idx,rep4_X,rep5_idx,rep5_X,rep6_idx,rep6_X
0,Control__wt_glc,4.4863107935999995,0.033194313538633724,2.0,0.0,4.5097827178,1.0,4.4628388694,,,,,,,,
1,Fur__wt_dpd,4.80766811895,0.050941891109508364,2.0,2.0,4.8436894756,3.0,4.7716467623,,,,,,,,
2,Fur__wt_fe,4.083570749650001,0.0505877858927828,2.0,4.0,4.1193417161,5.0,4.0477997832,,,,,,,,
3,Fur__delfur_dpd,4.6596944324,0.0942122077916051,2.0,6.0,4.7263125234,7.0,4.5930763414,,,,,,,,
4,Fur__delfur_fe2,4.457268830149999,0.1384887106946942,2.0,8.0,4.3593425237,9.0,4.5551951366,,,,,,,,
5,Acid__wt_ph5,4.423411912700001,0.015321871587513192,2.0,10.0,4.4125777134,11.0,4.434246112,,,,,,,,
6,Acid__delgadx_ph5,4.21915102165,0.07062130102359472,2.0,12.0,4.2690878225,13.0,4.1692142208,,,,,,,,
7,Acid__delgadw_ph5,4.3316517308,0.0042229619053986665,2.0,14.0,4.3286656458,15.0,4.3346378158,,,,,,,,
8,Acid__delgade_ph5,4.5638323888,0.016436871642635017,2.0,16.0,4.5522097654,17.0,4.5754550122,,,,,,,,
9,Oxidative__wt_pq,4.7118916057,0.11814729532053472,2.0,18.0,4.7954343594,19.0,4.628348852,,,,,,,,
10,Oxidative__deloxyr_pq,4.3475963679500005,0.007258080797059029,2.0,20.0,4.3527286061,21.0,4.3424641298,,,,,,,,
11,Oxidative__delsoxr_pq,4.666024458000001,0.07531266043105682,2.0,22.0,4.6127703651,23.0,4.7192785509,,,,,,,,
12,Oxidative__delsoxs_pq,4.93485403965,0.17926224004993516,2.0,24.0,4.8080964941,25.0,5.0616115852,,,,,,,,
13,Nac/NtrC__wt_csn,5.2243447536000005,0.10088605950051034,2.0,26.0,5.1530075368,27.0,5.2956819704,,,,,,,,
14,Nac/NtrC__wt_cytd,4.79373224385,0.06848725615208595,2.0,28.0,4.8421600471,29.0,4.7453044406,,,,,,,,
15,Nac/NtrC__wt_gln,5.0934256889,0.048640650344613824,2.0,30.0,5.1278198226,31.0,5.0590315552,,,,,,,,
16,Nac/NtrC__bw_delnac_csn,5.248346687050001,0.18806739277319454,2.0,32.0,5.3813304158,33.0,5.1153629583,,,,,,,,
17,Nac/NtrC__bw_delnac_cytd,4.635996968300001,0.04722304662948877,2.0,34.0,4.6693887048,35.0,4.6026052318,,,,,,,,
18,Nac/NtrC__bw_delnac_gln,4.90131841985,0.016048471817732515,2.0,36.0,4.9126664031,37.0,4.8899704366000005,,,,,,,,
19,Nac/NtrC__bw_delnac_nh4,4.39183650055,0.1219269835106488,2.0,38.0,4.4780518974,39.0,4.3056211037,,,,,,,,
20,Misc__wt_no_te,4.57002711915,0.20354054476537398,2.0,40.0,4.7139520186,41.0,4.4261022197,,,,,,,,
21,Misc__bw_delcbl,3.82469740105,0.11933480245855337,2.0,42.0,3.9090798491000003,43.0,3.740314953,,,,,,,,
22,Misc__bw_delfabr,3.85609248055,0.31752750026415877,2.0,44.0,3.6315666319,45.0,4.0806183292,,,,,,,,
23,Misc__bw_delfadr,4.2007296588,0.21778285387334312,2.0,46.0,4.046733926,47.0,4.3547253916,,,,,,,,
24,Misc__nitr_031,4.5813895126,,1.0,48.0,4.5813895126,,,,,,,,,,
25,Omics__wt_glu,4.139777098550001,0.19478843693009712,2.0,49.0,4.0020408739,50.0,4.2775133232,,,,,,,,
26,Omics__wt_gly,4.01522255735,0.005278139100486937,2.0,51.0,4.0189547653,52.0,4.0114903494,,,,,,,,
27,Omics__wt_thr,4.573872821849999,0.09556406549603245,2.0,53.0,4.6414468206,54.0,4.5062988231,,,,,,,,
28,Omics__bw_ac,5.0205767759,0.04059523945143275,2.0,55.0,5.049281945,56.0,4.9918716068,,,,,,,,
29,Omics__bw_fum,4.657927921000001,0.056131155797145144,2.0,57.0,4.6976186419,58.0,4.6182372001,,,,,,,,
30,Omics__bw_glc,4.851398512499999,0.006746435371465598,2.0,59.0,4.8561689627,60.0,4.8466280623,,,,,,,,
31,Omics__bw_pyr,5.06713696365,0.064238207946158,2.0,61.0,5.1125602361,62.0,5.0217136912,,,,,,,,
32,OmpR__wt_nacl,4.7396605639,0.10389845572788832,2.0,63.0,4.8131278665,64.0,4.6661932613,,,,,,,,
33,OmpR__bw_delompr_nacl,4.43086207215,0.09747181427725116,2.0,65.0,4.499785053,66.0,4.3619390913,,,,,,,,
34,MinSpan__wt_ade,4.7805184489,,1.0,67.0,4.7805184489,,,,,,,,,,
35,MinSpan__wt_glc,4.26798231415,0.09834390425938351,4.0,68.0,4.1629719145,69.0,4.3273517141,70.0,4.3727207925,71.0,4.2088848355,,,,
36,MinSpan__wt_glc_anaero,4.5126417419500005,0.2903826764402499,2.0,72.0,4.3073101823,73.0,4.7179733016,,,,,,,,
37,MinSpan__wt_trp,4.4970318669000005,,1.0,74.0,4.4970318669000005,,,,,,,,,,
38,MinSpan__bw_delcra_glc,4.3176779574,0.01088017312900072,2.0,75.0,4.3099845132,76.0,4.3253714016,,,,,,,,
39,MinSpan__bw_delcra_trp,4.5978581801,,1.0,77.0,4.5978581801,,,,,,,,,,
40,MinSpan__bw_delmntr,3.9857206768999998,,1.0,78.0,3.9857206768999998,,,,,,,,,,
41,MinSpan__bw_delnac_ade,4.7851535502,,1.0,79.0,4.7851535502,,,,,,,,,,
42,MinSpan__bw_delnac_glc,4.5882314234,,1.0,80.0,4.5882314234,,,,,,,,,,
43,Cra/Crp__wt_ac,3.8262902917000003,0.32559851782733834,2.0,81.0,4.0565232116,82.0,3.5960573718,,,,,,,,
44,Cra/Crp__wt_fru,3.96471889675,0.07543408926229495,2.0,83.0,3.9113789407,84.0,4.0180588528,,,,,,,,
45,Cra/Crp__delcra_ac,4.729483673300001,0.07241788561845297,2.0,85.0,4.6782764953000004,86.0,4.7806908513,,,,,,,,
46,Cra/Crp__delcra_fru,4.50581062465,0.011463721839009865,2.0,87.0,4.4977045492,88.0,4.5139167001,,,,,,,,
47,Cra/Crp__delcra_glc,4.12828588615,0.04585197853087229,2.0,89.0,4.0958636412,90.0,4.1607081311,,,,,,,,
48,RpoB Knock-in__wt_031,4.3989204106,,1.0,91.0,4.3989204106,,,,,,,,,,
49,RpoB Knock-in__wt_044,4.3700118048,,1.0,92.0,4.3700118048,,,,,,,,,,
50,RpoB Knock-in__wt_lb,3.8683063095500003,0.011730937633041423,2.0,93.0,3.8766013351,94.0,3.860011284,,,,,,,,
51,RpoB Knock-in__rpoBE546V_031,4.0776099198,,1.0,95.0,4.0776099198,,,,,,,,,,
52,RpoB Knock-in__rpoBE546V_044,4.1304410726,,1.0,96.0,4.1304410726,,,,,,,,,,
53,RpoB Knock-in__rpoBE546V_lb,3.85000352655,0.3659979572190301,2.0,97.0,4.108803164,98.0,3.5912038891,,,,,,,,
54,RpoB Knock-in__rpoBE546V_glc,4.1623271636,,1.0,99.0,4.1623271636,,,,,,,,,,
55,RpoB Knock-in__rpoBE672K_glc,3.60963018775,0.14514403917578003,2.0,100.0,3.7122625221,101.0,3.5069978534,,,,,,,,
56,RpoB Knock-in__rpoBE672K_lb,3.2304536699,0.27385576443639414,2.0,102.0,3.0368084018,103.0,3.424098938,,,,,,,,
57,Crp ARs__wt_fru,4.038977376,,1.0,104.0,4.038977376,,,,,,,,,,
58,Crp ARs__wt_glyc,3.9735191266000003,0.02371355337854732,2.0,105.0,3.9567511122,106.0,3.990287141,,,,,,,,
59,Crp ARs__delar1_glyc,4.5375388607,0.15134075354280613,2.0,107.0,4.4305247876,108.0,4.6445529338,,,,,,,,
60,Crp ARs__delar1ar2_glyc,4.0484389424,0.12671095699069218,3.0,109.0,4.0915746474,110.0,4.1479501956,111.0,3.9057919842,,,,,,
61,Crp ARs__delar2_glyc,4.146546267733333,0.18216104682628229,3.0,112.0,4.0844363673,113.0,4.0035626671,114.0,4.3516397688,,,,,,
62,Crp ARs__delcrp_fru,4.6311290023,0.013274520200243231,3.0,115.0,4.6405122289000005,116.0,4.6159407619,117.0,4.6369340161,,,,,,
63,Crp ARs__delcrp_glc,4.4955925167,0.0853959896573731,3.0,118.0,4.5922558883,119.0,4.4641315005,120.0,4.4303901613,,,,,,
64,Crp ARs__delcrp_glyc,4.6334106121,0.06142288316751347,3.0,121.0,4.5817881748,122.0,4.6171016034,123.0,4.7013420581,,,,,,
65,Glucose Evolution__glu_ale3,3.668184521,,1.0,124.0,3.668184521,,,,,,,,,,
66,Glucose Evolution__glu_ale4,2.6326031529,,1.0,125.0,2.6326031529,,,,,,,,,,
67,Glucose Evolution__glu_ale5,3.0052131414,,1.0,126.0,3.0052131414,,,,,,,,,,
68,Glucose Evolution__glu_ale6,2.4490837536,,1.0,127.0,2.4490837536,,,,,,,,,,
69,Glucose Evolution__glu_ale8,3.430762436,,1.0,128.0,3.430762436,,,,,,,,,,
70,Glucose Evolution__glu_ale9,3.5533382026,,1.0,129.0,3.5533382026,,,,,,,,,,
71,Glucose Evolution__glu_ale10,3.5384961159,,1.0,130.0,3.5384961159,,,,,,,,,,
