,b2190_2
rpoB__rpoBE546V_lb__2,3.5912038891
rpoB__rpoBE546V_glc__1,4.1623271636
rpoB__rpoBE672K_glc__1,3.7122625221
rpoB__rpoBE672K_glc__2,3.5069978534
rpoB__rpoBE672K_lb__1,3.0368084018
rpoB__rpoBE672K_lb__2,3.424098938
crp__wt_fru__1,4.038977376
crp__wt_glyc__1,3.9567511122
crp__wt_glyc__2,3.990287141
crp__delar1_glyc__1,4.4305247876
crp__delar1_glyc__2,4.6445529338
crp__delar1ar2_glyc__1,4.0915746474
crp__delar1ar2_glyc__2,4.1479501956
crp__delar1ar2_glyc__3,3.9057919842
crp__delar2_glyc__1,4.0844363673
crp__delar2_glyc__2,4.0035626671
crp__delar2_glyc__3,4.3516397688
crp__delcrp_fru__1,4.6405122289000005
crp__delcrp_fru__2,4.6159407619
crp__delcrp_fru__3,4.6369340161
crp__delcrp_glc__1,4.5922558883
crp__delcrp_glc__2,4.4641315005
crp__delcrp_glc__3,4.4303901613
crp__delcrp_glyc__1,4.5817881748
crp__delcrp_glyc__2,4.6171016034
crp__delcrp_glyc__3,4.7013420581
glu__glu_ale3__1,3.668184521
glu__glu_ale4__1,2.6326031529
glu__glu_ale5__1,3.0052131414
glu__glu_ale6__1,2.4490837536
glu__glu_ale8__1,3.430762436
glu__glu_ale9__1,3.5533382026
glu__glu_ale10__1,3.5384961159
42c__wt_42c__1,4.6766988304
42c__42c_ale1__1,3.6567076473
42c__42c_ale2__1,3.7345573523
42c__42c_ale3__1,4.0498566726
42c__42c_ale4__1,4.4158221718
42c__42c_ale5__1,3.8964604118
42c__42c_ale6__1,3.5182809218
42c__42c_ale8__1,3.7839303907
42c__42c_ale9__1,3.1305279108
42c__42c_ale10__1,4.1484755475
ssw__wt_ac__1,4.8905238607
ssw__wt_glc__1,4.081784733
ssw__wt_glyc__1,4.7469861613
ssw__wt_xyl__1,5.2717867386
ssw__glc_ale1__1,4.132585071
ssw__glc_ale2__1,4.7594847155
ssw__glc_ale3__1,4.5186028876
ssw__glyc_ale1__1,4.7455712225
ssw__glyc_ale2__1,4.7381189894
ssw__xyl_ale1__1,4.8390758921
ssw__xyl_ale2__1,5.114360775
ssw__xyl_ale3__1,5.1695896603
ssw__glc_ac_ac2__1,5.1690515379
ssw__glc_ac_glc1__1,5.3800782428
ssw__glc_ac_glc2__1,5.1332639307
ssw__glc_glyc_glc__1,4.7799587826
ssw__glc_glyc_glyc__1,4.5089613125
ssw__glc_xyl_glc__1,4.542411459
ssw__glc_xyl_xyl__1,4.3727323609
pgi__glu4_delpgi__1,4.1124959909
pgi__pgi_ale1__1,3.6077087837
pgi__pgi_ale2__1,4.3898448849000005
pgi__pgi_ale3__1,3.7358034237
pgi__pgi_ale5__1,3.6779002612
pgi__pgi_ale6__1,3.9580776238
pgi__pgi_ale7__1,3.9163359465000003
pgi__pgi_ale8__1,3.5284526201
ica__wt_glc__1,4.1700501594
ica__wt_glc__2,4.0599288434
ica__wt_glc__3,4.2511402370999996
ica__wt_glc__4,4.5255934231
ica__arg_sbt__1,4.5016101454
ica__arg_sbt__2,4.4693787458
ica__cytd_rib__1,4.85423701
ica__cytd_rib__2,5.0250818014
ica__gth__1,5.4159820544
ica__gth__2,5.4502265065
ica__leu_glcr__1,4.379055851
ica__leu_glcr__2,4.4785970765
ica__met_glc__1,3.8928739769
ica__met_glc__2,3.7523594
ica__no3_anaero__1,4.8081082642
ica__no3_anaero__2,4.9133166184
ica__phe_acgam__1,4.1508558427
ica__phe_acgam__2,4.1097372078
ica__thm_gal__1,4.5731005766
ica__thm_gal__2,4.5207496497
ica__tyr_glcn__1,3.9555189339
ica__tyr_glcn__2,4.1376503774
ica__ura_pyr__1,4.5405910518
ica__ura_pyr__2,4.4729404284
ica__wt_glc__5,4.5948746724
ica__wt_glc__6,4.4900908184
ica__bw_delpurR_cytd__1,4.1617078956
ica__bw_delpurR_cytd__2,4.2455366494
ica__ade_glc__1,4.7987384552
ica__ade_glc__2,4.6647607654000005
ytf__wt_glc__1,5.04806399
ytf__wt_glc__2,5.2036072495
ytf__delyafC__1,5.2488135856
ytf__delyafC__2,5.5071165712
ytf__delyeiE__1,5.344257163
ytf__delyeiE__2,5.1932591405
ytf__delyiaJ__1,5.3169030886
ytf__delyiaJ__2,5.6696865488
ytf__delyieP__1,5.0999557182
ytf__delyieP__2,5.1639106849
ytf__wt_ph5__1,5.0567465948
ytf__wt_ph5__2,4.9733116143
ytf__wt_ph8__1,4.9344867106
ytf__wt_ph8__2,4.9330604196
ytf__delybaO__1,4.9898073981
ytf__delybaO__2,5.0925252585
ytf__delybaQ__1,4.6741387365
ytf__delybaQ__2,4.7536857325
ytf__delybiH__1,5.2257503398
ytf__delybiH__2,5.5691245924
ytf__delydcI_ph5__1,4.9337158318
ytf__delydcI_ph5__2,4.8855207773
ytf__delydcI_ph8__1,4.825275965
ytf__delydcI_ph8__2,4.722622183
ytf__delyddM__1,5.0255097636
ytf__delyddM__2,4.9739943697
ytf__delyheO__1,5.0035668904
ytf__delyheO__2,5.0367724834
fps__bw_glc__1,4.6802417828
fps__bw_glc__2,4.4166819042
fps__fps_thrA_ale1__1,5.0066849663
fps__fps_thrA_ale1__2,4.8479604731
fps__fps_thrA_ale2__1,5.1952326465
fps__fps_thrA_ale2__2,4.9649428706
fps__fps_serB_ale1__1,5.0117925447
fps__fps_serB_ale1__2,4.8499060653
fps__fps_serB_ale4__1,5.6441019795
fps__fps_serB_ale4__2,5.6848712977
fps__fps_ptsI_ale1__1,5.0446794925
fps__fps_ptsI_ale1__2,4.9389337525
fps__fps_ptsI_ale3__1,4.8327312912
fps__fps_ptsI_ale3__2,4.5756289244
pal__lyx_ale2_f6__1,4.9356918967
pal__lyx_ale2__1,4.1227277522
pal__lyx_ale2__2,3.6932419817
pal__lyx_ale4__1,4.1227277522
pal__lyx_ale4__2,3.6932419817
pal__5drib_ale10_f18__1,5.0513699856
pal__5drib_ale10_f18__2,5.0577062355
pal__5drib_ale10__1,5.0005763634
pal__arab_ale14_f9__1,4.9842675105000005
pal__arab_ale14_f9__2,5.1738605824
pal__arab_ale14__1,4.5301033289
pal__arab_ale14__2,4.45582498
pal__arab_ale16__1,5.294102209
pal__arab_ale16__2,5.5334025046
pal__tartr_ale26_f10__1,4.8762812944
pal__tartr_ale26_f10__2,4.9403065506
pal__tartr_ale26__1,4.3395730562
pal__tartr_ale26__2,4.5273258233
pal__tartr_ale28_f10__1,5.3112726912
pal__tartr_ale28_f10__2,5.2178475499
pal__tartr_ale28__1,4.6233162724
pal__tartr_ale28__2,4.8230321293
efeU__delmenFentC_citr__1,4.6971636972
efeU__delmenFentC_citr__2,4.7095273759000005
efeU__delmenFentC__1,5.2882491585
efeU__delmenFentC__2,5.5463076894
efeU__menFentC_ale39__1,4.4639869729
efeU__menFentC_ale39__2,4.3912312533
efeU__menFentC_ale29__1,4.4604517025
efeU__menFentC_ale29__2,4.5084029593
efeU__menFentC_ale30__1,4.1792986517
efeU__menFentC_ale30__2,4.1570752719
efeU__menFentCubiC_ale36__1,4.6526075742
efeU__menFentCubiC_ale36__2,4.7332138783
efeU__menFentCubiC_ale37__1,5.0106785192
efeU__menFentCubiC_ale37__2,5.0760550215
efeU__menFentCubiC_ale38__1,4.8746107981
efeU__menFentCubiC_ale38__2,4.9672001673
