,A,MalT
hot_tale__hot_ale9_37c__2,-4.80143346058107,-0.963555970499998
hot_tale__hot_ale9_mid_44c__1,-10.603297155828075,-1.2894619674999994
hot_tale__hot_ale9_mid_44c__2,-10.287695972152337,-1.6314126154999995
hot_tale__hot_ale9_44c__1,-10.763060113197332,-1.3199627744999995
hot_tale__hot_ale9_44c__2,-10.816346194311922,-1.4702014854999996
hot_tale__hot_ale10_30c__1,-1.9895506541005517,-0.8545010174999996
hot_tale__hot_ale10_30c__2,-1.4297730807184086,-0.7795857284999999
hot_tale__hot_ale10_37c__1,-5.609493004527854,-1.0416017975000005
hot_tale__hot_ale10_37c__2,-5.700982435107399,-0.9436260914999997
hot_tale__hot_ale10_44c__1,-9.569391042317058,-1.1149924264999995
hot_tale__hot_ale10_44c__2,-8.872101746206178,-1.2414676124999993
hot_tale__hot_ale16_30c__1,-3.038240304618556,-0.9489183975
hot_tale__hot_ale16_30c__2,-3.1668682144540474,-0.8345881134999997
hot_tale__hot_ale16_37c__1,-5.987322619695061,-0.8557481514999994
hot_tale__hot_ale16_37c__2,-6.068839177897583,-0.841148079499999
hot_tale__hot_ale16_44c__1,-10.43808527833133,-1.0024917244999996
hot_tale__hot_ale16_44c__2,-10.153404468086258,-0.855984639499999
pdhr_ale__pdhR-13_51__1,-4.739369618806351,-1.0292651914999995
pdhr_ale__pdhR-13_51__2,-4.494621663197363,-0.8750558734999999
pdhr_ale__pdhR-14_46__1,-4.858939737223378,-1.0557815335000005
pdhr_ale__pdhR-14_46__2,-4.980899425381213,-0.8509393794999989
pdhr_ale__pdhR-15_51__1,-7.545507575414962,-1.3802832444999993
pdhr_ale__pdhR-15_51__2,-7.496078204022255,-1.3528328294999987
pdhr_ale__pdhR-16_49__1,-6.406848097737467,-1.0128201404999997
pdhr_ale__pdhR-16_49__2,-6.12095576470325,-1.1012522725
tcs__del_atoC_LiAcet__1,2.9499297297669136,0.8462817114999996
tcs__del_atoC_LiAcet__2,3.842083296430768,0.9647266835000003
tcs__del_atoC_LiCl__1,2.2507436947866943,0.8419684135000001
tcs__del_atoC_LiCl__2,2.524658468135996,0.7840692785000005
tcs__del_atoC_m9__1,1.9641120599272768,0.7336238725000008
tcs__del_atoC_m9__2,2.1107297240141616,0.8323270795000006
tcs__del_baeR_etoh__1,6.617980707494598,-0.14831486549999973
tcs__del_baeR_etoh__2,7.136658392294504,0.052224268500000726
tcs__del_baeR_lb__1,9.746758831344549,1.1756367995000012
tcs__del_baeR_lb__2,9.333550118910544,1.1474019485000009
tcs__del_btsR_01xlb__1,-2.6367032678696405,-1.1352399504999982
tcs__del_btsR_01xlb__2,-2.558975753535624,-1.1760698754999996
tcs__del_btsR_lb__1,17.431206794504348,0.5962666214999999
tcs__del_btsR_lb__2,17.649019549273934,0.5949629255000008
tcs__del_btsR_pyruvate__1,-3.5084339801096305,-1.3138614034999998
tcs__del_btsR_pyruvate__2,-3.5320975732383944,-1.3751066075000002
tcs__del_cpxR_etoh__1,8.107970661647586,-0.08938237949999905
tcs__del_cpxR_etoh__2,7.830384675232924,-0.11549892649999992
tcs__del_cpxR_lb__1,7.361479033131384,1.0869795955000008
tcs__del_cpxR_lb__2,7.656009798591167,1.2446938124999996
tcs__del_cusR_CuSO4__1,4.088586359523193,-1.7330110324999994
tcs__del_cusR_CuSO4__2,4.115539416056265,-1.5471886244999995
tcs__del_cusR_lb__1,13.004835551779449,0.4792122274999997
tcs__del_cusR_lb__2,12.523776593595777,0.3755524715000007
tcs__del_kdpE_01-kcl__1,-9.098921736114525,-1.5727710134999997
tcs__del_kdpE_01-kcl__2,-8.918762812959445,-1.6352821574999998
tcs__del_kdpE_115-kcl__1,-9.579365350014909,-1.3479517774999996
tcs__del_kdpE_115-kcl__2,-9.685709417216424,-1.3673740485000003
tcs__del_phoB_m9__1,0.2173049169474626,0.22723017850000016
tcs__del_phoB_m9__2,0.1955246145571892,0.2380834605000013
tcs__del_phoB_m9p__1,3.493628825132235,-2.8596587564999996
tcs__del_phoB_m9p__2,3.271720828971344,-2.9378070834999983
tcs__del_rcsB_etoh__1,7.512143673644402,0.07322218950000002
tcs__del_rcsB_etoh__2,7.649647715302263,0.0930530395
tcs__del_rcsB_lb__1,5.398490402376864,0.8920573414999993
tcs__del_rcsB_lb__2,5.161210000012312,0.8863757625000002
tcs__del_zraR_lb__1,18.254746544113782,0.8208926105000014
tcs__del_zraR_lb__2,18.31368316117731,0.9077086034999996
tcs__del_zraR_zncl2__1,6.671334580088843,-0.6731688954999981
tcs__del_zraR_zncl2__2,7.023702040138005,-0.6424233035000002
tcs__wt_01-kcl__1,-7.260954742986632,-1.7433319004999994
tcs__wt_01-kcl__2,-6.8756484702390335,-1.5792392544999991
tcs__wt_01xlb__1,-3.215342372967346,-0.8607617854999994
tcs__wt_01xlb__2,-3.4148706732988354,-0.8975328744999995
tcs__wt_115-kcl__1,-9.492158527864154,-1.4879265934999992
tcs__wt_115-kcl__2,-9.545485969491398,-1.5256595635000003
tcs__wt_CuSO4__1,7.306989514131387,0.018765986500000054
tcs__wt_CuSO4__2,7.483043727075938,0.07103202650000018
tcs__wt_etoh__1,9.1322466619984,-0.21611661549999805
tcs__wt_etoh__2,8.945429181398382,-0.17037149350000025
tcs__wt_lb__1,-1.0039481167163802,-0.5468841114999998
tcs__wt_lb__2,-0.541880190585812,-0.5480491415
tcs__wt_LiAcet__1,2.450058365167485,0.6849916445000002
tcs__wt_LiAcet__2,1.298295685398302,0.7024443395000013
tcs__wt_LiCl__1,0.4153132280641571,0.6333448014999998
tcs__wt_LiCl__2,0.2389049979560929,0.6243188765000003
tcs__wt_m9p__1,0.7063691120255571,-2.731993203499999
tcs__wt_m9p__2,0.9099865819108074,-2.7019473384999992
tcs__wt_pyr__1,-2.9406329037786376,-0.6854437984999997
tcs__wt_pyr__2,-3.138681089484383,-0.6507501935000004
tcs__wt_zncl2__1,13.815636535667284,-0.4309312775
tcs__wt_zncl2__2,13.888488378552593,-0.4087404864999993
ros_tale__0_0_0pq__1,-5.70600183010522,-1.1867485464999996
ros_tale__0_0_0pq__2,-5.470314582482316,-1.2624772944999991
ros_tale__0_0_250pq__1,-6.788417449625371,-2.0053874965
ros_tale__0_0_250pq__2,-6.985619718560316,-2.1521628285
ros_tale__1_mid_250pq__1,-7.742732696273689,-1.0773473954999997
ros_tale__1_mid_250pq__2,-7.45664591863954,-0.9960472704999992
ros_tale__1_0_0pq__3,-3.7976506020282375,-0.7619613144999988
ros_tale__1_0_0pq__4,-3.834123677758783,-0.7150394954999992
ros_tale__1_0_250pq__1,-5.562090601089283,-1.1388749374999998
ros_tale__1_0_250pq__2,-5.671502266135414,-1.0213395164999994
ros_tale__1_0_750pq__1,-1.3854368086412925,-1.0300509215
ros_tale__1_0_750pq__2,-1.7732830646480946,-1.2372284574999997
ros_tale__1_1_0pq__1,-6.716076867884814,-1.5583137135000005
ros_tale__1_1_0pq__2,-5.872327684436897,-1.3962688594999992
ros_tale__1_1_250pq__1,-7.558906002112988,-1.9369799654999988
ros_tale__1_1_250pq__2,-6.824986514762576,-1.8234526074999995
ros_tale__1_1_750pq__1,-8.294755176762354,-1.7563267154999993
ros_tale__1_1_750pq__2,-8.171829307762005,-1.669098625499999
ros_tale__1_2_0pq__1,1.7477188320134878,-1.1202725544999987
ros_tale__1_2_0pq__2,2.179911894806009,-1.0425859604999994
ros_tale__1_2_250pq__1,0.1587960728496288,-1.1754390875
ros_tale__1_2_250pq__2,1.124588231309756,-1.1351237425000005
ros_tale__1_2_750pq__1,0.7195111708335719,-0.9350585894999988
ros_tale__1_2_750pq__2,-0.2140471323178036,-0.906030670499998
ros_tale__1_3_0pq__1,3.1589199461159483,-1.4749598214999995
ros_tale__1_3_0pq__2,4.41621265779784,-1.237978384499999
ros_tale__1_3_250pq__1,1.1307428563949358,-0.06102197249999985
ros_tale__1_3_250pq__2,0.4801806952234257,-0.35579548850000103
ros_tale__1_3_250pq__3,0.5490884872506734,-0.20046448949999893
ros_tale__1_3_250pq__4,0.9462605289036996,0.2773483935000005
ros_tale__1_3_750pq__1,-1.6164584643827973,-0.7909245775000002
ros_tale__1_3_750pq__2,-1.1007592249457148,-1.1864360424999996
ros_tale__1_4_0pq__1,0.1709247060476682,-1.6699775734999998
ros_tale__1_4_0pq__2,-0.9826374602986933,-1.3992660325
ros_tale__1_4_250pq__1,-5.966648056002648,-1.8963353404999996
ros_tale__1_4_250pq__2,-2.9161424969974648,-1.2686299874999998
ros_tale__1_4_750pq__1,-2.004659326421962,-2.1662691385
ros_tale__1_4_750pq__2,-6.215117355547266,-2.1959350414999994
ros_tale__1_4_750pq__3,-2.237825522202952,-1.844392330499998
ros_tale__1_4_750pq__4,-7.404542871946206,-2.283148669499999
ros_tale__2_mid_250pq__1,-9.204105396377626,-1.5376064234999998
ros_tale__2_mid_250pq__2,-9.187072055165991,-1.3270787454999995
ros_tale__2_0_0pq__1,-6.532236718342393,-2.8207550575
ros_tale__2_0_0pq__2,-6.447873863426511,-2.8168501315
ros_tale__2_0_250pq__1,-8.02059339838121,-1.8369586785000005
ros_tale__2_0_250pq__2,-8.522467972154734,-1.9795333774999992
ros_tale__2_0_750pq__1,-8.078562427364455,-3.4320282565
ros_tale__2_0_750pq__2,-7.9275271565564,-3.5426504004999995
ros_tale__2_1_0pq__1,-10.660448647559116,-1.4082128664999995
ros_tale__2_1_0pq__2,-9.496220356783311,-1.2505751074999996
ros_tale__2_1_250pq__1,-10.996652996023643,-2.5064854254999998
ros_tale__2_1_250pq__2,-10.893304022661866,-2.542724218499999
ros_tale__2_1_750pq__1,-11.060224903620972,-2.5460456094999997
ros_tale__2_1_750pq__2,-11.331236033405697,-2.6936372865
ros_tale__2_1_750pq__3,-11.099284096863675,-2.8820272865
ros_tale__2_2_0pq__1,-6.963588087255214,-1.2004509965
ros_tale__2_2_0pq__2,-5.237931322992348,-1.5880776064999995
ros_tale__2_2_250pq__1,-8.934683453554863,-0.6673674804999994
ros_tale__2_2_250pq__2,-8.574005594017866,-1.3019541904999992
ros_tale__2_2_750pq__1,-8.576577255597938,-1.230955109499999
ros_tale__2_2_750pq__2,-8.567745072800276,-0.794192634499999
ros_tale__2_3_0pq__1,-7.333781078597217,-2.1672258705
ros_tale__2_3_0pq__2,-3.4382030566277733,-2.8100544954999997
ros_tale__2_3_250pq__1,-8.10280811735195,-2.8044371885
ros_tale__2_3_250pq__2,-8.17067100827954,-2.6367546345
ros_tale__2_3_750pq__1,-8.217211393847004,-2.8577994175
ros_tale__2_3_750pq__2,-7.71759415669895,-3.0641401904999985
ros_tale__3_0_0pq__1,-1.6655966103840805,-1.4328912504999989
ros_tale__3_0_0pq__2,-0.5629014759267954,-1.3516917015
ros_tale__3_0_250pq__1,2.308151628486144,-0.5154709674999998
ros_tale__3_0_250pq__2,0.2571747031818027,-0.5606229084999992
ros_tale__3_0_750pq__1,-4.374438432926148,-3.5173380264999996
ros_tale__3_0_750pq__2,-5.018891405511952,-3.3929871214999996
ros_tale__3_1_0pq__1,-6.927325916232545,-2.102842150499998
ros_tale__3_1_0pq__2,-4.960681299834579,-1.2694554625
ros_tale__3_1_250pq__1,-3.7355203200020206,-1.4391973434999998
ros_tale__3_1_250pq__2,0.9468889934252508,-1.1431178064999994
ros_tale__3_1_750pq__1,-5.432581644112179,-1.9270789074999997
ros_tale__3_1_750pq__2,-0.2479632734450784,-1.1480183175
ros_tale__3_2_0pq__1,4.978341387898468,0.3153988974999997
ros_tale__3_2_0pq__2,4.802345245106553,0.2760411495000019
ros_tale__3_2_0pq__3,4.374144965806474,0.2701829355000012
ros_tale__3_2_0pq__4,4.689436582884671,0.2865519345000003
ros_tale__3_2_250pq__1,-4.298900612278052,-3.4889310925
ros_tale__3_2_250pq__2,-0.6061389305006426,-2.5448946214999992
ros_tale__3_2_750pq__1,-1.765426198005162,-3.0051525934999983
ros_tale__3_2_750pq__2,-2.1323464330559028,-3.6859851185
ros_tale__3_3_0pq__1,-3.9019098769808473,-1.5783610284999998
ros_tale__3_3_0pq__2,-2.8621833664696346,-0.7757503344999988
ros_tale__3_3_0pq__3,-3.6154762858292377,-1.5052438954999996
ros_tale__3_3_0pq__4,-2.661605979273556,-0.7228473644999989
ros_tale__3_3_250pq__1,-9.268069062690648,-3.6783456424999987
ros_tale__3_3_250pq__2,-8.967008144065511,-3.3651018605
ros_tale__3_3_750pq__1,-8.982298919615673,-3.2127507044999994
ros_tale__3_3_750pq__2,-8.324225968901034,-3.2277876265
ros_tale__3_4_0pq__1,-3.7200484239042426,-2.8519527874999997
ros_tale__3_4_0pq__2,-3.9619638638158814,-2.8552007915
ros_tale__3_4_250pq__1,-6.893642314719885,-3.2524302324999987
ros_tale__3_4_250pq__2,-7.380238172674681,-3.6004822905
ros_tale__3_4_750pq__1,-3.826810048577024,-2.529101365499999
ros_tale__3_4_750pq__2,-5.646559826347768,-2.7092242655
pcoli__atASMT_325G__1,-6.848518326363871,-1.2228710504999991
pcoli__atASMT_325G__2,-6.991495300642423,-1.167612384499999
pcoli__bpTDC__1,-8.532524237415943,-0.7550441415000001
pcoli__bpTDC__2,-8.588645714610651,-0.7311251274999995
pcoli__BRCA__1,-9.718145775791784,-1.121408774499999
pcoli__BRCA__2,-9.78932206666462,-1.1565927274999996
pcoli__BRCActrl__1,-10.115073644381653,-0.1625689354999995
pcoli__BRCActrl__2,-8.936626690664445,0.1490697325000001
pcoli__BRCAswap__1,-7.666757176865165,-1.1590855474999993
pcoli__BRCAswap__2,-7.689222827570079,-1.166620009499999
pcoli__btAANAT__1,-6.59313853005346,-1.0808270364999997
pcoli__btAANAT__2,-5.863489500321223,-0.9396826944999992
pcoli__btASMT__1,-7.290794435744744,-1.0919395814999993
pcoli__btASMT__2,-7.848210922147652,-1.0894176544999992
pcoli__CC1__1,-5.729741920079988,-1.0476609535000003
pcoli__CC1__2,-6.056877513677823,-1.1246612654999997
pcoli__ccCOMT__1,-7.760324229792531,-1.1903092985
pcoli__ccCOMT__2,-7.844532056267568,-1.2053615535000004
pcoli__ckDDC__1,-6.848761758463848,-0.6500312424999999
pcoli__ckDDC__2,-6.607566742226377,-0.3009883594999989
pcoli__CNTF_belt__1,-7.40779291549347,-1.3072319234999998
pcoli__CNTF_belt__2,-6.728410204580428,-1.2835755754999996
pcoli__cobPNMT__1,-7.477173646384005,-1.2521940124999995
pcoli__cobPNMT__2,-7.266992612760891,-1.302220910499999
pcoli__cvPhhB__1,-8.201745594392976,-1.2992866104999994
pcoli__cvPhhB__2,-8.128233888172804,-1.0830972504999978
pcoli__ggAANAT__1,-9.160524132107929,-1.1503482994999992
pcoli__ggAANAT__2,-8.746934389901675,-1.099391709499999
pcoli__ggTPH__1,-7.416069496123263,-1.0906501414999994
pcoli__ggTPH__2,-7.770832170956407,-0.9986504894999992
pcoli__hsAANAT__1,-7.995646151290011,-1.1986502304999993
pcoli__hsAANAT__2,-4.860669795108402,-1.5340298614999996
pcoli__hsASMT__1,-8.517105898542665,-0.8901294384999998
pcoli__hsASMT__2,-8.081613617539755,-0.7802129154999982
pcoli__hsPNMT_mb__1,-6.516846655713537,-1.4774873734999998
pcoli__hsPNMT_mb__2,-7.16765860949654,-1.5235138285000005
pcoli__hsTPH__1,-8.68318030102453,-1.3578927665
pcoli__hsTPH__2,-8.473096282898949,-1.063131434499999
pcoli__hsTPH_E2K__1,-6.802145371903447,-0.7025494674999999
pcoli__hsTPH_E2K__2,-6.837149423208789,-0.6215354044999994
pcoli__hsTPH_E2K_N91I_P99C__1,-8.31465649858172,-1.2082344484999998
pcoli__hsTPH_E2K_N91I_P99C__2,-8.757540170537373,-1.3393356725
pcoli__hsTPH_N158trunc__1,-7.257092985425528,-0.20179630549999936
pcoli__hsTPH_N158trunc__2,-6.5524271846636495,-0.2394674735000004
pcoli__hsTPH_N174trunc__1,-7.2591032896135825,-1.0511346225000002
pcoli__hsTPH_N174trunc__2,-6.932109612798222,-0.4709850135
pcoli__hsTPH_Ntermtrunc__1,-8.945604401350016,0.16074609950000074
pcoli__hsTPH_Ntermtrunc__2,-8.916856108922582,-1.1515974924999997
pcoli__hsTPH1__1,-7.04508293826195,-1.0018462354999995
pcoli__hsTPH1__2,-7.088571490125572,-1.0626149435
pcoli__MBP__1,-3.4480996213631387,-1.1615622394999994
pcoli__MBP__2,-3.2583910949040864,-0.4239892674999997
pcoli__msCOMT__1,-9.455504787498096,-0.9275612635000005
pcoli__msCOMT__2,-9.394879683377246,-0.8036037364999995
pcoli__ocAANAT__1,-7.510113144073343,-1.2468746234999992
pcoli__ocAANAT__2,-7.780852959532909,-1.2435078965000006
pcoli__osTDC_K374H__1,-7.277241266193823,-1.2225922914999998
pcoli__osTDC_K374H__2,-7.943782000877897,-1.2980890114999992
pcoli__osTDC_K374L__1,-9.485738374738869,-0.7109686625
pcoli__osTDC_K374L__2,-9.243755901378394,-0.7180716874999993
pcoli__osTDC_K374Q__1,-6.895536730219479,-1.0774710625
pcoli__osTDC_K374Q__2,-6.671984188086689,-1.0141632594999992
pcoli__osTDC_L360V__1,-8.006900900110576,-1.0084564235000002
pcoli__osTDC_L360V__2,-7.645850732801522,-0.7519251454999996
pcoli__pmTPH__1,-8.492711458489435,-0.9016764034999998
pcoli__pmTPH__2,-8.303074922981999,-0.8159841374999992
pcoli__RFC__1,-5.150415011563188,-1.4131847394999992
pcoli__RFC__2,-7.118056583189826,-1.460004410499998
pcoli__RFCctrl__1,-8.209548767013224,-1.6979643335
pcoli__RFCctrl__2,-8.50211032504132,-1.9684696374999997
pcoli__RFCnopause__1,-8.762829292935281,-1.3244017125000005
pcoli__RFCnopause__2,-7.88489002180496,-0.9769523035
pcoli__RFCpluspause__1,-8.662168737546926,0.3598793895000014
pcoli__RFCpluspause__2,-8.18190473635871,0.9362937175
pcoli__rnCOMT_sol__1,-7.76318718381207,-1.3668999884999993
pcoli__rnCOMT_sol__2,-7.724578020649108,-1.5001544275
pcoli__rnPNMT__1,-8.171595571952848,-0.6588659344999988
pcoli__rnPNMT__2,-9.118571085807057,-0.6743265664999996
pcoli__rnTDC__1,-9.44314093490499,-1.0478680164999998
pcoli__rnTDC__2,-9.149707925405623,-0.9644653234999998
pcoli__rnTDC_trunc__1,-8.084828709540847,-0.8840711274999995
pcoli__rnTDC_trunc__2,-8.218491341836607,-0.5216348944999991
pcoli__saCOMT_T2A__1,-8.363490368119633,-1.2577276054999995
pcoli__saCOMT_T2A__2,-8.04234736210547,-1.2629521704999993
pcoli__sfCOMT__1,-7.7795645959649935,-1.2647860504999997
pcoli__sfCOMT__2,-7.690830564789959,-1.3167118615
pcoli__sgAANAT_D63G__1,-7.032111411863311,-1.1631902264999994
pcoli__sgAANAT_D63G__2,-6.835645508998705,-1.1120492014999996
pcoli__ssDDC__1,-9.056370550552758,-0.8878851235000003
pcoli__ssDDC__2,-9.049225821844852,-0.8665790604999994
pcoli__TP53B__1,-8.12269182771153,-1.1059896325
pcoli__TP53B__2,-7.7876742262848655,-1.1877743235000002
pcoli__WT__1,-7.931352774502379,-0.8687806235000002
pcoli__WT__2,-7.149774549152911,-0.6093288284999998
cck__glu_ale4__1,-9.075883164831524,-1.484700994499999
cck__glu_ale4__2,-9.223818319401964,-1.9724668375
cck__cck_ale1__1,-9.619239271681488,-1.9775574255
cck__cck_ale1__2,-9.887314746630835,-2.0159458985
cck__cck_ale2__1,-9.506292511683004,-2.047140935499998
cck__cck_ale2__2,-9.348887936605012,-1.9828036704999992
cck_pgi__gmos_delpgi__1,-2.2314472224678266,-0.2432846005
cck_pgi__gmos_delpgi__2,0.2403091721713548,0.28218961950000043
cck_pgi__pgi_ale1__1,2.14452584876627,0.05390399149999947
cck_pgi__pgi_ale1__2,0.4274808674952177,-0.4599398834999997
cck_pgi__pgi_ale2__2,1.9766565176222963,-0.16465892849999975
cck_pgi__pgi_ale3__1,2.294090465388249,-0.2089359044999988
cck_pgi__pgi_ale3__2,-0.1794811294896631,-0.6611607054999995
cck_pgi__pgi_ale4__1,-3.855275111291432,-0.8886165894999989
cck_pgi__pgi_ale4__2,-3.659918940617765,-1.3542462294999993
cck_pgi__pgi_ale4__3,-3.5279443530737336,-1.3341701175000005
cck_pgi__pgi_ale5__1,0.7851385749650364,-0.025322913500001043
cck_pgi__pgi_ale5__2,0.3404549562596921,-0.44845245949999946
cck_pgi__pgi_ale6__1,-4.157662292563196,-1.9737134635
cck_pgi__pgi_ale6__2,-8.62607388779661,-5.306200898499999
cck_pgi__pgi_ale7__1,-1.7344629211610256,-0.6385197794999993
cck_pgi__pgi_ale7__2,-2.4504763870346338,-0.9781393365000001
cck_pgi__pgi_ale8__1,0.3282882770483011,-0.6522254694999994
cck_pgi__pgi_ale8__2,-0.3854385698623601,-0.9035812465
cck_sdh__gmos_delsdhCB__1,-5.2936141235068535,0.4321302034999999
cck_sdh__gmos_delsdhCB__2,-5.935897725871111,0.12062693649999902
cck_sdh__sdh_ale1__1,-9.404088748981833,-2.109234914499999
cck_sdh__sdh_ale1__2,-9.985063750021716,-2.1848121785000005
cck_sdh__sdh_ale2__1,-9.984872741774936,-2.1202402924999992
cck_sdh__sdh_ale3__2,-9.829544517022148,-2.1202285555000002
cck_sdh__sdh_ale3__1,-9.232763824034286,-2.0324734315
cck_sdh__sdh_ale3__3,-8.975790624627964,-2.0940377285
cck_pts__gmos_delptsHIcrr__2,1.4997648328745763,-0.6523323484999999
cck_pts__gmos_delptsHIcrr__1,1.575533096353489,-0.5904864984999998
cck_pts__pts_ale1__2,-9.307336622945009,-3.7247181545
cck_pts__pts_ale1__1,-9.135237743769508,-3.9765763655
cck_pts__pts_ale2__2,-6.680412188705989,-2.1625189715
cck_pts__pts_ale2__1,-7.229480649543461,-2.0548005565
cck_pts__pts_ale3__2,-9.345158069890708,-4.6763951225
cck_pts__pts_ale3__1,-9.212630285847885,-4.164589596499998
cck_pts__pts_ale4__2,-9.978393873095833,-1.7130504954999992
cck_pts__pts_ale4__1,-9.898731278209448,-1.8239832935000004
cck_gnd__gmos_delgnd__1,-7.895566527896805,0.5152240885000001
cck_gnd__gmos_delgnd__2,-8.540759780652177,-0.1883357554999998
cck_gnd__gnd_ale1__1,-8.987417324899372,-1.8538550465
cck_gnd__gnd_ale1__2,-8.536954793538209,-1.8805393765
cck_gnd__gnd_ale2__1,-9.32144972225202,-1.8965105855
cck_gnd__gnd_ale2__2,-8.34132440017022,-1.7348463785000003
cck_gnd__gnd_ale3__1,-9.086638888372482,-1.8400831715000001
cck_gnd__gnd_ale3__2,-9.240802923813142,-1.8847873885000004
cck_tpiA__gmos_deltpiA__1,1.9513268952917016,0.08812704050000075
cck_tpiA__gmos_deltpiA__2,-2.010178778163872,0.27999194750000106
cck_tpiA__tpiA_ale1__1,-6.967004158352369,-1.4636162374999993
cck_tpiA__tpiA_ale1__2,-6.629536051429792,-1.3986745874999995
cck_tpiA__tpiA_ale2__1,-1.2660891360948223,-0.6043236285000004
cck_tpiA__tpiA_ale2__2,-1.358622315714071,-0.8058011985000002
cck_tpiA__tpiA_ale3__1,-8.937829830885637,-1.8594246744999987
cck_tpiA__tpiA_ale3__2,-8.453099945071592,-1.735239654499999
cck_tpiA__tpiA_ale4__1,-7.1318097668898695,-1.3207769435000003
cck_tpiA__tpiA_ale4__2,-7.474139469270219,-1.4167536514999997
acid_tale__acid_ale1_pH7__1,-8.416129598683458,-1.6413815365
acid_tale__acid_ale1_pH7__2,-8.677046762063616,-1.6905696664999992
acid_tale__acid_ale1_pH5__1,-5.811048960989017,-0.5927805644999989
acid_tale__acid_ale1_pH5__2,-6.305419734332974,-0.5294108724999997
acid_tale__acid_ale2_pH7__1,-4.786405706901897,-0.8944500004999991
acid_tale__acid_ale2_pH7__2,-5.1181739416708645,-0.9616486734999999
acid_tale__acid_ale2_pH5__1,-3.916575496062057,-0.4688906445000001
acid_tale__acid_ale2_pH5__2,-3.076054169751905,-0.2265456494999993
acid_tale__low_Mg_ale_pH7__1,-7.551894682521743,-1.1149400194999988
acid_tale__low_Mg_ale_pH7__2,-6.809779512982184,-1.2503098384999998
acid_tale__low_Mg_ale_pH5__1,-7.400190499527223,-0.6302858444999995
acid_tale__low_Mg_ale_pH5__2,-7.576077135670293,-0.8195028684999999
acid_tale__MES_ale_pH7__1,-4.491958941035617,-1.0572234104999998
acid_tale__MES_ale_pH7__2,-4.6583226451006725,-0.9569841944999996
acid_tale__MES_ale_pH5__1,-7.0016266381086405,-1.0710079285000005
acid_tale__MES_ale_pH5__2,-8.353590227451704,-0.8830865674999995
acid_tale__gmos_pH7__1,-4.717165059281915,-1.0871665265000001
acid_tale__gmos_pH7__2,-4.831060780054748,-1.0599273135000002
acid_tale__gmos_pH5__1,-5.071949615998197,-0.5769914534999998
acid_tale__gmos_pH5__2,-5.045322391610231,-0.5114068334999997
adnB__wt_adn__1,-7.137771683440503,-0.2974069004999995
adnB__wt_adn__2,-8.674334863096755,-0.1030560635000004
adnB__delydhB_adn__1,-8.08682442951764,-0.8344018664999995
adnB__delydhB_adn__2,-6.051449117774284,-0.6047547444999992
ytf2__wt_glc__1,-6.29842879898549,-0.7759259954999997
ytf2__wt_glc__2,-6.15285648236724,-0.8943801574999997
ytf2__ybcM_glc__1,-2.931696269369743,-0.3803841434999997
ytf2__ybcM_glc__2,-2.9130047355831667,-0.25844934750000004
ytf2__ydhB_glc__1,-6.036489620810642,-1.193236335499999
ytf2__ydhB_glc__2,-6.26633594014299,-1.109384659499999
ytf2__yfeC_glc__1,-5.62052808955902,-1.0303299354999993
ytf2__yfeC_glc__2,-5.597668351842355,-1.1005583404999992
ytf2__yciT_glc__1,-6.037522775737376,-0.9484252304999998
ytf2__yciT_glc__2,-6.336740546836946,-0.9851175494999992
ytf2__ydiZ_glc__1,-3.5883552471679656,-0.6645445064999995
ytf2__ydiZ_glc__2,-3.727554781508713,-0.6044996094999995
ytf2__ynfL_glc__1,-5.482853651850949,-0.8633222294999987
ytf2__ynfL_glc__2,-5.130126501896814,-0.7602586294999991
ytf3__wt_glc2__1,-1.6983762401677454,-0.4114473724999996
ytf3__wt_glc2__2,-1.4982782924821492,-0.282760839499999
ytf3__wt_pH7_lactate__1,-1.2351863058871198,-0.2378100454999981
ytf3__wt_pH7_lactate__2,-1.4167803139020492,-0.1984590604999994
ytf3__wt_pH55_lactate__1,-6.7853049207622345,-0.7817790114999994
ytf3__wt_pH55_lactate__2,-6.579413820978034,-0.9002499165000001
ytf3__wt_pH55_HCl__1,-5.641076417621682,-0.7562860004999994
ytf3__wt_pH55_HCl__2,-5.990691001912616,-0.8955544824999997
ytf3__dyieP_pH7__1,-1.4131177055104092,-0.3465024285
ytf3__dyieP_pH7__2,-1.385095405169491,-0.3247504674999995
ytf3__dyieP_pH55__1,-1.0083407409785214,-0.04227778350000033
ytf3__dyieP_pH55__2,-0.9377825486967932,-0.05976451849999975
minicoli__aldA_f1c2__1,-10.030375085700731,-0.04856395425124038
minicoli__aldA_minE__1,-10.694665660664931,-1.1024264583144472
minicoli__mg1655_glc__1,2.252116877321764,-0.1675279399468419
minicoli__mg1655_glc__2,2.73349508877947,-0.05221624003004255
minicoli__minE_cyt__1,-10.785755962053615,2.377063055387524
minicoli__minE_cyt__2,-10.7339247581011,1.7215816519016407
minicoli__minE_fruc__1,-9.206288006831247,0.9803327739691116
minicoli__minE_fruc__2,-9.413472231604578,0.5711532960859067
minicoli__minE_glc__1,-10.348302511783034,0.6157370803164213
minicoli__minE_glc__2,-10.405031252982718,0.4899617344907128
minicoli__minE_glyc__1,-11.0518553094356,1.2736155527040367
minicoli__minE_glyc__2,-10.575295869089173,2.393380341979121
minicoli__minE_Fe_starve__1,-11.98602268814937,0.9108380912766841
minicoli__minE_Fe_starve__2,-11.85011695039998,1.2823655047059628
