,PSPTOA0066
SRX1828913,0.0092821463
SRX1828914,-4.388264946
SRX1828915,-0.054455545
SRX1828916,-4.6754726585
SRX1828917,0.0451733987
SRX1828918,-4.3612795829
SRX3983989,1.2542551395000001
SRX3983990,0.32438156960000003
SRX3983993,0.0337003112
SRX3983994,0.0362692664
SRX3983995,0.7645997596
SRX3983996,0.2078648626
SRX3983997,0.2365546724
SRX3983998,0.4739245145
SRX3983999,0.7862987001
SRX3984000,0.9656846389
SRX3984001,0.3128707143
SRX3984002,0.2910825245
SRX3984003,0.4003198738
SRX3984004,0.7344191677
SRX3984005,0.7706553759
SRX3984006,0.5492756147
SRX3984007,0.19661892620000002
SRX3984008,0.7261376729
SRX3984009,0.4414020313
SRX3984010,0.864579269
SRX3984011,0.6447586833
SRX3984012,0.38403124250000004
SRX3984013,0.2824976134
SRX3984014,0.6546719365
SRX3984015,0.4077389094
SRX3984016,0.6764748012
SRX3984017,0.8708886369000001
SRX3984019,0.3615072489
SRX3984020,0.5416984026
SRX3984021,0.9473361770000001
SRX3984022,0.9602648997000001
SRX3984023,-0.020349150700000002
SRX3984024,0.8299264011
SRX3984025,0.8053603679
SRX3984026,0.8966728530000001
SRX3984027,0.7756279768000001
SRX3984028,0.8759686732
SRX3984029,0.8723041187
SRX3984031,0.7855204416
SRX3984032,0.7863863430000001
SRX3984034,-0.0147258295
SRX3984035,-0.33336724900000003
SRX3984036,1.1857376709
SRX3984037,1.5306833357
SRX3984038,1.1515900847
SRX3984039,1.3387639566
SRX3984040,0.9977795653
SRX3984041,1.0155028294
SRX3984042,0.1852038624
SRX3984043,-0.29918398160000004
SRX3984045,0.3299771248
SRX3984046,0.10730553420000001
SRX3984047,0.8996219693
SRX3984048,0.6025685222
SRX3984049,0.3755814898
SRX3984050,0.2646823311
SRX3984051,0.9903094782
SRX3984052,0.7870268401
SRX3984056,0.5184603375
SRX3984057,0.6090692324
SRX3984058,0.6313682691
SRX3984059,0.4260753773
SRX3984061,0.3982884808
SRX3984062,0.5154854528
SRX3984063,0.5631610902
SRX3984064,0.7899031075
SRX3984065,0.6926067032000001
SRX3984066,0.8941393455000001
SRX3984067,0.5241033805
SRX3984068,0.7131301359000001
SRX3984069,0.2164944426
SRX3984070,0.5034813482
SRX3984071,0.5031901048
SRX3984073,0.8044809058
SRX3984074,0.9772322147
SRX3984077,0.460160269
SRX3984078,0.4338563459
SRX3984079,0.45076852770000003
SRX3984080,-0.072230554
SRX3984082,0.71601638
SRX3984084,0.5890400485
SRX6997963,0.4109965599
SRX6997964,-0.2942121994
SRX6997965,-0.1730297952
SRX6997967,0.5033915718
SRX6997968,0.013430284800000001
SRX6997969,-0.2222031572
SRX6997971,-0.9143881317
SRX6997972,0.6863310020000001
SRX6997973,-0.3269651022
SRX3159100,0.4389671383
SRX3159101,-0.2045794139
SRX3159102,0.0012071771
SRX3159103,-0.2355949015
SRX3159000,1.4719358568
SRX3159001,0.4569711873
SRX3159002,0.11556731890000001
SRX3159003,-0.282201374
SRX3159004,-0.282201374
SRX3159005,0.6083140549
SRX3159006,-0.282201374
SRX3159007,0.7643893471000001
SRX3159008,0.9188773290000001
SRX3159009,-0.282201374
SRX3159010,-0.282201374
SRX3159012,0.0817755356
SRX3159013,0.3473708118
SRX3159014,-0.0632064512
SRX3159015,0.8809411501000001
SRX3159016,0.7658965985
SRX3159017,-0.282201374
SRX3159018,-0.282201374
SRX3159019,0.1517043585
SRX3159020,-0.0460358614
SRX3159021,0.1519359917
SRX3159022,-0.282201374
SRX3159023,-0.282201374
SRX3159024,0.1914997772
SRX3159025,0.46065797420000004
SRX3159026,-0.282201374
