,PA0306a
SRX7442752,0.0075038050000000005
SRX7442753,-0.0075038050000000005
SRX7442754,-1.3827369470000002
SRX7442755,-1.173433048
SRX7442756,-0.329235958
SRX7442757,-0.027172643000000003
SRX7442758,-0.041186254000000005
SRX7442759,-1.187007799
SRX7442761,-1.205276062
SRX7874204,-0.030301945
SRX7874205,0.030301945
SRX7874206,-0.203467049
SRX7874207,-0.049131292
SRX8639787,-0.034326476
SRX8639788,0.034326476
SRX8639789,-0.059404869000000006
SRX8639790,-0.297850758
SRX8639791,0.20287506500000002
SRX8639792,0.04948766
SRX8639793,-1.782168658
SRX8639794,-1.473317044
SRX8639795,-1.849082454
SRX8639796,-1.555921353
SRX8639797,0.01187541
SRX8639798,-0.25787491900000004
SRX8639800,-0.36997603500000004
SRX1156127,0.044256918000000006
SRX1156135,-0.044256918000000006
SRX1156136,-0.604773239
SRX1156137,-0.680045282
SRX1156138,-0.452289349
SRX1156140,-0.48738123400000005
ERX2195929,-0.10627719000000001
ERX2195930,0.10627719000000001
ERX2195931,-1.089166987
ERX2195932,-0.987900996
ERX2195933,-1.17675817
ERX2195934,-1.486925777
SRX4579961,0.032439935
SRX4579962,-0.155107816
SRX4579963,0.122667882
SRX4579964,-2.728776298
SRX4579965,-2.425668653
SRX4579966,-2.36587083
SRX5630349,-0.076869463
SRX5630350,0.076869463
SRX5630351,0.257586413
SRX5630352,0.31622896100000003
SRX1411278,-0.0521753
SRX1411287,0.191460699
SRX1411289,-0.033570622
SRX1411279,0.18156455200000002
SRX1411280,-0.129389251
SRX1411281,-0.24776487
SRX1411282,0.004702765
SRX1411283,-0.180454902
SRX1411284,0.24829481800000003
SRX1411285,0.320961743
SRX1411286,0.30923162800000004
SRX1411288,0.052566654000000004
SRX2711962,0.04644185
SRX2711963,-0.04644185
SRX2711964,0.097594706
SRX2711965,0.235322837
SRX2711966,0.499842176
SRX2711967,-0.66897633
ERX3558798,0.21581248900000002
ERX3558799,0.494308446
ERX3558800,0.700712247
ERX3558801,0.6179381780000001
ERX3558802,-0.080763711
ERX3558803,-0.10900730800000001
ERX3558804,0.21355626
ERX3558805,-0.02378524
ERX3593017,-0.731110684
ERX3593018,-0.9169289700000001
ERX3593020,-0.08869260300000001
ERX3593021,-0.116930484
ERX3593022,0.205623088
SRX7058492,-0.326868935
SRX7058494,-0.33506252200000003
SRX7058495,-0.22236261100000002
SRX7058509,0.326868935
SRX2662717,1.2896046540000001
SRX2662718,1.261221717
SRX2662721,0.050562788000000004
SRX2662722,-0.050562788000000004
SRX8143226,0.283337526
SRX8143227,-0.283337526
SRX8143228,0.468075159
SRX8143229,-0.186452001
ERX2456848,0.9612376690000001
ERX2456849,0.918871996
ERX2456850,0.5950146780000001
ERX2456851,-1.516786979
ERX2456852,-1.419258383
ERX2456853,-1.170485919
ERX2456854,1.32921821
ERX2456855,1.5508528990000001
ERX2456856,1.392333379
ERX2456857,-1.635225534
ERX2456858,-1.341399191
ERX2456859,-1.295779763
SRX540108,-0.071285765
SRX540109,0.071285764
SRX540110,-0.5526798380000001
SRX540111,-0.85796296
SRX540112,-0.8241296680000001
SRX540113,-0.817253827
SRX540114,0.167746729
SRX540115,0.316065037
SRX1737662,-0.016366624
SRX1737664,-0.190310214
SRX1737665,-0.326421479
SRX1737667,0.22780809000000002
SRX1737668,-0.052901593000000004
SRX1737670,-0.17490649600000002
SRX1516139,0.010941785
SRX1516140,-0.010941785
SRX1516141,0.249928805
SRX1516142,0.394872165
SRX591667,0.484322458
SRX591668,-0.45485451600000004
SRX591669,-1.028444261
SRX591670,-0.7859262050000001
SRX591671,-0.7319127
SRX591675,-0.48432245900000004
SRX591676,0.44358566400000005
SRX591677,0.259730667
SRX591678,-1.287887035
SRX591679,-0.389178735
SRX2520351,0.5790421020000001
SRX2520352,0.5013580320000001
SRX2520353,-0.21934713900000002
SRX2520354,-0.174896629
SRX2520355,-0.345603716
SRX2520356,-0.381805805
SRX2520357,-0.352990613
SRX2520358,-1.575884318
SRX2520359,-1.439244117
SRX2520360,-0.9113771960000001
SRX2652927,0.48060936200000004
SRX2652931,0.7881645060000001
SRX2652933,-0.275708771
SRX2652935,-0.101093944
SRX2652937,0.37680271600000004
SRX2940624,0.519590576
SRX2940626,0.31823961
SRX2940627,-0.014590027
SRX2940628,0.112468074
SRX2940629,-0.09787804800000001
SRX3763712,-0.010074248000000001
SRX3763714,0.010074248000000001
SRX3763715,0.47903212100000003
SRX3763716,0.10915870800000001
SRX3763717,0.632255161
ERX2259197,0.264885849
ERX2259198,-0.560961531
ERX2259199,-0.031452574000000004
ERX2259200,0.031452574000000004
SRX6976948,0.195908889
SRX6976949,0.146647186
SRX6976950,-0.34255607600000004
SRX6976951,-0.051837159
SRX6976952,0.18353222200000002
SRX6976953,0.047275782
SRX4342817,0.17974118
SRX4342818,-0.328169973
SRX4342819,1.6021248080000001
SRX4342820,-0.19325830100000002
SRX4342821,0.341687094
SRX4342822,0.68906648
ERX2300159,-0.21594147300000002
ERX2300160,0.21594147300000002
ERX2300161,-0.881176456
ERX2300162,-0.376147952
ERX2300163,0.21173575800000002
ERX2300164,0.256351953
ERX2300165,-0.219635237
ERX2300166,-0.6188971950000001
ERX2300167,-0.42889458700000005
ERX2300168,-0.26724923100000003
ERX2300169,-0.6999080990000001
ERX2300170,-0.44121438300000004
ERX2068556,-0.257004169
ERX2068557,0.07560792200000001
ERX2068558,-0.224037652
ERX2068559,0.462916627
ERX2068560,-0.069218851
ERX2068561,-0.393697777
SRX6747256,-0.190442871
SRX6747257,-0.060836768000000006
SRX6747258,-0.09647729000000001
SRX6747259,0.21759682800000002
SRX6747260,0.130160099
SRX6747265,0.0037381980000000003
SRX6747266,0.086686725
SRX6747268,0.10905719999999999
