,A,AbrB
R2,,0.23963348834628562
xmin,,-5.5726101726653985
xmid,,
xmax,,2.2982577864491076
ystart,,23.92826143667909
yend,,-5.713678259889688
amb:ctrl:1,0.5876446823234732,-0.4430007650918171
amb:ctrl:2,-0.1490908670645612,0.17355162504485655
amb:ctrl:3,-0.4385538152589369,0.2694491400469605
amb:amb:1,-1.5237226071589276,-0.9244425904708962
amb:amb:2,-1.1897801936143773,0.4906809330049491
amb:amb:3,-2.0236296842977874,0.4768554932297899
ave1:ctrl_5m:1,0.3840402738347254,0.1447077103140586
ave1:vdave1_5m:1,0.4041567963971934,-0.1993521654582029
ave1:ctrl_20m:1,-0.6567775110727992,-0.6008615022978585
ave1:vdave1_20m:1,2.4268105406900786,-0.4128398756463554
ave1:supernatant_5m:1,0.44514874086581424,0.09488461776124346
ave1:vnave1_20m:1,0.7274730997671526,-0.3844974827282446
ave1:supernatant_20m:1,0.2226963796981603,-0.2276183960028515
ave1:ctrl_5m:2,-0.384040273834645,-0.14470771031405685
ave1:vdave1_5m:2,0.5145733367825049,-0.3997075200034477
ave1:ctrl_20m:2,-0.3608476436061099,-0.09869963019647444
ave1:vdave1_20m:2,1.082469537159044,-0.2598651326707131
ave1:supernatant_5m:2,-0.19886676266643213,0.10275481911707196
ave1:vnave1_20m:2,0.3579018375095261,-0.14317367646379964
ave1:supernatant_20m:2,-0.9532813699106192,0.007113495162954564
biofilm_time:8h:1,-0.2644889030032317,0.014477329838458175
biofilm_time:8h:2,0.37389568123263656,-0.061468103781127326
biofilm_time:8h:3,0.14879001369333508,0.018986782744846664
biofilm_time:8h:4,-0.25819679192275713,0.02800399119782604
biofilm_time:12h:1,4.266402253223276,-0.12159500499373264
biofilm_time:12h:2,6.593723636477599,-0.3250752927673641
biofilm_time:12h:3,9.000562120618921,-0.5832992226561107
biofilm_time:12h:4,9.86166893948283,-0.6759778857902266
biofilm_time:16h:1,29.21985908854308,-1.8379812574968708
biofilm_time:16h:2,31.26724346933629,-1.5209204133488026
biofilm_time:16h:3,27.08225529489155,-1.7340213138721643
