,A,PhoB,ArcA
SRX8557655,-2.1443446294,0.31276729070000003,-0.5742132265000001
SRX8557656,7.4172857531,0.43599446300000005,0.4764200516
SRX8557657,7.9798297090000005,0.6201372623,0.5118145644000001
SRX8557658,7.4639309164,0.4618820279,0.5173338123
SRX8557659,2.3849323417,0.7309178848,-0.0212805755
SRX8557660,3.0217547272,1.0164334954,0.1096876323
SRX8557661,3.2853954802,0.9725263142,0.2000894819
SRX8557662,5.8950774972,0.4478465474,-0.7785712659
SRX8557663,4.6189307075,0.5218003253,-0.6396150654
SRX8557664,4.0822372485,0.6065965143000001,-0.6616692654
SRX8557665,3.679406088,0.958854011,-0.2723462035
SRX8557666,3.4965857405,0.9007848205000001,-0.745181065
SRX8557667,1.5879481276,1.09033903,-0.3464250609
SRX3405147,0.2463789607,-0.1135407588,0.1668643613
SRX3405148,0.9780746909,0.16596655230000001,0.12375148180000001
SRX3405149,-1.2244536517,-0.052425793500000005,-0.2906158432
SRX3405150,-6.5576515064,-0.304628285,0.043706739
SRX3405151,-7.1780719172,-0.4039051249,-0.6993696249
SRX3405152,-6.219181861,-0.21741661080000002,-0.43367199170000004
SRX3405153,-1.839624578,-0.3705271771,-0.2700726726
SRX3405154,-5.5983003889,0.2427546984,0.4332604255
SRX3405155,-6.5797660818,0.2927483899,0.35556696790000003
SRX3405156,-3.6853147021,-0.5434474511,-0.11988288200000001
SRX3405157,-4.5041431958,0.9167671075,0.1240301535
SRX312063,14.1621826325,-1.4193823919000002,-0.1362005019
SRX312064,14.1920823944,-1.4419742604999999,-0.210334391
SRX312065,13.6553217227,-1.8993141564,0.1311683721
SRX312066,3.4162104658,-2.4032706732999998,-1.3844105795
SRX312067,3.3035947775,-2.4070574323000002,-1.3624060896999999
SRX312068,4.3086914101,-3.733683736,-0.7486997715
SRX312069,4.3079783769,-3.74102668,-0.7491009392
SRX312070,0.0771313934,-0.0055166432,0.00010153230000000001
SRX312071,-0.0771313934,0.0055166432,-0.00010153230000000001
SRX312072,-0.3398285703,-2.4683103264,-1.9795452543
SRX312073,-0.24188066060000002,-2.4385614792,-1.967157508
SRX312074,-0.8330559495000001,-2.7904582237,-2.8492738681
SRX312075,-0.5367636307,-2.807574589,-2.9159820306
SRX312076,-3.3596395825,-3.3747783184,-3.6017898952
ecoli_00001,0.11242594800000001,0.022011199000000002,0.036636971000000004
ecoli_00002,-0.11242594800000001,-0.022011199000000002,-0.036636971000000004
ecoli_00003,-1.4134180668,0.49364744400000005,1.058304126
ecoli_00004,-1.1642773212,0.6525144970000001,1.126720666
ecoli_00005,-0.3440791522,-0.33624591,-0.05264584
ecoli_00006,-0.46847084600000005,-0.251041913,-0.129847039
ecoli_00007,-1.3290217813,0.48604134,1.122678696
ecoli_00008,-1.6624207861,0.240288086,1.043829066
ecoli_00009,-1.6034758774,0.022271428000000003,0.038872322
ecoli_00010,-1.4485704443,0.086509865,0.005759822
ecoli_00011,-1.4424178144,0.28386598700000004,0.9077065660000001
ecoli_00012,-1.5636196441,0.45290884800000003,0.8854765760000001
ecoli_00014,-1.2193773264,0.111884694,0.6386470710000001
ecoli_00015,-1.5807772934000002,0.517494837,0.774188486
ecoli_00016,-1.3498027737,0.460631214,0.8036499260000001
ecoli_00017,-0.5208442395,0.641170009,0.499338233
ecoli_00018,-0.9283134391000001,0.568871652,0.48226117700000004
ecoli_00019,3.7336348908,0.521026505,2.161495396
ecoli_00020,4.1191064482,0.8105942770000001,2.173902676
ecoli_00021,3.6426959017,0.8091225999999999,2.132592106
ecoli_00022,3.6815085137,0.7159930750000001,2.155119376
ecoli_00023,2.9146139563,0.40233147300000005,2.114133386
ecoli_00024,3.136466979,0.5397652470000001,2.045519786
ecoli_00025,3.7618363839,0.6787950770000001,2.3445910960000003
ecoli_00026,3.8153557467,0.6795322500000001,2.405278176
ecoli_00027,-1.3671112417,0.70581766,0.614107743
ecoli_00028,-1.358647753,0.722466445,0.560547789
ecoli_00029,0.0873694866,0.25602124200000004,0.279501977
ecoli_00030,0.5656261180000001,0.12034849700000001,0.286099773
ecoli_00031,-1.0582251342,0.57113174,0.8913351260000001
ecoli_00032,-0.7581846618,0.6968090960000001,0.8662795560000001
ecoli_00033,-3.5984683030999998,0.9693647620000001,0.9463078960000001
ecoli_00034,-2.9810974994,0.539851195,1.058494226
ecoli_00035,-1.9729099300000001,0.42477888,0.9694913660000001
ecoli_00036,-1.8193572149000001,0.132614102,0.9866688160000001
ecoli_00037,-1.4831227797,0.222514347,1.779034016
ecoli_00038,-1.5721223232,0.155833298,1.7441336060000001
ecoli_00039,-4.0434413924,-0.16307021100000002,0.532564653
ecoli_00040,-3.5143368791,-0.17171707500000002,0.613698527
ecoli_00041,-1.3337285065,0.362815842,0.985523586
ecoli_00042,-1.5005554861000001,0.20767909,0.614279137
ecoli_00043,-1.6779965163,-0.054349497000000004,0.12568636
ecoli_00044,-1.6720531027,0.078080284,0.035046911
ecoli_00045,-1.5332730076,-0.036756825,-0.24226446100000001
ecoli_00046,-1.6802640308,-0.27888402100000004,-0.291546346
ecoli_00047,-2.2065424145,0.055554175000000004,0.639510641
ecoli_00048,-1.7971274719,0.08151739200000001,0.6575469140000001
ecoli_00049,-1.7094038672,0.6076943020000001,1.407530216
ecoli_00050,0.10309525400000001,0.077462982,-0.273254272
ecoli_00051,0.1242477195,0.282243562,-0.267923509
ecoli_00052,-0.6741461672,0.058642946,-0.30586483000000003
ecoli_00053,-0.7485507918000001,0.097070845,-0.24486246900000003
ecoli_00054,-13.2025010948,0.30545267,-0.121007954
ecoli_00055,-13.818520976,0.20350092,-0.04399066
ecoli_00056,4.3197909566,0.032939517,-0.048029848
ecoli_00057,4.2810351833,0.057512668,-0.076148239
ecoli_00058,0.43282222880000004,0.17821879100000002,-0.046794311000000005
ecoli_00059,0.3619205144,0.259079693,-0.08552493700000001
ecoli_00060,-1.5159119811,0.071672731,0.12043444
ecoli_00061,-1.1921429951,-0.186028414,0.131540097
ecoli_00062,1.5017827651,-0.167707658,-0.350962926
ecoli_00063,0.8285975378,0.25778189,-0.34418755100000004
ecoli_00064,-2.719146128,-0.53037413,1.828340046
ecoli_00065,-2.8032824236,-0.42613677400000005,1.957742426
ecoli_00066,-5.2563279148,-0.6306148970000001,1.3682953260000001
ecoli_00067,-4.9887171946,-0.381703169,1.419179516
ecoli_00068,-0.0006313485000000001,-0.7445519540000001,0.393576953
ecoli_00070,-3.0091834151,-0.7262216290000001,0.444636982
ecoli_00071,-2.2770621571,-0.6447048470000001,0.371492769
ecoli_00072,-2.3333300585,-0.391720618,0.331090588
ecoli_00073,-21.1762243989,-0.29310278,0.7573820960000001
ecoli_00074,-20.3093780007,-0.508831304,0.696397778
ecoli_00075,-16.9337811648,-0.6536301440000001,0.37565932
ecoli_00077,-18.4422497207,-0.891919152,0.476845821
ecoli_00078,-18.6224116628,-0.630348373,0.5289642950000001
ecoli_00079,-14.6403569466,-0.6604540999999999,0.487748006
ecoli_00080,0.639441671,-1.488642728,0.105543914
ecoli_00081,-0.9847345192,-0.5626343140000001,0.32585684400000003
ecoli_00082,4.1584948052,-0.192730494,0.075213946
ecoli_00083,4.4634356104,-0.160796145,0.040042087000000004
ecoli_00084,1.335183835,0.44613096300000005,-0.27503787900000004
ecoli_00085,1.3728497678,0.49113128400000006,-0.23072129300000002
ecoli_00086,3.8176972972,-0.09888292800000001,0.252433879
ecoli_00087,3.8238452586,-0.024220662,0.273945205
ecoli_00088,-2.5016826930000002,0.24507790100000001,0.519048295
ecoli_00089,-2.4876022866,0.388442286,0.512524654
ecoli_00090,-1.7256096003999999,0.016547114,0.126573136
ecoli_00091,-1.6048525405,0.11660711500000001,0.126137254
ecoli_00092,2.6582046731,0.168568762,0.396646588
ecoli_00093,-0.0361764033,0.23178289400000002,0.45351927500000005
ecoli_00094,3.530013235,-0.28936932800000004,1.5404025159999999
ecoli_00095,3.9429869232,0.12926552600000002,1.449866066
ecoli_00096,0.9622144889,0.30834904300000004,0.685514203
ecoli_00097,0.2596717836,0.521447067,0.539784889
ecoli_00098,0.7322087647000001,0.24508400100000002,1.181176256
ecoli_00099,0.3197652164,0.125082669,1.097910146
ecoli_00100,-1.0642173824,0.042226481,-0.042422106
ecoli_00101,-1.1443668142,-0.78429118,-0.529459554
ecoli_00102,-1.2845371021,-1.339148882,-0.47372824700000005
ecoli_00103,-2.3468179051,-0.181600437,0.035597011000000005
ecoli_00104,-2.1265497361,-0.35981423500000004,0.07509867
ecoli_00105,0.1655289328,-0.263270875,-0.19600093400000002
ecoli_00106,1.6068472634000002,-0.15422654600000002,-0.08909652200000001
ecoli_00107,0.6783290035,-0.169850893,-0.190341532
ecoli_00108,-15.1340110634,-0.16788697200000002,0.584096822
ecoli_00109,-18.1006468447,0.24507624700000002,0.7408784060000001
ecoli_00110,0.41148163930000003,0.359928688,0.636325653
ecoli_00111,0.07276339130000001,0.22270624700000002,0.7106710190000001
ecoli_00112,-0.09176490620000001,0.432346595,0.7162020570000001
ecoli_00113,-18.1161773399,0.39724635,0.18458875400000002
ecoli_00114,-18.8309647536,-0.023272774000000003,0.17830120100000002
ecoli_00115,-19.8728351105,0.359729713,0.25819627
ecoli_00116,-1.5476558105,0.410423564,1.391143806
ecoli_00117,-1.4821969438,0.544330526,1.365476696
ecoli_00118,-1.9312185002,0.5963568960000001,1.362720846
ecoli_00119,-0.40437273090000003,0.7367287690000001,1.358549616
ecoli_00120,-0.5304517751,0.49549939,1.3477543060000001
ecoli_00121,-0.27309648210000004,0.399243171,1.385312096
ecoli_00122,-1.9473101846,0.29728043600000004,0.928719166
ecoli_00123,-1.9948868672,0.674683997,1.041311906
ecoli_00124,-2.8001529852,0.43483354900000004,0.9504081660000001
ecoli_00125,-14.7751580284,-0.468250518,0.9075265760000001
ecoli_00126,-7.1337227516,-0.7579673520000001,-0.055828563000000005
ecoli_00127,-2.0108183526,-0.9364227310000001,0.09422176900000001
ecoli_00128,-2.7887206713,-0.9269405030000001,-0.407977407
ecoli_00129,-15.6803030784,-0.5230809390000001,0.9552785760000001
ecoli_00130,-12.7021753479,-0.773978979,0.5717934290000001
ecoli_00131,-14.402281115,-0.8766990050000001,0.614706375
ecoli_00132,-5.6590615644,-0.319607861,0.328591383
ecoli_00133,-15.0385284669,-0.765567903,1.071597756
ecoli_00134,-7.9471917586,-0.861525957,0.330761637
ecoli_00135,-6.5749226633,-0.566273754,-0.151671187
ecoli_00136,-14.9284051864,-0.49631791100000006,0.032578979
ecoli_00137,-4.4703921937,-0.403923515,0.143125367
ecoli_00138,-23.6102795159,-1.107472242,1.327478846
ecoli_00139,-18.4017549668,-0.603940836,0.7806890660000001
ecoli_00140,-6.5688001917,-0.8395549320000001,-0.22797266500000002
ecoli_00141,-18.153069725,-0.408495843,0.387994353
ecoli_00142,1.7996926847,0.0036198310000000004,1.138140236
ecoli_00143,-0.3281091009,-0.8717232260000001,0.199903728
ecoli_00144,-8.802280418,-0.549927366,0.945881736
ecoli_00145,-18.1888881366,-0.700325528,-1.157955492
ecoli_00146,-5.613354204,0.184655106,0.17438198900000002
ecoli_00147,-17.1871066267,-0.311064222,0.268899551
ecoli_00148,-18.2787803663,-0.84072017,0.24444047800000002
ecoli_00149,-7.568174571,-0.041023445000000006,0.127729871
ecoli_00150,-19.6502377298,-0.78732882,0.191632509
ecoli_00151,-12.4739246691,-0.332277957,0.368078151
ecoli_00152,-5.6251464487,-0.058094546000000004,0.430075117
ecoli_00153,-8.5241186041,-0.366361769,-0.032960972000000005
ecoli_00154,-17.8773858612,-0.8323421270000001,0.8775486560000001
ecoli_00155,-8.131633994,-0.422929999,-0.474772383
ecoli_00157,-11.8214695964,-0.730790606,0.030757539
ecoli_00158,-8.9054887033,-0.7070318720000001,-0.141775395
ecoli_00159,-12.7637814705,-0.8567272770000001,0.5339402830000001
ecoli_00160,-2.6667649816,-0.108935902,0.08377153
ecoli_00169,-1.5032647835000001,-0.574782203,-0.061878408
ecoli_00170,-2.2907066532,-0.5825166860000001,-0.128401191
ecoli_00171,-2.9198248045,-0.376099503,0.18162740200000002
ecoli_00172,-2.8288014251,0.029974626,0.248907122
ecoli_00173,-3.4441203896,-0.8234019220000001,0.202924761
ecoli_00174,-2.3691779346,-1.023818061,0.21404984100000002
ecoli_00175,8.0671797254,0.14398128500000001,2.510750616
ecoli_00176,7.1681966342,0.077528398,2.531055996
ecoli_00177,-3.0868449857,0.292388421,1.198519576
ecoli_00178,-3.3395086274,-0.16890463900000002,1.214784426
ecoli_00179,1.558809275,-0.979366226,0.261485721
ecoli_00180,1.6776678874000002,-0.9641239540000001,0.251424062
ecoli_00181,-1.4940580406000001,-0.686042355,-0.199984399
ecoli_00182,-1.3786687284,-0.521393353,-0.27336614800000003
ecoli_00183,-19.108961889,-0.253165845,0.650216425
ecoli_00184,-20.0865815397,-0.265487644,0.44755403200000005
ecoli_00185,-1.3470372697,-0.581414261,0.169901367
ecoli_00186,-1.1572207249,-0.709856618,0.144579343
ecoli_00187,2.1290423034,0.15060900700000002,0.895444466
ecoli_00188,2.0631568636,0.15400286300000002,0.9108855960000001
ecoli_00189,-1.1666493005,-0.22566581,-0.14113408800000002
ecoli_00190,-2.1619419354,-0.285074159,-0.040525296
ecoli_00191,-0.7201142881,-0.37402136500000005,0.08367163100000001
ecoli_00192,0.46909723820000004,0.010548783,0.19317804700000002
ecoli_00193,-2.3174829818,-0.0042977350000000004,0.13858604600000002
ecoli_00194,-1.1682233392999999,0.090215823,0.18780670700000002
ecoli_00195,-4.4385013383,-0.47556159400000003,-0.051773211000000006
ecoli_00196,-2.4161689983,0.015189020000000001,0.400081995
ecoli_00197,-2.4348949798,-0.17188119999999998,0.385302005
ecoli_00198,-3.7462751744,-0.6706418980000001,-0.046425999999999995
ecoli_00199,-5.7747884056,-0.271243088,0.45113119700000004
ecoli_00200,-9.2225540004,-0.35239612000000003,0.5947166890000001
ecoli_00201,-15.0855413634,-0.011879716,1.316309596
ecoli_00202,-14.8999178474,0.099256307,1.314921426
ecoli_00203,-7.5912470158000005,0.16541222700000002,0.602912816
ecoli_00204,-2.1336561108,0.28648924200000003,0.47886219500000005
ecoli_00205,-14.4744124331,0.015397967,1.010078936
ecoli_00206,-14.815839864800001,0.28191144300000004,0.581776277
ecoli_00207,-14.6162346991,-0.070248027,0.584642129
ecoli_00208,-12.9499902556,0.027310279000000003,0.38959575100000005
ecoli_00209,-1.3012774145,0.24964659300000003,0.916791876
ecoli_00210,-1.6829060842999999,0.29505669100000004,0.9727493060000001
ecoli_00211,-1.0575001399,-0.035690933,0.40225860500000005
ecoli_00212,-0.9329497591,-0.192731646,0.37994620900000003
ecoli_00213,-13.9545592094,-0.081854411,1.101564286
ecoli_00214,-14.3513287079,-0.11205100500000001,0.9576076560000001
ecoli_00215,-0.3934874278,-0.041238296,0.509436807
ecoli_00216,-0.5296880596,0.10387604800000001,0.59530664
ecoli_00217,-11.5277960306,-0.19308734800000002,0.31018813300000003
ecoli_00218,-14.7961701691,-0.06924846700000001,0.597812501
ecoli_00219,-2.369021557,0.133480124,0.6471911260000001
ecoli_00220,-2.136186848,-0.08009709999999999,0.7488411960000001
ecoli_00221,-3.2400815629,-0.025374661000000003,0.46656071800000004
ecoli_00222,-2.9510362113,-0.06183766,0.209286083
ecoli_00223,0.2672193717,0.832749264,1.057162046
ecoli_00224,0.9582328526,0.69799743,1.017154226
ecoli_00225,-13.979388013,-0.157957028,1.222256766
ecoli_00226,-14.0437016373,-0.140968008,1.048374446
ecoli_00227,-0.7140683485,-0.17204290800000002,0.012904309000000001
ecoli_00228,-0.2832130585,-0.107360732,-0.003799583
ecoli_00229,-1.8745538615,0.02860488,0.941336296
ecoli_00230,-1.9622596079,0.018152858,0.8375840960000001
ecoli_00231,-2.3014995689,-0.24455269400000001,0.5460123210000001
ecoli_00232,-2.3876932033,-0.49851678200000005,0.593318514
ecoli_00233,-0.19028072340000002,0.043279577,0.5135887640000001
ecoli_00234,0.1570892224,0.025957566,0.48645864400000005
ecoli_00235,0.2665278085,-0.032508698,0.514392266
ecoli_00236,-0.0772352452,0.12100314200000001,0.5490338840000001
ecoli_00237,2.3472451191,-0.139046015,0.677961232
ecoli_00238,2.5355663575,-0.305667001,0.664224993
ecoli_00239,0.7319512254,0.14037032700000002,0.12885385700000002
ecoli_00240,0.9114863412,0.245534783,0.213223601
ecoli_00241,3.1325852784,0.043441123000000005,0.9302748660000001
ecoli_00242,2.9483907535,0.472503616,0.895382886
ecoli_00243,3.1349667396,0.08867501900000001,0.8937969960000001
ecoli_00244,1.4703258962,0.109710337,0.044506959000000006
ecoli_00245,1.5099716909,-0.239424556,0.047894689000000004
ecoli_00246,4.8553411351,0.06283324,0.151444345
ecoli_00247,4.7133467827,0.138386837,0.191225513
ecoli_00248,3.9135480614,0.020572894,0.539559451
ecoli_00249,-0.2551149205,0.48348564,0.6120842820000001
ecoli_00250,0.015937098,0.455371006,0.6312031330000001
ecoli_00251,1.4802078058,-0.34979303700000003,0.011886513000000001
ecoli_00252,1.0590971049,-0.504625756,0.053548302000000006
ecoli_00253,-0.7976041850000001,-0.018694104,-0.012330541
ecoli_00254,-1.190939949,0.029334239,0.17832696
ecoli_00255,4.1079679823,0.201444863,0.566358428
ecoli_00256,4.8749328393999996,-0.119015744,0.801237376
ecoli_00257,4.9536975963,-0.07944807300000001,0.446671258
ecoli_00258,4.8181576477,0.23910170800000002,0.43309867500000004
ecoli_00259,3.4889541151,0.454210088,1.432104296
ecoli_00260,2.8204023365,0.11191192900000001,1.232142026
ecoli_00261,3.8874681187,-0.115175147,0.438212184
ecoli_00262,3.986796269,-0.088690269,0.50970426
ecoli_00263,-4.1746639985,-0.47824613800000004,0.564737193
ecoli_00264,-6.1919266649,-0.500116224,0.513067552
ecoli_00265,-1.0952725717,0.182629902,0.991366136
ecoli_00266,-1.4480693819,0.003286967,1.000446686
ecoli_00267,-15.8135586067,-0.43491446500000003,0.7605526960000001
ecoli_00268,-16.097720139,-0.5325290690000001,0.883820566
ecoli_00269,-8.7559680921,-0.727519585,0.759366626
ecoli_00270,-8.671747963,-0.9322149890000001,0.757306236
ecoli_00271,-3.1947667854,-0.48144585300000003,-0.291655781
ecoli_00272,-3.5132251746,-0.520671749,-0.36664113200000004
ecoli_00273,-1.1649775376,0.048799438,0.5628257560000001
ecoli_00274,-1.0024790439,0.098386387,0.5128759540000001
ecoli_00275,-0.4656489062,0.33845778,0.816333446
ecoli_00276,0.041205211400000004,0.122291117,0.838034626
ecoli_00277,-5.3864178649,0.39818642800000004,-0.074172423
ecoli_00278,-5.6699961887,0.336071344,-0.09908335700000001
ecoli_00279,0.2397667959,0.34943897300000004,0.5844178910000001
ecoli_00280,0.3537210447,0.275376824,0.808158746
ecoli_00281,-3.9030411569,0.519099632,0.15480885800000002
ecoli_00282,-0.5922979998,0.880151659,0.55781359
ecoli_00283,-1.7685237493,0.109761094,0.31652371500000004
ecoli_00284,-2.0043297873,0.016665733000000002,0.34805157400000003
ecoli_00285,-6.5995545384,-0.176074747,0.169371414
ecoli_00286,-4.1520000763,-0.181912871,0.010136641
ecoli_00287,0.07110439660000001,-0.291753647,0.33839259600000005
ecoli_00288,1.9202570148,0.006634076,0.271971768
ecoli_00289,-6.5496351526000005,-0.392335507,-0.21489506600000002
ecoli_00290,-6.6640359801999995,-0.308233026,-0.033263391
ecoli_00291,-2.6344581911000002,0.028796869000000003,0.428926898
ecoli_00292,-2.7237425594999998,-0.08912338900000001,0.450352065
ecoli_00293,-3.4749205838,0.04526947,0.6083629190000001
ecoli_00294,-3.6860535713,0.22040651800000002,0.553352198
ecoli_00295,-2.5022853876999998,-0.603801476,-0.163675489
ecoli_00296,-2.6257710914,-0.576512103,-0.11664080600000001
ecoli_00297,-4.1873148735,0.103478235,0.5165691680000001
ecoli_00298,-4.6655548906,0.13606362700000002,0.559982902
ecoli_00299,-0.8110416747,-0.40422165,0.13690308
ecoli_00300,-0.7666945641,-0.28269487800000004,0.13527434200000002
ecoli_00301,-2.0952714255,-0.371839246,0.32555621300000004
ecoli_00302,-17.4315789751,-0.56244078,0.554928426
ecoli_00303,-0.255880381,-0.036527034,0.6222112750000001
ecoli_00304,-0.6688228709,-0.18578469900000003,0.385758567
ecoli_00305,-15.6573220245,-0.32763857100000005,0.21714596200000003
ecoli_00306,-15.634823881900001,-0.430356558,0.31143739
ecoli_00307,-16.3921317267,-0.39768848700000003,0.522454143
ecoli_00308,-16.548948738500002,-0.563251536,0.48432147600000003
ecoli_00309,-17.5283811735,-0.502306726,0.7122535630000001
ecoli_00310,-17.8860888611,-0.7694393570000001,0.651048905
ecoli_00311,-17.9105077247,-0.555202547,1.115899716
ecoli_00312,-17.7422848512,-0.310565029,0.5338657950000001
ecoli_00313,-2.6246004946,-0.003452876,0.41800140300000005
ecoli_00314,-2.7833341888,-0.047965381,0.41796379
ecoli_00315,-17.0552079818,-0.846592521,0.990161956
ecoli_00316,-16.9100915742,-1.801505932,0.9831297560000001
ecoli_00317,-17.785615506,-0.855555672,0.8927740160000001
ecoli_00318,-17.588360147,-0.6994678990000001,0.9872195560000001
ecoli_00319,-4.4697049264,-0.501425552,0.07436142200000001
ecoli_00320,-4.9988986256,-0.35596924500000005,0.095882301
ecoli_00321,-14.6675211144,-0.28903898,0.8589243360000001
ecoli_00322,-15.0253762269,-0.13627234800000002,0.844631216
ecoli_00323,-3.3462974344,-0.176851312,-0.146201738
ecoli_00324,-1.1671030318,0.021432045,-0.07992882
ecoli_00325,-3.5121868809,-0.18694153700000002,-0.058308609000000004
ecoli_00326,0.713875612,0.328660359,0.511779267
ecoli_00327,-4.4641128819,-0.18336428100000002,0.48734367500000003
ecoli_00328,-13.7965988235,-0.14511177,0.55045278
ecoli_00329,-15.6038029294,-0.144536292,0.42652437200000004
ecoli_00330,-15.2024279706,-0.285147761,0.41923975900000005
ecoli_00331,-14.2154727884,-0.369960181,-0.47258526700000003
ecoli_00332,-13.9463792992,-0.352628098,-0.319391246
ecoli_00333,-14.4679788087,-0.17779888,-0.407849047
ecoli_00334,-2.0247871451,-0.365669108,-0.36088363100000004
ecoli_00335,-7.4638230124,-0.339798619,-0.423750187
ecoli_00336,-1.9810476374000001,-0.29588757800000004,-0.580132675
ecoli_00337,-14.6222523348,-0.476334723,-0.432093592
ecoli_00338,-15.4289532742,-0.26792097200000003,-0.32869141
ecoli_00339,-5.7797515901,-0.522771384,-0.75174328
ecoli_00340,-5.3989260528,-0.300035379,-0.8265227650000001
ecoli_00341,-3.9413826493,-0.512692999,-1.194452202
ecoli_00342,-4.1360067408,-0.587527554,-0.979012392
ecoli_00343,-12.0301042116,-0.691140975,-0.669338697
ecoli_00344,-11.7572406151,-0.707579199,-0.671754205
ecoli_00345,-12.1996999205,-0.477876697,-0.809541689
ecoli_00346,-12.6691934744,-0.6720691990000001,-0.808753508
ecoli_00347,-0.0574161271,-0.042363131000000005,0.15738168700000002
ecoli_00348,-0.2679987847,0.016273012,0.158383399
ecoli_00349,-1.3840030065,-0.115597237,0.019257945000000002
ecoli_00350,-1.4254505833,-0.291599763,0.151773498
ecoli_00351,-1.1122153152,0.49680598400000003,1.017115486
ecoli_00352,-2.251775273,-0.2781241,0.043576312000000006
ecoli_00353,-1.4505459979,-0.0007872020000000001,0.044739098000000005
ecoli_00354,-1.3337022545,-0.12821762,0.057732437000000005
ecoli_00355,0.5118654632,-0.007975924,0.7317756190000001
ecoli_00356,0.5867002948,0.232497519,0.699000876
ecoli_00357,-0.7994333282,0.006304603000000001,0.7554666760000001
ecoli_00358,-0.5905536456,0.20721434400000002,0.7990900860000001
ecoli_00359,0.6559002569,0.134685881,0.852278316
ecoli_00360,0.9710449024000001,0.19021089,0.908308306
ecoli_00361,0.1370483986,-0.03509633,1.097423036
ecoli_00362,-0.0242550415,0.07671436100000001,1.1680522660000001
ecoli_00363,-3.6672148723999998,-0.733029562,0.38832677600000004
ecoli_00364,-2.9036224062000002,-0.731863263,0.5281267030000001
ecoli_00365,-13.9359385815,-1.393117217,1.148398166
ecoli_00366,-12.7850141539,-1.191518443,0.960487886
ecoli_00367,-10.9378534152,-1.5391526309999999,-0.9133811220000001
ecoli_00368,-11.1294220868,-1.7218032920000002,-0.9972484690000001
ecoli_00369,-3.318189519,-1.396342553,0.49373369300000003
ecoli_00370,-2.8531481848,-0.972549171,0.239644822
ecoli_00371,-9.5677966472,-2.702263502,0.750131416
ecoli_00372,-11.5942610982,-1.635248945,1.117783896
ecoli_00373,-8.6374650084,-1.288249482,-1.343260479
ecoli_00374,-8.2014663894,-1.222944186,-1.375806483
ecoli_00375,0.153433981,-0.7623481950000001,0.42521249800000005
ecoli_00376,-2.5909207979,-1.047387079,0.202579652
ecoli_00377,-7.5514465998,-0.7458398860000001,-0.996780494
ecoli_00378,-7.5625244111,-0.8242730920000001,-0.869100763
ecoli_00379,-2.7411378070000003,-1.089808046,-0.76746688
ecoli_00380,-3.1021270918,-1.131434204,-0.6975454830000001
ecoli_00381,-3.957096716,-0.513700546,0.322745916
ecoli_00382,-6.3546835345,-0.8861337300000001,0.32773048800000004
ecoli_00383,-3.8666002374,-1.147935995,-0.031158746
ecoli_00384,-4.0188304925,-1.152183849,-0.000146966
ecoli_00385,-5.6861633783,-1.241381753,-0.82586124
ecoli_00386,-5.5767238092,-1.372294917,-0.816201806
ecoli_00387,-1.1071284149,-0.803207101,0.259412766
ecoli_00388,-2.3340480021,-0.800243087,0.25472500200000003
ecoli_00389,-5.6864171655,-1.344330257,-0.464657757
ecoli_00390,-4.8527371438,-1.405002932,-0.20812524200000002
ecoli_00391,-7.5428414544999995,-1.529727622,-1.6314585560000001
ecoli_00392,-7.2168254648,-1.5739952110000002,-1.578264933
ecoli_00393,-5.5002155398,-0.49107682300000005,-0.085024997
ecoli_00394,-6.2846252357,-0.7616159760000001,-0.11169243100000001
ecoli_00395,-6.9150249259,-0.5655668420000001,-0.12554602
ecoli_00396,-6.6962297998,-0.48525947300000005,-0.12163840100000001
ecoli_00397,-7.6614600838,0.802194556,0.147011691
ecoli_00398,-7.7615599995,0.7645560180000001,0.17322447
ecoli_00399,-3.0974994244,-0.17687286100000002,0.59222252
ecoli_00400,-4.6702708878,-0.185543584,0.504056843
ecoli_00401,-5.1852235425,-0.284482991,0.22968818400000002
ecoli_00402,-5.5100362701,-0.21586802800000002,0.056962728000000004
ecoli_00403,-14.4010894227,0.42201313300000004,0.39358909999999997
ecoli_00404,-14.3837359403,0.7697668480000001,0.6512664920000001
ecoli_00405,-4.445700746,0.00361059,0.508200498
ecoli_00406,-4.147179997,0.09696193900000001,0.554538969
ecoli_00407,-4.8215787438,-0.33702807,0.131412035
ecoli_00408,-5.4315116349,-0.227533179,0.113307349
ecoli_00409,-13.8530237443,0.41880494100000004,0.732414381
ecoli_00410,-5.3395769247,0.6641326780000001,0.397215451
ecoli_00411,-7.1175139393,-0.561974435,0.047990289000000005
ecoli_00412,-7.3971621362,-0.729931018,0.024226647
ecoli_00413,-10.8441408869,-0.49472814400000004,-0.16735893200000002
ecoli_00414,-10.016909764,-0.41303990700000004,-0.046169952
ecoli_00415,-11.006913072,0.41801235400000003,0.000397934
ecoli_00416,-11.440556044000001,0.6582111540000001,0.061681656
ecoli_00417,-6.3234207877,-0.793186147,0.023464927
ecoli_00418,-5.9103879743,-0.44238040500000003,0.08428102900000001
ecoli_00419,-8.6943060316,-0.217144532,-0.240669923
ecoli_00420,-8.5867884959,-0.40948615800000004,-0.24078269100000002
ecoli_00421,-10.0146247438,0.6870186960000001,0.11352845800000001
ecoli_00422,-9.9949706078,0.43483093,0.055647699999999994
ecoli_00423,-5.6616011582,-0.19582105600000002,0.423811033
ecoli_00424,-5.5503640389,-0.061346635000000004,0.36192860400000004
