,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A,rep5_idx,rep5_A,rep6_idx,rep6_A,rep7_idx,rep7_A,rep8_idx,rep8_A,rep9_idx,rep9_A,rep10_idx,rep10_A,rep11_idx,rep11_A,rep12_idx,rep12_A,rep13_idx,rep13_A,rep14_idx,rep14_A,rep15_idx,rep15_A,rep16_idx,rep16_A,rep17_idx,rep17_A,rep18_idx,rep18_A
0,aat__00m_00s,-1.850371707708594e-17,0.6053398690743271,3.0,0.0,0.3200301224,6.0,-0.6981803682000001,12.0,0.3781502458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,aat__00m_30s,2.2133843579000003,1.444130186727188,3.0,1.0,1.0284840451,7.0,3.8219646402,13.0,1.7897043884000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,aat__01m_00s,9.3415845417,3.0192538534510525,3.0,2.0,7.651470699,8.0,12.82738572,14.0,7.5458972061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,aat__02m_00s,17.7385903343,1.308004016322821,3.0,3.0,16.7649402688,9.0,19.2253546998,15.0,17.2254760343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,aat__05m_00s,20.3899407234,0.5635321559482023,3.0,4.0,19.9867428095,10.0,21.0338541301,16.0,20.1492252306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,aat__10m_00s,19.548512304066666,0.3929293642414924,3.0,5.0,19.7884021022,11.0,19.0950510653,17.0,19.7620837447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,abx_mega__dmso-2,-1.7847817944,1.2768347897682084,2.0,18.0,-0.8819232561,71.0,-2.6876403327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,abx_mega__ery_dmso,6.510956673466667,0.4876725573823612,3.0,19.0,6.2736121623,70.0,6.1873900677,205.0,7.0718677904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,abx_mega__nal_naoh,0.951056291075,2.0347394544926334,8.0,20.0,2.3909129,32.0,2.5033180402,55.0,2.29476876,67.0,0.2200003703,126.0,-0.23412093080000002,147.0,1.1807144642,203.0,-3.3054461882,210.0,2.5583029129,,,,,,,,,,,,,,,,,,,,
9,abx_mega__dmso-5,0.4924260043000001,0.7806184266646434,3.0,21.0,0.6818530468,34.0,1.1608986823,61.0,-0.3654737162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,abx_mega__rif_dmso,0.654218150525,1.3799904216276269,8.0,22.0,2.0671789823,104.0,-0.3735422587,111.0,-1.1621730033,133.0,-1.0588869847,165.0,0.511152004,238.0,2.0021657294,265.0,1.2203387126,270.0,2.0275120226,,,,,,,,,,,,,,,,,,,,
11,abx_mega__novo_h2o,2.426770096542857,0.7325180813393629,7.0,23.0,2.3249702792,56.0,2.7666530809000003,82.0,2.1731700221,118.0,2.7769378326,134.0,1.3561164925,137.0,3.6577700843,227.0,1.9317728842,,,,,,,,,,,,,,,,,,,,,,
12,abx_mega__rach_dmso,-2.5893033262500005,0.9334005337527368,4.0,24.0,-1.2765139422,101.0,-2.7261045123,139.0,-2.8772099239,149.0,-3.4773849266,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,abx_mega__metro_dmso,-1.1433119693,0.4965545052179151,4.0,25.0,-1.4881147146,123.0,-0.6170829423,155.0,-1.6386455867,191.0,-0.8294046336,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,abx_mega__dmso-6,-0.6887757279000001,0.7571738013395948,3.0,26.0,-1.5102295021,59.0,-0.0187759381,159.0,-0.5373217435000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,abx_mega__chl_h2o,6.90704555118,1.6296783204445293,5.0,27.0,7.0371165654,76.0,4.7794658909,146.0,7.7835280498,162.0,8.9978070771,262.0,5.9373101727,,,,,,,,,,,,,,,,,,,,,,,,,,
16,abx_mega__cst_h2o,2.3977284974,1.710855363322497,4.0,28.0,0.07371867800000001,94.0,2.4387186319,186.0,2.9178339023,231.0,4.1606427774,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,abx_mega__tec_h2o,2.9474951217666665,2.057424484355607,3.0,29.0,2.2871789884,49.0,1.3012973344,260.0,5.2540090425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,abx_mega__str_h2o,0.5908571713799999,1.8127232249536027,5.0,30.0,1.0754472457,77.0,1.2625444117,172.0,-0.3614486007,259.0,2.8899318110000003,280.0,-1.9121890108000001,,,,,,,,,,,,,,,,,,,,,,,,,,
19,abx_mega__ctx_h2o,-2.842420648,0.6909146487773586,4.0,31.0,-1.8297320370999999,40.0,-3.1650282164,138.0,-3.0080602673,192.0,-3.3668620712,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,abx_mega__phos_h2o,-0.7759381150142859,2.746279672997143,7.0,33.0,-6.3250528858,39.0,-2.3790821529,58.0,1.2314823003,122.0,-0.07261785330000001,170.0,0.40932622420000003,244.0,0.2782878055,261.0,1.4260897569,,,,,,,,,,,,,,,,,,,,,,
21,abx_mega__polmyx_h2o,0.7052291134571428,3.3536659902401484,7.0,35.0,-0.41532805440000004,79.0,-1.9925456731,92.0,2.8685909201,208.0,5.2260992445,251.0,-0.7597612802,263.0,3.9228698087,299.0,-3.9133211714,,,,,,,,,,,,,,,,,,,,,,
22,abx_mega__h2o-8b,-2.1453732045000002,2.0002972271083497,3.0,36.0,-0.9635901818,234.0,-1.0176226175,275.0,-4.4549068142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,abx_mega__h2o-6,1.3321694576333334,1.0251468419444463,3.0,37.0,1.3361093974,214.0,0.3050583242,307.0,2.3553406513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,abx_mega__thio_dmso,2.2497760165749994,5.162890716021554,4.0,38.0,-0.7517244853,102.0,9.9673642716,248.0,0.2628157237,269.0,-0.4793514437,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,abx_mega__lzd_dmso,4.18392036905,4.333732900550725,4.0,41.0,4.8805191715,178.0,10.0347696025,249.0,1.2196297239,309.0,0.6007629783,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,abx_mega__naoh-9,-0.8833180472,0.3118456135153736,2.0,42.0,-0.6628098992,294.0,-1.1038261952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,abx_mega__dox_dmso,-0.5523773456250001,2.508031260563336,8.0,43.0,2.1432269954,142.0,0.211201422,166.0,-1.2177630587000001,177.0,0.6216395730000001,221.0,2.2075327326,256.0,-2.1907268227,282.0,-0.7402666263000001,305.0,-5.4538629803,,,,,,,,,,,,,,,,,,,,
28,abx_mega__phos_ethanol,0.11650286974999999,0.3098817431538566,2.0,44.0,0.3356223517,154.0,-0.1026166122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,abx_mega__teix_dmso,-0.8658601875555556,1.721816306021316,18.0,45.0,2.5000777418,54.0,-0.7773941275,106.0,0.6497193358000001,108.0,-0.949929899,135.0,-1.4346518023,143.0,-2.0016088431,150.0,-0.8907411347,183.0,-3.7805214518,204.0,-1.3192654742,226.0,-2.4951326379,253.0,1.4078772834,255.0,-4.0307150662,257.0,-0.20797244920000002,264.0,1.4976490852,268.0,-0.8897766563,284.0,0.3423085072,300.0,-1.738603863,306.0,-1.4668019241999999
30,abx_mega__dmso-10,-0.4833569701,0.6385479064217685,3.0,46.0,0.19583000890000002,57.0,-0.5744102929,66.0,-1.0714906263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,abx_mega__van_dmso,7.289128851700001,1.32644049452894,5.0,47.0,9.6040214757,72.0,6.8052780116000005,112.0,6.2955022029,156.0,7.1017350046,212.0,6.6391075637,,,,,,,,,,,,,,,,,,,,,,,,,,
32,abx_mega__ramo_h2o,5.4212977096333335,0.8012774447200046,3.0,48.0,4.5204243655,184.0,5.6890708747000005,266.0,6.0543978887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,abx_mega__h2o-7,-3.2940317962,0.3180411096689717,3.0,50.0,-3.1606800145,245.0,-3.0643748941,258.0,-3.65704048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,abx_mega__cro_h2o,-2.209646369725,0.5469320565529175,4.0,51.0,-2.1434373707,119.0,-1.7377562563,120.0,-2.9913189772,278.0,-1.9660728747,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,abx_mega__tric_ethanol,6.335587830850001,0.7185645770464666,2.0,52.0,6.843689716,182.0,5.8274859457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,abx_mega__nor_naoh,0.30701865262000005,0.5317108442797,5.0,53.0,0.6446992537,90.0,0.6648656488,100.0,0.5217296296,216.0,0.3147249763,293.0,-0.6109262453000001,,,,,,,,,,,,,,,,,,,,,,,,,,
37,abx_mega__rfp_ethanol,4.68656702785,0.6789002621986636,2.0,60.0,5.166622007,78.0,4.2065120487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,abx_mega__amyc-d_dmso,3.6668092732625,4.54210469127925,8.0,62.0,3.6489107365,91.0,1.827517189,103.0,-0.2586589671,105.0,1.6897200998000002,117.0,-0.2225172135,141.0,10.0443717856,174.0,11.4025125031,201.0,1.2026180527,,,,,,,,,,,,,,,,,,,,
39,abx_mega__sxt_dmso,-0.711465160225,1.7292684991347094,4.0,63.0,-2.4755457999,181.0,1.6668659905,207.0,-1.1023078433,239.0,-0.9348729882000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,abx_mega__dmso-1,-1.6511527332,0.45458560171154433,2.0,64.0,-1.3297121716,180.0,-1.9725932948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,abx_mega__pen_h2o,-1.23732872152,3.254422919802581,5.0,65.0,0.9646578666000001,69.0,1.8265586275999999,211.0,-2.0840967761,233.0,-6.4173748039,308.0,-0.4763885218,,,,,,,,,,,,,,,,,,,,,,,,,,
42,abx_mega__cip_naoh,0.41857127628000007,1.6839903874948068,5.0,68.0,-1.2901720802,81.0,1.3404578801,128.0,-1.2637391704,217.0,2.5737671624000003,240.0,0.7325425895000001,,,,,,,,,,,,,,,,,,,,,,,,,,
43,abx_mega__h2o-1b,4.1095458307,2.028905201124797,2.0,73.0,2.6748932046,95.0,5.5441984568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,abx_mega__ery_h2o,3.30931272585,1.6944033095853344,4.0,74.0,2.9902646402,124.0,3.5095770162999997,131.0,1.3115153438,196.0,5.4258939031,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,abx_mega__bacit_h2o,9.28503980726,3.159058459175602,5.0,75.0,12.4339910835,87.0,8.0919462301,89.0,11.5591910287,127.0,9.8589927154,194.0,4.4810779786,,,,,,,,,,,,,,,,,,,,,,,,,,
46,abx_mega__tric_h2o,7.4286626271,0.21327364227357687,2.0,80.0,7.2778553884,243.0,7.5794698658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,abx_mega__bacit_dmso,3.927494528166667,1.7682728924420716,3.0,83.0,2.5877435144,85.0,5.9317573244,304.0,3.2629827457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,abx_mega__gen_h2o,11.78163110025,0.9315422162190008,2.0,84.0,11.1229312822,121.0,12.4403309183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,abx_mega__chl_dmso,9.872557622233332,0.26619473915927117,3.0,86.0,9.7599368825,148.0,10.1765513906,202.0,9.6811845936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,abx_mega__lvx_dmso,-1.5766353400000002,0.037303352621987,2.0,88.0,-1.6030127936,168.0,-1.5502578864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,abx_mega__naoh-6,1.2399272839999997,1.175901593170775,5.0,93.0,0.8782022341,144.0,0.5268281257,153.0,1.1685681213999999,200.0,0.35877302800000005,252.0,3.2672649108,,,,,,,,,,,,,,,,,,,,,,,,,,
52,abx_mega__rfp_h2o,2.3242446035000004,0.09596237380835818,3.0,96.0,2.3428844918,237.0,2.2203297699,285.0,2.4095195488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,abx_mega__tet_h2o,4.787480546775,1.334887731657645,4.0,97.0,6.3420058292,169.0,5.3033055963999995,179.0,4.2621956553,215.0,3.2424151062,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,abx_mega__flavo_dmso,-1.6137940472999999,1.9788889679772215,4.0,98.0,1.2335713755,132.0,-3.1750866824,223.0,-2.6903558105,297.0,-1.8233050718000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,abx_mega__zeocin_h2o,-0.32767277328,0.7689707854542867,5.0,99.0,-1.1889475421,173.0,-0.9475809284000001,193.0,-0.3543725133,213.0,0.6516748442,292.0,0.2008622732,,,,,,,,,,,,,,,,,,,,,,,,,,
56,abx_mega__valin_dmso,1.9211867737,2.232552830481901,3.0,107.0,1.9595478128,140.0,-0.3302993844,276.0,4.1343118927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,abx_mega__ethanol-10,0.591547695,0.9563241594791567,3.0,109.0,-0.2866407588,115.0,1.6104217747,286.0,0.45086206910000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,abx_mega__inh_h2o,5.033415454075,5.274618439010248,4.0,110.0,1.0816446641,145.0,6.8229926298,185.0,0.5329273799,272.0,11.6960971425,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,abx_mega__doxo_dmso,-0.08091658763333331,0.8007221779930872,3.0,113.0,-0.1476202519,283.0,0.7510709388,301.0,-0.8462004498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,abx_mega__tmp_dmso,-1.8315840474999998,1.601443812386104,6.0,114.0,-1.0908462009,116.0,-2.3083112745,206.0,-1.4621175793,218.0,-0.3921061688,222.0,-0.9071973292000001,224.0,-4.8289257323,,,,,,,,,,,,,,,,,,,,,,,,
61,abx_mega__sacet_h2o,9.73088578865,0.41761977696561586,2.0,125.0,9.4355840124,289.0,10.0261875649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,abx_mega__ethanol-8,-1.0579466350333333,2.188694750011737,3.0,129.0,-3.5507414652,161.0,0.5488188693,188.0,-0.1719173092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,abx_mega__h2o-8a,2.098501860366667,0.10400036955858387,3.0,130.0,1.9881599629000002,247.0,2.1126292211,281.0,2.1947163971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,abx_mega__naoh-2,1.93164935875,0.32010167936755474,2.0,136.0,1.7053032906,287.0,2.1579954269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,abx_mega__ceru_ethanol,9.802734391466666,3.561771739625773,3.0,151.0,5.8240452174,197.0,12.6941556201,225.0,10.8900023369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,abx_mega__dmso-7,-3.1096143405333336,0.4406613482410986,3.0,152.0,-3.6019991334,236.0,-2.9745540081,295.0,-2.7522898801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,abx_mega__h2o-10,0.5098610871666667,0.823895151603423,3.0,157.0,1.3182516638,158.0,0.5400408989000001,246.0,-0.3287093012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,abx_mega__mem_dmso,-1.9151593319499998,0.5717018314339194,6.0,160.0,-2.7798945816,167.0,-2.0714440253,209.0,-1.2839797987,220.0,-1.6230090218000002,242.0,-2.2984669625,302.0,-1.4341616018,,,,,,,,,,,,,,,,,,,,,,,,
69,abx_mega__van_h2o,4.31672071436,2.1594083465938523,5.0,163.0,5.4281682956,232.0,1.230849133,254.0,2.8893587505,288.0,5.8294350065,296.0,6.2057923862,,,,,,,,,,,,,,,,,,,,,,,,,,
70,abx_mega__dcs_h2o,-1.5783888976,1.1682029086323409,4.0,164.0,-0.5638446466,230.0,-2.7329103577,274.0,-2.4363220189,279.0,-0.5804785672,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,abx_mega__monac_dmso,14.0766936902,0.9021089952058016,4.0,171.0,13.1466350331,189.0,13.5515596649,250.0,15.1520213904,290.0,14.4565586724,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,abx_mega__fidax_dmso,-1.72539914045,0.9499568462220752,4.0,175.0,-2.6684548392,198.0,-1.9544343955999999,228.0,-0.4050021714,267.0,-1.8737051556000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,abx_mega__h2o-1a,0.0,0.010315735202106916,3.0,176.0,-0.0006908564,229.0,0.010643798500000001,303.0,-0.0099529421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,abx_mega__dmso-9,-2.043971550866667,1.4469555795008775,3.0,187.0,-1.0729471072,190.0,-1.3519804409,241.0,-3.7069871045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,abx_mega__reta_dmso,0.9209761346750002,3.565863193847927,4.0,195.0,5.2336593983,219.0,0.8110808357,235.0,-3.4937610674,271.0,1.1329253720999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,abx_mega__novo_dmso,0.16187157993333337,1.23095928860519,3.0,199.0,-0.014203866,273.0,1.4713874436,298.0,-0.9715688378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,abx_mega__h2o-2,0.5176591883,0.0891820734545654,2.0,277.0,0.45459793940000004,291.0,0.5807204372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,abx_mega__daro,12.751874686599999,0.5522154200666956,3.0,310.0,12.8309170619,312.0,13.260309790400001,313.0,12.1643972075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,abx_mega__solv,8.780063717633332,3.916500664560382,3.0,311.0,5.7990706998,314.0,7.325354304,315.0,13.2157661491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,abx_mega__dmso-4,-0.5509722898999999,0.777451392814385,3.0,316.0,0.0324625479,320.0,-1.4335649162,321.0,-0.2518145014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,abx_mega__kirr_dmso,6.208114377699999,1.2818857606807796,3.0,317.0,7.4191291726,318.0,6.3397049916,319.0,4.8655089689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,ackA_pta__dnaA46_del_ackA,4.467932573266666,1.534014626345883,3.0,322.0,4.0648980173,323.0,6.1632280255,324.0,3.175671677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,ackA_pta__dnaA46_del_pta,5.961308438466666,2.6014945634822557,3.0,325.0,8.9582721988,326.0,4.2855411154,327.0,4.6401120012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,ackA_pta__dnaA46,-0.3668710716666667,1.0194661144162287,3.0,328.0,-1.482788631,329.0,0.5156753834,330.0,-0.1334999674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,ackA_pta__del_ackA,5.2909331148000005,2.71564972287688,3.0,331.0,3.6568274254,332.0,8.4257493996,333.0,3.7902225194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,ackA_pta__del_pta,4.008304826033333,0.7308158002686874,3.0,334.0,3.6833555392,335.0,4.845240517,336.0,3.4963184219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,ackA_pta__wt,0.0,0.5173851598711603,3.0,337.0,-0.5337679799,338.0,0.0344916248,339.0,0.4992763551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,anticancer__5fu,-7.503243478833333,0.9244647874489104,3.0,340.0,-6.9791548756,341.0,-8.5706656391,348.0,-6.9599099218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,anticancer__cap,-3.9240268848666666,0.6719466175971778,3.0,342.0,-3.152293834,343.0,-4.379415569,344.0,-4.2403712516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,anticancer__wt,0.0,0.9998659599030086,3.0,345.0,-0.2936794332,346.0,-0.8201381687,347.0,1.1138176019000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,bio_pln__aero_pln,0.0,1.295112990803577,2.0,349.0,-0.9157831782,350.0,0.9157831782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,bio_pln__anaero_pln,-2.10322896485,0.784449549499742,2.0,351.0,-2.6579185607999998,352.0,-1.5485393689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,biocide__bzcl_12h,0.6660157155333333,0.2321754605784958,3.0,353.0,0.7865422021,354.0,0.3983628172,355.0,0.8131421273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,biocide__etoh_12h,-2.7107926084333336,0.2737304700555539,3.0,356.0,-2.8104448002,357.0,-2.9207365084,358.0,-2.4011965167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,biocide__gluald_12h,-0.47870280939999993,1.2556765488574202,3.0,359.0,-0.3416970865,360.0,-1.7972639371999999,361.0,0.7028525955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,biocide__h2o2_12h,-2.2446025214333334,3.3399483976403768,3.0,362.0,-0.49848251520000003,363.0,-0.13965077310000001,364.0,-6.0956742760000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,biocide__2ppoh_12h,-0.5253420947333334,0.14528704804274947,3.0,365.0,-0.3794227941,366.0,-0.5266149638000001,367.0,-0.6699885263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,biocide__paa_12h,-6.412346919933333,1.298292742107078,3.0,368.0,-5.4316319231,369.0,-5.9207611331,370.0,-7.8846477036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,biocide__phe_12h,-5.133098082066667,0.5452977673776546,3.0,371.0,-4.622601537,372.0,-5.0691369982,373.0,-5.707555711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,biocide__pvp-i_12h,-6.5024377730000005,1.808871974070727,3.0,374.0,-7.7556746345,375.0,-4.428730594,376.0,-7.3229080905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,biocide__bleach_12h,-6.889498756233333,0.6069365633362206,3.0,377.0,-6.198144863,378.0,-7.1357054176,379.0,-7.3346459881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,biocide__chx_12h,-5.175779406033333,1.3098706436550844,3.0,380.0,-6.685927723,381.0,-4.4938499581,382.0,-4.347560537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,biocide__bzcl_30m,-0.8149138740666667,0.8631615857741761,3.0,383.0,-0.3399771185,384.0,-1.8112460287,385.0,-0.293518475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,biocide__phe_30m,-1.002120752,0.31036186907910823,3.0,386.0,-1.3601215711,387.0,-0.8089411351,388.0,-0.8372995498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,biocide__pvp-i_30m,0.6739060658666666,0.5380811342577642,3.0,389.0,0.8347024702,390.0,0.0737582179,391.0,1.1132575095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,biocide__ctrl_12h,1.1381547821666667,0.37741041069634645,3.0,392.0,1.5295423587,393.0,1.1084442515,394.0,0.7764777363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,biocide__ctrl_30m,0.0,0.19050574939966342,3.0,395.0,0.2171476497,396.0,-0.0781170649,397.0,-0.1390305848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,clpP__wt,0.0,0.6973401078362307,3.0,398.0,-0.6693931928,400.0,-0.0528828033,402.0,0.7222759961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,clpP__wt_DPTA,-13.874918088633335,0.8090681323538426,3.0,399.0,-14.6603480294,401.0,-13.9202854152,403.0,-13.0441208213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,clpP__delclpP,-1.6452367059333335,0.9456891655250617,3.0,404.0,-2.594015161,406.0,-1.6390275508,408.0,-0.702667406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,clpP__delclpP_DPTA,-13.966426953933334,0.8352287389947359,3.0,405.0,-13.2050356086,407.0,-14.859781832,409.0,-13.8344634212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,colombos2__delydcR,-0.11423661563333333,1.0320097341349237,3.0,410.0,0.98284548,411.0,-1.0657072453,412.0,-0.2598480816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,colombos2__delyjiR,-0.25323222823333336,1.1427581019211839,3.0,413.0,1.0613382038,414.0,-1.0096361303,415.0,-0.8113987582000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,colombos2__wt,1.850371707708594e-17,0.3944939828476282,3.0,416.0,0.0224249161,417.0,-0.4052281238,418.0,0.38280320770000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,crp_k100__ar1_ar2,4.974263279166666,1.0259779543875962,3.0,419.0,6.0180495697,420.0,4.93766736,421.0,3.9670729078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,crp_k100__wt,0.0,0.42290053588406984,3.0,422.0,-0.2751124918,423.0,-0.2118428109,424.0,0.48695530270000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,crp_k100__K100Q,-0.6161742438,0.23082406100831937,2.0,425.0,-0.45295698500000003,426.0,-0.7793915026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,crp_k100__K100R,-0.07115289616666669,0.507131278771262,3.0,427.0,-0.43020779340000004,428.0,0.5089888551,429.0,-0.29223975020000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,csrA__wt_t00,0.0,1.1795110205285462,2.0,430.0,-0.8340402411000001,440.0,0.8340402411000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,csrA__wt_t02_30,-4.9066400707,0.1466844623183389,2.0,431.0,-5.0103616487,441.0,-4.8029184927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,csrA__wt_t05,-6.5238087494000006,0.4214342951144494,2.0,432.0,-6.2258097015,442.0,-6.8218077973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,csrA__wt_t10,-4.4765253537500005,0.3456317786118411,2.0,433.0,-4.7209239282,443.0,-4.2321267793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
